Package,OpenSSF_SS,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
htmllistparse,2.05,7.95,0.806083003,8.06083003,65,3.5,5718,htmllistparse-0.6.0,5,4.00E-05,0.00046,35,6.50361001
hjson,1.95,8.05,0.75900903,7.5900903,65,3.5,6090,hjson-3.1.0,4,7.10E-05,0.00185,1,6.3800301
gspread-dataframe,1.89,8.11,0.794822018,7.94822018,65,3.5,7705,gspread-dataframe-3.3.0,4,4.40E-05,0.00048,62,6.519406727
coolname,1.89,8.11,0.811555134,8.11555134,65,3.5,7601,coolname-2.2.0,1,3.60E-05,0.0005,1,6.57518378
xlwt,0,10,0.671641247,6.71641247,65,3.5,1631,xlwt-1.3.0,8,7.40E-05,0.00372,1,6.738804157
looseversion,0,10,0.831780352,8.31780352,65,3.5,4342,looseversion-1.1.2,3,4.50E-05,0.00144,1,7.272601173
pyenchant,0,10,0.736753034,7.36753034,65,3.5,2337,pyenchant-3.2.2,3,7.90E-05,0.00137,1,6.955843447
pyfcm,0,10,0.746546735,7.46546735,65,3.5,1246,pyfcm-1.5.4,3,6.50E-05,0.00046,28,6.988489117
skyfield,0,10,0.668021122,6.68021122,65,3.5,5387,skyfield-1.46,8,6.90E-05,0.00139,6,6.726737073
scikit-surprise,0,10,0.747884945,7.47884945,65,3.5,11052,scikit-surprise-1.1.3,4,3.90E-05,0.00046,10,6.992949817
posix-ipc,0,10,0.797829208,7.97829208,65,3.5,3958,posix-ipc-1.1.1,1,5.00E-05,0.00046,1,7.159430693
pymediainfo,0,10,0.76920818,7.6920818,65,3.5,10993,pymediainfo-6.0.1,1,4.50E-05,0.00046,1,7.064027267
uhashring,0,10,0.716611056,7.16611056,65,3.5,8648,uhashring-2.3,1,5.00E-05,0.0005,1,6.88870352
findlibs,0,10,0.66309125,6.6309125,65,3.5,10916,findlibs-0.0.2,1,4.30E-05,0.0005,1,6.710304167
paramiko-expect,3.84,6.16,0.780593218,7.80593218,66,3.4,6260,paramiko-expect-0.3.5,2,4.50E-05,0.00046,9,5.78864406
exifread,3.46,6.54,0.598595896,5.98595896,66,3.4,7214,exifread-3.0.0,2,4.50E-05,0.00096,1,5.308652987
xdoctest,3.46,6.54,0.713137449,7.13137449,66,3.4,3251,xdoctest-1.1.1,2,3.80E-05,0.00046,2,5.690458163
zstd,3.14,6.86,0.691395088,6.91395088,66,3.4,7242,zstd-1.5.5.1,3,5.70E-05,0.00142,1,5.724650293
ghp-import,3.05,6.95,0.671641247,6.71641247,66,3.4,10340,ghp-import-2.1.0,2,4.20E-05,0.00057,4,5.688804157
adjusttext,3.05,6.95,0.791224875,7.91224875,66,3.4,8014,adjusttext-0.8,3,4.00E-05,0.00046,29,6.08741625
hstspreload,2.97,7.03,0.800496396,8.00496396,66,3.4,7837,hstspreload-2023.1.1,1,4.80E-05,0.0005,1,6.144987987
jaconv,2.22,7.78,0.781913187,7.81913187,66,3.4,2685,jaconv-0.3.4,1,5.30E-05,0.00048,1,6.333043957
grandalf,1.86,8.14,0.794481358,7.94481358,66,3.4,6981,grandalf-0.8,1,3.50E-05,0,2,6.49493786
dicttoxml,1.16,8.84,0.784279036,7.84279036,66,3.4,3870,dicttoxml-1.7.16,5,5.50E-05,0.00233,1,6.694263453
sphinxcontrib-jquery,0,10,0.671641247,6.71641247,66,3.4,2846,sphinxcontrib-jquery-4.1,2,5.20E-05,0.00063,48,6.705470823
naked,0,10,0.809601718,8.09601718,66,3.4,535,naked-0.1.32,4,8.30E-05,0.00094,29,7.16533906
datatile,0,10,0.856778149,8.56778149,66,3.4,6974,datatile-1.0.3,2,3.70E-05,0.00048,2,7.32259383
googlesearch-python,0,10,0.67852155,6.7852155,66,3.4,782,googlesearch-python-1.2.3,2,3.50E-05,0,31,6.728405167
janus,4.32,5.68,0.761251723,7.61251723,67,3.3,1583,janus-1.0.0,4,5.80E-05,0.00142,2,5.530839077
mnemonic,4.24,5.76,0.774347233,7.74347233,67,3.3,5143,mnemonic-0.19,1,4.20E-05,0.00046,1,5.601157443
aiorwlock,4.16,5.84,0.774172918,7.74172918,67,3.3,8674,aiorwlock-1.3.0,1,4.00E-05,0.00046,1,5.62724306
pyelftools,4.14,5.86,0.721939503,7.21939503,67,3.3,2930,pyelftools-0.29,5,8.80E-05,0.00238,1,5.459798343
watchgod,3.95,6.05,0.674798123,6.74798123,67,3.3,343,watchgod-0.8.2,5,5.30E-05,0.00196,4,5.365993743
pyzstd,3.92,6.08,0.801745387,8.01745387,67,3.3,1183,pyzstd-0.15.6,2,4.20E-05,0.00096,1,5.79915129
graphene-sqlalchemy,3.92,6.08,0.733049001,7.33049001,67,3.3,3685,graphene-sqlalchemy-2.3.0,7,6.50E-05,0.00091,11,5.570163337
fastrlock,3.78,6.22,0.659745541,6.59745541,67,3.3,12320,fastrlock-0.8.1,1,5.20E-05,0.00048,1,5.372485137
gluestick,3.62,6.38,0.811741102,8.11741102,67,3.3,4199,gluestick-2.1.0,4,3.50E-05,0,22,5.93247034
typed-ast,3.35,6.65,0.662233347,6.62233347,67,3.3,3011,typed-ast-1.5.4,7,7.90E-05,0.00333,1,5.524111157
jdcal,3.3,6.7,0.781127651,7.81127651,67,3.3,6655,jdcal-1.4.1,4,8.50E-05,0.0019,1,5.93709217
pylogbeat,3.3,6.7,0.831570031,8.31570031,67,3.3,5788,pylogbeat-2.0.0,1,4.90E-05,0.00048,1,6.105233437
asyncio-nats-client,3.19,6.81,0.748429663,7.48429663,67,3.3,1744,asyncio-nats-client-0.11.5,3,7.00E-05,0.00139,1,5.864765543
convertdate,2.97,7.03,0.640772887,6.40772887,67,3.3,1086,convertdate-2.4.0,6,7.50E-05,0.00255,2,5.579242957
pympler,2.97,7.03,0.603160719,6.03160719,67,3.3,2403,pympler-1.0.1,3,4.40E-05,0.0015,1,5.453869063
mbstrdecoder,2.97,7.03,0.810147226,8.10147226,67,3.3,1901,mbstrdecoder-1.1.2,4,9.60E-05,0.00162,2,6.143824087
raven,2.76,7.24,0.645435096,6.45435096,67,3.3,3690,raven-6.10.0,11,0.000139,0.0042,12,5.664783653
mo-logs,2.7,7.3,0.690129403,6.90129403,67,3.3,10607,mo-logs-4.23.21108,5,4.70E-05,0.00048,5,5.833764677
mo-imports,2.54,7.46,0.697704728,6.97704728,67,3.3,10608,mo-imports-3.149.20327,3,7.70E-05,0.001,2,5.912349093
impyla,2.38,7.62,0.588108463,5.88108463,67,3.3,9783,impyla-0.17.0,5,3.60E-05,0.00046,8,5.600361543
python-editor,2.3,7.7,0.786718744,7.86718744,67,3.3,1741,python-editor-1.0.4,2,6.10E-05,0.00105,1,6.28906248
mo-kwargs,2.3,7.7,0.692130929,6.92130929,67,3.3,10609,mo-kwargs-4.22.21108,3,4.50E-05,0.00048,4,5.973769763
mo-dots,2.22,7.78,0.689666754,6.89666754,67,3.3,10605,mo-dots-4.22.21108,5,7.60E-05,0.00144,3,5.992222513
mo-future,2.14,7.86,0.688521252,6.88521252,67,3.3,10606,mo-future-3.147.20327,5,0.000174,0.00247,1,6.01507084
pysnmp,1.97,8.03,0.737630036,7.37630036,67,3.3,5316,pysnmp-4.4.12,4,6.50E-05,0.00046,5,6.235433453
facebook-sdk,1.81,8.19,0.583607336,5.83607336,67,3.3,12728,facebook-sdk-3.1.0,2,3.80E-05,0.00046,28,5.775357787
django-polymorphic,1.3,8.7,0.594100767,5.94100767,67,3.3,9532,django-polymorphic-3.1.0,6,7.20E-05,0.0024,5,5.98033589
msgpack-python,0,10,0.671641247,6.71641247,67,3.3,3716,msgpack-python-0.5.6,12,0.000146,0.00569,1,6.67213749
dash-core-components,0,10,0.694344765,6.94344765,67,3.3,693,dash-core-components-2.0.0,4,6.30E-05,0.00214,1,6.747815883
fasttext,0,10,0.596459262,5.96459262,67,3.3,10984,fasttext-0.9.2,4,3.70E-05,0.00046,4,6.421530873
construct,0,10,0.671641247,6.71641247,67,3.3,4310,construct-2.5.3,2,4.70E-05,0.00048,2,6.67213749
pdfkit,0,10,0.751340945,7.51340945,67,3.3,3752,pdfkit-1.0.0,3,7.90E-05,0.00137,1,6.93780315
halo,0,10,0.755382427,7.55382427,67,3.3,3243,halo-0.0.31,14,7.30E-05,0.00368,7,6.951274757
jupyter-server-fileid,0,10,0.671641247,6.71641247,67,3.3,2258,jupyter-server-fileid-0.9.0,4,4.70E-05,0.00048,67,6.67213749
pyld,0,10,0.763935796,7.63935796,67,3.3,1781,pyld-2.0.3,4,4.00E-05,0.0005,4,6.979785987
google-cloud-dns,4.41,5.59,0.754501945,7.54501945,68,3.2,10036,google-cloud-dns-0.34.1,1,3.50E-05,0,60,5.445006483
awsiotpythonsdk,4.32,5.68,0.671641247,6.71641247,68,3.2,5443,awsiotpythonsdk-1.5.2,1,4.10E-05,0.00046,1,5.198804157
importlab,4.08,5.92,0.783656528,7.83656528,68,3.2,12707,importlab-0.8,2,3.80E-05,0.00048,2,5.652188427
transaction,3.95,6.05,0.677167922,6.77167922,68,3.2,1757,transaction-3.1.0,24,0.000171,0.01151,3,5.34055974
cherrypy,3.86,6.14,0.560349408,5.60349408,68,3.2,3083,cherrypy-18.8.0,9,5.80E-05,0.00187,25,4.981164693
reactivex,3.86,6.14,0.718865564,7.18865564,68,3.2,7659,reactivex-4.0.4,3,5.10E-05,0.00094,2,5.50955188
swagger-spec-validator,3.81,6.19,0.685415957,6.85415957,68,3.2,10930,swagger-spec-validator-3.0.3,7,4.50E-05,0.00148,23,5.414719857
polyaxon,3.78,6.22,0.817838984,8.17838984,68,3.2,6971,polyaxon-1.20.0,20,3.90E-05,0.00046,96,5.866129947
fqdn,3.65,6.35,0.790177857,7.90177857,68,3.2,115,fqdn-1.5.1,2,9.30E-05,0.00331,1,5.817259523
colorcet,3.59,6.41,0.904191917,9.04191917,68,3.2,6240,colorcet-3.0.1,4,5.00E-05,0.00146,3,6.21730639
configupdater,3.51,6.49,0.647284526,6.47284526,68,3.2,10393,configupdater-3.1.1,1,3.60E-05,0.00048,1,5.387615087
dictdiffer,3.51,6.49,0.636157382,6.36157382,68,3.2,664,dictdiffer-0.9.0,5,5.50E-05,0.00235,1,5.350524607
google-cloud-runtimeconfig,3.51,6.49,0.757665408,7.57665408,68,3.2,11551,google-cloud-runtimeconfig-0.33.2,1,3.50E-05,0,60,5.75555136
deprecation-alias,3.51,6.49,0.675491399,6.75491399,68,3.2,11130,deprecation-alias-0.3.1,3,4.20E-05,0.0005,5,5.481637997
circus,3.43,6.57,0.571022832,5.71022832,68,3.2,3117,circus-0.16.1,5,3.90E-05,0.00046,5,5.160076107
starlette-context,3.41,6.59,0.725278406,7.25278406,68,3.2,9465,starlette-context-0.3.4,2,3.80E-05,0.00046,5,5.68092802
pebble,3.38,6.62,0.750582287,7.50582287,68,3.2,7558,pebble-5.0.3,2,4.80E-05,0.00094,1,5.77527429
djangorestframework-gis,3.38,6.62,0.726074227,7.26074227,68,3.2,1019,djangorestframework-gis-1.0,4,5.20E-05,0.00091,11,5.693580757
nptyping,3.27,6.73,0.786029828,7.86029828,68,3.2,604,nptyping-2.5.0,5,5.10E-05,0.00146,3,5.930099427
confuse,3.22,6.78,0.768729785,7.68729785,68,3.2,1157,confuse-2.0.1,5,6.10E-05,0.00183,2,5.889099283
aioprometheus,3.19,6.81,0.775072021,7.75072021,68,3.2,13155,aioprometheus-21.8.0,3,4.10E-05,0.00046,27,5.92024007
pure-eval,3.14,6.86,0.799310003,7.99310003,68,3.2,482,pure-eval-0.2.2,3,6.90E-05,0.00154,1,6.01770001
dnslib,3.14,6.86,0.623175254,6.23175254,68,3.2,7870,dnslib-0.9.23,1,5.00E-05,0.00046,1,5.43058418
rtoml,3.14,6.86,0.671641247,6.71641247,68,3.2,1857,rtoml-0.9.0,1,6.20E-05,0.00048,1,5.59213749
geonamescache,3.05,6.95,0.671641247,6.71641247,68,3.2,13491,geonamescache-1.5.0,1,3.90E-05,0.00048,1,5.62213749
textfsm,3,7,0.702461172,7.02461172,68,3.2,3218,textfsm-1.1.2,4,8.00E-05,0.00098,3,5.74153724
locket,2.97,7.03,0.804820293,8.04820293,68,3.2,580,locket-1.0.0,2,6.00E-05,0.00117,1,6.09273431
pyscreenshot,2.97,7.03,0.62872184,6.2872184,68,3.2,3352,pyscreenshot-3.1,5,4.00E-05,0.00048,5,5.505739467
google-api-python-client-stubs,2.97,7.03,0.819836692,8.19836692,68,3.2,9692,google-api-python-client-stubs-1.16.0,2,3.50E-05,0,68,6.142788973
missingno,2.3,7.7,0.765748829,7.65748829,68,3.2,4578,missingno-0.5.2,5,3.70E-05,0.00046,40,6.18582943
evdev,2.14,7.86,0.595520168,5.95520168,68,3.2,1462,evdev-1.6.1,3,7.70E-05,0.00146,1,5.671733893
plyvel,2.11,7.89,0.624497548,6.24497548,68,3.2,3915,plyvel-1.5.0,2,7.40E-05,0.00091,1,5.77832516
ldapdomaindump,2.05,7.95,0.785622027,7.85622027,68,3.2,140,ldapdomaindump-0.9.4,5,4.20E-05,0.00096,5,6.335406757
pyxlsb,1.97,8.03,0.805082709,8.05082709,68,3.2,1429,pyxlsb-1.0.10,1,3.90E-05,0.00055,1,6.426942363
pycoingecko,1.97,8.03,0.775195324,7.75195324,68,3.2,1970,pycoingecko-3.1.0,2,3.70E-05,0.00048,28,6.327317747
sly,1.95,8.05,0.71686806,7.1686806,68,3.2,4656,sly-0.5,1,6.50E-05,0.00046,1,6.1395602
backcall,1.89,8.11,0.836479519,8.36479519,68,3.2,472,backcall-0.2.0,7,9.20E-05,0.0051,1,6.558265063
slicer,0,10,0.747265624,7.47265624,68,3.2,277,slicer-0.0.7,2,3.70E-05,0.00098,1,6.890885413
pyusb,0,10,0.671641247,6.71641247,68,3.2,1319,pyusb-1.2.1,8,0.00018,0.00383,1,6.638804157
deepmerge,0,10,0.66495816,6.6495816,68,3.2,4288,deepmerge-1.1.0,8,0.000102,0.00379,1,6.6165272
moviepy,0,10,0.671870351,6.71870351,68,3.2,1881,moviepy-1.0.3,10,5.10E-05,0.00144,42,6.639567837
webtest,0,10,0.671641247,6.71641247,68,3.2,4841,webtest-3.0.0,5,4.20E-05,0.00094,6,6.638804157
yattag,0,10,0.704894218,7.04894218,68,3.2,9466,yattag-1.15.1,2,4.70E-05,0.00094,1,6.749647393
accessible-pygments,0,10,0.683862722,6.83862722,68,3.2,11580,accessible-pygments-0.0.4,2,3.90E-05,0.00048,2,6.679542407
apeye-core,0,10,0.684121949,6.84121949,68,3.2,11129,apeye-core-1.1.2,3,4.30E-05,0.00048,5,6.680406497
pymoo,0,10,0.671641247,6.71641247,68,3.2,7466,pymoo-0.6.0.1,9,3.90E-05,0.00046,42,6.638804157
jsonrpcclient,0,10,0.77197648,7.7197648,68,3.2,10348,jsonrpcclient-4.0.3,1,4.50E-05,0.00046,1,6.973254933
lazy-imports,0,10,0.710952036,7.10952036,68,3.2,7409,lazy-imports-0.3.1,1,4.20E-05,0.00046,1,6.76984012
eel,0,10,0.627951552,6.27951552,68,3.2,10722,eel-0.16.0,6,3.90E-05,0.00046,12,6.49317184
blspy,5.62,4.38,0.739041742,7.39041742,69,3.1,5030,blspy-1.0.16,3,9.00E-05,0.00096,2,4.956805807
lizard,4.65,5.35,0.738034329,7.38034329,69,3.1,5221,lizard-1.17.10,1,4.60E-05,0.00048,1,5.276781097
pyhamcrest,4.54,5.46,0.591003602,5.91003602,69,3.1,1102,pyhamcrest-2.0.4,5,7.70E-05,0.00235,1,4.82334534
goodtables,4.41,5.59,0.717027366,7.17027366,69,3.1,7173,goodtables-2.5.4,9,3.50E-05,0,79,5.286757887
pysimdjson,3.81,6.19,0.771099478,7.71099478,69,3.1,7239,pysimdjson-5.0.2,1,3.60E-05,0.00048,1,5.66699826
jplephem,3.7,6.3,0.776953514,7.76953514,69,3.1,5389,jplephem-2.18,4,5.00E-05,0.001,3,5.72317838
flask-caching,3.19,6.81,0.717657355,7.17657355,69,3.1,2871,flask-caching-2.0.2,5,4.10E-05,0.00139,12,5.695524517
python-redis-lock,2.81,7.19,0.760296662,7.60296662,69,3.1,10667,python-redis-lock-4.0.0,2,4.20E-05,0.00046,4,5.964322207
eth-keyfile,2.38,7.62,0.653791914,6.53791914,69,3.1,108,eth-keyfile-0.6.1,5,4.40E-05,0.00098,9,5.752639713
pymeeus,2.3,7.7,0.801104478,8.01104478,69,3.1,1089,pymeeus-0.5.12,2,0.000105,0.00108,1,6.27034826
pyowm,1.81,8.19,0.742503026,7.42503026,69,3.1,11935,pyowm-3.3.0,5,7.90E-05,0.00091,29,6.23834342
python-docx,1.41,8.59,0.781219796,7.81219796,69,3.1,1884,python-docx-0.8.11,6,7.60E-05,0.00235,2,6.500732653
dash-table,0,10,0.564509524,5.64509524,69,3.1,695,dash-table-5.0.0,3,6.10E-05,0.00168,1,6.24836508
zmq,0,10,0.616716589,6.16716589,69,3.1,7774,zmq-0.0.0,2,3.70E-05,0.00048,2,6.42238863
powerline-status,0,10,0.545265131,5.45265131,69,3.1,10172,powerline-status-2.7,1,6.50E-05,0.00046,1,6.184217103
docker-compose,5.86,4.14,0.516836621,5.16836621,70,3,1349,docker-compose-1.29.2,13,4.20E-05,0.00091,54,4.102788737
lark-parser,4.65,5.35,0.710830481,7.10830481,70,3,397,lark-parser-0.12.0,4,0.000105,0.0019,1,5.15276827
clvm,4.54,5.46,0.773215488,7.73215488,70,3,5033,clvm-0.9.7,3,5.80E-05,0.00094,3,5.39738496
domdf-python-tools,4.46,5.54,0.657422536,6.57422536,70,3,11127,domdf-python-tools-3.6.1,7,7.80E-05,0.0024,3,5.03807512
sqlmodel,4.32,5.68,0.659033547,6.59033547,70,3,12495,sqlmodel-0.0.8,4,3.70E-05,0.00046,14,5.090111823
py-dmidecode,4.27,5.73,0.691359394,6.91359394,70,3,2453,py-dmidecode-0.1.0,1,4.10E-05,0.00046,1,5.214531313
glcontext,4.24,5.76,0.780989581,7.80989581,70,3,4982,glcontext-2.3.7,1,7.70E-05,0.00052,1,5.523298603
papermill,3.97,6.03,0.709416663,7.09416663,70,3,5084,papermill-2.4.0,10,4.50E-05,0.00046,62,5.37472221
typepy,3.78,6.22,0.743828219,7.43828219,70,3,1898,typepy-1.3.0,10,0.000134,0.00292,8,5.55276073
flaky,3.78,6.22,0.761612184,7.61612184,70,3,12585,flaky-3.7.0,1,3.80E-05,0.00046,1,5.612040613
tabledata,3.78,6.22,0.744186621,7.44186621,70,3,4765,tabledata-1.3.1,3,4.20E-05,0.00052,10,5.553955403
pytablewriter,3.78,6.22,0.781431763,7.81431763,70,3,4760,pytablewriter-0.64.2,10,6.00E-05,0.00139,14,5.678105877
tcolorpy,3.78,6.22,0.738504091,7.38504091,70,3,4762,tcolorpy-0.1.2,3,6.20E-05,0.00146,1,5.535013637
lazy,3.78,6.22,0.659205986,6.59205986,70,3,4943,lazy-1.5,3,7.30E-05,0.00139,1,5.27068662
datetimerange,3.78,6.22,0.802868762,8.02868762,70,3,4757,datetimerange-1.2.0,3,3.80E-05,0.00046,9,5.74956254
parsimonious,3.76,6.24,0.617804206,6.17804206,70,3,102,parsimonious-0.9.0,2,4.90E-05,0.0006,2,5.139347353
varname,3.54,6.46,0.724995802,7.24995802,70,3,8454,varname-0.10.0,2,4.50E-05,0.00046,2,5.569986007
itemadapter,3.46,6.54,0.793964849,7.93964849,70,3,1526,itemadapter-0.8.0,3,5.00E-05,0.00151,1,5.826549497
entrypoints,3.38,6.62,0.644305416,6.44305416,70,3,973,entrypoints-0.4,20,0.000145,0.00992,1,5.354351387
isoduration,3.35,6.65,0.699976565,6.99976565,70,3,116,isoduration-20.11.0,2,8.70E-05,0.00286,5,5.549921883
dataproperty,3.22,6.78,0.937568973,9.37568973,70,3,4763,dataproperty-0.55.0,4,6.00E-05,0.001,9,6.38522991
spacy-alignments,3.22,6.78,0.730245012,7.30245012,70,3,4359,spacy-alignments-0.9.0,2,4.90E-05,0.00096,1,5.69415004
requests-file,3.19,6.81,0.78677135,7.8677135,70,3,1533,requests-file-1.5.1,8,9.30E-05,0.00323,29,5.892571167
django-js-asset,3.14,6.86,0.798982647,7.98982647,70,3,3035,django-js-asset-2.0.0,3,0.000131,0.00107,5,5.949942157
pyxirr,3.11,6.89,0.670064086,6.70064086,70,3,8766,pyxirr-0.9.0,1,3.80E-05,0.00046,1,5.53021362
junit-xml,2.54,7.46,0.636618183,6.36618183,70,3,3304,junit-xml-1.9,3,6.80E-05,0.00094,2,5.608727277
click-plugins,2.11,7.89,0.661573384,6.61573384,70,3,1548,click-plugins-1.1.1,11,0.000118,0.00549,2,5.835244613
text-unidecode,2.03,7.97,0.725673181,7.25673181,70,3,947,text-unidecode-1.2,1,4.60E-05,0.00048,1,6.07557727
astunparse,2.03,7.97,0.780478426,7.80478426,70,3,674,astunparse-1.6.3,7,0.000105,0.00343,3,6.25826142
pathtools,1.97,8.03,0.799422061,7.99422061,70,3,4260,pathtools-0.1.2,5,9.50E-05,0.00237,1,6.34140687
pytimeparse,1.97,8.03,0.793936552,7.93936552,70,3,5170,pytimeparse-1.1.8,2,4.40E-05,0.00094,1,6.32312184
constantly,1.95,8.05,0.657936637,6.57936637,70,3,1200,constantly-15.1.0,4,8.00E-05,0.00262,1,5.876455457
pytzdata,1.89,8.11,0.682888687,6.82888687,70,3,207,pytzdata-2020.1,3,0.000142,0.00198,1,5.979628957
langcodes,1.89,8.11,0.783402734,7.83402734,70,3,1385,langcodes-3.3.0,5,5.40E-05,0.00232,4,6.31467578
terminaltables,1.89,8.11,0.709934189,7.09934189,70,3,1005,terminaltables-3.1.10,14,0.000142,0.00651,1,6.06978063
aws-requests-auth,1.86,8.14,0.791464509,7.91464509,70,3,3080,aws-requests-auth-0.4.3,7,7.70E-05,0.00231,30,6.351548363
glfw,1.73,8.27,0.766715474,7.66715474,70,3,785,glfw-2.5.9,6,9.60E-05,0.00285,1,6.312384913
pyppeteer,1.46,8.54,0.743682108,7.43682108,70,3,1042,pyppeteer-1.0.2,14,0.000115,0.00248,22,6.325607027
mergedeep,1.08,8.92,0.827559147,8.27559147,70,3,3307,mergedeep-1.3.4,2,4.50E-05,0.00103,1,6.731863823
mdurl,0,10,0.828002022,8.28002022,70,3,169,mdurl-0.1.2,2,0.000193,0.00125,1,7.093340073
rx,0,10,0.833949392,8.33949392,70,3,1210,rx-1.6.3,1,0.00015,0.00092,1,7.11316464
pyscreeze,0,10,0.776258033,7.76258033,70,3,2222,pyscreeze-0.1.28,1,4.70E-05,0.00057,1,6.92086011
ml-collections,0,10,0.767074014,7.67074014,70,3,6626,ml-collections-0.1.0,6,4.50E-05,0.00096,5,6.890246713
editorconfig,0,10,0.615175815,6.15175815,70,3,9112,editorconfig-0.12.3,2,6.70E-05,0.00098,1,6.383919383
recordclass,0,10,0.671641247,6.71641247,70,3,3348,recordclass-0.18.3,1,4.00E-05,0.00046,1,6.57213749
zodb,0,10,0.644022088,6.44022088,70,3,1923,zodb-5.8.0,20,9.40E-05,0.00573,13,6.480073627
sigfig,0,10,0.745866671,7.45866671,70,3,5897,sigfig-1.3.2,2,4.00E-05,0.00046,2,6.81955557
libhxl,0,10,0.652071337,6.52071337,70,3,1624,libhxl-4.29,15,5.50E-05,0.0014,56,6.506904457
onnxmltools,4.89,5.11,0.746143232,7.46143232,71,2.9,13337,onnxmltools-1.11.2,4,3.70E-05,0.00046,20,5.157144107
azure-iot-device,4.89,5.11,0.617857289,6.17857289,71,2.9,1576,azure-iot-device-2.12.0,8,3.60E-05,0.00046,36,4.729524297
behave,4.84,5.16,0.720314872,7.20314872,71,2.9,1359,behave-1.2.6,8,9.70E-05,0.00231,4,5.08771624
rich-click,4.73,5.27,0.623207148,6.23207148,71,2.9,1912,rich-click-1.6.1,10,6.80E-05,0.00322,12,4.800690493
btrees,4.43,5.57,0.535540802,5.35540802,71,2.9,1925,btrees-5.0,13,8.60E-05,0.00562,7,4.60846934
pywatchman,4.32,5.68,0.667936866,6.67936866,71,2.9,9764,pywatchman-1.4.1,1,5.00E-05,0.00046,1,5.08645622
treq,4.32,5.68,0.668630647,6.68630647,71,2.9,5647,treq-22.2.0,8,4.60E-05,0.00094,45,5.088768823
hidapi,4.22,5.78,0.850504649,8.50504649,71,2.9,5855,hidapi-0.13.1,4,5.80E-05,0.00139,2,5.72834883
xattr,3.89,6.11,0.645731682,6.45731682,71,2.9,2766,xattr-0.9.7,2,4.00E-05,0.0005,4,5.155772273
roman,3.89,6.11,0.647170274,6.47170274,71,2.9,3043,roman-4.0,2,7.30E-05,0.001,1,5.16056758
humbug,3.78,6.22,0.814587824,8.14587824,71,2.9,11617,humbug-0.3.1,1,3.50E-05,0,28,5.755292747
configspace,3.68,6.32,0.608756263,6.08756263,71,2.9,6802,configspace-0.6.1,7,4.70E-05,0.00094,12,5.102520877
coincurve,3.59,6.41,0.618938005,6.18938005,71,2.9,531,coincurve-18.0.0,7,6.00E-05,0.0024,5,5.166460017
imgkit,3.51,6.49,0.805543584,8.05543584,71,2.9,5435,imgkit-1.2.3,2,4.50E-05,0.00046,2,5.81514528
uc-micro-py,3.49,6.51,0.747343328,7.47343328,71,2.9,6446,uc-micro-py-1.0.1,1,0.000199,0.00051,1,5.627811093
pycognito,3.38,6.62,0.617485632,6.17485632,71,2.9,1119,pycognito-2022.8.0,5,3.90E-05,0.00046,48,5.231618773
simple-term-menu,3.38,6.62,0.705760617,7.05760617,71,2.9,2397,simple-term-menu-1.6.1,2,4.40E-05,0.00091,1,5.525868723
grequests,3.3,6.7,0.621951249,6.21951249,71,2.9,4344,grequests-0.6.0,7,6.40E-05,0.00142,36,5.27317083
sqlitedict,3.3,6.7,0.674936956,6.74936956,71,2.9,7102,sqlitedict-1.7.0,1,3.90E-05,0.00046,1,5.449789853
simpleeval,3.27,6.73,0.685655663,6.85655663,71,2.9,867,simpleeval-0.9.13,10,8.80E-05,0.00479,1,5.495518877
cpplint,3.11,6.89,0.574689652,5.74689652,71,2.9,8685,cpplint-1.6.1,2,4.50E-05,0.00091,1,5.178965507
html-sanitizer,2.97,7.03,0.785711332,7.85711332,71,2.9,13147,html-sanitizer-1.9.3,2,3.50E-05,0,5,5.929037773
zhon,2.97,7.03,0.757337243,7.57337243,71,2.9,7820,zhon-1.1.5,2,9.40E-05,0.00091,1,5.834457477
hypothesis-graphql,2.97,7.03,0.819689476,8.19689476,71,2.9,6892,hypothesis-graphql-0.10.0,2,3.50E-05,0,12,6.042298253
txaio,2.89,7.11,0.697625474,6.97625474,71,2.9,1198,txaio-23.1.1,2,5.10E-05,0.00118,1,5.662084913
pick,2.89,7.11,0.770714185,7.70714185,71,2.9,1948,pick-2.2.0,3,5.90E-05,0.00137,1,5.90571395
asgi-correlation-id,2.89,7.11,0.641685339,6.41685339,71,2.9,12528,asgi-correlation-id-4.1.0,2,4.50E-05,0.00046,5,5.475617797
python-xlib,2.54,7.46,0.597369122,5.97369122,71,2.9,1463,python-xlib-0.33,8,0.000508,0.00329,3,5.44456374
ecos,2.38,7.62,0.605007783,6.05007783,71,2.9,3260,ecos-2.0.12,5,4.90E-05,0.00113,9,5.523359277
mongomock,2.27,7.73,0.696552973,6.96552973,71,2.9,10242,mongomock-2.3.1,3,4.20E-05,0.00046,3,5.865176577
stringcase,2.22,7.78,0.717076415,7.17076415,71,2.9,1635,stringcase-1.2.0,9,8.30E-05,0.00438,1,5.950254717
arabic-reshaper,2.05,7.95,0.908344229,9.08344229,71,2.9,10773,arabic-reshaper-3.0.0,1,3.90E-05,0.00048,1,6.644480763
webencodings,2.03,7.97,0.720940291,7.20940291,71,2.9,203,webencodings-0.5.1,14,0.000535,0.00819,1,6.026467637
