Package,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
falcon,4.51,0.491275804,4.91275804,89,1.1,2901,falcon-2.0.0,1,0.000119,0.00066,1,3.507586013
giturlparse,4.51,0.778640241,7.78640241,82,1.8,3903,giturlparse-0.10.0,2,4.80E-05,0.00091,1,4.698800803
persistent,4.51,0.554681496,5.54681496,75,2.5,1926,persistent-5.0,17,0.000188,0.00786,6,4.185604987
pygls,4.51,0.608649079,6.08649079,87,1.3,4275,pygls-0.9.1,1,3.80E-05,0.00046,1,3.96549693
psutil,4.49,0.60049988,6.0049988,96,0.4,405,psutil-5.9.4,87,0.000771,0.04206,1,3.631666267
pynacl,4.49,0.717755926,7.17755926,81,1.9,556,pynacl-1.5.0,14,0.000319,0.00762,4,4.522519753
fonttools,4.49,0.547940771,5.47940771,97,0.3,8,fonttools-4.39.3,29,0.000665,0.026256,9,3.423135903
setuptools-scm,4.49,0.617739476,6.17739476,97,0.3,788,setuptools-scm-7.1.0,17,0.000126,0.00619,5,3.655798253
mypy,4.49,0.542346267,5.42346267,94,0.6,5409,mypy-1.2.0,7,8.50E-05,0.00183,4,3.504487557
semver,4.49,0.671645522,6.71645522,91,0.9,2020,semver-2.10.1,1,3.80E-05,0.00046,1,4.035485073
pytest-mock,4.49,0.722512692,7.22512692,94,0.6,4329,pytest-mock-3.3.1,2,3.80E-05,0.00046,8,4.105042307
jsonpickle,4.49,0.742490269,7.42490269,94,0.6,2502,jsonpickle-3.0.1,22,0.000271,0.01034,1,4.17163423
gspread,4.49,0.831808055,8.31808055,94,0.6,2980,gspread10-0.0.2,4,3.50E-05,0,85,4.469360183
pytest-asyncio,4.49,0.742937316,7.42937316,91,0.9,4859,pytest-asyncio-0.21.0,3,4.20E-05,0.00091,11,4.273124387
sh,4.49,0.644775943,6.44775943,88,1.2,2503,sh-2.0.3,12,0.000147,0.00549,1,4.04591981
google-cloud-vision,4.49,0.737868891,7.37868891,90,1,2394,google-cloud-vision-3.4.1,3,3.50E-05,0,51,4.28956297
kazoo,4.49,0.711655423,7.11655423,82,1.8,3715,kazoo-2.9.0,3,3.90E-05,0.00094,2,4.46885141
datasketch,4.49,0.614696603,6.14696603,79,2.1,8424,datasketch-1.5.9,4,4.70E-05,0.00091,9,4.245655343
optax,4.49,0.72611119,7.2611119,91,0.9,6534,optax-0.1.4,13,5.80E-05,0.00192,20,4.2170373
django-phonenumber-field,4.49,0.847617759,8.47617759,91,0.9,6337,django-phonenumber-field-7.0.2,2,4.20E-05,0.00046,5,4.622059197
strawberry-graphql,4.49,0.561858773,5.61858773,97,0.3,6087,strawberry-graphql-0.171.1,10,5.00E-05,0.00046,25,3.469529243
google-cloud-common,4.49,0.798929758,7.98929758,74,2.6,6844,google-cloud-common-1.2.0,4,4.20E-05,0.00046,51,5.026432527
torch-geometric,4.49,0.569653534,5.69653534,78,2.2,7974,torch-geometric-2.3.0,12,7.10E-05,0.00183,49,4.128845113
jupyter-server-proxy,4.49,0.727113231,7.27113231,84,1.6,1697,jupyter-server-proxy-3.2.2,5,7.10E-05,0.00091,85,4.45371077
sanic-ext,4.49,0.633465331,6.33465331,77,2.3,6219,sanic-ext-23.3.0,3,4.30E-05,0.00091,2,4.374884437
chess,4.49,0.727469549,7.27469549,82,1.8,6506,chess-1.9.4,1,9.00E-05,0.00048,1,4.521565163
pandas,4.46,0.820746042,8.20746042,93,0.7,3,pandas-2.0.0,849,0.006316,0.40139,11,4.45582014
billiard,4.46,0.842443724,8.42443724,85,1.5,3525,billiard-3.6.4.0,2,5.20E-05,0.00118,1,4.794812413
netaddr,4.46,0.739409448,7.39409448,91,0.9,3722,netaddr-0.8.0,10,0.000139,0.00618,1,4.251364827
logbook,4.46,0.671641247,6.71641247,88,1.2,4077,logbook-1.0.0,1,4.20E-05,0.00046,1,4.125470823
py-spy,4.46,0.607901681,6.07901681,78,2.2,371,py-spy-0.3.14,1,3.60E-05,0.00059,1,4.246338937
geojson,4.46,0.671641247,6.71641247,86,1.4,3301,geojson-3.0.1,7,0.000105,0.0032,1,4.19213749
awsiotsdk,4.46,0.610468818,6.10468818,84,1.6,9967,awsiotsdk-1.13.0,2,5.00E-05,0.00046,2,4.05489606
domdf-python-tools,4.46,0.657422536,6.57422536,70,3,11127,domdf-python-tools-3.6.1,7,7.80E-05,0.0024,3,4.67807512
spotipy,4.46,0.725925668,7.25925668,84,1.6,6250,spotipy-2.18.0,4,3.90E-05,0.00046,29,4.439752227
blosc,4.46,0.638203263,6.38203263,75,2.5,1431,blosc2-2.0.0,2,5.30E-05,0.00082,2,4.44734421
pyjnius,4.46,0.733178985,7.33178985,85,1.5,5767,pyjnius-1.4.2,2,7.10E-05,0.00048,2,4.430596617
iminuit,4.46,0.635088124,6.35088124,81,1.9,6738,iminuit-2.21.3,7,6.00E-05,0.00237,3,4.236960413
regex,4.43,0.382117397,3.82117397,81,1.9,106,regex-2023.3.23,54,0.000799,0.02727,1,3.383724657
portalocker,4.43,0.761851078,7.61851078,85,1.5,1592,portalocker-2.7.0,7,0.000111,0.00331,1,4.51617026
traitlets,4.43,0.631618188,6.31618188,94,0.6,469,traitlets-5.9.0,60,0.000813,0.03529,1,3.782060627
toolz,4.43,0.652151859,6.52151859,79,2.1,105,toolz-0.12.0,34,0.000582,0.0175,1,4.350506197
simplejson,4.43,0.598301688,5.98301688,91,0.9,395,simplejson-3.19.1,50,0.001199,0.02679,1,3.771005627
nltk,4.43,0.768963608,7.68963608,94,0.6,241,nltk-3.8.1,37,0.000379,0.01526,5,4.239878693
datetime,4.43,0.847643979,8.47643979,79,2.1,1104,datetime-5.1,24,0.000224,0.01012,4,5.002146597
chex,4.43,0.750200632,7.50200632,94,0.6,6537,chex-0.1.7,11,5.30E-05,0.00153,17,4.17733544
tensorflow-datasets,4.43,0.57687669,5.7687669,94,0.6,3660,tensorflow-datasets-4.9.2,21,6.20E-05,0.0019,56,3.599588967
pymdown-extensions,4.43,0.608281121,6.08281121,85,1.5,4724,pymdown-extensions-9.11,8,6.20E-05,0.00235,4,4.004270403
minio,4.43,0.70104686,7.0104686,91,0.9,9201,minio-7.1.14,3,3.60E-05,0.00046,13,4.113489533
treelib,4.43,0.676007095,6.76007095,85,1.5,7246,treelib-1.6.4,3,4.30E-05,0.001,2,4.23002365
btrees,4.43,0.535540802,5.35540802,71,2.9,1925,btrees-5.0,13,8.60E-05,0.00562,7,4.22846934
aiofiles,4.41,0.751449006,7.51449006,88,1.2,336,aiofiles-0.6.0,2,5.00E-05,0.00091,1,4.37483002
anyio,4.41,0.741335072,7.41335072,94,0.6,345,anyio-3.6.2,32,0.00087,0.01512,3,4.141116907
marshmallow,4.41,0.675180959,6.75180959,100,0,1444,marshmallow-3.19.0,41,0.000417,0.01874,6,3.720603197
oscrypto,4.41,0.774500864,7.74500864,78,2.2,4376,oscrypto-1.3.0,4,6.90E-05,0.00148,2,4.78500288
faker,4.41,0.462968642,4.62968642,97,0.3,286,faker-18.4.0,6,8.40E-05,0.00231,4,3.113228807
pyproj,4.41,0.633420647,6.33420647,97,0.3,1541,pyproj-3.5.0,30,0.000242,0.01428,2,3.681402157
vine,4.41,0.686072009,6.86072009,78,2.2,3524,vine-5.0.0,6,0.000198,0.00313,1,4.49024003
pyproject-api,4.41,0.673562908,6.73562908,85,1.5,4565,pyproject-api-1.5.1,3,4.10E-05,0.0005,3,4.215209693
pytest-rerunfailures,4.41,0.742973001,7.42973001,88,1.2,4029,pytest-rerunfailures-7.0,2,3.80E-05,0.00046,13,4.34657667
pyinstaller-hooks-contrib,4.41,0.738377175,7.38377175,82,1.8,2768,pyinstaller-hooks-contrib-2023.2,2,6.10E-05,0.00098,1,4.53125725
flask-socketio,4.41,0.716411572,7.16411572,86,1.4,3906,flask-socketio-5.3.3,5,4.80E-05,0.00144,42,4.32470524
biopython,4.41,0.494134228,4.94134228,83,1.7,392,biopython-1.76,2,4.50E-05,0.00046,2,3.68378076
google-cloud-dns,4.41,0.754501945,7.54501945,68,3.2,10036,google-cloud-dns-0.34.1,1,3.50E-05,0,60,5.05167315
gotrue,4.41,0.638606603,6.38606603,84,1.6,12324,gotrue-1.0.1,2,3.50E-05,0,21,4.13202201
pyvisa-py,4.41,0.609467438,6.09467438,78,2.2,3978,pyvisa-py-0.6.3,3,3.80E-05,0.00046,3,4.23489146
pyvo,4.41,0.608239348,6.08239348,84,1.6,3787,pyvo-1.4.1,3,4.10E-05,0.00059,35,4.030797827
grafana-client,4.41,0.751499292,7.51499292,78,2.2,2791,grafana-client-3.5.0,2,3.70E-05,0.00046,28,4.708330973
goodtables,4.41,0.717027366,7.17027366,69,3.1,7173,goodtables-2.5.4,9,3.50E-05,0,79,4.893424553
requests-toolbelt,4.38,0.649785712,6.49785712,95,0.5,190,requests-toolbelt-0.10.1,41,0.001247,0.0231,34,3.79261904
orjson,4.38,0.56776913,5.6776913,87,1.3,729,orjson-3.8.10,28,0.000215,0.01371,1,3.7858971
typeguard,4.38,0.675114937,6.75114937,91,0.9,2192,typeguard-3.0.2,15,0.000239,0.0066,2,4.010383123
libclang,4.38,0.557077078,5.57077078,82,1.8,681,libclang-16.0.0,2,5.30E-05,0.002,1,3.916923593
branca,4.38,0.620416509,6.20416509,77,2.3,2841,branca-0.6.0,5,5.90E-05,0.00207,6,4.294721697
iterfzf,4.38,0.797589317,7.97589317,73,2.7,12797,iterfzf-0.5.0.20.0,2,4.20E-05,0.00046,2,5.018631057
kiwisolver,4.35,0.595092828,5.95092828,91,0.9,9,kiwisolver-1.4.4,14,0.000342,0.021345,1,3.73364276
twilio,4.35,0.597552197,5.97552197,94,0.6,5081,twilio-8.0.0,11,8.10E-05,0.00233,52,3.641840657
schedule,4.35,0.732649945,7.32649945,88,1.2,4475,schedule-1.2.0,5,6.30E-05,0.00231,1,4.292166483
vcrpy,4.35,0.633406315,6.33406315,92,0.8,6503,vcrpy-4.2.1,8,6.70E-05,0.00185,11,3.82802105
social-auth-core,4.35,0.588118664,5.88118664,88,1.2,11509,social-auth-core-4.0.2,9,5.30E-05,0.00048,42,3.810395547
logzio-python-handler,4.35,0.627018576,6.27018576,79,2.1,6548,logzio-python-handler-4.0.1,5,7.00E-05,0.00091,37,4.24006192
gpytorch,4.35,0.576617002,5.76617002,87,1.3,1007,gpytorch-1.10,7,6.80E-05,0.00233,71,3.805390007
zodbpickle,4.35,0.672341041,6.72341041,75,2.5,1929,zodbpickle-3.0.1,2,4.50E-05,0.00073,2,4.524470137
trove-classifiers,4.32,0.658613992,6.58613992,94,0.6,2987,trove-classifiers-2023.3.9,2,6.90E-05,0.00118,1,3.835379973
contourpy,4.32,0.805287543,8.05287543,82,1.8,6,contourpy-1.0.7,9,0.000294,0.016168,7,4.72429181
jsonpath-ng,4.32,0.760811564,7.60811564,88,1.2,1578,jsonpath-ng-1.5.3,13,0.000115,0.0047,4,4.376038547
xlsxwriter,4.32,0.659347157,6.59347157,91,0.9,658,xlsxwriter-3.1.0,25,0.000166,0.01183,1,3.937823857
typer,4.32,0.675640048,6.75640048,87,1.3,364,typer-0.7.0,34,0.000242,0.01452,7,4.125466827
cmake,4.32,0.716892593,7.16892593,91,0.9,315,cmake-3.26.3,1,5.10E-05,0.00055,1,4.129641977
sympy,4.32,0.49260513,4.9260513,87,1.3,267,sympy-1.11.1,26,0.000363,0.01483,2,3.515350433
graphviz,4.32,0.756550078,7.56550078,84,1.6,1284,graphviz-0.20.1,21,0.000294,0.00984,1,4.495166927
xxhash,4.32,0.664263419,6.64263419,82,1.8,1917,xxhash-3.2.0,6,5.50E-05,0.00294,1,4.254211397
uamqp,4.32,0.64087855,6.4087855,91,0.9,1584,uamqp-1.6.4,2,4.30E-05,0.00048,2,3.876261833
uvloop,4.32,0.64213083,6.4213083,84,1.6,342,uvloop-0.17.0,16,0.000115,0.00827,1,4.113769433
flask-wtf,4.32,0.835963535,8.35963535,94,0.6,6785,flask-wtf-1.1.1,9,4.80E-05,0.00279,12,4.426545117
flask-appbuilder,4.32,0.663991676,6.63991676,97,0.3,10394,flask-appbuilder-4.1.4,21,3.60E-05,0.00048,77,3.753305587
marshmallow-sqlalchemy,4.32,0.740306926,7.40306926,89,1.1,10401,marshmallow-sqlalchemy-0.26.1,3,3.60E-05,0.00048,9,4.27435642
flask-jwt-extended,4.32,0.718552672,7.18552672,88,1.2,4780,flask-jwt-extended-4.3.1,4,3.80E-05,0.00046,19,4.235175573
wtforms,4.32,0.63113018,6.3113018,86,1.4,6788,wtforms-3.0.1,14,0.000102,0.00591,3,4.010433933
pytest-forked,4.32,0.770386626,7.70386626,79,2.1,4033,pytest-forked-1.6.0,5,5.30E-05,0.00096,18,4.70795542
mkdocs-material,4.32,0.50092197,5.0092197,97,0.3,10337,mkdocs-material-8.5.11,8,4.30E-05,0.00048,49,3.2097399
limits,4.32,0.751251346,7.51251346,82,1.8,5400,limits-3.3.1,7,6.20E-05,0.00096,7,4.544171153
cmdstanpy,4.32,0.624177374,6.24177374,88,1.2,3340,cmdstanpy-1.1.0,6,3.80E-05,0.0005,17,3.920591247
flask-limiter,4.32,0.734536826,7.34536826,88,1.2,6405,flask-limiter-3.3.0,6,3.60E-05,0.00046,27,4.288456087
xyzservices,4.32,0.690463535,6.90463535,85,1.5,389,xyzservices-2023.2.0,4,6.60E-05,0.00227,1,4.241545117
mizani,4.32,0.788268256,7.88268256,73,2.7,8199,mizani-0.9.0,5,4.20E-05,0.0005,35,4.967560853
beartype,4.32,0.904460796,9.04460796,83,1.7,7107,beartype-0.13.1,2,0.000135,0.00115,1,5.021535987
pytest-repeat,4.32,0.768287215,7.68287215,85,1.5,4028,pytest-repeat-0.8.0,2,3.80E-05,0.00046,13,4.500957383
argh,4.32,0.738019344,7.38019344,82,1.8,1523,argh-0.24.1,1,6.50E-05,0.00046,1,4.50006448
torchtext,4.32,0.609479639,6.09479639,97,0.3,2739,torchtext-0.15.1,7,5.00E-05,0.00091,93,3.571598797
sqlmodel,4.32,0.659033547,6.59033547,70,3,12495,sqlmodel-0.0.8,4,3.70E-05,0.00046,14,4.63677849
htmldate,4.32,0.626770398,6.26770398,85,1.5,10243,htmldate-1.4.2,5,3.50E-05,0,24,4.02923466
janus,4.32,0.761251723,7.61251723,67,3.3,1583,janus-1.0.0,4,5.80E-05,0.00142,2,5.077505743
reportportal-client,4.32,0.605026289,6.05026289,79,2.1,3805,reportportal-client-3.2.3,3,5.00E-05,0.00046,29,4.156754297
botorch,4.32,0.582771366,5.82771366,87,1.3,7191,botorch-0.7.0,6,3.70E-05,0.00046,77,3.815904553
awsiotpythonsdk,4.32,0.671641247,6.71641247,68,3.2,5443,awsiotpythonsdk-1.5.2,1,4.10E-05,0.00046,1,4.745470823
aiostream,4.32,0.789863841,7.89863841,82,1.8,3495,aiostream-0.4.5,2,8.00E-05,0.00098,1,4.67287947
mwparserfromhell,4.32,0.749454352,7.49454352,79,2.1,11304,mwparserfromhell-0.6.4,1,4.00E-05,0.00046,1,4.638181173
django-graphql-jwt,4.32,0.625634757,6.25634757,80,2,7273,django-graphql-jwt-0.3.4,5,4.50E-05,0.00046,21,4.192115857
pywatchman,4.32,0.667936866,6.67936866,71,2.9,9764,pywatchman-1.4.1,1,5.00E-05,0.00046,1,4.633122887
emcee,4.32,0.589500111,5.89500111,74,2.6,822,emcee-3.1.4,8,6.50E-05,0.00329,2,4.271667037
python-liquid,4.32,0.673379394,6.73379394,76,2.4,7815,python-liquid-1.8.1,3,4.10E-05,0.00046,5,4.48459798
mplhep,4.32,0.747692588,7.47692588,84,1.6,6734,mplhep-0.3.26,7,4.50E-05,0.00094,31,4.46564196
asyncer,4.32,0.784077794,7.84077794,72,2.8,10231,asyncer-0.0.2,2,3.70E-05,0.00046,4,4.98692598
treq,4.32,0.668630647,6.68630647,71,2.9,5647,treq-22.2.0,8,4.60E-05,0.00094,45,4.63543549
nilearn,4.32,0.665017193,6.65017193,84,1.6,11856,nilearn-0.10.0,10,4.20E-05,0.00094,51,4.19005731
exceptiongroup,4.3,0.673229313,6.73229313,79,2.1,1014,exceptiongroup-1.1.1,9,0.00045,0.00844,1,4.377431043
gevent,4.3,0.671641247,6.71641247,94,0.6,930,gevent-22.10.2,43,0.000614,0.01814,5,3.87213749
bitarray,4.3,0.7221639,7.221639,91,0.9,107,bitarray-2.7.3,9,0.000109,0.0043,1,4.140546333
levenshtein,4.3,0.739885675,7.39885675,81,1.9,988,levenshtein-0.20.9,3,0.000208,0.00117,2,4.53295225
hyperlink,4.3,0.759290388,7.59290388,73,2.7,1197,hyperlink-21.0.0,15,0.000121,0.00755,2,4.864301293
diskcache,4.3,0.75220722,7.5220722,85,1.5,1556,diskcache-5.6.1,2,4.00E-05,0.00094,1,4.440690733
waitress,4.3,0.663899421,6.63899421,87,1.3,632,waitress-2.0.0,1,4.50E-05,0.00046,1,4.079664737
python-rapidjson,4.3,0.718298947,7.18298947,85,1.5,731,python-rapidjson-1.10,3,6.10E-05,0.00139,1,4.327663157
pooch,4.3,0.880708662,8.80708662,83,1.7,2620,pooch-1.6.0,4,3.80E-05,0.00052,30,4.93569554
pymisp,4.3,0.565244127,5.65244127,85,1.5,4945,pymisp-2.4.170,6,4.50E-05,0.00046,48,3.817480423
pulp,4.3,0.735791713,7.35791713,83,1.7,3750,pulp-2.7.0,5,6.10E-05,0.00233,1,4.452639043
bottleneck,4.3,0.735679345,7.35679345,72,2.8,647,bottleneck-1.3.7,2,3.60E-05,0.00048,2,4.81893115
google-cloud-error-reporting,4.3,0.74219665,7.4219665,81,1.9,12266,google-cloud-error-reporting-1.9.1,4,3.50E-05,0,65,4.5406555
apsw,4.3,0.775514742,7.75514742,79,2.1,8395,apsw-3.40.0.0,1,3.70E-05,0.00046,1,4.718382473
mujoco,4.3,0.748819169,7.48819169,88,1.2,784,mujoco-2.2.2,5,4.50E-05,0.00046,5,4.32939723
django-money,4.3,0.710329758,7.10329758,82,1.8,12057,django-money-3.0.0,4,4.00E-05,0.00046,9,4.401099193
altair,4.27,0.690604046,6.90604046,100,0,1690,altair-4.2.2,14,6.50E-05,0.00336,38,3.72534682
pygithub,4.27,0.784472875,7.84472875,94,0.6,756,pygithub-1.58.1,23,0.000189,0.00875,34,4.238242917
pywavelets,4.27,0.681690973,6.81690973,87,1.3,378,pywavelets-1.4.1,13,0.000112,0.0046,7,4.12896991
django-cors-headers,4.27,0.723475437,7.23475437,91,0.9,6970,django-cors-headers-3.13.0,2,3.90E-05,0.00046,4,4.134918123
flit-core,4.27,0.603833893,6.03833893,89,1.1,5908,flit-core-3.8.0,1,4.10E-05,0.00046,1,3.802779643
whitenoise,4.27,0.65024614,6.5024614,88,1.2,633,whitenoise-5.2.0,1,4.50E-05,0.00046,1,3.990820467
sqlglot,4.27,0.6424497,6.424497,88,1.2,7305,sqlglot-10.6.4,1,4.20E-05,0.00046,1,3.964832333
uritools,4.27,0.733027542,7.33027542,76,2.4,10778,uritools-4.0.1,1,4.20E-05,0.0005,1,4.666758473
kivy,4.27,0.614348902,6.14348902,90,1,6592,kivy-2.1.0,14,0.000216,0.0047,32,3.80449634
py-dmidecode,4.27,0.691359394,6.91359394,70,3,2453,py-dmidecode-0.1.0,1,4.10E-05,0.00046,1,4.727864647
pot,4.27,0.590622189,5.90622189,78,2.2,7109,pot-0.9.0,5,4.10E-05,0.00091,9,4.125407297
tomlkit,4.24,0.675941815,6.75941815,88,1.2,2605,tomlkit-0.11.7,13,0.000106,0.00621,1,4.066472717
transformers,4.24,0.51401099,5.1401099,94,0.6,1941,transformers-4.28.1,28,0.000119,0.00692,41,3.3267033
opt-einsum,4.24,0.618172373,6.18172373,79,2.1,682,opt-einsum-3.3.0,9,0.000112,0.00465,4,4.17390791
apscheduler,4.24,0.723216809,7.23216809,91,0.9,1485,apscheduler-3.10.1,16,0.000102,0.00564,7,4.12405603
userpath,4.24,0.671641247,6.71641247,79,2.1,4557,userpath-1.8.0,2,3.90E-05,0.0005,2,4.35213749
lru-dict,4.24,0.641359104,6.41359104,77,2.3,96,lru-dict-1.1.8,18,0.000101,0.00907,1,4.31786368
pyinstrument,4.24,0.625187097,6.25187097,85,1.5,1900,pyinstrument-4.4.0,1,3.80E-05,0.0005,1,3.997290323
wmctrl,4.24,0.725845727,7.25845727,73,2.7,9036,wmctrl-0.4,1,4.50E-05,0.00048,1,4.73281909
brotlipy,4.24,0.75907948,7.5907948,63,3.7,1846,brotlipy-0.7.0,9,7.10E-05,0.00336,6,5.1769316
python-hosts,4.24,0.782704091,7.82704091,76,2.4,3489,python-hosts-1.0.3,1,4.50E-05,0.00046,1,4.82234697
mnemonic,4.24,0.774347233,7.74347233,67,3.3,5143,mnemonic-0.19,1,4.20E-05,0.00046,1,5.094490777
tortoise-orm,4.24,0.632966091,6.32966091,93,0.7,7953,tortoise-orm-0.19.3,6,3.70E-05,0.00046,7,3.756553637
scrapyd,4.24,0.669644926,6.69644926,82,1.8,10404,scrapyd-1.4.1,7,6.50E-05,0.00046,57,4.245483087
glcontext,4.24,0.780989581,7.80989581,70,3,4982,glcontext-2.3.7,1,7.70E-05,0.00052,1,5.016631937
pyrsistent,4.22,0.717490926,7.17490926,84,1.6,114,pyrsistent-0.19.3,10,0.000186,0.00765,1,4.33163642
google-pasta,4.22,0.778063716,7.78063716,82,1.8,677,google-pasta-0.2.0,4,5.60E-05,0.00245,2,4.600212387
cssselect,4.22,0.875578066,8.75578066,82,1.8,227,cssselect-1.2.0,23,0.000317,0.01125,1,4.92526022
emoji,4.22,0.695140752,6.95140752,88,1.2,1053,emoji-2.2.0,6,8.60E-05,0.00285,1,4.123802507
google-cloud-compute,4.22,0.765022492,7.65022492,88,1.2,7429,google-cloud-compute-1.11.0,3,3.50E-05,0,51,4.35674164
geventhttpclient,4.22,0.671641247,6.71641247,82,1.8,1587,geventhttpclient-2.0.9,6,4.00E-05,0.00096,9,4.245470823
google-cloud-ndb,4.22,0.743451966,7.43451966,90,1,2873,google-cloud-ndb-2.1.1,7,3.60E-05,0.00048,67,4.21817322
hidapi,4.22,0.850504649,8.50504649,71,2.9,5855,hidapi-0.13.1,4,5.80E-05,0.00139,2,5.20834883
dulwich,4.19,0.607677935,6.07677935,100,0,2626,dulwich-0.21.3,10,0.000153,0.00423,13,3.422259783
debugpy,4.19,0.573260322,5.73260322,97,0.3,463,debugpy-1.6.7,3,5.20E-05,0.00193,1,3.407534407
asgiref,4.19,0.718521638,7.18521638,93,0.7,320,asgiref-3.6.0,18,0.000991,0.01116,1,4.025072127
opencv-python,4.19,0.562816875,5.62816875,88,1.2,599,opencv-python-4.7.0.72,72,0.000553,0.03215,3,3.672722917
gcsfs,4.19,0.720843684,7.20843684,91,0.9,1557,gcsfs-2023.4.0,10,4.80E-05,0.00139,95,4.099478947
opencv-python-headless,4.19,0.583489252,5.83489252,88,1.2,2187,opencv-python-headless-4.7.0.72,8,9.80E-05,0.00331,2,3.74163084
fastparquet,4.19,0.569384573,5.69384573,91,0.9,10117,fastparquet-2023.2.0,7,4.10E-05,0.00091,60,3.594615243
pymupdf,4.19,0.676604336,6.76604336,88,1.2,6996,pymupdf-1.22.0,2,6.70E-05,0.00091,1,4.052014453
opencv-contrib-python,4.19,0.574190173,5.74190173,85,1.5,1494,opencv-contrib-python-4.7.0.72,10,9.00E-05,0.00388,3,3.81063391
thefuzz,4.19,0.710795892,7.10795892,85,1.5,6588,thefuzz-0.19.0,1,4.00E-05,0.00046,1,4.265986307
webargs,4.19,0.640026444,6.40026444,94,0.6,1445,webargs-8.2.0,4,4.10E-05,0.00091,7,3.730088147
influxdb-client,4.19,0.613013027,6.13013027,82,1.8,7658,influxdb-client-1.36.1,6,3.80E-05,0.00046,19,4.040043423
opencv-contrib-python-headless,4.19,0.580549188,5.80549188,82,1.8,3427,opencv-contrib-python-headless-4.7.0.72,2,4.60E-05,0.00048,2,3.931830627
rotary-embedding-torch,4.19,0.831542925,8.31542925,74,2.6,2862,rotary-embedding-torch-0.2.1,4,5.50E-05,0.00091,65,5.035143083
libhoney,4.19,0.75014457,7.5014457,63,3.7,2139,libhoney-2.3.0,4,7.70E-05,0.00096,29,5.1304819
aws-lambda-typing,4.19,0.634773335,6.34773335,81,1.9,11671,aws-lambda-typing-2.17.0,1,3.90E-05,0.00046,1,4.145911117
tqdm,4.16,0.619815336,6.19815336,96,0.4,5,tqdm-4.65.0,393,0.002428,0.187177,1,3.58605112
decorator,4.16,0.7537292,7.537292,78,2.2,165,decorator-5.1.1,62,0.000888,0.03326,1,4.632430667
mistune,4.16,0.743160829,7.43160829,88,1.2,487,mistune-2.0.5,10,8.70E-05,0.00523,1,4.26386943
stack-data,4.16,0.713045655,7.13045655,79,2.1,477,stack-data-0.6.2,7,8.00E-05,0.0035,5,4.463485517
pika,4.16,0.538071056,5.38071056,96,0.4,1222,pika-1.3.1,8,0.00016,0.00368,1,3.313570187
gradio,4.16,0.54505163,5.4505163,97,0.3,6442,gradio-3.27.0,27,6.50E-05,0.00046,147,3.303505433
google-cloud-kms,4.16,0.745625903,7.45625903,88,1.2,5526,google-cloud-kms-2.16.1,4,3.50E-05,0,52,4.272086343
gradio-client,4.16,0.671641247,6.71641247,91,0.9,6444,gradio-client-0.1.3,8,3.70E-05,0.00048,65,3.925470823
django-filter,4.16,0.670713345,6.70713345,91,0.9,1598,django-filter-23.1,5,6.80E-05,0.00183,5,3.922377817
flask-migrate,4.16,0.725324124,7.25324124,88,1.2,7318,flask-migrate-4.0.4,10,4.20E-05,0.00233,29,4.204413747
arpeggio,4.16,0.76073483,7.6073483,80,2,939,arpeggio-2.0.0,2,8.20E-05,0.00096,1,4.5891161
aiorwlock,4.16,0.774172918,7.74172918,67,3.3,8674,aiorwlock-1.3.0,1,4.00E-05,0.00046,1,5.06724306
distrax,4.16,0.768272104,7.68272104,81,1.9,6622,distrax-0.1.3,9,5.40E-05,0.00146,24,4.580907013
graphene-django,4.16,0.676930227,6.76930227,93,0.7,1193,graphene-django-2.15.0,15,0.000108,0.00322,16,3.87643409
sqlite-utils,4.16,0.672416575,6.72416575,85,1.5,3189,sqlite-utils-1.12.1,4,6.50E-05,0.00046,4,4.12805525
dataset,4.16,0.724958615,7.24958615,80,2,11584,dataset-1.6.0,5,4.70E-05,0.00091,12,4.46986205
traits,4.16,0.63681676,6.3681676,81,1.9,7611,traits-6.4.1,12,0.000226,0.00591,1,4.142722533
markdown-it-py,4.14,0.636462198,6.36462198,95,0.5,167,markdown-it-py-2.2.0,16,0.000555,0.00806,5,3.668207327
pyelftools,4.14,0.721939503,7.21939503,67,3.3,2930,pyelftools-0.29,5,8.80E-05,0.00238,1,4.88646501
flower,4.14,0.543484244,5.43484244,82,1.8,8603,flower-0.9.3,5,3.70E-05,0.00046,9,3.791614147
xarray-einstats,4.14,0.738646245,7.38646245,77,2.3,7202,xarray-einstats-0.5.1,8,4.10E-05,0.00098,107,4.608820817
django-celery-results,4.14,0.59225019,5.9225019,85,1.5,9255,django-celery-results-1.0.4,2,3.80E-05,0.00046,7,3.8541673
sparse,4.14,0.667185797,6.67185797,83,1.7,263,sparse-0.14.0,6,4.30E-05,0.00144,12,4.170619323
getmac,4.14,0.671641247,6.71641247,76,2.4,60,getmac-0.9.3,2,6.50E-05,0.00091,1,4.418804157
smmap,4.11,0.699797355,6.99797355,85,1.5,1371,smmap-5.0.0,4,0.001228,0.00224,1,4.20265785
cython,4.11,0.403906819,4.03906819,96,0.4,820,cython-0.29.34,58,0.000538,0.02747,1,2.849689397
executing,4.11,0.646274343,6.46274343,82,1.8,56,executing-1.2.0,7,0.000175,0.00348,1,4.12424781
