Package,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
bitstruct,3.76,0.790316397,7.90316397,65,3.5,1252,bitstruct-8.17.0,2,5.70E-05,0.00103,1,5.05438799
pandas-flavor,3.76,0.78392787,7.8392787,65,3.5,3767,pandas-flavor-0.5.0,5,4.20E-05,0.00096,103,5.0330929
freetype-py,3.76,0.630423647,6.30423647,77,2.3,1138,freetype-py-2.3.0,4,5.70E-05,0.00196,1,4.121412157
stanza,3.76,0.666195498,6.66195498,82,1.8,6058,stanza-1.5.0,8,3.60E-05,0.00046,94,4.073984993
google-cloud-access-context-manager,3.76,0.775098041,7.75098041,77,2.3,4791,google-cloud-access-context-manager-0.1.16,3,3.90E-05,0.00046,50,4.603660137
wsaccel,3.76,0.720934428,7.20934428,76,2.4,9572,wsaccel-0.6.2,1,3.80E-05,0.00046,1,4.456448093
cwcwidth,3.76,0.808972105,8.08972105,65,3.5,10109,cwcwidth-0.1.5,2,7.00E-05,0.00096,1,5.116573683
deprecated,3.73,0.764637992,7.64637992,86,1.4,757,deprecated-1.2.13,39,0.000443,0.0188,2,4.258793307
joblib,3.73,0.55422828,5.5422828,91,0.9,244,joblib-1.2.0,83,0.000723,0.04613,1,3.390760933
zeep,3.73,0.622049997,6.22049997,84,1.6,5769,zeep-4.2.1,14,7.80E-05,0.00229,43,3.850166657
zope-event,3.73,0.681056551,6.81056551,87,1.3,932,zope-event-4.6,18,0.000307,0.01129,2,3.94685517
zope-component,3.73,0.670919024,6.70919024,80,2,1930,zope-component-6.0,47,0.000217,0.02159,8,4.146396747
awkward,3.73,0.626918034,6.26918034,88,1.2,4594,awkward-2.1.3,10,6.40E-05,0.00237,6,3.733060113
colander,3.73,0.853475272,8.53475272,74,2.6,2969,colander-2.0,4,5.00E-05,0.00098,3,4.954917573
awkward-cpp,3.73,0.600041774,6.00041774,88,1.2,4595,awkward-cpp-14,3,4.60E-05,0.00057,3,3.64347258
click-repl,3.7,0.768350743,7.68350743,85,1.5,2888,click-repl-0.2.0,8,5.00E-05,0.00159,7,4.294502477
ansible,3.7,0.419329507,4.19329507,94,0.6,1347,ansible-7.4.0,4,6.20E-05,0.00137,15,2.831098357
pytest-timeout,3.7,0.749018432,7.49018432,77,2.3,8582,pytest-timeout-2.1.0,2,3.70E-05,0.00046,11,4.496728107
ansible-core,3.7,0.444224924,4.44224924,91,0.9,1351,ansible-core-2.14.4,7,8.80E-05,0.00052,14,3.01408308
audioread,3.7,0.759534943,7.59534943,400,-30,2619,audioread-3.0.0,3,4.40E-05,0.00146,1,-6.234883523
imageio-ffmpeg,3.7,0.759924598,7.59924598,79,2.1,1885,imageio-ffmpeg-0.4.8,3,5.40E-05,0.00144,1,4.466415327
parsel,3.7,0.734073436,7.34073436,82,1.8,1528,parsel-1.7.0,12,7.60E-05,0.00381,5,4.280244787
albumentations,3.7,0.562946372,5.62946372,82,1.8,6820,albumentations-1.3.0,9,5.30E-05,0.00139,51,3.70982124
plac,3.7,0.775439098,7.75439098,82,1.8,4242,plac-1.3.5,1,4.50E-05,0.00048,1,4.418130327
yaspin,3.7,0.692735626,6.92735626,85,1.5,4427,yaspin-1.5.0,1,4.00E-05,0.00046,1,4.042452087
torchdata,3.7,0.652340668,6.52340668,90,1,2740,torchdata-0.6.0,5,5.10E-05,0.00096,91,3.74113556
tabula-py,3.7,0.68959074,6.8959074,85,1.5,6330,tabula-py-2.7.0,4,3.80E-05,0.00046,13,4.031969133
apeye,3.7,0.69036068,6.9036068,73,2.7,11125,apeye-1.3.0,5,3.90E-05,0.00046,33,4.4345356
jplephem,3.7,0.776953514,7.76953514,69,3.1,5389,jplephem-2.18,4,5.00E-05,0.001,3,4.856511713
devtools,3.7,0.640750341,6.40750341,82,1.8,7385,devtools-0.11.0,6,4.50E-05,0.00187,4,3.969167803
honeycomb-beeline,3.7,0.743933374,7.43933374,76,2.4,2138,honeycomb-beeline-3.5.1,4,6.50E-05,0.00091,31,4.513111247
prompt-toolkit,3.68,0.533771177,5.33771177,87,1.3,476,prompt-toolkit-3.0.38,27,0.000325,0.01399,2,3.439237257
mako,3.68,0.724663404,7.24663404,81,1.9,834,mako-1.2.4,22,0.00019,0.00995,3,4.27554468
makefun,3.68,0.647934475,6.47934475,76,2.4,1618,makefun-1.15.1,3,4.70E-05,0.00155,1,4.18644825
python-jose,3.68,0.744004251,7.44004251,83,1.7,720,python-jose-3.3.0,17,0.000142,0.00514,11,4.273347503
python-http-client,3.68,0.730229616,7.30229616,79,2.1,2745,python-http-client-3.3.7,2,5.70E-05,0.00094,1,4.360765387
scp,3.68,0.89750686,8.9750686,87,1.3,749,scp-0.14.5,8,5.60E-05,0.00233,13,4.651689533
incremental,3.68,0.780077566,7.80077566,80,2,1201,incremental-22.10.0,9,0.000106,0.00504,1,4.493591887
python-crfsuite,3.68,0.610939872,6.10939872,78,2.2,6857,python-crfsuite-0.9.9,2,4.60E-05,0.00091,1,3.99646624
portpicker,3.68,0.780391047,7.80391047,85,1.5,6108,portpicker-1.5.2,4,5.60E-05,0.00094,3,4.327970157
pygsheets,3.68,0.720282751,7.20282751,78,2.2,608,pygsheets-2.0.6,3,5.00E-05,0.00046,75,4.360942503
pamqp,3.68,0.778479146,7.78479146,62,3.8,871,pamqp-3.2.1,4,0.00015,0.00194,1,5.08826382
dependency-injector,3.68,0.545484215,5.45484215,75,2.5,1451,dependency-injector-4.20.2,2,3.70E-05,0.00046,2,3.878280717
configspace,3.68,0.608756263,6.08756263,71,2.9,6802,configspace-0.6.1,7,4.70E-05,0.00094,12,4.222520877
fqdn,3.65,0.790177857,7.90177857,68,3.2,115,fqdn-1.5.1,2,9.30E-05,0.00331,1,4.917259523
graphql-core,3.65,0.609022286,6.09022286,77,2.3,1093,graphql-core-3.2.3,26,0.000609,0.01288,1,4.01340762
pycocotools,3.65,0.638170808,6.38170808,79,2.1,2424,pycocotools-2.0.6,4,4.50E-05,0.00094,29,4.043902693
lmdb,3.65,0.563361468,5.63361468,78,2.2,5800,lmdb-1.4.1,7,7.20E-05,0.00322,1,3.82787156
pyshp,3.65,0.884686944,8.84686944,400,-30,1144,pyshp-2.3.1,6,6.20E-05,0.00277,1,-5.834376853
translationstring,3.65,0.694935315,6.94935315,73,2.7,2971,translationstring-1.4,3,8.50E-05,0.00178,1,4.433117717
dm-haiku,3.65,0.725169554,7.25169554,82,1.8,11043,dm-haiku-0.0.6,5,4.50E-05,0.00046,5,4.233898513
whatthepatch,3.65,0.703835479,7.03835479,74,2.6,12761,whatthepatch-1.0.4,1,6.50E-05,0.00046,1,4.429451597
pytrends,3.65,0.724942069,7.24942069,77,2.3,4787,pytrends-4.9.2,5,4.50E-05,0.00091,40,4.399806897
freezegun,3.62,0.714028646,7.14028646,82,1.8,860,freezegun-1.0.0,7,5.30E-05,0.00292,4,4.186762153
google-cloud-aiplatform,3.62,0.716396937,7.16396937,91,0.9,3738,google-cloud-aiplatform-1.24.0,13,5.60E-05,0.00137,76,3.894656457
marshmallow-dataclass,3.62,0.747840851,7.47840851,85,1.5,2076,marshmallow-dataclass-8.5.12,6,6.00E-05,0.00137,11,4.199469503
pylint-django,3.62,0.728110087,7.28110087,78,2.2,3629,pylint-django-2.3.0,3,3.60E-05,0.00046,10,4.367033623
sacrebleu,3.62,0.608349106,6.08349106,73,2.7,7458,sacrebleu-2.3.1,7,3.80E-05,0.00048,7,4.13449702
queuelib,3.62,0.775253766,7.75253766,64,3.6,1531,queuelib-1.6.2,4,4.70E-05,0.00194,1,4.990845887
sounddevice,3.62,0.700879747,7.00879747,81,1.9,3956,sounddevice-0.4.6,2,4.20E-05,0.00048,4,4.176265823
dropbox,3.62,0.717837712,7.17837712,86,1.4,4699,dropbox-11.36.0,5,6.70E-05,0.00091,31,4.066125707
gluestick,3.62,0.811741102,8.11741102,67,3.3,4199,gluestick-2.1.0,4,3.50E-05,0,22,5.01247034
grpc-stubs,3.62,0.768073142,7.68073142,76,2.4,1701,grpc-stubs-1.53.0.1,5,7.30E-05,0.00187,2,4.566910473
mdit-py-plugins,3.59,0.659930941,6.59930941,83,1.7,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,5,3.963103137
gast,3.59,0.646627387,6.46627387,80,2,676,gast-0.4.0,3,5.80E-05,0.00254,1,4.018757957
croniter,3.59,0.588978881,5.88978881,87,1.3,6253,croniter-1.3.14,9,7.90E-05,0.00375,4,3.593262937
email-validator,3.59,0.630894507,6.30894507,89,1.1,251,email-validator-2.0.0,4,0.000253,0.00437,3,3.666315023
colorlog,3.59,0.745257102,7.45257102,74,2.6,209,colorlog-6.6.0,3,4.70E-05,0.00137,1,4.547523673
sendgrid,3.59,0.590380559,5.90380559,95,0.5,2746,sendgrid-6.10.0,3,4.00E-05,0.00046,3,3.33126853
blis,3.59,0.758225791,7.58225791,75,2.5,1394,blis-0.7.9,5,4.30E-05,0.0015,3,4.557419303
flask-babel,3.59,0.819616894,8.19616894,85,1.5,7379,flask-babel-1.0.0,7,3.90E-05,0.00139,13,4.42872298
yappi,3.59,0.678600111,6.78600111,76,2.4,13123,yappi-1.4.0,1,3.70E-05,0.0005,1,4.258667037
colorful,3.59,0.923863573,9.23863573,78,2.2,367,colorful-0.5.5,5,8.10E-05,0.00244,1,5.009545243
pygame,3.59,0.440866313,4.40866313,91,0.9,1342,pygame-2.3.0,41,0.000556,0.01876,1,2.966221043
aiofile,3.59,0.640381453,6.40381453,82,1.8,992,aiofile-3.8.5,3,4.30E-05,0.00094,2,3.93127151
plaster-pastedeploy,3.59,0.809354875,8.09354875,76,2.4,2974,plaster-pastedeploy-1.0.1,3,5.60E-05,0.00077,3,4.69451625
colorcet,3.59,0.904191917,9.04191917,68,3.2,6240,colorcet-3.0.1,4,5.00E-05,0.00146,3,5.27730639
markdownify,3.59,0.63779794,6.3779794,65,3.5,996,markdownify-0.10.3,3,3.90E-05,0.00046,5,4.489326467
aws-error-utils,3.59,0.66815479,6.6815479,62,3.8,2727,aws-error-utils-2.5.0,2,3.90E-05,0.00046,18,4.690515967
gspread-pandas,3.59,0.76740652,7.6740652,75,2.5,12226,gspread-pandas-3.2.2,5,3.50E-05,0,63,4.588021733
pylsqpack,3.59,0.674739939,6.74739939,62,3.8,9984,pylsqpack-0.3.17,1,4.40E-05,0.00048,1,4.712466463
coincurve,3.59,0.618938005,6.18938005,71,2.9,531,coincurve-18.0.0,7,6.00E-05,0.0024,5,4.226460017
frozen-flask,3.59,0.740603206,7.40603206,64,3.6,4889,frozen-flask-0.18,2,3.80E-05,0.00046,11,4.86534402
pytest-metadata,3.57,0.76931819,7.6931819,86,1.4,4031,pytest-metadata-2.0.4,5,7.70E-05,0.00144,22,4.221060633
ephem,3.57,0.581849179,5.81849179,81,1.9,3342,ephem-4.1.4,5,0.000103,0.0024,1,3.762830597
httpx-auth,3.57,0.9346838,9.346838,76,2.4,2332,httpx-auth-0.15.0,1,3.50E-05,0,12,5.105612667
requests-oauthlib,3.54,0.575774868,5.75774868,85,1.5,293,requests-oauthlib-1.3.1,49,0.000627,0.02275,37,3.59924956
python-dotenv,3.54,0.580229603,5.80229603,92,0.8,252,python-dotenv-1.0.0,31,0.000391,0.01831,1,3.380765343
pytest-cov,3.54,0.717193719,7.17193719,89,1.1,501,pytest-cov-4.0.0,12,9.30E-05,0.00442,13,3.937312397
pyathena,3.54,0.755385655,7.55385655,85,1.5,12270,pyathena-2.24.0,5,3.90E-05,0.00046,62,4.197952183
amqp,3.54,0.576989575,5.76989575,81,1.9,3527,amqp-5.1.1,3,5.90E-05,0.00105,2,3.736631917
srsly,3.54,0.685744364,6.85744364,85,1.5,1391,srsly-2.4.6,8,8.30E-05,0.00381,2,3.965814547
catalogue,3.54,0.777744303,7.77744303,85,1.5,1383,catalogue-2.0.8,5,0.000124,0.003,1,4.27248101
editables,3.54,0.684086472,6.84086472,77,2.3,2986,editables-0.3,1,6.70E-05,0.00068,1,4.226954907
configargparse,3.54,0.608540586,6.08540586,85,1.5,1585,configargparse-1.5.3,13,9.60E-05,0.00608,1,3.70846862
filetype,3.54,0.748635892,7.48635892,78,2.2,1831,filetype-1.2.0,8,7.90E-05,0.00368,1,4.408786307
itemloaders,3.54,0.736808549,7.36808549,74,2.6,1527,itemloaders-1.0.6,6,4.10E-05,0.001,8,4.502695163
django-crispy-forms,3.54,0.663491513,6.63491513,86,1.4,6336,django-crispy-forms-2.0,4,5.40E-05,0.00139,5,3.858305043
netmiko,3.54,0.678841051,6.78841051,76,2.4,3216,netmiko-4.1.2,10,7.90E-05,0.00091,21,4.242803503
bqplot,3.54,0.583717921,5.83717921,82,1.8,5003,bqplot-0.12.39,6,3.70E-05,0.00048,49,3.725726403
varname,3.54,0.724995802,7.24995802,70,3,8454,varname-0.10.0,2,4.50E-05,0.00046,2,4.596652673
sniffio,3.51,0.700285548,7.00285548,82,1.8,346,sniffio-1.3.0,29,0.000956,0.01699,1,4.10428516
shellingham,3.51,0.690978053,6.90978053,88,1.2,383,shellingham-1.5.1,8,0.000189,0.00513,1,3.873260177
backoff,3.51,0.745839577,7.45839577,77,2.3,1665,backoff-2.2.1,19,0.00018,0.00933,1,4.42279859
openai,3.51,0.755717343,7.55717343,91,0.9,2305,openai-0.27.4,6,8.00E-05,0.00139,47,3.98905781
natsort,3.51,0.752249236,7.52249236,87,1.3,1990,natsort-8.3.1,20,0.000164,0.00952,1,4.110830787
cfn-flip,3.51,0.622500159,6.22500159,64,3.6,7447,cfn-flip-1.3.0,4,5.20E-05,0.00048,4,4.44500053
configupdater,3.51,0.647284526,6.47284526,68,3.2,10393,configupdater-3.1.1,1,3.60E-05,0.00048,1,4.394281753
python-engineio,3.51,0.735403951,7.35403951,85,1.5,719,python-engineio-4.1.0,1,3.60E-05,0.00046,1,4.121346503
pyquery,3.51,0.860643402,8.60643402,79,2.1,226,pyquery-2.0.0,12,0.000177,0.00475,3,4.73881134
dictdiffer,3.51,0.636157382,6.36157382,68,3.2,664,dictdiffer-0.9.0,5,5.50E-05,0.00235,1,4.357191273
haversine,3.51,0.755139787,7.55139787,74,2.6,4107,haversine-2.8.0,1,4.20E-05,0.00046,1,4.55379929
selenium-wire,3.51,0.683282895,6.83282895,77,2.3,4461,selenium-wire-5.1.0,14,4.20E-05,0.00046,36,4.214276317
publicsuffixlist,3.51,0.806537939,8.06537939,74,2.6,3523,publicsuffixlist-0.9.4,3,4.70E-05,0.00137,1,4.725126463
warlock,3.51,0.690986871,6.90986871,62,3.8,10028,warlock-1.3.3,4,3.80E-05,0.0005,9,4.739956237
torch-optimizer,3.51,0.680294052,6.80294052,65,3.5,12476,torch-optimizer-0.3.0,3,4.00E-05,0.00046,65,4.604313507
imgkit,3.51,0.805543584,8.05543584,71,2.9,5435,imgkit-1.2.3,2,4.50E-05,0.00046,2,4.821811947
google-cloud-runtimeconfig,3.51,0.757665408,7.57665408,68,3.2,11551,google-cloud-runtimeconfig-0.33.2,1,3.50E-05,0,60,4.762218027
deprecation-alias,3.51,0.675491399,6.75491399,68,3.2,11130,deprecation-alias-0.3.1,3,4.20E-05,0.0005,5,4.488304663
woodwork,3.51,0.678977749,6.78977749,84,1.6,1084,woodwork-0.22.0,8,3.70E-05,0.00048,106,3.966592497
uc-micro-py,3.49,0.747343328,7.47343328,71,2.9,6446,uc-micro-py-1.0.1,1,0.000199,0.00051,1,4.621144427
tld,3.49,0.693397225,6.93397225,77,2.3,4485,tld-0.9.3,2,4.20E-05,0.00046,2,4.241324083
exif,3.49,0.522804171,5.22804171,80,2,5364,exif-1.6.0,3,4.30E-05,0.00091,2,3.57268057
jsonpatch,3.46,0.749537058,7.49537058,84,1.6,978,jsonpatch-1.32,17,0.000147,0.00809,2,4.185123527
jupyterlab-widgets,3.46,0.659850144,6.59850144,97,0.3,483,jupyterlab-widgets-3.0.7,2,0.00012,0.00168,1,3.452833813
spacy,3.46,0.474787772,4.74787772,91,0.9,1382,spacy-3.5.2,40,0.000246,0.0088,125,3.03595924
scandir,3.46,0.756798136,7.56798136,81,1.9,8628,scandir-1.10.0,2,5.20E-05,0.00091,1,4.30932712
hologram,3.46,0.644190876,6.44190876,74,2.6,8558,hologram-0.0.16,2,3.50E-05,0,19,4.16730292
django-extensions,3.46,0.764074554,7.64074554,88,1.2,5598,django-extensions-3.2.1,4,4.30E-05,0.00094,7,4.100248513
yfinance,3.46,0.646017982,6.46017982,79,2.1,4391,yfinance-0.2.18,14,4.20E-05,0.00091,52,4.006726607
itemadapter,3.46,0.793964849,7.93964849,70,3,1526,itemadapter-0.8.0,3,5.00E-05,0.00151,1,4.79988283
django-appconf,3.46,0.754992359,7.54992359,61,3.9,9536,django-appconf-1.0.5,2,4.50E-05,0.00048,5,4.96997453
pefile,3.46,0.729340223,7.29340223,78,2.2,1518,pefile-2022.5.30,4,4.40E-05,0.00091,3,4.317800743
pyahocorasick,3.46,0.613519146,6.13519146,75,2.5,5875,pyahocorasick-2.0.0,2,4.20E-05,0.00094,1,4.031730487
fastcore,3.46,0.593281123,5.93281123,82,1.8,3481,fastcore-1.5.29,10,0.0001,0.0034,4,3.730937077
formulaic,3.46,0.663835272,6.63835272,73,2.7,11861,formulaic-0.5.2,8,3.90E-05,0.00048,20,4.266117573
jiwer,3.46,0.786388069,7.86388069,77,2.3,7593,jiwer-2.6.0,3,4.10E-05,0.00046,3,4.541293563
pylint-gitlab,3.46,0.617781325,6.17781325,85,1.5,2599,pylint-gitlab-1.2.0,19,4.00E-05,0.00046,23,3.712604417
exifread,3.46,0.598595896,5.98595896,66,3.4,7214,exifread-3.0.0,2,4.50E-05,0.00096,1,4.28198632
xdoctest,3.46,0.713137449,7.13137449,66,3.4,3251,xdoctest-1.1.1,2,3.80E-05,0.00046,2,4.663791497
pwntools,3.46,0.655178293,6.55178293,84,1.6,2927,pwntools-4.9.0,21,7.10E-05,0.00094,51,3.87059431
ptyprocess,3.43,0.78223555,7.8223555,78,2.2,480,ptyprocess-0.7.0,4,0.000353,0.00286,1,4.4841185
cloudpickle,3.43,0.729166061,7.29166061,88,1.2,84,cloudpickle-2.2.1,44,0.000731,0.02472,1,3.97388687
python-multipart,3.43,0.636949188,6.36949188,84,1.6,730,python-multipart-0.0.6,8,6.50E-05,0.0041,1,3.799830627
multipledispatch,3.43,0.761727319,7.61727319,83,1.7,4341,multipledispatch-0.6.0,9,0.000101,0.00384,2,4.249091063
clickhouse-driver,3.43,0.714825563,7.14825563,85,1.5,2176,clickhouse-driver-0.2.5,5,6.00E-05,0.00142,5,4.02608521
wand,3.43,0.634753618,6.34753618,83,1.7,9735,wand-0.6.11,1,4.10E-05,0.00046,1,3.825845393
marko,3.43,0.62535658,6.2535658,79,2.1,1633,marko-1.3.0,1,3.70E-05,0.00048,1,3.927855267
mitmproxy,3.43,0.629930575,6.29930575,90,1,5919,mitmproxy-5.3.0,26,3.70E-05,0.00046,43,3.57643525
circus,3.43,0.571022832,5.71022832,68,3.2,3117,circus-0.16.1,5,3.90E-05,0.00046,5,4.11340944
featuretools,3.43,0.574817735,5.74817735,88,1.2,1081,featuretools-1.24.0,14,3.70E-05,0.00055,114,3.45939245
google-cloud-audit-log,3.41,0.778380999,7.78380999,88,1.2,2011,google-cloud-audit-log-0.2.5,5,4.90E-05,0.001,11,4.131269997
starlette-context,3.41,0.725278406,7.25278406,68,3.2,9465,starlette-context-0.3.4,2,3.80E-05,0.00046,5,4.62092802
chardet,3.38,0.740379799,7.40379799,90,1,138,chardet-5.1.0,43,0.000458,0.0204,1,3.927932663
entrypoints,3.38,0.644305416,6.44305416,70,3,973,entrypoints-0.4,20,0.000145,0.00992,1,4.274351387
fasteners,3.38,0.612197614,6.12197614,88,1.2,1674,fasteners-0.18,13,0.000116,0.00645,1,3.56732538
hyperframe,3.38,0.765127849,7.65127849,73,2.7,923,hyperframe-6.0.1,6,0.000211,0.00323,1,4.57709283
murmurhash,3.38,0.812542334,8.12542334,80,2,1386,murmurhash-1.0.9,5,7.60E-05,0.00293,1,4.50180778
cymem,3.38,0.78064557,7.8064557,82,1.8,1384,cymem-2.0.7,5,7.60E-05,0.00293,1,4.328818567
spacy-loggers,3.38,0.713739828,7.13739828,77,2.3,1390,spacy-loggers-1.0.4,2,4.70E-05,0.0014,1,4.272466093
voluptuous,3.38,0.649135741,6.49135741,80,2,817,voluptuous-0.13.1,23,0.000249,0.0108,1,3.957119137
python-box,3.38,0.821633538,8.21633538,85,1.5,1293,python-box-6.1.0,1,3.90E-05,0.00048,1,4.365445127
pydyf,3.38,0.691145769,6.91145769,82,1.8,3546,pydyf-0.6.0,1,4.00E-05,0.0005,1,4.030485897
polib,3.38,0.757345217,7.57345217,74,2.6,4562,polib-1.2.0,1,6.50E-05,0.00046,1,4.51781739
pipreqs,3.38,0.740760673,7.40760673,88,1.2,2714,pipreqs-0.4.13,4,6.80E-05,0.00091,30,3.99586891
tinydb,3.38,0.644621368,6.44621368,83,1.7,287,tinydb-4.7.1,11,0.000132,0.0051,1,3.842071227
pebble,3.38,0.750582287,7.50582287,68,3.2,7558,pebble-5.0.3,2,4.80E-05,0.00094,1,4.69527429
jmp,3.38,0.787172619,7.87172619,63,3.7,11044,jmp-0.0.4,3,5.30E-05,0.00096,2,4.98390873
pycognito,3.38,0.617485632,6.17485632,71,2.9,1119,pycognito-2022.8.0,5,3.90E-05,0.00046,48,4.151618773
hmmlearn,3.38,0.605085399,6.05085399,76,2.4,7196,hmmlearn-0.2.8,4,4.20E-05,0.00046,14,3.943617997
tavern,3.38,0.651540072,6.51540072,88,1.2,1289,tavern-2.0.7,11,5.00E-05,0.00046,64,3.698466907
arxiv,3.38,0.772049162,7.72049162,80,2,8449,arxiv-0.3.1,3,4.50E-05,0.00046,30,4.36683054
djangorestframework-gis,3.38,0.726074227,7.26074227,68,3.2,1019,djangorestframework-gis-1.0,4,5.20E-05,0.00091,11,4.613580757
tuspy,3.38,0.693009023,6.93009023,77,2.3,4811,tuspy-1.0.0,6,4.50E-05,0.00048,49,4.20336341
simple-term-menu,3.38,0.705760617,7.05760617,71,2.9,2397,simple-term-menu-1.6.1,2,4.40E-05,0.00091,1,4.445868723
qtawesome,3.38,0.880156787,8.80156787,78,2.2,8625,qtawesome-1.2.3,4,5.30E-05,0.00139,3,4.793855957
nodeenv,3.35,0.718191184,7.18191184,81,1.9,3017,nodeenv-1.7.0,5,6.10E-05,0.00196,2,4.143970613
isoduration,3.35,0.699976565,6.99976565,70,3,116,isoduration-20.11.0,2,8.70E-05,0.00286,5,4.449921883
typed-ast,3.35,0.662233347,6.62233347,67,3.3,3011,typed-ast-1.5.4,7,7.90E-05,0.00333,1,4.424111157
google-cloud-dataproc,3.35,0.74424516,7.4424516,58,4.2,6486,google-cloud-dataproc-5.4.1,4,3.50E-05,0,52,4.997483867
boltons,3.35,0.723007256,7.23007256,83,1.7,2549,boltons-21.0.0,4,7.10E-05,0.00196,1,4.09335752
cx-oracle,3.35,0.613588415,6.13588415,85,1.5,8577,cx-oracle-8.3.0,1,3.90E-05,0.00046,1,3.661961383
wordcloud,3.35,0.647837017,6.47837017,82,1.8,9191,wordcloud-1.8.2.2,4,4.00E-05,0.00046,29,3.87612339
atlassian-jwt-auth,3.35,0.767981805,7.67981805,74,2.6,635,atlassian-jwt-auth-17.0.0,4,5.00E-05,0.00046,33,4.543272683
aiormq,3.35,0.608508499,6.08508499,74,2.6,870,aiormq-6.4.2,3,5.80E-05,0.00059,9,4.011694997
pyserial-asyncio,3.35,0.630015096,6.30015096,61,3.9,2854,pyserial-asyncio-0.6,4,6.50E-05,0.00137,2,4.516716987
mlxtend,3.35,0.699821532,6.99821532,82,1.8,5193,mlxtend-0.22.0,8,3.90E-05,0.00046,40,4.049405107
circuitbreaker,3.35,0.639225963,6.39225963,74,2.6,9996,circuitbreaker-1.4.0,1,4.00E-05,0.00048,1,4.114086543
grpc-interceptor,3.35,0.65021694,6.5021694,78,2.2,4211,grpc-interceptor-0.15.1,3,5.70E-05,0.00091,2,4.0173898
bravado,3.35,0.605274155,6.05274155,61,3.9,10926,bravado-11.0.3,10,3.90E-05,0.00046,56,4.434247183
snakeviz,3.35,0.685235515,6.85235515,74,2.6,13494,snakeviz-2.1.1,2,5.00E-05,0.00046,2,4.267451717
django-solo,3.35,0.61431502,6.1431502,77,2.3,5554,django-solo-2.0.0,2,3.80E-05,0.00046,5,3.931050067
simpleitk,3.35,0.636978567,6.36978567,90,1,602,simpleitk-2.2.1,6,6.90E-05,0.00283,1,3.57326189
dm-control,3.35,0.748539899,7.48539899,86,1.4,12562,dm-control-1.0.11,16,4.50E-05,0.00046,48,4.07846633
paramiko,3.32,0.669730769,6.69730769,84,1.6,554,paramiko-3.1.0,44,0.000623,0.01968,8,3.872435897
requests-ntlm,3.32,0.758384847,7.58384847,80,2,10885,requests-ntlm-1.1.0,4,4.20E-05,0.00046,29,4.301282823
cron-descriptor,3.3,0.644927099,6.44927099,79,2.1,10152,cron-descriptor-1.2.35,2,3.70E-05,0.00094,1,3.949756997
cairocffi,3.3,0.594997398,5.94997398,84,1.6,3282,cairocffi-1.5.1,5,6.20E-05,0.0019,4,3.616657993
google-cloud-dlp,3.3,0.748502629,7.48502629,58,4.2,4914,google-cloud-dlp-3.12.1,3,3.50E-05,0,51,4.995008763
jdcal,3.3,0.781127651,7.81127651,67,3.3,6655,jdcal-1.4.1,4,8.50E-05,0.0019,1,4.803758837
shortuuid,3.3,0.675813699,6.75813699,84,1.6,722,shortuuid-1.0.11,7,7.40E-05,0.00331,1,3.886045663
py-cpuinfo,3.3,0.766456127,7.66456127,77,2.3,1433,py-cpuinfo-9.0.0,8,9.00E-05,0.0041,1,4.421520423
google-cloud-videointelligence,3.3,0.731132386,7.31132386,58,4.2,2131,google-cloud-videointelligence-2.11.1,3,3.50E-05,0,51,4.937107953
elementpath,3.3,0.643705198,6.43705198,74,2.6,6214,elementpath-4.1.1,3,7.40E-05,0.00144,1,4.11235066
pmdarima,3.3,0.750774173,7.50774173,79,2.1,4516,pmdarima-1.8.5,10,3.60E-05,0.00046,45,4.302580577
caio,3.3,0.656522753,6.56522753,73,2.7,997,caio-0.9.12,1,7.10E-05,0.0005,1,4.188409177
premailer,3.3,0.724003106,7.24003106,64,3.6,1880,premailer-3.10.0,7,7.90E-05,0.00098,32,4.713343687
django-ckeditor,3.3,0.836538061,8.36538061,80,2,8541,django-ckeditor-6.5.1,4,9.40E-05,0.00091,6,4.55512687
grequests,3.3,0.621951249,6.21951249,71,2.9,4344,grequests-0.6.0,7,6.40E-05,0.00142,36,4.139837497
sqlitedict,3.3,0.674936956,6.74936956,71,2.9,7102,sqlitedict-1.7.0,1,3.90E-05,0.00046,1,4.31645652
zxcvbn,3.3,0.70027158,7.0027158,61,3.9,6301,zxcvbn-4.4.28,2,3.90E-05,0.00091,1,4.7342386
pylogbeat,3.3,0.831570031,8.31570031,67,3.3,5788,pylogbeat-2.0.0,1,4.90E-05,0.00048,1,4.971900103
gpsoauth,3.3,0.77542685,7.7542685,79,2.1,414,gpsoauth-1.0.2,5,7.60E-05,0.00153,29,4.384756167
threadpoolctl,3.27,0.710270602,7.10270602,85,1.5,268,threadpoolctl-3.1.0,11,0.000223,0.01145,1,3.957568673
jsonpointer,3.27,0.778733765,7.78733765,85,1.5,117,jsonpointer-2.3,4,0.000219,0.00464,1,4.185779217
setproctitle,3.27,0.664442386,6.64442386,81,1.9,400,setproctitle-1.1.10,1,6.50E-05,0.00046,1,3.938141287
simpleeval,3.27,0.685655663,6.85655663,71,2.9,867,simpleeval-0.9.13,10,8.80E-05,0.00479,1,4.342185543
