Id,Label,Degree,Pageranks,Eigencentrality
7291,gocd-tools-0.0.1a6,2,0.000035,0.00000
7292,2captcha-python-1.2.0,2,0.000039,0.00046
7293,hurry-raphael-1.4.3.2,2,0.000035,0.00000
7294,hurry-resource-0.10,2,0.000050,0.00046
7295,hypothesis-networkx-0.2.2,4,0.000035,0.00000
7296,gns3-net-converter-1.3.0,1,0.000035,0.00000
7297,git-todo-0.1,5,0.000035,0.00000
7298,parsley-1.3,1,0.000041,0.00046
7299,visitor-0.1.3,2,0.000051,0.00094
7300,gmtd-1.1.0b2,1,0.000035,0.00000
7301,gqylpy-ssh-1.2.4,1,0.000035,0.00000
7302,hatch-regex-commit-0.0.3,1,0.000035,0.00000
7303,http-server-mock-1.7,2,0.000035,0.00000
7304,hdxcli-1.0rc41,4,0.000035,0.00000
7305,sqlglot-10.6.4,1,0.000042,0.00046
7306,griddypower-0.1.0,2,0.000035,0.00000
7307,hoshi-0.4.4,4,0.000035,0.00000
7308,google-cloud-translate-3.11.1,5,0.000042,0.00046
7309,gradient-free-objective-functions-0.0.1,2,0.000035,0.00000
7310,h5utils-0.0.4,3,0.000035,0.00000
7311,goear-dl-0.1.2,3,0.000035,0.00000
7312,six-1.10.0,8,0.000116,0.00377
7313,gpkg-keras-deep-dream-0.5.1,2,0.000035,0.00000
7314,gthnk-0.7.0,15,0.000035,0.00000
7315,flask-bcrypt-1.0.1,5,0.000038,0.00091
7316,flask-cache-0.13.1,2,0.000037,0.00046
7317,flask-markdown-0.3,2,0.000037,0.00046
7318,flask-migrate-4.0.4,10,0.000042,0.00233
7319,flask-script-2.0.6,4,0.000038,0.00094
7320,mdx-journal-0.1.4,2,0.000037,0.00046
7321,mdx-linkify-1.0,3,0.000037,0.00046
7322,puremagic-1.15,2,0.000040,0.00091
7323,flask-sqlalchemy-2.1,7,0.000044,0.00198
7324,groupdocs-annotation-cloud-23.4,4,0.000035,0.00000
7325,gspider-0.1.1,2,0.000035,0.00000
7326,glom-pytorch-0.0.14,2,0.000035,0.00000
7327,gym-leftright-0.0.2,1,0.000035,0.00000
7328,h5json-1.1.3,2,0.000035,0.00000
7329,gshell-5.6.1,3,0.000035,0.00000
7330,gitterpy-0.1.7,1,0.000035,0.00000
7331,helsinki-profile-gdpr-api-0.1.0,4,0.000035,0.00000
7332,django-helusers-0.8.1,6,0.000042,0.00046
7333,drf-oidc-auth-0.10.0,4,0.000042,0.00046
7334,pyjwkest-1.4.2,6,0.000050,0.00094
7335,hypothesis-faker-0.1.13,5,0.000035,0.00000
7336,backports-cached-property-1.0.2,1,0.000041,0.00046
7337,faker-13.16.0,2,0.000041,0.00046
7338,writer-cm-1.1.1,2,0.000041,0.00046
7339,hubtty-0.3.0,14,0.000035,0.00000
7340,ordereddict-1.1,2,0.000044,0.00091
7341,gym-janggi-0.9.24,2,0.000035,0.00000
7342,gym-0.23.1,5,0.000055,0.00091
7343,janggi-1.0.5,3,0.000050,0.00046
7344,pygame-2.1.2,1,0.000056,0.00048
7345,i3-quickterm-1.1,1,0.000035,0.00000
7346,gwa-spotify-api-0.0.9,1,0.000035,0.00000
7347,gofri-1.0.3,6,0.000035,0.00000
7348,clinodes-1.2,1,0.000040,0.00046
7349,homeassistant-cli-0.9.6,11,0.000035,0.00000
7350,dateparser-0.7.6,5,0.000038,0.00046
7351,netdisco-3.0.0,3,0.000038,0.00046
7352,gpu-debugger-0.1,1,0.000035,0.00000
7353,hexed-0.0.1.dev13,1,0.000035,0.00000
7354,haven-anomaly-detection-0.0.3,2,0.000035,0.00000
7355,http-api-exporter-1.2.3,1,0.000035,0.00000
7356,haobtc-oauth2-0.0.6,1,0.000035,0.00000
7357,0x01-autocert-dns-aliyun-0.1,1,0.000035,0.00000
7358,aliyun-python-sdk-alidns-3.0.3,2,0.000065,0.00046
7359,historical-0.4.10,10,0.000035,0.00000
7360,cloudaux-1.9.6,12,0.000040,0.00091
7361,jinja2-2.10,4,0.000043,0.00139
7362,pynamodb-5.4.1,4,0.000040,0.00091
7363,raven-python-lambda-0.1.10,5,0.000043,0.00094
7364,swag-client-0.4.3,11,0.000038,0.00046
7365,flagpole-1.1.1,2,0.000043,0.00098
7366,hadeploy-0.6.1,2,0.000035,0.00000
7367,google-photos-takeout-helper-2.3.0,4,0.000035,0.00000
7368,win32-setctime-1.1.0,1,0.000042,0.00046
7369,abrox-2.0.2,10,0.000035,0.00000
7370,gochan-0.4.2,1,0.000035,0.00000
7371,asciimatics-1.11.0,5,0.000065,0.00046
7372,homu-0.2.0,6,0.000035,0.00000
7373,github3-py-3.2.0,7,0.000057,0.00137
7374,happycowler-0.2.4,1,0.000035,0.00000
7375,hudsucker-0.2.1,5,0.000035,0.00000
7376,govuk-template-0.2.42,2,0.000035,0.00000
7377,abilian-sbe-0.5.21,13,0.000035,0.00000
7378,abilian-core-0.11.23,41,0.000037,0.00046
7379,flask-babel-1.0.0,7,0.000039,0.00139
7380,openpyxl-2.6.4,3,0.000037,0.00046
7381,wtforms-2.1,5,0.000060,0.00251
7382,celery-4.4.7,7,0.000037,0.00142
7383,clamd-1.0.2,4,0.000039,0.00187
7384,closure-20191111,3,0.000037,0.00142
7385,devtools-0.11.0,6,0.000045,0.00187
7386,flask-assets-0.12,4,0.000036,0.00094
7387,flask-login-0.5.0,4,0.000037,0.00142
7388,flask-mail-0.9.1,5,0.000037,0.00142
7389,flask-talisman-1.0.0,2,0.000036,0.00094
7390,flask-wtf-0.12,8,0.000037,0.00142
7391,pygeoip-0.3.2,3,0.000037,0.00142
7392,redis-3.5.3,3,0.000037,0.00139
7393,webassets-0.12.1,3,0.000052,0.00144
7394,wtforms-alchemy-0.17.0,6,0.000036,0.00048
7395,wtforms-sqlalchemy-0.3,8,0.000037,0.00142
7396,kombu-4.6.11,3,0.000058,0.00105
7397,vine-1.3.0,4,0.000176,0.00194
7398,amqp-2.6.1,2,0.000084,0.00050
7399,wtforms-2.3.3,6,0.000058,0.00253
7400,wtforms-components-0.10.5,12,0.000047,0.00146
7401,intervals-0.9.2,2,0.000039,0.00053
7402,infinity-1.5,1,0.000068,0.00048
7403,httpie-django-auth-0.1.2,1,0.000035,0.00000
7404,html-testrunner-df-1.2.2.dev4,1,0.000035,0.00000
7405,google-tui-0.1.0,5,0.000035,0.00000
7406,async-cse-0.3.0,2,0.000041,0.00046
7407,textual-inputs-0.2.6,3,0.000043,0.00091
7408,hpoflow-0.1.4,4,0.000035,0.00000
7409,lazy-imports-0.3.1,1,0.000042,0.00046
7410,optuna-3.1.1,10,0.000045,0.00091
7411,cmaes-0.9.1,3,0.000044,0.00098
7412,hyccup-1.1.0,4,0.000035,0.00000
7413,hyrule-0.3.0,2,0.000042,0.00046
7414,gmapsbounds-0.2.0,1,0.000035,0.00000
7415,hopeit-redis-storage-0.17.0,2,0.000035,0.00000
7416,gpg-keymanager-1.1.1,1,0.000035,0.00000
7417,pathlib-tree-2.4.8,3,0.000065,0.00046
7418,cli-toolkit-2.5.0,2,0.000062,0.00048
7419,sys-toolkit-2.5.0,3,0.000088,0.00048
7420,hairsys-0.0.12,12,0.000035,0.00000
7421,opencv-contrib-python-4.6.0.66,2,0.000037,0.00046
7422,orjson-3.7.11,1,0.000037,0.00046
7423,pillow-9.2.0,2,0.000044,0.00094
7424,ruamel-yaml-0.16.12,2,0.000053,0.00094
7425,strictyaml-1.3.2,3,0.000037,0.00046
7426,torch-1.12.1,4,0.000050,0.00139
7427,torchvision-0.13.1,6,0.000037,0.00046
7428,i3situation-1.0.5,1,0.000035,0.00000
7429,google-cloud-compute-1.11.0,3,0.000035,0.00000
7430,abbreviator-0.0.4,1,0.000035,0.00000
7431,huaweicloudsdkbms-3.1.36,1,0.000035,0.00000
7432,helmstate-1.0.22,2,0.000035,0.00000
7433,gt3-0.0.3,12,0.000035,0.00000
7434,contours-0.0.2,4,0.000037,0.00046
7435,greenponik-bme280-0.0.5,3,0.000035,0.00000
7436,adafruit-circuitpython-bme280-2.6.20,3,0.000045,0.00046
7437,goodreadsapi-0.1,3,0.000035,0.00000
7438,py-bing-search-0.2.6,2,0.000045,0.00046
7439,requests-2.12.3,2,0.000083,0.00094
7440,xmltodict-0.10.2,1,0.000045,0.00046
7441,html-section-0.3.0,3,0.000035,0.00000
7442,sphinx-jinja2-compat-0.2.0,3,0.000045,0.00046
7443,accretion-cli-0.1.0,7,0.000035,0.00000
7444,accretion-common-0.1.1,5,0.000054,0.00091
7445,awacs-2.3.0,2,0.000056,0.00094
7446,troposphere-4.3.2,3,0.000039,0.00046
7447,cfn-flip-1.3.0,4,0.000052,0.00048
7448,gn-0.1,1,0.000035,0.00000
7449,goop-0.2,1,0.000035,0.00000
7450,hubble-github-0.0.5,2,0.000035,0.00000
7451,haracat-1.0.0,1,0.000035,0.00000
7452,natas-1.2.0,6,0.000065,0.00046
7453,distance-0.1.3,2,0.000049,0.00094
7454,mikatools-1.0.1,4,0.000046,0.00048
7455,opennmt-py-3.1.1,12,0.000046,0.00048
7456,ctranslate2-3.11.0,3,0.000038,0.00048
7457,pyonmttok-1.37.1,1,0.000038,0.00048
7458,sacrebleu-2.3.1,7,0.000038,0.00048
7459,hecto-1.200708,3,0.000035,0.00000
7460,haros-plugin-model-ged-0.2.1,3,0.000035,0.00000
7461,groupdocs-signature-cloud-22.6,4,0.000035,0.00000
7462,hamnonlineng-0.1.0a3,1,0.000035,0.00000
7463,hfexcel-0.0.17,3,0.000035,0.00000
7464,hebo-0.3.2,8,0.000035,0.00000
7465,catboost-1.1.1,14,0.000051,0.00229
7466,pymoo-0.6.0.1,9,0.000039,0.00046
7467,cma-3.2.2,2,0.000039,0.00048
7468,hyuki-cvs-graph-0.2.7,2,0.000035,0.00000
7469,gns3-converter-1.2.4,1,0.000035,0.00000
7470,hemonaluto-0.0.1,1,0.000035,0.00000
7471,parameterized-0.8.1,1,0.000065,0.00046
7472,gtrends-0.2.2,1,0.000035,0.00000
7473,humilis-elasticache-0.0.5,1,0.000035,0.00000
7474,huawei-modem-py-api-client-through-proxy-0.0.8,5,0.000035,0.00000
7475,gwcs-0.18.3,8,0.000053,0.00100
7476,asdf-astropy-0.4.0,8,0.000048,0.00103
7477,asdf-wcs-schemas-0.1.1,2,0.000042,0.00050
7478,asdf-coordinates-schemas-0.2.0,2,0.000042,0.00050
7479,happybase-1.2.0,2,0.000035,0.00000
7480,thriftpy2-0.4.16,3,0.000050,0.00046
7481,hydrotools-nwm-client-5.0.3,9,0.000042,0.00046
7482,hydrotools-caches-0.1.3,4,0.000044,0.00094
7483,google-cloud-video-stitcher-0.7.0,3,0.000035,0.00000
7484,gpytorch-lattice-kernel-0.0.dev1,3,0.000035,0.00000
7485,gwxtreme-0.3.1,6,0.000035,0.00000
7486,1neuron-pypi-overlordiam-0.0.1,2,0.000035,0.00000
7487,glosarium-1.2,1,0.000035,0.00000
7488,graphenex-1.3.1,6,0.000035,0.00000
7489,coloredlogs-12.0,2,0.000040,0.00046
7490,flask-socketio-4.3.2,3,0.000040,0.00046
7491,python-socketio-4.6.1,3,0.000052,0.00048
7492,huaweicloudsdkcloudbuild-3.1.24,1,0.000035,0.00000
7493,httpretty-fixtures-2.1.1,1,0.000035,0.00000
7494,httpretty-0.8.14,1,0.000065,0.00046
7495,human-id-0.2.0,1,0.000035,0.00000
7496,heaserver-registry-1.0.0a33,1,0.000035,0.00000
7497,heaserver-1.0.0a104,23,0.000094,0.00091
7498,helpjuice-3.0.3,2,0.000035,0.00000
7499,importlib-metadata-5.2.0,3,0.000051,0.00094
7500,aalpy-1.3.1,1,0.000035,0.00000
7501,gobre-recipe-template-2.0,4,0.000035,0.00000
7502,hadar-dashboard-0.4.0,3,0.000035,0.00000
7503,hadar-0.4.0,8,0.000045,0.00046
7504,gpayments-0.2,1,0.000035,0.00000
7505,gtirb-test-helpers-2.0.0,1,0.000035,0.00000
7506,gradedb-1.0.2,5,0.000035,0.00000
7507,nblogic-1.0.20,3,0.000041,0.00046
7508,huaweicloudsdkies-3.1.36,1,0.000035,0.00000
7509,hyperactive-progress-board-0.1.0,7,0.000035,0.00000
7510,simple-data-collector-0.2.0,4,0.000039,0.00046
7511,google-cloud-network-services-0.5.1,4,0.000035,0.00000
7512,grpc-google-pubsub-v1-0.11.1,3,0.000035,0.00000
7513,accern-0.4.0,2,0.000035,0.00000
7514,aat-downloader-0.0.3,4,0.000035,0.00000
7515,pyrebase-3.0.27,7,0.000042,0.00046
7516,gcloud-0.17.0,6,0.000041,0.00048
7517,pycryptodome-3.4.3,1,0.000041,0.00048
7518,python-jwt-2.0.1,2,0.000041,0.00048
7519,requests-toolbelt-0.7.0,2,0.000041,0.00048
7520,guitarsounds-1.2.0,8,0.000035,0.00000
7521,gpilab-1.4.8,29,0.000035,0.00000
7522,fonttools-4.28.5,2,0.000038,0.00103
7523,gpi-core-2.4.0,1,0.000036,0.00046
7524,h5py-3.6.0,2,0.000036,0.00046
7525,kiwisolver-1.3.2,2,0.000038,0.00103
7526,multiprocess-0.70.12.2,3,0.000044,0.00094
7527,pathos-0.2.8,5,0.000036,0.00046
7528,pox-0.3.0,2,0.000044,0.00094
7529,ppft-1.6.6.4,3,0.000044,0.00094
7530,pyopengl-3.1.5,1,0.000036,0.00046
7531,pyqt5-sip-12.9.0,2,0.000048,0.00096
7532,pyqt5-5.15.6,5,0.000043,0.00091
7533,pyqtgraph-0.12.3,4,0.000038,0.00091
7534,qimage2ndarray-1.8.3,2,0.000036,0.00046
7535,qtpy-2.0.0,2,0.000036,0.00046
7536,fonttools-4.32.0,2,0.000037,0.00103
7537,kiwisolver-1.4.2,2,0.000037,0.00103
7538,pillow-9.1.0,2,0.000037,0.00103
7539,google-voice-parser-0.1.1,2,0.000035,0.00000
7540,html-wrapper-0.3.3,2,0.000050,0.00046
7541,hector9000-0.1.0rc2,24,0.000035,0.00000
7542,adafruit-circuitpython-neopixel-6.0.0,3,0.000036,0.00046
7543,adafruit-gpio-1.0.3,4,0.000067,0.00094
7544,adafruit-pca9685-1.0.1,2,0.000036,0.00046
7545,atomicwrites-1.3.0,1,0.000036,0.00046
7546,board-0.0.0.post0,1,0.000036,0.00046
7547,docutils-0.14,3,0.000041,0.00139
7548,more-itertools-7.0.0,1,0.000036,0.00046
7549,packaging-19.0,4,0.000038,0.00091
7550,py-1.10.0,5,0.000048,0.00233
7551,pygments-2.7.4,2,0.000037,0.00091
7552,pyparsing-2.4.0,4,0.000058,0.00190
7553,wcwidth-0.1.7,3,0.000046,0.00142
7554,webcolors-1.3,1,0.000036,0.00046
7555,adafruit-circuitpython-pypixelbuf-2.2.8,2,0.000050,0.00048
7556,global-benchmark-database-tool-2.9.0,1,0.000035,0.00000
7557,gbd-tools-4.3.5,6,0.000065,0.00046
7558,pebble-5.0.3,2,0.000048,0.00094
7559,graph-state-machine-2.1,4,0.000035,0.00000
7560,google-cloud-iap-1.10.1,4,0.000035,0.00000
7561,hypothesis-client-0.0.2,2,0.000035,0.00000
7562,graph-algo-vis-0.3,2,0.000035,0.00000
7563,htmlmeta-hub-0.4.1,1,0.000035,0.00000
7564,metadata-utils-0.1.3,1,0.000065,0.00046
7565,graphknn-1.0.0b1,2,0.000035,0.00000
7566,google-translate-py-1.0.0,2,0.000035,0.00000
7567,i3-balance-workspace-1.8.6,1,0.000035,0.00000
7568,gofound-1.1.3,1,0.000035,0.00000
7569,httppy-0.0.9,2,0.000035,0.00000
7570,3d-registration-0.4.1,8,0.000035,0.00000
7571,gopythongo-0.7.4.dev0,13,0.000035,0.00000
7572,colorama-0.3.9,2,0.000039,0.00091
7573,configargparse-0.13.0,1,0.000037,0.00046
7574,docker-py-1.10.6,6,0.000067,0.00091
7575,hvac-0.6.0,2,0.000037,0.00046
7576,packaging-17.1,4,0.000040,0.00094
7577,pyopenssl-18.0.0,3,0.000037,0.00046
7578,sphinx-rtd-theme-0.4.0,1,0.000037,0.00046
7579,sphinx-1.7.5,13,0.000037,0.00046
7580,typing-3.6.4,1,0.000037,0.00046
7581,hookit-python-1.0.0,2,0.000035,0.00000
7582,hdat-0.1.0,1,0.000035,0.00000
7583,hive-maia-1.0,9,0.000035,0.00000
7584,dicom2nifti-2.3.4,5,0.000038,0.00046
7585,nibabel-3.2.2,5,0.000046,0.00094
7586,pydicom-2.3.0,2,0.000046,0.00094
7587,pynvml-11.4.1,1,0.000038,0.00046
7588,scikit-learn-1.1.2,5,0.000038,0.00046
7589,simpleitk-2.2.0,1,0.000038,0.00046
7590,tqdm-4.61.2,1,0.000038,0.00046
7591,abaqus2dyna-0.0.5,1,0.000035,0.00000
7592,huggingsound-0.1.6,5,0.000035,0.00000
7593,jiwer-2.6.0,3,0.000041,0.00046
7594,librosa-0.9.2,12,0.000041,0.00046
7595,rapidfuzz-2.13.7,1,0.000052,0.00048
7596,resampy-0.4.2,3,0.000038,0.00048
7597,goldfinder-1.3.0,4,0.000035,0.00000
7598,abm-colony-collection-0.3.2,6,0.000035,0.00000
7599,prefect-2.82,39,0.000045,0.00091
7600,asgi-lifespan-2.1.0,2,0.000036,0.00050
7601,coolname-2.2.0,1,0.000036,0.00050
7602,griffe-0.27.0,2,0.000036,0.00050
7603,graph-scheduler-1.1.1,3,0.000035,0.00000
7604,google-cloud-assured-workloads-1.10.1,3,0.000035,0.00000
7605,hivenetcore-0.1.3,12,0.000051,0.00094
7606,hamsci-psws-0.1.3,13,0.000035,0.00000
7607,suntime-1.2.5,2,0.000037,0.00046
7608,gym-datums-1.0.1,1,0.000035,0.00000
7609,hcpre-0.5.5,6,0.000035,0.00000
7610,nipype-1.8.3,16,0.000040,0.00046
7611,traits-6.4.1,12,0.000226,0.00591
7612,etelemetry-0.3.0,3,0.000037,0.00048
7613,prov-2.0.0,7,0.000045,0.00142
7614,ci-info-0.3.0,1,0.000051,0.00048
7615,greenotyper-0.7.0,6,0.000035,0.00000
7616,ha7000d-0.1.5,1,0.000035,0.00000
7617,unyt-2.9.5,4,0.000072,0.00091
7618,101703373-outlier-1.0.0,1,0.000035,0.00000
7619,12factor-vault-0.1.23,2,0.000035,0.00000
7620,django-dbconn-retry-0.1.7,1,0.000050,0.00046
7621,hvac-1.1.0,4,0.000065,0.00091
7622,pyhcl-0.4.4,1,0.000062,0.00050
7623,graph-wrap-0.1.3,1,0.000035,0.00000
7624,hsemotion-0.3.0,5,0.000035,0.00000
7625,gmail-connector-0.8,4,0.000035,0.00000
7626,hypermodern-cookiecutter-example-0.0.0,1,0.000035,0.00000
7627,hdtscraper-0.3,2,0.000035,0.00000
7628,humilis-kms-0.1.0,1,0.000035,0.00000
7629,htr-united-metadata-generator-1.0.0,3,0.000035,0.00000
7630,click-8.0.1,3,0.000078,0.00137
7631,aaa-features-0.2.1,3,0.000035,0.00000
7632,python-speech-features-0.6,1,0.000045,0.00046
7633,graphscope-jupyter-0.4.1,4,0.000035,0.00000
7634,spectate-1.0.1,1,0.000042,0.00046
7635,humilis-asg-0.5.0,1,0.000035,0.00000
7636,abatools-1.0.0,3,0.000035,0.00000
7637,hierapy-0.0.3,1,0.000035,0.00000
7638,google-cloud-artifact-registry-1.8.1,4,0.000035,0.00000
7639,huobi-0.1.12,2,0.000035,0.00000
7640,histlite-2022.8.26,2,0.000035,0.00000
7641,hgtools-9.1.0,3,0.000035,0.00000
7642,helianthus-tools-1.7.6,2,0.000035,0.00000
7643,go-extension-0.0.1,3,0.000035,0.00000
7644,pybindgen-0.22.1,1,0.000045,0.00046
7645,gym3-0.3.3,6,0.000035,0.00000
7646,glfw-1.12.0,1,0.000040,0.00046
7647,imageio-ffmpeg-0.3.0,1,0.000040,0.00046
7648,hanabirc-1.2.5,2,0.000035,0.00000
7649,irc-20.1.0,10,0.000056,0.00091
7650,jaraco-logging-3.1.2,2,0.000041,0.00050
7651,jaraco-stream-3.0.3,1,0.000041,0.00050
7652,hypeapi-0.1.0.2,2,0.000035,0.00000
7653,groupbytime-0.3.2,1,0.000035,0.00000
7654,h51-0.0.8,1,0.000035,0.00000
7655,heartbeatmonitor-0.1a18,2,0.000035,0.00000
7656,hotplate-0.0.3,3,0.000035,0.00000
7657,histdatacom-0.78.4,9,0.000035,0.00000
7658,influxdb-client-1.36.1,6,0.000038,0.00046
7659,reactivex-4.0.4,3,0.000051,0.00094
7660,goldensphinx-0.0.3,7,0.000035,0.00000
7661,static-1.1.1,3,0.000047,0.00091
7662,acdh-django-handle-0.1.1,1,0.000035,0.00000
7663,globconf-0.0.7,2,0.000035,0.00000
7664,graphene-mongo-0.2.15,5,0.000035,0.00000
7665,humblebundle-0.1.1,1,0.000035,0.00000
7666,goats-0.2.4,4,0.000035,0.00000
7667,huckle-3.0.0,4,0.000035,0.00000
7668,restnavigator-1.0.1,5,0.000042,0.00046
7669,gtdblib-1.10.1,7,0.000035,0.00000
7670,hobohm-2.0.2,1,0.000035,0.00000
7671,h2o-wave-0.25.2,5,0.000035,0.00000
7672,google-images-download-2.8.0,1,0.000035,0.00000
7673,hyperspy-1.7.4,32,0.000058,0.00139
7674,home-sensu-checks-0.0.3,2,0.000035,0.00000
7675,fritzconnection-1.12.0,2,0.000050,0.00046
7676,harbinger-0.5,3,0.000035,0.00000
7677,goldencheetah-opendata-0.3.1,3,0.000035,0.00000
7678,pkgsettings-1.0.0,1,0.000045,0.00046
7679,hangar-matplotlib-0.0.3,1,0.000035,0.00000
7680,git-repo-language-trends-0.5.0,2,0.000035,0.00000
7681,google-music-scripts-4.5.0,12,0.000035,0.00000
7682,google-music-proto-2.10.0,8,0.000041,0.00094
7683,google-music-3.7.0,10,0.000037,0.00046
7684,natsort-7.2.0,1,0.000037,0.00046
7685,tomlkit-0.5.11,1,0.000037,0.00046
7686,tenacity-6.3.1,3,0.000040,0.00094
7687,huaweicloudsdkcc-3.1.36,1,0.000035,0.00000
7688,gym-saturation-0.9.2,2,0.000035,0.00000
7689,gymnasium-0.28.1,9,0.000065,0.00137
7690,farama-notifications-0.0.4,1,0.000044,0.00052
7691,jax-jumpy-1.0.0,3,0.000044,0.00052
7692,hunana-1.0.7,3,0.000035,0.00000
7693,hamlish-jinja-0.3.3,2,0.000045,0.00046
7694,harpo-1.3.0,8,0.000035,0.00000
7695,python-gnupg-0.4.8,1,0.000039,0.00046
7696,guoya-app-0.0.2,2,0.000035,0.00000
7697,appium-python-client-0.47,2,0.000050,0.00046
7698,guesstime-1.1.4,6,0.000035,0.00000
7699,grpc-wrappers-0.2.0,4,0.000035,0.00000
7700,interface-meta-1.3.0,2,0.000047,0.00094
7701,gittr-0.1.1,7,0.000035,0.00000
7702,huaweicloudsdkief-3.1.36,1,0.000035,0.00000
7703,gsheet-plotter-0.0.1,3,0.000035,0.00000
7704,gsheet-api-0.1.4,5,0.000045,0.00046
7705,gspread-dataframe-3.3.0,4,0.000044,0.00048
7706,hyoga-0.3.0,7,0.000035,0.00000
7707,cf-xarray-0.8.0,2,0.000039,0.00046
7708,ace-metrics-0.1.4,8,0.000035,0.00000
7709,businesstime-0.3.0,1,0.000039,0.00046
7710,pandas-bokeh-0.5.5,3,0.000039,0.00046
7711,huggingface-sb3-2.2.4,5,0.000035,0.00000
7712,hpc-sdk-0.2.1,2,0.000035,0.00000
7713,marketplace-sdk-0.1.1,2,0.000050,0.00046
7714,greek-stemmer-0.1.1,2,0.000035,0.00000
7715,heidelberg-metadata-gui-0.1.2,28,0.000035,0.00000
7716,click-8.1.2,3,0.000057,0.00144
7717,dash-bootstrap-components-0.13.1,3,0.000044,0.00094
7718,dash-cool-components-0.1.8,3,0.000044,0.00094
7719,dash-2.3.1,10,0.000118,0.00194
7720,flask-compress-1.11,4,0.000053,0.00101
7721,flask-2.1.1,7,0.000075,0.00151
7722,importlib-metadata-4.11.3,2,0.000036,0.00046
7723,importlib-resources-5.6.0,1,0.000036,0.00046
7724,json-schema-to-dash-forms-0.1.8,5,0.000036,0.00046
7725,plotly-5.7.0,4,0.000053,0.00101
7726,tenacity-8.0.1,2,0.000058,0.00096
7727,typing-extensions-4.1.1,1,0.000036,0.00046
7728,werkzeug-2.1.1,2,0.000052,0.00098
7729,grapheditdistance-0.1.0,5,0.000035,0.00000
7730,multivaluedbtree-0.0.1,2,0.000041,0.00046
7731,mysmallutils-1.0.18,1,0.000041,0.00046
7732,btrees-4.10.1,3,0.000070,0.00048
7733,http-request-codegen-0.1.0,1,0.000035,0.00000
7734,hyperlib-0.0.6,7,0.000035,0.00000
7735,hac-game-lib-1.1.99,1,0.000035,0.00000
7736,pygamelib-1.3.0,8,0.000065,0.00046
7737,hello-curtis-1.1.1,1,0.000035,0.00000
7738,graphql-epoxy-0.3.2,1,0.000035,0.00000
7739,harrix-pyssg-0.6,2,0.000035,0.00000
7740,harrix-pylib-0.17,1,0.000050,0.00046
7741,histbook-1.2.5,1,0.000035,0.00000
7742,google-cloud-bare-metal-solution-1.4.1,4,0.000035,0.00000
7743,graphql-dsl-0.2.1,3,0.000035,0.00000
7744,infix-1.2,1,0.000045,0.00046
7745,typeit-3.11.0.0,6,0.000045,0.00046
7746,hwrt-0.2.1,15,0.000035,0.00000
7747,flask-bootstrap-3.3.7.1,4,0.000037,0.00046
7748,nntoolkit-0.2.2,9,0.000037,0.00046
7749,health-tracking-0.1.1,3,0.000035,0.00000
7750,hello-hello-1.0.0,3,0.000035,0.00000
7751,pygithub-1.53,4,0.000045,0.00046
7752,gym-sokoban-0.0.6,5,0.000035,0.00000
7753,gustavo-1.0.7,2,0.000035,0.00000
7754,absdataset-1.1.0,1,0.000035,0.00000
7755,huaweicloudsdkdws-3.1.36,1,0.000035,0.00000
7756,hg-commit-sanity-0.0.1,1,0.000035,0.00000
7757,mercurial-6.4.1,2,0.000079,0.00091
7758,googledrive-cloner-1.0.3,2,0.000035,0.00000
7759,google-api-python-client-2.0.2,7,0.000050,0.00046
7760,gnarlytvdb-0.6,2,0.000035,0.00000
7761,hvplot-0.8.3,8,0.000035,0.00000
7762,gmprocess-1.2.6,25,0.000035,0.00000
7763,esi-core-1.0.1,3,0.000036,0.00046
7764,esi-utils-colors-1.0.3,4,0.000036,0.00046
7765,esi-utils-io-1.0.2,5,0.000036,0.00046
7766,esi-utils-rupture-1.0.2,17,0.000036,0.00046
7767,gmpacket-0.1.3,4,0.000036,0.00046
7768,openquake-engine-3.16.1,17,0.000038,0.00094
7769,ps2ff-1.5.6,2,0.000038,0.00094
7770,pyasdf-0.7.5,7,0.000036,0.00046
7771,esi-extern-openquake-1.0.2,5,0.000052,0.00096
7772,esi-utils-time-1.0.2,8,0.000037,0.00048
7773,esi-utils-vectors-1.0.2,3,0.000037,0.00048
7774,zmq-0.0.0,2,0.000037,0.00048
7775,hotbuckets-0.1.1,1,0.000035,0.00000
7776,acfun-get-1.0.3,3,0.000035,0.00000
7777,hclib-1.0.4,1,0.000035,0.00000
7778,glview-1.5.0,9,0.000035,0.00000
7779,imgio-0.9.2,4,0.000038,0.00046
7780,imread-0.7.4,3,0.000049,0.00094
7781,imsize-1.3.1,5,0.000038,0.00046
7782,pyexiv2-2.8.1,1,0.000043,0.00048
7783,rawpy-0.18.0,2,0.000043,0.00048
7784,h5record-1.0.4,3,0.000035,0.00000
7785,guarantor-2022.1001a0,7,0.000035,0.00000
7786,cryptography-37.0.2,2,0.000039,0.00046
7787,orjson-3.7.1,1,0.000039,0.00046
7788,sqlalchemy-1.4.37,2,0.000039,0.00046
7789,hexonet-apiconnector-4.0.0,10,0.000039,0.00046
7790,guzzle-sphinx-theme-0.7.11,3,0.000039,0.00048
7791,m2r2-0.3.3.post2,3,0.000039,0.00048
7792,sphinx-3.5.3,19,0.000088,0.00144
7793,sphinxcontrib-log-cabinet-1.0.1,2,0.000039,0.00048
7794,mistune-0.8.4,5,0.000065,0.00243
7795,giup-1.0.0,3,0.000035,0.00000
