,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category
903,903,tabulate-0.8.2,1,0.00005,0.00046,0.646809249,M
909,909,matlink-gpapi-0.4.4.5,4,0.00005,0.00046,0.650234046,M
914,914,nonebot-1.9.1,3,0.00005,0.00046,0.62073045,M
994,994,httpx-0.22.0,9,0.00005,0.00137,0.551984718,M
1095,1095,lark-parser-0.9.0,1,0.00005,0.00046,0.710830481,M
1113,1113,thrift-sasl-0.4.3,6,0.00005,0.00094,0.702347315,M
1128,1128,glue-vispy-viewers-1.0.7,10,0.00005,0.00046,0.795639327,H
1134,1134,fast-histogram-0.11,3,0.00005,0.00096,0.650372594,M
1175,1175,gpapi2-0.4.5,4,0.00005,0.00046,0.573668716,M
1186,1186,capstone-gt-5.0.0.2,2,0.00005,0.00094,0.573668716,M
1242,1242,docopt-0.4.0,1,0.00005,0.00046,0.754159481,H
1268,1268,purerpc-0.6.1,7,0.00005,0.00046,0.649823437,M
1278,1278,melt-1.0.3,1,0.00005,0.00046,0.820448289,H
1289,1289,tavern-2.0.7,11,0.00005,0.00046,0.651540072,M
1332,1332,lapidary-0.7.3,7,0.00005,0.00046,0.831722168,H
1379,1379,go-http-0.3.2,2,0.00005,0.00046,0.798693652,H
1420,1420,vlog-2.1.0,2,0.00005,0.00046,0.75839017,H
1501,1501,pypandoc-1.2.0,4,0.00005,0.00046,0.726874952,M
1526,1526,itemadapter-0.8.0,3,0.00005,0.00151,0.793964849,H
1657,1657,python-dateutil-2.4.2,2,0.00005,0.00046,0.838665925,H
1676,1676,beancount-2.3.5,11,0.00005,0.00046,0.587022254,M
1694,1694,damei-1.1.135,1,0.00005,0.00046,0.811252161,H
1766,1766,ismember-1.0.2,4,0.00005,0.00142,0.836301427,H
1787,1787,hyron-0.2.1,6,0.00005,0.00046,0.847350293,H
1793,1793,guoya-tools-1.3.2,10,0.00005,0.00046,0.850992513,H
1843,1843,fortranfile-0.2.1,1,0.00005,0.00046,0.573668716,M
2030,2030,pycognito-2022.12.0,5,0.00005,0.00046,0.617485632,M
2050,2050,pip-api-0.0.30,2,0.00005,0.00046,0.658506054,M
2054,2054,htimeseries-4.0.2,5,0.00005,0.00046,0.693957494,M
2065,2065,kneedeepio-plugins-0.0.7,1,0.00005,0.00046,0.847597439,H
2115,2115,boto3-1.20.2,4,0.00005,0.00046,0.573668716,M
102,102,parsimonious-0.9.0,2,0.000049,0.0006,0.617804206,M
280,280,pandas-1.4.2,9,0.000049,0.00209,0.352055022,L
440,440,whoosh-2.7.4,5,0.000049,0.00233,0.573668716,M
495,495,nbclassic-0.5.5,21,0.000049,0.00139,0.659664648,M
637,637,cachecontrol-0.12.11,3,0.000049,0.00048,0.605549023,M
737,737,acdh-arche-assets-3.12.0,1,0.000049,0.00048,0.684046557,M
905,905,urllib3-1.23,1,0.000049,0.0005,0.573668716,M
972,972,rsa-4.7.2,3,0.000049,0.00096,0.742677869,M
1363,1363,google-cloud-pubsub-2.16.0,9,0.000049,0.00137,0.716712464,M
1724,1724,numdifftools-0.9.41,5,0.000049,0.00139,0.771375133,H
1760,1760,attr-0.3.2,3,0.000049,0.00137,0.811834877,H
1810,1810,certifi-2019.3.9,2,0.000049,0.00128,0.607135444,M
1811,1811,urllib3-1.25.3,2,0.000049,0.00128,0.573668716,M
1886,1886,proglog-0.1.10,3,0.000049,0.00098,0.668247325,M
2010,2010,google-cloud-appengine-logging-1.3.0,6,0.000049,0.001,0.789872127,H
2011,2011,google-cloud-audit-log-0.2.5,5,0.000049,0.001,0.778380999,H
363,363,tensorboardx-2.6,8,0.000048,0.00242,0.650268131,M
823,823,george-0.4.0,5,0.000048,0.00139,0.573668716,M
833,833,gwdatafind-1.1.3,7,0.000048,0.00255,0.573668716,M
955,955,umap-learn-0.5.3,11,0.000048,0.00183,0.641052331,M
1123,1123,pyopenssl-21.0.0,5,0.000048,0.00148,0.687555257,M
1127,1127,flask-httpauth-4.7.0,6,0.000048,0.00183,0.748724182,M
1194,1194,daphne-2.5.0,4,0.000048,0.00048,0.72670548,M
1269,1269,grpcio-1.48.2,3,0.000048,0.00098,0.573668716,M
1557,1557,gcsfs-2023.4.0,10,0.000048,0.00139,0.720843684,M
1817,1817,grr-response-proto-3.4.6.post7,4,0.000048,0.00151,0.573668716,M
1875,1875,maybe-else-0.2.1,5,0.000048,0.00251,0.831629078,H
1944,1944,regex-2022.10.31,4,0.000048,0.00216,0.382117397,L
1952,1952,ruamel-yaml-0.16.5,2,0.000048,0.00091,0.627899463,M
2026,2026,ftfy-6.1.1,4,0.000048,0.00139,0.573668716,M
2099,2099,questionary-1.10.0,3,0.000048,0.00091,0.88702411,H
29,29,mmcif-pdbx-2.0.1,2,0.000047,0.000937,0.95736333,H
209,209,colorlog-6.6.0,3,0.000047,0.00137,0.745257102,M
214,214,swagger-ui-bundle-0.0.9,3,0.000047,0.001,0.746862814,M
593,593,ulogger-2.0.2,3,0.000047,0.001,0.731530038,M
935,935,palettable-3.3.1,3,0.000047,0.00144,0.573668716,M
1024,1024,google-cloud-tasks-2.13.1,5,0.000047,0.00048,0.752954473,H
1060,1060,futurist-2.4.1,5,0.000047,0.0024,0.573668716,M
1135,1135,spectral-cube-0.6.0,9,0.000047,0.00094,0.573668716,M
1166,1166,honeybee-schema-1.42.0,2,0.000047,0.00048,0.798477307,H
1167,1167,ladybug-core-0.37.4,3,0.000047,0.00048,0.753861003,H
1168,1168,ladybug-geometry-polyskel-1.3.23,2,0.000047,0.00048,0.786469509,H
1352,1352,resolvelib-0.8.1,1,0.000047,0.00048,0.762762755,H
1357,1357,docker-5.0.3,8,0.000047,0.0019,0.620656234,M
1387,1387,pathy-0.10.1,5,0.000047,0.0014,0.789206408,H
1389,1389,spacy-legacy-3.0.12,2,0.000047,0.0014,0.573668716,M
1390,1390,spacy-loggers-1.0.4,2,0.000047,0.0014,0.713739828,M
1531,1531,queuelib-1.6.2,4,0.000047,0.00194,0.775253766,H
1540,1540,osmnx-1.3.0,12,0.000047,0.00139,0.721372583,M
1618,1618,makefun-1.15.1,3,0.000047,0.00155,0.647934475,M
1623,1623,hdx-python-utilities-3.5.8,13,0.000047,0.00048,0.668477021,M
1625,1625,pyphonetics-0.5.3,2,0.000047,0.00048,0.836364242,H
1732,1732,inscriptis-2.3.2,4,0.000047,0.00091,0.655519516,M
1814,1814,grr-response-core-3.4.6.post7,17,0.000047,0.00146,0.573668716,M
1864,1864,google-api-python-client-1.7.11,7,0.000047,0.00091,0.654472303,M
2044,2044,screeninfo-0.8.1,3,0.000047,0.00139,0.69633776,M
159,159,m3u8-3.4.0,3,0.000046,0.00091,0.573668716,M
175,175,wikipedia-1.4.0,4,0.000046,0.00091,0.68507862,M
460,460,nbconvert-5.6.1,13,0.000046,0.00134,0.64236639,M
522,522,bm4d-4.2.3,4,0.000046,0.00048,0.573668716,M
588,588,torchmetrics-0.10.3,5,0.000046,0.00107,0.594496058,M
644,644,orange3-3.34.1,30,0.000046,0.00048,0.573668716,M
645,645,anyqt-0.2.0,3,0.000046,0.00146,0.645595095,M
947,947,text-unidecode-1.2,1,0.000046,0.00048,0.725673181,M
1000,1000,httpcore-0.14.5,6,0.000046,0.00098,0.747009623,M
1044,1044,pyee-8.2.2,1,0.000046,0.00057,0.76994659,H
1048,1048,confluent-kafka-2.1.0,2,0.000046,0.00094,0.708883857,M
1076,1076,javaobj-py3-0.4.3,1,0.000046,0.00063,0.573668716,M
1077,1077,twofish-0.3.0,1,0.000046,0.00063,0.75837394,H
1105,1105,polygon-1.1.0,7,0.000046,0.00091,0.820380864,H
1110,1110,adc-streaming-2.3.1,6,0.000046,0.00048,0.789853705,H
1114,1114,pure-sasl-0.6.2,1,0.000046,0.0005,0.767993719,H
1131,1131,echo-0.8.0,4,0.000046,0.00111,0.667599337,M
1154,1154,import-x-0.1.1,1,0.000046,0.00048,0.675616717,M
1189,1189,keystone-engine-0.9.2,1,0.000046,0.00048,0.573668716,M
1257,1257,google-cloud-firestore-2.11.0,6,0.000046,0.00096,0.731906354,M
1271,1271,async-exit-stack-1.0.1,3,0.000046,0.00142,0.831792131,H
1602,1602,scikit-optimize-0.9.0,11,0.000046,0.00185,0.585938872,M
1681,1681,hardwario-common-1.8.0,4,0.000046,0.00096,0.820621987,H
1802,1802,allure-python-commons-2.7.0,4,0.000046,0.00048,0.736197466,M
1837,1837,websocket-client-0.48.0,2,0.000046,0.00048,0.598535156,M
1860,1860,coverage-5.5,2,0.000046,0.00048,0.397446824,L
1867,1867,dacktool-0.0.7,1,0.000046,0.00048,0.848119322,H
1879,1879,pysubtypes-0.3.18,24,0.000046,0.00196,0.831085302,H
1943,1943,tokenizers-0.11.6,2,0.000046,0.00125,0.614749671,M
1984,1984,python-slugify-4.0.0,3,0.000046,0.00091,0.748462234,M
2038,2038,protobuf-3.14.0,3,0.000046,0.00094,0.573668716,M
2063,2063,suitesparse-graphblas-7.4.3.2,3,0.000046,0.00048,0.723722209,M
2067,2067,colormath-3.0.0,4,0.000046,0.00091,0.631574326,M
2068,2068,colorthief-0.2.1,4,0.000046,0.00139,0.820561356,H
2125,2125,httpretty-1.1.4,2,0.000046,0.00091,0.717177621,M
79,79,github2-0.6.2,3,0.000045,0.00046,0.573668716,M
124,124,driverlessai-1.10.4.3,5,0.000045,0.00046,0.573668716,M
173,173,pylintfileheader-0.3.2,1,0.000045,0.00046,0.694963034,M
375,375,gymnasium-notices-0.0.1,1,0.000045,0.00048,0.684439134,M
392,392,biopython-1.76,2,0.000045,0.00046,0.494134228,L
402,402,gridmap-0.15.0,5,0.000045,0.00046,0.645917832,M
403,403,jug-2.2.2,1,0.000045,0.00046,0.746009243,M
411,411,inputimeout-1.0.4,1,0.000045,0.00046,0.573668716,M
412,412,python-vlc-3.0.18121,1,0.000045,0.00046,0.573668716,M
438,438,django-haystack-3.2.1,2,0.000045,0.00046,0.688572416,M
488,488,nbclient-0.7.3,6,0.000045,0.00129,0.61126791,M
504,504,testpath-0.6.0,2,0.000045,0.00127,0.716483486,M
517,517,jupyter-client-6.1.12,8,0.000045,0.00159,0.553183333,M
600,600,pynrrd-1.0.0,8,0.000045,0.00187,0.760170162,H
631,631,dj-database-url-0.5.0,1,0.000045,0.00046,0.591268663,M
632,632,waitress-2.0.0,1,0.000045,0.00046,0.663899421,M
633,633,whitenoise-5.2.0,1,0.000045,0.00046,0.65024614,M
702,702,awesome-slugify-1.6.5,3,0.000045,0.00046,0.789854694,H
708,708,discord-webhook-1.1.0,2,0.000045,0.00046,0.765338141,H
709,709,notifier-function-1.5.1,3,0.000045,0.00046,0.836620414,H
784,784,mujoco-2.2.2,5,0.000045,0.00046,0.748819169,M
825,825,progressbar-2.5,2,0.000045,0.00091,0.573668716,M
884,884,humanize-4.4.0,1,0.000045,0.00062,0.581137313,M
937,937,alteruphono-0.4,2,0.000045,0.00046,0.684042891,M
938,938,ngesh-1.2.1,4,0.000045,0.00046,0.818132085,H
1132,1132,mpl-scatter-density-0.7,5,0.000045,0.00111,0.820390667,H
1160,1160,honeybee-radiance-1.29.11,5,0.000045,0.00046,0.738582735,M
1161,1161,luigi-3.0.2,4,0.000045,0.00046,0.505522647,M
1192,1192,channels-2.4.0,4,0.000045,0.00046,0.660216023,M
1392,1392,thinc-8.1.9,14,0.000045,0.00088,0.551039203,M
1421,1421,hspfbintoolbox-9.0.0,6,0.000045,0.00046,0.671027406,M
1453,1453,json5-0.9.11,4,0.000045,0.00186,0.573668716,M
1692,1692,scipy-1.9.1,5,0.000045,0.00139,0.337577653,L
1709,1709,ahrs-0.3.1,2,0.000045,0.00046,0.814989385,H
1779,1779,mycapytain-3.0.2,10,0.000045,0.00094,0.802642444,H
1790,1790,py-mini-racer-0.6.0,2,0.000045,0.00096,0.777190232,H
1919,1919,prometheus-client-0.9.0,1,0.000045,0.00048,0.701921834,M
1920,1920,wheel-0.35.1,1,0.000045,0.00048,0.643444469,M
1922,1922,collective-monkeypatcher-1.2.1,3,0.000045,0.00046,0.765916749,H
1929,1929,zodbpickle-3.0.1,2,0.000045,0.00073,0.672341041,M
1950,1950,beautifultable-1.0.0,2,0.000045,0.00046,0.780372939,H
1951,1951,fabric-2.5.0,3,0.000045,0.00046,0.596911099,M
1983,1983,faker-4.0.3,3,0.000045,0.00046,0.462968642,L
1985,1985,gocept-filestore-0.5,4,0.000045,0.00046,0.790874962,H
1993,1993,hutools-0.63,3,0.000045,0.00046,0.652392068,M
2022,2022,pyxattr-0.8.0,1,0.000045,0.00046,0.77931643,H
2023,2023,xcffib-1.3.0,2,0.000045,0.00046,0.695037395,M
2037,2037,cryptography-2.9,3,0.000045,0.00046,0.494391255,L
2042,2042,ursinaxball-0.2.3,8,0.000045,0.00046,0.573632627,M
2055,2055,textbisect-0.1.0,1,0.000045,0.00048,0.573668716,M
2111,2111,awscli-1.27.114,7,0.000045,0.00046,0.248354428,L
2112,2112,awswrangler-3.0.0,7,0.000045,0.00046,0.55066192,M
26,26,pdb2pqr-3.5.2,6,0.000044,0.000479,0.573668716,M
108,108,eth-keyfile-0.6.1,5,0.000044,0.00098,0.653791914,M
110,110,eth-rlp-0.3.0,5,0.000044,0.00098,0.657637583,M
325,325,pydantic-1.7.4,2,0.000044,0.00091,0.613224668,M
373,373,smart-open-5.2.1,4,0.000044,0.00196,0.640032384,M
404,404,drmaa-0.7.9,1,0.000044,0.00048,0.772145903,H
455,455,ipywidgets-7.7.2,8,0.000044,0.00129,0.650128916,M
697,697,dash-testing-stub-0.0.2,1,0.000044,0.00068,0.573668716,M
698,698,percy-2.0.2,2,0.000044,0.00068,0.630315862,M
699,699,selenium-4.2.0,4,0.000044,0.00068,0.528159757,M
775,775,joblib-1.1.0,2,0.000044,0.001,0.55422828,M
837,837,python-ligo-lw-1.8.3,11,0.000044,0.00187,0.573668716,M
844,844,gradient-free-optimizers-1.3.0,6,0.000044,0.00048,0.667591114,M
920,920,priority-2.0.0,1,0.000044,0.00055,0.78632083,H
956,956,pynndescent-0.5.9,7,0.000044,0.001,0.762716922,H
1051,1051,pyqt5-stubs-5.15.6.0,2,0.000044,0.00098,0.573668716,M
1118,1118,atomicwrites-homeassistant-1.4.1,4,0.000044,0.00187,0.768935835,H
1162,1162,honeybee-core-1.42.7,4,0.000044,0.00048,0.760790559,H
1163,1163,honeybee-radiance-command-1.1.8,1,0.000044,0.00048,0.784293871,H
1164,1164,honeybee-radiance-folder-2.4.0,1,0.000044,0.00048,0.803711267,H
1165,1165,honeybee-standards-2.0.0,1,0.000044,0.00048,0.820274794,H
1178,1178,torchaudio-2.0.1,3,0.000044,0.00091,0.591131597,M
1301,1301,prometheus-flask-exporter-0.22.3,5,0.000044,0.00142,0.753739603,H
1323,1323,graphviz-0.12,2,0.000044,0.00094,0.756550078,H
1406,1406,keyring-23.4.1,4,0.000044,0.00048,0.843216525,H
1407,1407,keyrings-alt-3.1,2,0.000044,0.00048,0.773690874,H
1478,1478,pylibscrypt-2.0.0,4,0.000044,0.0019,0.812331308,H
1518,1518,pefile-2022.5.30,4,0.000044,0.00091,0.729340223,M
1543,1543,rioxarray-0.14.1,9,0.000044,0.00137,0.609049237,M
1552,1552,snuggs-1.4.7,4,0.000044,0.00081,0.722409852,M
1615,1615,ckanapi-4.7,7,0.000044,0.00098,0.761067256,H
1967,1967,getjson-2.0.0,5,0.000044,0.00144,0.573668716,M
263,263,sparse-0.14.0,6,0.000043,0.00144,0.667185797,M
418,418,proboscis-1.2.6.0,1,0.000043,0.00057,0.573668716,M
419,419,validictory-1.1.2,1,0.000043,0.00057,0.677353848,M
451,451,jupyter-console-6.6.3,10,0.000043,0.00083,0.573668716,M
456,456,jupyter-console-6.4.4,6,0.000043,0.00083,0.573668716,M
459,459,jupyter-console-6.4.2,6,0.000043,0.00083,0.573668716,M
486,486,jupyterlab-pygments-0.2.2,2,0.000043,0.00137,0.787011077,H
563,563,vipy-1.14.4,7,0.000043,0.00096,0.735928582,M
689,689,tensorboard-plugin-wit-1.8.1,3,0.000043,0.00157,0.687486018,M
827,827,pycbc-2.2.0,20,0.000043,0.00048,0.552524109,M
985,985,acdh-handle-pyutils-0.4.2,2,0.000043,0.00048,0.695100073,M
992,992,aiofile-3.8.5,3,0.000043,0.00094,0.640381453,M
1111,1111,authlib-1.2.0,2,0.000043,0.00048,0.715091095,M
1394,1394,blis-0.7.9,5,0.000043,0.0015,0.758225791,H
1584,1584,uamqp-1.6.4,2,0.000043,0.00048,0.64087855,M
1767,1767,pypickle-1.1.0,3,0.000043,0.00139,0.847552202,H
1771,1771,clusteval-2.1.6,10,0.000043,0.00048,0.846841825,H
1788,1788,metaloader-0.4.0,3,0.000043,0.00048,0.847375145,H
1791,1791,py-radix-0.10.0,1,0.000043,0.00048,0.783294417,H
1799,1799,pyyaml-5.1.1,2,0.000043,0.00094,0.582502359,M
1815,1815,distro-1.7.0,2,0.000043,0.00101,0.745637403,M
1876,1876,pathmagic-0.3.14,16,0.000043,0.00144,0.831132927,H
2046,2046,panda3d-gltf-0.14,3,0.000043,0.00048,0.573668716,M
30,30,propka-3.5.0,1,0.000042,0.00048,0.573668716,M
135,135,impacket-0.10.0,10,0.000042,0.00046,0.833352061,H
140,140,ldapdomaindump-0.9.4,5,0.000042,0.00096,0.785622027,H
179,179,hslog-1.17.3,3,0.000042,0.00046,0.822316092,H
369,369,opencensus-0.11.2,4,0.000042,0.00107,0.718518538,M
521,521,kornia-0.6.11,4,0.000042,0.00091,0.529019385,M
527,527,0x-contract-addresses-3.0.0,3,0.000042,0.00094,0.573668716,M
532,532,crypto-1.4.1,3,0.000042,0.00046,0.819650964,H
533,533,eciespy-0.3.0,5,0.000042,0.00046,0.655458403,M
592,592,async-dns-2.0.0,1,0.000042,0.00052,0.666973862,M
597,597,image-1.5.33,5,0.000042,0.00094,0.802405334,H
649,649,keyrings-alt-4.2.0,4,0.000042,0.00142,0.773690874,H
652,652,orange-canvas-core-0.1.30,11,0.000042,0.00096,0.604110364,M
717,717,imjoy-rpc-0.5.15,5,0.000042,0.00094,0.797980383,H
724,724,aioitertools-0.11.0,1,0.000042,0.00053,0.783561809,H
725,725,botocore-1.29.76,5,0.000042,0.00053,0.294020913,L
755,755,pybaseball-2.2.5,12,0.000042,0.00046,0.747156401,M
814,814,async-upnp-client-0.33.1,6,0.000042,0.00046,0.75250062,H
816,816,python-didl-lite-1.3.2,2,0.000042,0.00048,0.827545955,H
918,918,blinker-1.5,1,0.000042,0.0005,0.904775473,H
998,998,httpcore-0.14.7,5,0.000042,0.00052,0.747009623,M
1062,1062,autopage-0.5.1,1,0.000042,0.00075,0.710839502,M
1179,1179,inflate64-0.3.1,2,0.000042,0.00096,0.573668716,M
1180,1180,multivolumefile-0.2.3,2,0.000042,0.00096,0.812011129,H
1181,1181,pybcj-1.0.1,2,0.000042,0.00096,0.573668716,M
1182,1182,pyppmd-1.0.0,2,0.000042,0.00096,0.655464152,M
1183,1183,pyzstd-0.15.6,2,0.000042,0.00096,0.801745387,H
1264,1264,mr-clean-0.0.8,4,0.000042,0.00046,0.847336795,H
1296,1296,hpc-acm-1.3.1,5,0.000042,0.00046,0.699792515,M
1315,1315,hera-filters-0.1.3,5,0.000042,0.00094,0.668582939,M
1327,1327,perlcompat-1.1,1,0.000042,0.00046,0.862817082,H
1328,1328,pytess-1.0.0,1,0.000042,0.00046,0.81617294,H
1329,1329,tbdump-1.4,2,0.000042,0.00046,0.773445317,H
1349,1349,docker-compose-1.29.2,13,0.000042,0.00091,0.516836621,M
1374,1374,channelsmultiplexer-0.0.3,2,0.000042,0.00046,0.820751411,H
1375,1375,djangochannelsrestframework-0.0.6,4,0.000042,0.00046,0.767702358,H
1399,1399,clasp-1.1.9,7,0.000042,0.00046,0.573668716,M
1475,1475,hivepy-0.10,16,0.000042,0.00046,0.811752305,H
1589,1589,azure-identity-1.12.0,7,0.000042,0.00094,0.411563994,L
1590,1590,msal-extensions-1.0.0,3,0.000042,0.0005,0.636734885,M
1664,1664,google-endpoints-api-management-1.11.1,13,0.000042,0.00046,0.777200113,H
1699,1699,0x-json-schemas-2.1.0,5,0.000042,0.00094,0.573668716,M
1745,1745,asyncio-nats-streaming-0.4.0,3,0.000042,0.00046,0.795143926,H
1903,1903,imgcat-0.5.0,1,0.000042,0.00046,0.821471713,H
1916,1916,responses-0.18.0,4,0.000042,0.00111,0.572888303,M
1957,1957,easyinject-0.3,1,0.000042,0.00046,0.6998631,M
1958,1958,simhash-1.8.0,1,0.000042,0.00046,0.697498645,M
1963,1963,copulas-0.8.0,6,0.000042,0.00094,0.760915003,H
1971,1971,tdigest-0.5.2.2,4,0.000042,0.00098,0.69973772,M
1974,1974,pymorton-1.0.5,2,0.000042,0.00096,0.811523192,H
2017,2017,pygithub-1.51,5,0.000042,0.00091,0.519854653,M
2106,2106,phrases-case-0.1.1,1,0.000042,0.00046,0.695162014,M
4,4,pdb-manip-py-1.4.2,5,0.000041,0.000457,0.835887941,H
243,243,somoclu-1.7.6,4,0.000041,0.00046,0.573668716,M
262,262,shap-0.40.0,20,0.000041,0.00137,0.606880023,M
349,349,tools-jsyoo61-2022.6.27.0,4,0.000041,0.00046,0.573668716,M
499,499,nbval-0.10.0,6,0.000041,0.00076,0.63258141,M
503,503,selenium-4.1.5,4,0.000041,0.00076,0.528159757,M
520,520,bm3d-4.0.1,4,0.000041,0.00046,0.573668716,M
586,586,lightning-utilities-0.8.0,3,0.000041,0.00061,0.768686476,H
643,643,orange3-associate-1.2.0,4,0.000041,0.00046,0.573668716,M
772,772,lemmy-2.1.0,1,0.000041,0.00046,0.710875932,M
843,843,hyperactive-4.4.1,5,0.000041,0.00046,0.655952223,M
934,934,jupyter-aas-timeseries-0.1.7,2,0.000041,0.00046,0.827893022,H
943,943,faker-0.8.18,4,0.000041,0.00046,0.462968642,L
946,946,xmljson-0.2.1,1,0.000041,0.00046,0.730917002,M
957,957,pynndescent-0.5.8,6,0.000041,0.00055,0.762716922,H
1073,1073,pyhopshive-0.6.4.1.dev0,6,0.000041,0.00091,0.573668716,M
1083,1083,holidays-0.22,7,0.000041,0.00096,0.674455247,M
1133,1133,pvextractor-0.3,6,0.000041,0.00066,0.780954782,H
1136,1136,casa-formats-io-0.2.1,4,0.000041,0.0005,0.719462133,M
1137,1137,radio-beam-0.3.4,5,0.000041,0.0005,0.573668716,M
1177,1177,py7zr-0.20.4,10,0.000041,0.00046,0.573668716,M
1217,1217,odeintw-1.0.0,2,0.000041,0.00046,0.710894317,M
1244,1244,nafflib-1.0.2,1,0.000041,0.00046,0.684509843,M
1297,1297,google-cloud-documentai-2.15.0,4,0.000041,0.00046,0.762858654,H
1400,1400,sphinx-click-4.4.0,4,0.000041,0.00048,0.677831262,M
1405,1405,synapseclient-2.7.0,5,0.000041,0.00046,0.671254551,M
1445,1445,webargs-8.2.0,4,0.000041,0.00091,0.640026444,M
1459,1459,rich-12.4.4,6,0.000041,0.00139,0.65949082,M
1493,1493,tensorflow-2.11.1,22,0.000041,0.00046,0.398983919,L
1527,1527,itemloaders-1.0.6,6,0.000041,0.001,0.736808549,M
1529,1529,protego-0.2.1,3,0.000041,0.001,0.778563753,H
1617,1617,hdx-python-country-3.4.8,4,0.000041,0.00052,0.668818858,M
1620,1620,quantulum3-0.8.1,3,0.000041,0.00052,0.573668716,M
1671,1671,pylru-1.2.1,2,0.000041,0.00094,0.665719171,M
1776,1776,hooktest-1.3.1,7,0.000041,0.00046,0.800785077,H
1777,1777,ansicolors-1.0.2,1,0.000041,0.00048,0.820313733,H
1778,1778,jingtrang-0.1.1,1,0.000041,0.00048,0.573668716,M
1859,1859,eyed3-0.9.7,4,0.000041,0.00046,0.573668716,M
2018,2018,python-dateutil-2.8.1,4,0.000041,0.00091,0.838665925,H
2069,2069,hue-snek-channel42-0.3,2,0.000041,0.00046,0.573668716,M
2070,2070,py-cui-0.1.6,1,0.000041,0.00046,0.767255543,H
210,210,connexion-2.14.1,10,0.00004,0.00046,0.518220609,M
341,341,httptools-0.1.2,1,0.00004,0.0005,0.765845585,H
511,511,jupyter-server-terminals-0.4.4,2,0.00004,0.00062,0.647333286,M
559,559,pycollector-0.4.6,11,0.00004,0.00048,0.826576622,H
603,603,strconv-0.4.2,2,0.00004,0.00091,0.725851617,M
835,835,mpld3-0.5.9,5,0.00004,0.00139,0.573668716,M
850,850,tk-0.1.0,2,0.00004,0.00091,0.573668716,M
873,873,mypy-boto3-cloudformation-1.21.34,2,0.00004,0.00062,0.573668716,M
874,874,mypy-boto3-dynamodb-1.21.34,2,0.00004,0.00062,0.573668716,M
875,875,mypy-boto3-ec2-1.21.46,2,0.00004,0.00062,0.573668716,M
876,876,mypy-boto3-lambda-1.21.35,2,0.00004,0.00062,0.573668716,M
877,877,mypy-boto3-rds-1.21.44,2,0.00004,0.00062,0.573668716,M
878,878,mypy-boto3-s3-1.21.34,2,0.00004,0.00062,0.573668716,M
879,879,mypy-boto3-sqs-1.21.34,2,0.00004,0.00062,0.573668716,M
1003,1003,futures-3.1.1,1,0.00004,0.00046,0.887318605,H
1004,1004,helium-python-0.9.0,4,0.00004,0.00046,0.825272929,H
1052,1052,cryptocode-0.1,2,0.00004,0.00052,0.695214048,M
1054,1054,getkey-0.6.5,1,0.00004,0.00052,0.573668716,M
1143,1143,pyqtree-1.0.0,1,0.00004,0.00046,0.779127332,H
1158,1158,pywsse-0.1.5.2,1,0.00004,0.00046,0.695855597,M
1214,1214,guidata-2.3.1,2,0.00004,0.00046,0.797306137,H
1215,1215,pythonqwt-0.10.2,3,0.00004,0.00046,0.819383021,H
1344,1344,acfunsdk-0.9.7,4,0.00004,0.00046,0.83173631,H
1350,1350,sarge-0.1.7.post1,1,0.00004,0.00046,0.573668716,M
1355,1355,dockerpty-0.4.1,3,0.00004,0.00096,0.77521473,H
1499,1499,tensorboard-data-server-0.6.1,2,0.00004,0.00096,0.572926092,M
1556,1556,diskcache-5.6.1,2,0.00004,0.00094,0.75220722,H
1587,1587,geventhttpclient-2.0.9,6,0.00004,0.00096,0.573668716,M
1588,1588,roundrobin-0.0.4,2,0.00004,0.00096,0.812164527,H
1634,1634,petl-1.7.12,2,0.00004,0.00096,0.709899682,M
1682,1682,gumnut-simulator-1.1.0,2,0.00004,0.00046,0.836565974,H
1770,1770,d3heatmap-0.2.3,5,0.00004,0.00048,0.573668716,M
1780,1780,linkheader-0.4.3,1,0.00004,0.0005,0.573668716,M
1781,1781,pyld-2.0.3,4,0.00004,0.0005,0.763935796,H
1794,1794,allure-pytest-2.7.0,4,0.00004,0.00048,0.736197466,M
1795,1795,pinyin-0.4.0,1,0.00004,0.00048,0.573668716,M
1813,1813,collectionish-0.5.0,1,0.00004,0.00046,0.831600667,H
1820,1820,python-crontab-2.5.1,3,0.00004,0.001,0.573668716,M
1832,1832,proto-plus-1.22.1,2,0.00004,0.00046,0.573668716,M
1878,1878,pymiscutils-0.3.14,13,0.00004,0.00094,0.831210821,H
1896,1896,cursor-1.3.5,2,0.00004,0.00098,0.821952494,H
1937,1937,googleappenginepipeline-1.9.22.1,2,0.00004,0.00046,0.767876034,H
1969,1969,microconventions-1.0.0,10,0.00004,0.00094,0.819975555,H
2045,2045,ursina-5.0.0,5,0.00004,0.00048,0.675327756,M
2093,2093,crowd-kit-1.2.1,8,0.00004,0.00046,0.633683327,M
2095,2095,toloka-kit-1.1.4,13,0.00004,0.00046,0.687690536,M
99,99,eth-tester-0.8.0b3,9,0.000039,0.00059,0.573668716,M
100,100,py-geth-3.12.0,2,0.000039,0.00059,0.761375308,H
446,446,argiope-0.3,7,0.000039,0.00046,0.812180835,H
516,516,ipykernel-6.20.2,12,0.000039,0.00065,0.533927788,M
665,665,qasync-0.24.0,1,0.000039,0.0005,0.619438296,M
