,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category
565,565,dask-2023.4.0,50,0.000183,0.01551,0.599804981,M
922,922,hpack-4.0.0,1,0.000183,0.00088,0.75988039,H
266,266,pydot-1.4.2,21,0.000181,0.0093,0.892554698,H
452,452,notebook-6.5.4,38,0.000181,0.00654,0.573668716,M
541,541,protobuf-3.19.6,7,0.000181,0.00473,0.573668716,M
797,797,packaging-20.9,6,0.000181,0.00276,0.593759389,M
913,913,asyncio-3.4.3,18,0.000181,0.00834,0.830146306,H
1260,1260,google-api-core-1.34.0,27,0.000181,0.00829,0.720813266,M
1319,1319,pyusb-1.2.1,8,0.00018,0.00383,0.573668716,M
1665,1665,backoff-2.2.1,19,0.00018,0.00933,0.745839577,M
657,657,xlrd-2.0.1,33,0.000179,0.01555,0.573668716,M
773,773,pytz-2022.7.1,11,0.000179,0.00737,0.786790187,H
945,945,requests-2.18.4,14,0.000179,0.00549,0.479586308,L
226,226,pyquery-2.0.0,12,0.000177,0.00475,0.860643402,H
540,540,grpcio-1.54.0rc1,7,0.000177,0.00449,0.573668716,M
831,831,pyerfa-2.0.0.3,7,0.000177,0.00465,0.611799076,M
56,56,executing-1.2.0,7,0.000175,0.00348,0.646274343,M
296,296,oauthlib-3.1.1,2,0.000175,0.00196,0.814313573,H
479,479,parso-0.8.3,4,0.000173,0.00211,0.878820797,H
422,422,httplib2-0.19.0,6,0.000172,0.00473,0.573668716,M
1680,1680,sqlalchemy-1.3.24,15,0.000171,0.00789,0.223702889,L
1757,1757,transaction-3.1.0,24,0.000171,0.01151,0.677167922,M
180,180,aniso8601-9.0.1,8,0.00017,0.00437,0.573668716,M
679,679,jax-0.4.8,26,0.00017,0.0107,0.613171684,M
723,723,uvicorn-0.21.1,35,0.00017,0.01198,0.608885295,M
54,54,asttokens-2.2.1,9,0.000169,0.00403,0.775663731,H
431,431,beautifulsoup4-4.9.1,9,0.000169,0.0045,0.573668716,M
1840,1840,lark-1.1.5,6,0.000167,0.0034,0.712667054,M
329,329,charset-normalizer-2.0.12,7,0.000166,0.00434,0.753981657,H
617,617,httplib2-0.20.4,5,0.000166,0.00456,0.573668716,M
658,658,xlsxwriter-3.1.0,25,0.000166,0.01183,0.659347157,M
659,659,httpcore-0.17.0,7,0.000164,0.00285,0.747009623,M
977,977,hat-util-0.6.9,11,0.000164,0.00551,0.694412484,M
1464,1464,chardet-4.0.0,15,0.000164,0.00784,0.740379799,M
1641,1641,cattrs-22.2.0,16,0.000164,0.00666,0.743856859,M
1990,1990,natsort-8.3.1,20,0.000164,0.00952,0.752249236,H
691,691,dash-2.9.3,26,0.000163,0.00464,0.694257887,M
1850,1850,netcdf4-1.6.3,31,0.000162,0.01232,0.573668716,M
751,751,azure-core-1.26.4,15,0.000161,0.00606,0.411453435,L
1222,1222,pika-1.3.1,8,0.00016,0.00368,0.538071056,M
1353,1353,distro-1.8.0,13,0.000159,0.00612,0.745637403,M
728,728,starlette-0.26.1,11,0.000158,0.00509,0.573668716,M
921,921,wsproto-1.2.0,8,0.000158,0.00306,0.689471338,M
1614,1614,python-slugify-8.0.1,23,0.000156,0.01057,0.748462234,M
271,271,pandas-1.3.5,23,0.000155,0.00941,0.352055022,L
465,465,jupyter-client-8.2.0,25,0.000155,0.01069,0.553183333,M
1805,1805,idna-2.8,10,0.000155,0.00568,0.638660348,M
1427,1427,pint-0.20.1,19,0.000154,0.00906,0.684152867,M
1537,1537,geopandas-0.12.2,28,0.000154,0.01062,0.573668716,M
2072,2072,unicodedata2-15.0.0,2,0.000154,0.0018,0.573668716,M
1999,1999,invoke-2.0.0,5,0.000153,0.00235,0.719891729,M
907,907,antlr4-python3-runtime-4.12.0,5,0.000152,0.00233,0.573668716,M
379,379,tifffile-2023.4.12,27,0.000151,0.01109,0.745554601,M
428,428,beautifulsoup4-4.7.1,5,0.000151,0.00312,0.573668716,M
513,513,python-json-logger-2.0.7,8,0.000151,0.00375,0.597006155,M
1250,1250,attrs-19.3.0,8,0.000151,0.00393,0.827546126,H
1272,1272,async-generator-1.10,8,0.000151,0.00411,0.798713712,H
1430,1430,tables-3.8.0,23,0.000151,0.00754,0.625031466,M
101,101,websockets-11.0.2,11,0.00015,0.00589,0.616334727,M
871,871,pamqp-3.2.1,4,0.00015,0.00194,0.778479146,H
1210,1210,rx-1.6.3,1,0.00015,0.00092,0.716216673,M
489,489,nbformat-5.8.0,29,0.000149,0.01308,0.573668716,M
786,786,pyopengl-3.1.6,15,0.000148,0.00706,0.573668716,M
365,365,virtualenv-20.21.0,21,0.000147,0.00782,0.590201526,M
468,468,nest-asyncio-1.5.6,23,0.000147,0.01202,0.779310887,H
978,978,jsonpatch-1.32,17,0.000147,0.00809,0.749537058,M
1309,1309,graphql-relay-3.2.0,5,0.000147,0.00259,0.785591543,H
1783,1783,frozendict-2.3.7,8,0.000147,0.00384,0.775212705,H
196,196,jeepney-0.8.0,6,0.000146,0.0035,0.573668716,M
661,661,httpcore-0.15.0,5,0.000146,0.00193,0.747009623,M
1339,1339,pytz-2018.9,10,0.000146,0.00525,0.786790187,H
973,973,entrypoints-0.4,20,0.000145,0.00992,0.644305416,M
1075,1075,thrift-0.16.0,11,0.000144,0.00427,0.573668716,M
121,121,webcolors-1.13,5,0.000143,0.00487,0.729905337,M
433,433,beautifulsoup4-4.11.1,9,0.000143,0.00459,0.573668716,M
1498,1498,google-auth-oauthlib-0.4.6,12,0.000143,0.00458,0.611642131,M
1638,1638,requests-cache-1.0.1,19,0.000143,0.00564,0.587670809,M
2029,2029,gql-3.4.0,13,0.000143,0.00229,0.734047079,M
207,207,pytzdata-2020.1,3,0.000142,0.00198,0.682888687,M
720,720,python-jose-3.3.0,17,0.000142,0.00514,0.744004251,M
1005,1005,terminaltables-3.1.10,14,0.000142,0.00651,0.709934189,M
1043,1043,w3lib-2.1.1,18,0.000142,0.00885,0.573668716,M
1059,1059,debtcollector-2.5.0,18,0.000142,0.01008,0.573668716,M
1483,1483,jesth-0.0.6,1,0.000142,0.00055,0.69517921,M
1608,1608,python-utils-3.5.2,3,0.000142,0.00166,0.628213729,M
1800,1800,requests-2.22.0,26,0.000142,0.00774,0.479586308,L
432,432,beautifulsoup4-4.10.0,7,0.000141,0.00358,0.573668716,M
966,966,retrying-1.3.4,12,0.000141,0.00524,0.646692633,M
970,970,colorama-0.4.4,7,0.000141,0.00327,0.608161838,M
1425,1425,dateparser-1.1.8,19,0.000141,0.00708,0.706639878,M
1515,1515,ordered-set-4.1.0,9,0.000141,0.00448,0.64227533,M
186,186,importlib-metadata-6.5.0,15,0.00014,0.00881,0.738331031,M
962,962,boto3facade-0.5.9,9,0.00014,0.00137,0.573668716,M
1227,1227,snowballstemmer-2.2.0,15,0.00014,0.00807,0.678184531,M
1935,1935,zope-configuration-4.4.1,22,0.00014,0.01086,0.679443188,M
331,331,urllib3-1.26.5,4,0.000139,0.00276,0.573668716,M
887,887,types-urllib3-1.26.25.10,2,0.000139,0.00116,0.573668716,M
1021,1021,django-4.1.5,5,0.000139,0.00191,0.544936339,M
1924,1924,zope-security-6.1,33,0.000139,0.01323,0.586351524,M
561,561,torchvision-0.15.1,26,0.000138,0.0103,0.540535121,M
1532,1532,tldextract-3.4.0,16,0.000138,0.00568,0.668804317,M
2034,2034,idna-3.3,10,0.000138,0.00539,0.638660348,M
2039,2039,requests-2.23.0,11,0.000138,0.00333,0.479586308,L
416,416,mutagen-1.46.0,7,0.000137,0.00338,0.743698562,M
849,849,pydicom-2.3.1,8,0.000136,0.0037,0.711879052,M
1009,1009,torch-1.13.1,21,0.000136,0.00752,0.304238481,L
1972,1972,py4j-0.10.9.7,4,0.000136,0.00212,0.573668716,M
1559,1559,setproctitle-1.3.2,9,0.000135,0.00422,0.664442386,M
327,327,selenium-3.141.0,11,0.000134,0.0037,0.528159757,M
777,777,requests-futures-1.0.0,12,0.000134,0.00505,0.760688079,H
924,924,h11-0.9.0,3,0.000134,0.00156,0.573668716,M
1868,1868,uritemplate-3.0.1,14,0.000134,0.00695,0.689428078,M
1898,1898,typepy-1.3.0,10,0.000134,0.00292,0.743828219,M
2103,2103,requests-2.9.1,5,0.000134,0.00229,0.479586308,L
380,380,numpy-1.23.0,6,0.000133,0.00417,0.260893907,L
963,963,pyyaml-5.2,4,0.000133,0.00227,0.582502359,M
1373,1373,channels-4.0.0,7,0.000133,0.00237,0.660216023,M
1561,1561,click-7.0,12,0.000133,0.00551,0.781040554,H
287,287,tinydb-4.7.1,11,0.000132,0.0051,0.644621368,M
1262,1262,google-crc32c-1.5.0,2,0.000132,0.00109,0.573668716,M
1514,1514,pymysql-1.0.3,18,0.000132,0.00784,0.845259904,H
429,429,beautifulsoup4-4.8.1,3,0.000131,0.00267,0.573668716,M
447,447,jupyter-1.0.0,31,0.000131,0.00779,0.573668716,M
491,491,tinycss2-1.2.1,12,0.000131,0.00567,0.573668716,M
1041,1041,parse-1.19.0,8,0.000131,0.00399,0.768623697,H
1956,1956,aiohttp-3.5.4,12,0.000131,0.00281,0.327320982,L
314,314,networkx-2.6.3,5,0.00013,0.00544,0.754782163,H
1933,1933,zope-proxy-5.0.0,11,0.00013,0.00633,0.613626515,M
615,615,google-api-core-2.10.2,9,0.000128,0.00328,0.720813266,M
881,881,botocore-1.24.46,9,0.000128,0.00311,0.294020913,L
374,374,grpcio-1.54.0,8,0.000127,0.0051,0.573668716,M
716,716,fastapi-0.95.1,29,0.000127,0.00852,0.509274366,M
94,94,hexbytes-0.3.0,18,0.000126,0.00899,0.778165779,H
788,788,setuptools-scm-7.1.0,17,0.000126,0.00619,0.617739476,M
829,829,ligo-segments-1.4.0,11,0.000126,0.00544,0.573668716,M
1311,1311,readchar-4.0.5,11,0.000126,0.00482,0.760558739,H
1482,1482,shared-0.0.25,5,0.000126,0.00192,0.757760708,H
1502,1502,requests-2.11.1,4,0.000126,0.0019,0.479586308,L
2058,2058,colorzero-2.0,4,0.000126,0.00142,0.81214545,H
197,197,secretstorage-3.3.3,8,0.000125,0.00292,0.724188097,M
576,576,fsspec-2023.4.0,22,0.000125,0.01077,0.68849028,M
894,894,requests-2.4.3,6,0.000125,0.00274,0.479586308,L
1233,1233,sphinxcontrib-serializinghtml-1.1.5,10,0.000125,0.00576,0.573668716,M
388,388,bokeh-3.1.0,27,0.000124,0.00759,0.585996621,M
549,549,geographiclib-2.0,2,0.000124,0.00116,0.573668716,M
1383,1383,catalogue-2.0.8,5,0.000124,0.003,0.777744303,H
1639,1639,structlog-23.1.0,10,0.000124,0.00473,0.639746224,M
1890,1890,fuzzywuzzy-0.18.0,18,0.000124,0.00788,0.726854971,M
505,505,argon2-cffi-bindings-21.2.0,4,0.000123,0.00123,0.573668716,M
1542,1542,rasterio-1.3.6,27,0.000123,0.00745,0.589463987,M
1769,1769,wget-3.2,19,0.000123,0.00884,0.573668716,M
1847,1847,cffi-1.14.4,4,0.000122,0.00158,0.573668716,M
202,202,docutils-0.18.1,7,0.000121,0.00444,0.573668716,M
368,368,gpustat-1.1,10,0.000121,0.00333,0.764192151,H
727,727,aiohttp-3.8.1,20,0.000121,0.00441,0.327320982,L
1040,1040,fake-useragent-1.1.3,15,0.000121,0.00708,0.655140918,M
1197,1197,hyperlink-21.0.0,15,0.000121,0.00755,0.759290388,H
2035,2035,urllib3-1.26.9,8,0.000121,0.00445,0.573668716,M
483,483,jupyterlab-widgets-3.0.7,2,0.00012,0.00168,0.659850144,M
964,964,s3keyring-0.3.0,6,0.00012,0.00088,0.573668716,M
1172,1172,python-daemon-3.0.1,10,0.00012,0.00331,0.573668716,M
113,113,safe-pysha3-1.0.3,1,0.000119,0.00067,0.573668716,M
302,302,nvidia-cuda-nvrtc-cu11-11.7.99,2,0.000119,0.00425,0.573668716,M
303,303,nvidia-cuda-runtime-cu11-11.7.99,4,0.000119,0.00425,0.573668716,M
304,304,nvidia-cudnn-cu11-8.5.0.96,3,0.000119,0.00425,0.573668716,M
803,803,markupsafe-1.1.1,4,0.000119,0.00238,0.855779958,H
1129,1129,glue-core-1.9.1,26,0.000119,0.00414,0.727689347,M
1668,1668,enum34-1.1.10,11,0.000119,0.00505,0.573668716,M
1941,1941,transformers-4.28.1,28,0.000119,0.00692,0.51401099,M
80,80,args-0.1.0,2,0.000118,0.00107,0.642257113,M
351,351,omegaconf-2.3.0,5,0.000118,0.0017,0.615846912,M
738,738,sparqlwrapper-2.0.0,8,0.000118,0.00327,0.670648523,M
975,975,hat-aio-0.7.7,12,0.000118,0.00578,0.694790974,M
1202,1202,service-identity-21.1.0,17,0.000118,0.00548,0.707211381,M
1302,1302,sentry-sdk-1.19.1,17,0.000118,0.00562,0.597955601,M
1548,1548,click-plugins-1.1.1,11,0.000118,0.00549,0.661573384,M
473,473,jedi-0.18.2,10,0.000117,0.0059,0.827410856,H
1784,1784,rdflib-5.0.0,11,0.000117,0.00338,0.68293017,M
846,846,pyglet-2.0.5,12,0.000116,0.00555,0.539687989,M
1553,1553,xarray-2023.4.1,14,0.000116,0.00477,0.550252534,M
1575,1575,aenum-3.1.12,10,0.000116,0.00482,0.652320493,M
1661,1661,shiboken2-5.15.2.1,1,0.000116,0.00052,0.573668716,M
1674,1674,fasteners-0.18,13,0.000116,0.00645,0.612197614,M
122,122,rfc3987-1.3.8,4,0.000115,0.00442,0.573668716,M
284,284,llvmlite-0.39.1,3,0.000115,0.00241,0.551658628,M
342,342,uvloop-0.17.0,16,0.000115,0.00827,0.64213083,M
1042,1042,pyppeteer-1.0.2,14,0.000115,0.00248,0.742515261,M
1578,1578,jsonpath-ng-1.5.3,13,0.000115,0.0047,0.760811564,H
1932,1932,zope-location-4.3,21,0.000115,0.00988,0.681362325,M
211,211,flask-cors-3.0.10,21,0.000114,0.00788,0.745635561,M
313,313,networkx-2.8,4,0.000114,0.00483,0.754782163,H
585,585,heapdict-1.0.1,3,0.000114,0.00144,0.573668716,M
735,735,h11-0.12.0,6,0.000114,0.00345,0.573668716,M
798,798,itsdangerous-1.1.0,6,0.000114,0.00364,0.877979849,H
1489,1489,textwrap3-0.9.2,1,0.000114,0.00055,0.573668716,M
185,185,twine-4.0.2,26,0.000113,0.00702,0.627062931,M
272,272,scipy-1.7.3,14,0.000113,0.00652,0.337577653,L
948,948,pypng-0.20220715.0,4,0.000113,0.00207,0.573668716,M
1915,1915,huggingface-hub-0.13.4,21,0.000113,0.00733,0.713565762,M
2043,2043,panda3d-1.10.13,4,0.000113,0.00192,0.573668716,M
378,378,pywavelets-1.4.1,13,0.000112,0.0046,0.681690973,M
484,484,widgetsnbextension-4.0.7,1,0.000112,0.0012,0.573668716,M
682,682,opt-einsum-3.3.0,9,0.000112,0.00465,0.618172373,M
898,898,gtirb-1.10.9,9,0.000112,0.00187,0.619256896,M
1356,1356,websocket-client-0.59.0,7,0.000112,0.00346,0.598535156,M
2094,2094,pytest-7.3.0,15,0.000112,0.00462,0.456905797,L
328,328,python-magic-0.4.27,11,0.000111,0.00514,0.59347194,M
623,623,google-auth-1.28.1,9,0.000111,0.00332,0.701580505,M
1592,1592,portalocker-2.7.0,7,0.000111,0.00331,0.761851078,H
161,161,retry-0.9.2,14,0.00011,0.00573,0.811239802,H
590,590,future-0.18.2,5,0.00011,0.00249,0.573668716,M
967,967,python-dateutil-2.6.1,4,0.00011,0.00171,0.838665925,H
1265,1265,anytree-2.8.0,13,0.00011,0.00553,0.761463061,H
1513,1513,pyaml-21.10.1,12,0.00011,0.00521,0.777336254,H
107,107,bitarray-2.7.3,9,0.000109,0.0043,0.7221639,M
195,195,jaraco-classes-3.2.3,5,0.000109,0.00242,0.64858105,M
410,410,gmusicapi-13.0.0,16,0.000109,0.00231,0.823584563,H
774,774,pytz-2021.3,4,0.000109,0.00386,0.786790187,H
136,136,ldap3-2.9.1,8,0.000108,0.00329,0.573668716,M
675,675,flatbuffers-23.3.3,7,0.000108,0.00444,0.638825452,M
1193,1193,graphene-django-2.15.0,15,0.000108,0.00322,0.676930227,M
2105,2105,lazy-object-proxy-1.9.0,9,0.000108,0.00432,0.748424391,M
802,802,werkzeug-0.16.1,6,0.000107,0.00358,0.551480512,M
1611,1611,colored-1.4.4,10,0.000107,0.00462,0.573668716,M
448,448,nbconvert-7.3.1,31,0.000106,0.008,0.64236639,M
507,507,jupyter-server-2.5.0,25,0.000106,0.00355,0.500627338,M
525,525,typer-0.4.2,13,0.000106,0.00472,0.675640048,M
1061,1061,keystoneauth1-5.1.2,26,0.000106,0.00936,0.573668716,M
1201,1201,incremental-22.10.0,9,0.000106,0.00504,0.780077566,H
1324,1324,jsonschema-3.2.0,19,0.000106,0.0066,0.566904786,M
1645,1645,inflect-6.0.4,11,0.000106,0.00475,0.755011167,H
1717,1717,orderedmultidict-1.0.1,3,0.000106,0.00122,0.789826295,H
397,397,lark-parser-0.12.0,4,0.000105,0.0019,0.710830481,M
674,674,astunparse-1.6.3,7,0.000105,0.00343,0.780478426,H
1089,1089,pymeeus-0.5.12,2,0.000105,0.00108,0.801104478,H
1195,1195,autobahn-23.1.2,17,0.000104,0.00477,0.555220871,M
1432,1432,numexpr-2.8.4,11,0.000104,0.00461,0.681234555,M
1563,1563,pluggy-0.13.1,8,0.000104,0.00411,0.606995648,M
1715,1715,mock-5.0.2,13,0.000104,0.00603,0.595581417,M
118,118,rfc3339-validator-0.1.4,5,0.000103,0.00432,0.573668716,M
493,493,argon2-cffi-21.3.0,14,0.000103,0.0073,0.573668716,M
598,598,logzero-1.7.0,11,0.000103,0.00509,0.779158956,H
1032,1032,gdown-4.7.1,14,0.000103,0.00414,0.761759001,H
1334,1334,python-mimeparse-1.6.0,6,0.000103,0.00281,0.644220293,M
1803,1803,atomicwrites-1.4.1,5,0.000103,0.00256,0.768767604,H
160,160,multiprocess-0.70.14,15,0.000102,0.00711,0.920651519,H
733,733,httptools-0.5.0,7,0.000102,0.00393,0.765845585,H
1152,1152,astor-0.8.1,11,0.000102,0.00521,0.749288672,M
1173,1173,lockfile-0.12.2,8,0.000102,0.00406,0.573668716,M
1209,1209,graphql-relay-2.0.1,5,0.000102,0.00134,0.785591543,H
1485,1485,apscheduler-3.10.1,16,0.000102,0.00564,0.723216809,M
96,96,lru-dict-1.1.8,18,0.000101,0.00907,0.641359104,M
574,574,botocore-1.29.91,6,0.000101,0.00167,0.294020913,L
1072,1072,nvidia-ml-py3-7.352.0,6,0.000101,0.00277,0.573668716,M
1141,1141,pyfiglet-0.8.post1,8,0.000101,0.0037,0.573668716,M
1909,1909,html2text-2020.1.16,11,0.000101,0.00503,0.573668716,M
801,801,werkzeug-0.16.0,3,0.0001,0.00211,0.551480512,M
1045,1045,websockets-10.4,6,0.0001,0.00299,0.616334727,M
1226,1226,imagesize-1.4.1,15,0.0001,0.00804,0.768031625,H
1274,1274,hpack-3.0.0,2,0.0001,0.00107,0.75988039,H
1337,1337,click-8.0.4,7,0.0001,0.00329,0.781040554,H
1975,1975,schema-0.7.5,13,0.0001,0.00564,0.730696409,M
212,212,flask-2.2.2,12,0.000099,0.00367,0.763313977,H
886,886,pymongo-3.13.0,3,0.000099,0.0016,0.131913145,L
976,976,hat-json-0.5.17,15,0.000099,0.00441,0.683666192,M
1170,1170,pydantic-1.7.3,1,0.000099,0.00048,0.613224668,M
1465,1465,urllib3-1.26.4,5,0.000099,0.00298,0.573668716,M
1677,1677,piecash-1.2.0,11,0.000099,0.00279,0.877792379,H
1960,1960,async-timeout-3.0.1,8,0.000099,0.00429,0.758138026,H
87,87,pysha3-1.0.2,7,0.000098,0.00335,0.573668716,M
475,475,pickleshare-0.7.5,8,0.000098,0.00558,0.777251917,H
492,492,fastjsonschema-2.16.3,4,0.000098,0.00263,0.623954964,M
1749,1749,jwcrypto-1.4.2,8,0.000098,0.00323,0.612471226,M
1889,1889,colour-0.1.5,9,0.000098,0.00429,0.647011602,M
78,78,clint-0.5.1,8,0.000097,0.00324,0.597938569,M
573,573,botocore-1.29.53,6,0.000097,0.00167,0.294020913,L
863,863,jsonschema-4.4.0,15,0.000097,0.00557,0.566904786,M
1225,1225,alabaster-0.7.13,14,0.000097,0.00759,0.76464152,H
1359,1359,behave-1.2.6,8,0.000097,0.00231,0.720314872,M
1714,1714,furl-2.1.3,16,0.000097,0.0064,0.77057405,H
1869,1869,libcst-0.4.9,11,0.000097,0.00384,0.583152547,M
301,301,nvidia-cuda-cupti-cu11-11.7.101,3,0.000096,0.00343,0.573668716,M
305,305,nvidia-cufft-cu11-10.9.0.58,1,0.000096,0.00343,0.573668716,M
306,306,nvidia-curand-cu11-10.2.10.91,3,0.000096,0.00343,0.573668716,M
307,307,nvidia-cusolver-cu11-11.4.0.1,2,0.000096,0.00343,0.573668716,M
308,308,nvidia-cusparse-cu11-11.7.4.91,3,0.000096,0.00343,0.573668716,M
309,309,nvidia-nccl-cu11-2.14.3,1,0.000096,0.00343,0.573668716,M
310,310,nvidia-nvtx-cu11-11.7.91,3,0.000096,0.00343,0.573668716,M
311,311,triton-2.0.0,6,0.000096,0.00343,0.633349501,M
458,458,notebook-6.4.12,21,0.000096,0.00325,0.573668716,M
497,497,terminado-0.17.1,10,0.000096,0.00408,0.670111047,M
575,575,botocore-1.27.96,5,0.000096,0.00121,0.294020913,L
785,785,glfw-2.5.9,6,0.000096,0.00285,0.766715474,H
880,880,s3transfer-0.5.2,9,0.000096,0.00256,0.573668716,M
1585,1585,configargparse-1.5.3,13,0.000096,0.00608,0.608540586,M
1901,1901,mbstrdecoder-1.1.2,4,0.000096,0.00162,0.810147226,H
119,119,rfc3986-validator-0.1.1,2,0.000095,0.00336,0.573668716,M
467,467,matplotlib-inline-0.1.6,7,0.000095,0.00498,0.622476295,M
494,494,ipython-genutils-0.2.0,14,0.000095,0.0074,0.573668716,M
700,700,waitress-2.1.2,11,0.000095,0.00536,0.663899421,M
944,944,qrcode-7.4.2,12,0.000095,0.00418,0.735210432,M
1006,1006,unicodecsv-0.14.1,11,0.000095,0.00525,0.702218085,M
1171,1171,ladybug-geometry-1.23.4,2,0.000095,0.00096,0.773532855,H
1569,1569,outcome-1.2.0,5,0.000095,0.00172,0.799073753,H
1660,1660,pyside2-5.15.2.1,4,0.000095,0.00137,0.573668716,M
2077,2077,marshmallow-enum-1.5.1,7,0.000095,0.00249,0.573668716,M
220,220,heka-py-0.30.3,5,0.000094,0.00137,0.787523068,H
852,852,heaserver-1.0.0a103,23,0.000094,0.00091,0.573668716,M
1206,1206,singledispatch-4.0.0,8,0.000094,0.00383,0.699763132,M
1416,1416,heaserver-1.0.0a113,23,0.000094,0.00091,0.573668716,M
1734,1734,cchardet-2.1.7,10,0.000094,0.00475,0.769332028,H
1923,1923,zodb-5.8.0,20,0.000094,0.00573,0.644022088,M
1998,1998,fabric-3.0.0,5,0.000094,0.00137,0.596911099,M
115,115,fqdn-1.5.1,2,0.000093,0.00331,0.790177857,H
372,372,smart-open-6.3.0,14,0.000093,0.00403,0.640032384,M
501,501,pytest-cov-4.0.0,12,0.000093,0.00442,0.717193719,M
547,547,geopy-2.3.0,12,0.000093,0.00512,0.573668716,M
1039,1039,requests-html-0.10.0,14,0.000093,0.0032,0.59463491,M
1488,1488,ansiwrap-0.8.4,5,0.000093,0.00187,0.820059992,H
1533,1533,requests-file-1.5.1,8,0.000093,0.00323,0.78677135,H
1550,1550,python-gitlab-3.14.0,10,0.000093,0.00372,0.654795681,M
344,344,websockets-8.1,9,0.000092,0.00425,0.616334727,M
472,472,backcall-0.2.0,7,0.000092,0.0051,0.836479519,H
502,502,requests-unixsocket-0.3.0,11,0.000092,0.00489,0.650129221,M
663,663,cachecontrol-0.12.12,14,0.000092,0.00543,0.605549023,M
1065,1065,prettytable-0.7.2,14,0.000092,0.00694,0.602025752,M
1261,1261,google-resumable-media-2.4.1,7,0.000092,0.00362,0.74753947,M
1397,1397,influxdb-5.3.1,11,0.000092,0.00283,0.564366914,M
1801,1801,xlrd-1.2.0,10,0.000092,0.00464,0.573668716,M
859,859,botocore-1.24.38,12,0.000091,0.00463,0.294020913,L
950,950,urllib3-1.22,2,0.000091,0.0012,0.573668716,M
1066,1066,pyyaml-5.1,9,0.000091,0.00508,0.582502359,M
1544,1544,rtree-1.0.1,6,0.000091,0.00283,0.86258521,H
1629,1629,ratelimit-2.2.1,8,0.000091,0.00372,0.663913118,M
1642,1642,url-normalize-1.4.3,8,0.000091,0.00365,0.713393845,M
1433,1433,py-cpuinfo-9.0.0,8,0.00009,0.0041,0.766456127,H
1494,1494,opencv-contrib-python-4.7.0.72,10,0.00009,0.00388,0.574190173,M
332,332,urllib3-1.25.9,3,0.000089,0.00175,0.573668716,M
386,386,platformdirs-2.6.2,6,0.000089,0.0032,0.614898023,M
979,979,tomli-w-1.0.0,7,0.000089,0.00368,0.738345738,M
1146,1146,pyaes-1.6.1,5,0.000089,0.00231,0.806026583,H
1208,1208,aniso8601-7.0.0,1,0.000089,0.00086,0.573668716,M
1512,1512,progress-1.6,9,0.000089,0.00423,0.771575584,H
1893,1893,parsedatetime-2.6,8,0.000089,0.00377,0.743418583,M
357,357,dm-tree-0.1.8,11,0.000088,0.00557,0.768635328,H
524,524,rich-10.16.2,9,0.000088,0.00277,0.65949082,M
800,800,werkzeug-1.0.1,2,0.000088,0.00164,0.551480512,M
867,867,simpleeval-0.9.13,10,0.000088,0.00479,0.685655663,M
1351,1351,ansible-core-2.14.4,7,0.000088,0.00052,0.444224924,L
1747,1747,asyncpg-0.27.0,7,0.000088,0.00373,0.704354969,M
116,116,isoduration-20.11.0,2,0.000087,0.00286,0.699976565,M
120,120,uri-template-1.2.0,1,0.000087,0.00286,0.758353403,H
487,487,mistune-2.0.5,10,0.000087,0.00523,0.743160829,M
506,506,cffi-1.15.0,3,0.000087,0.00097,0.573668716,M
771,771,dill-0.3.4,4,0.000087,0.0019,0.875266364,H
791,791,cvxopt-1.3.0,7,0.000087,0.00322,0.642166633,M
1050,1050,hspylib-0.11.164,17,0.000087,0.00139,0.690592554,M
1058,1058,cliff-4.2.0,23,0.000087,0.00634,0.591782514,M
1335,1335,httpcore-0.16.3,6,0.000087,0.00134,0.747009623,M
1466,1466,urllib3-1.26.2,2,0.000087,0.00161,0.573668716,M
1546,1546,fiona-1.9.3,15,0.000087,0.00375,0.785023155,H
28,28,docutils-0.17.1,8,0.000086,0.003857,0.573668716,M
509,509,jupyter-server-1.24.0,21,0.000086,0.00305,0.500627338,M
1053,1053,emoji-2.2.0,6,0.000086,0.00285,0.593941751,M
1606,1606,progressbar2-4.2.0,11,0.000086,0.00457,0.573668716,M
1925,1925,btrees-5.0,13,0.000086,0.00562,0.535540802,M
269,269,patsy-0.5.3,12,0.000085,0.00466,0.767246895,H
415,415,mechanicalsoup-1.2.0,7,0.000085,0.00196,0.603915889,M
1251,1251,bidict-0.22.1,8,0.000085,0.00384,0.573668716,M
1492,1492,mediapipe-0.9.2.1,15,0.000085,0.00274,0.74221309,M
1883,1883,pypdf2-3.0.1,12,0.000085,0.00555,0.573668716,M
2079,2079,marshmallow-3.9.1,2,0.000085,0.00103,0.65199144,M
200,200,bleach-6.0.0,13,0.000084,0.00586,0.700609564,M
286,286,faker-18.4.0,6,0.000084,0.00231,0.462968642,L
1913,1913,toolz-0.11.2,5,0.000084,0.00233,0.652151859,M
535,535,naked-0.1.32,4,0.000083,0.00094,0.809601718,H
744,744,pydantic-1.9.1,8,0.000083,0.00279,0.613224668,M
868,868,types-requests-2.28.11.17,11,0.000083,0.00481,0.546815019,M
940,940,ete3-3.1.2,8,0.000083,0.0037,0.573668716,M
1013,1013,pytest-7.1.2,10,0.000083,0.00198,0.456905797,L
1229,1229,sphinxcontrib-devhelp-1.0.2,9,0.000083,0.00519,0.573668716,M
1231,1231,sphinxcontrib-jsmath-1.0.1,9,0.000083,0.00519,0.573668716,M
