,Node,Degree,Pageranks,EigenCentrality,Reach
263,263,4,0.00010757441507142441,-7.743819126493282e-19,15
2609,2609,5,0.0002118359483952283,-6.882153973633634e-18,1
264,264,7,0.00010580992629068478,3.573039600207885e-19,159
2610,2610,3,0.00011942169688496187,-1.1139866901167788e-18,62
266,266,2,0.00010580992629068478,-2.20391288492545e-19,3
2611,2611,2,0.0001534511233706546,3.196891114885e-19,2
274,274,2,0.00010982118227048959,2.290439543569344e-18,2
161,161,3,0.0002563625885681072,4.069562952363341e-18,1
277,277,6,0.00016066384094239096,-9.542654482370714e-18,2
2612,2612,1,0.00025034901531954855,2.812092891594395e-18,1
278,278,50,0.00010580992629068478,2.4394409532363865e-19,82
2613,2613,3,0.00012711578978154219,-3.047679147548279e-18,2
2614,2614,10,0.00010771557417388358,-3.954853847417587e-19,17
2615,2615,6,0.00010771557417388358,-2.4235362481151243e-19,9
2617,2617,7,0.00010771557417388358,-1.0360469097015923e-18,14
2618,2618,3,0.00023838122921405599,-3.933719224203569e-18,1
2621,2621,7,0.00010771557417388358,-7.812562093066308e-19,14
2624,2624,4,0.00010771557417388358,-2.8624034700073663e-19,6
2626,2626,8,0.00010771557417388358,-8.635257420394291e-20,20
2627,2627,17,0.0002338539723189888,-8.46507606753014e-18,19
2630,2630,2,0.00010771557417388358,-5.972261364092122e-19,2
297,297,4,0.00012138578173437704,-3.109604585207054e-19,1
2634,2634,1,0.00010771557417388358,-5.457321205679023e-19,1
2636,2636,9,0.00010771557417388358,-1.925586823828039e-19,25
2637,2637,4,0.00010771557417388358,-2.135769504113403e-19,6
2638,2638,5,0.00010771557417388358,-6.459040257778929e-19,7
2639,2639,7,0.00011984070892867021,-9.134100104144587e-19,15
2640,2640,6,0.00010771557417388358,-6.730479991849553e-19,15
2641,2641,6,0.00011849347173369392,-9.847930793052142e-19,20
2642,2642,6,0.00010771557417388358,-9.984439269984816e-19,15
2643,2643,9,0.00010771557417388358,-9.616643834848307e-19,16
2644,2644,7,0.0001475967742416319,-6.3863559269516636e-18,6
2645,2645,8,0.00010771557417388358,1.6252079206153683e-19,15
2646,2646,10,0.00010771557417388358,-4.944281122621143e-19,24
2647,2647,9,0.00012927136929350425,-1.7134562662841532e-18,21
2648,2648,15,0.00030968781517676534,-2.1949131032904225e-17,6
2649,2649,7,0.00010771557417388358,-8.489895813895579e-19,14
2651,2651,4,0.00010771557417388358,-8.85446106398384e-19,6
2652,2652,11,0.00010771557417388358,-7.3887572290576e-19,24
2653,2653,4,0.00010771557417388358,-1.09514783884388e-18,6
2654,2654,4,0.00010771557417388358,-6.526395406867292e-19,6
2655,2655,11,0.00022825574434060347,-2.1140091152057075e-17,7
2656,2656,5,0.00010771557417388358,-8.630644352429495e-19,7
2657,2657,12,0.00013369800579128346,-2.7902110615186425e-18,22
2658,2658,4,0.00010771557417388358,-2.8802498927594492e-19,6
2659,2659,6,0.00010771557417388358,-7.253792471947364e-19,13
2660,2660,4,0.00010771557417388358,-1.1281440228762416e-18,6
2661,2661,6,0.00010771557417388358,-1.3335430193158756e-18,9
2662,2662,10,0.00010771557417388358,-1.0855189999351627e-18,23
2663,2663,9,0.00011849347173369392,-1.7226081330564558e-18,16
2664,2664,4,0.00010771557417388358,-8.845360254587733e-19,20
2665,2665,10,0.00013369800579128346,-3.103930825495828e-18,17
2666,2666,8,0.00010771557417388358,-4.1948512094729932e-19,24
2667,2667,4,0.00010771557417388358,-8.649494776529895e-20,6
2668,2668,44,0.0011444928575240593,-8.44039234765232e-17,4
2670,2670,2,0.00010771557417388358,-8.216126154736796e-19,2
2619,2619,5,0.0001929538321383274,-1.330840606767988e-17,1
2620,2620,3,0.0001635606386111364,-1.0195376862082313e-17,1
2672,2672,4,0.00015372412980320523,3.46020965223388e-18,1
2616,2616,1,0.00012521014189834337,-1.1573556316010914e-18,1
2632,2632,2,0.00012197677263040028,1.7686256898204837e-19,2
2622,2622,3,0.00012521014189834337,4.342515048415605e-19,5
2623,2623,2,0.00011966722315329808,-2.5171636491031687e-18,3
2625,2625,10,0.00019620021091361182,-1.173460814717479e-17,13
2635,2635,6,0.00012923013174812422,-5.889797522655176e-18,8
2673,2673,1,0.0002028110043289778,-2.052601813831422e-18,1
2671,2671,1,0.00021567376266909427,1.0426045734754582e-19,1
2631,2631,1,0.0001290851747054959,-1.0438023089907853e-18,1
2628,2628,1,0.00011793506104547141,-1.6895731511431871e-18,1
2650,2650,6,0.00013859881965078784,-4.700220368755621e-18,8
2633,2633,1,0.00011551003409451409,-6.4174840985719575e-19,1
8,8,5,0.00024734479167955366,-1.3767570455575129e-17,1
2669,2669,8,0.00013639672978187162,-9.472324014550312e-18,15
2629,2629,1,0.0002028110043289778,-1.2045760585486876e-18,1
282,282,6,0.00010580992629068478,5.221840428927315e-19,20
284,284,1,0.00010580992629068478,4.1317497064956925e-19,2
286,286,8,0.000137570724343998,3.9403383172677635e-19,69
2674,2674,3,0.00012351380135723188,2.791504412532801e-18,44
2675,2675,4,0.0001300353725389769,7.49943465387327e-18,2
2676,2676,1,0.00022295247180671357,1.3388567455754642e-18,1
288,288,9,0.00010797543524886524,-1.1222642614429934e-18,11
2678,2678,5,0.00018545577623890408,-1.2666599555624713e-18,2
2677,2677,1,0.0002729380981947299,-3.069448776719051e-18,1
290,290,6,0.00010580992629068478,-9.102671303463873e-21,411
766,766,17,0.00012169032531734139,1.4090859707463045e-19,204
2679,2679,17,0.00024044375431989066,-2.058664938118955e-18,143
2680,2680,8,0.00013404174678251874,-5.529222051597679e-19,20
2681,2681,11,0.00011266022377899007,-3.5284598408773125e-19,66
2682,2682,9,0.00011266022377899007,-4.982424569759868e-19,74
600,600,5,0.00012707477507296422,-2.3121645057330682e-17,11
2683,2683,4,0.00012386920171612696,-2.670505983458489e-19,5
435,435,9,0.00014012507465794568,-3.2922150910941594e-17,6
2684,2684,1,0.0001159562158453907,-2.4217703299905407e-19,1
2685,2685,4,0.00016193006994245582,-2.5541763734643024e-18,1
2686,2686,3,0.0001620845824771338,5.098983881639766e-19,1
2687,2687,9,0.000171851270649811,1.9907122483184917e-18,66
2688,2688,2,0.00011849278823406717,-1.4336476745539253e-19,62
2689,2689,2,0.00011849278823406717,-4.549488549817996e-19,62
2690,2690,2,0.00011849278823406717,-6.789315227395856e-19,62
2691,2691,2,0.00011849278823406717,-4.878667313398076e-19,62
2692,2692,7,0.00011849278823406717,3.190824452646851e-19,68
2693,2693,4,0.00011849278823406717,-7.219813733616904e-19,68
2694,2694,2,0.00014300616067395355,7.757295543164241e-19,2
2695,2695,1,0.00014300616067395355,9.900037231408194e-19,1
2696,2696,1,0.00014300616067395355,4.385316580091703e-19,1
2697,2697,2,0.00041555318660092946,-1.2595108104801292e-17,1
2698,2698,1,0.0001865519703926138,-1.889470400097237e-17,1
2699,2699,4,0.000413520245739467,-2.145987580445074e-17,1
2700,2700,3,0.00015558225328055202,-1.0926327545137211e-17,2
2701,2701,2,0.0001310595716690584,-7.79325858937706e-18,2
2702,2702,1,0.0001310595716690584,-6.926532197358139e-18,1
2703,2703,1,0.0001310595716690584,-7.081327459614106e-18,1
787,787,2,0.00015106289816765105,4.922173762379374e-18,1
2704,2704,1,0.00023447330954556576,-9.823607033573924e-19,1
2705,2705,1,0.00019640803220234395,0.0003248749355606524,1
291,291,40,0.00010580992629068478,5.521244131040031e-19,309
2706,2706,21,0.0006964908683460546,-5.0716120091780414e-17,2
2707,2707,22,0.001372336403290238,-7.653176297229981e-17,1
2708,2708,6,0.00016831132895821663,-5.913868969884214e-18,3
2709,2709,1,0.00010819198614468328,-1.9237007554579233e-18,1
2710,2710,1,0.00010819198614468328,-1.957533345586856e-18,1
2711,2711,2,0.00011522521057917016,-5.804005584227712e-19,1
2712,2712,1,0.00010819198614468328,-1.3752727741202283e-18,1
2714,2714,1,0.00010819198614468328,-3.964036540033444e-19,1
2715,2715,1,0.00010819198614468328,-9.059530984095255e-19,1
2716,2716,1,0.00010819198614468328,-1.1249021526180665e-18,1
2717,2717,1,0.00010819198614468328,-9.701900504932273e-19,1
2718,2718,9,0.00012403966444945246,-3.538256243197197e-17,23
2713,2713,1,0.0001244244091029983,-1.6415902929076264e-17,1
298,298,3,0.00010580992629068478,3.2774663032217115e-19,262
2719,2719,13,0.00014663195089485438,-1.8845602585417808e-19,229
2734,2734,19,0.00015086569780073215,1.1144905197839712e-18,248
2733,2733,10,0.00012134847036636462,-2.228841736923938e-18,94
2737,2737,4,0.0001391213209170903,-2.759663792668958e-18,6
2721,2721,3,0.00017198130920557342,8.777757750191764e-18,2
2724,2724,3,0.00011487115284154117,-1.4412119142280193e-19,3
2727,2727,3,0.00017041269878309697,1.3901517812429324e-18,1
2725,2725,5,0.0002121164154725391,1.3204039072687204e-19,17
2726,2726,4,0.0001416119042927929,-2.8690008960945856e-18,24
2729,2729,5,0.00011925812355074811,5.911183026192678e-20,54
2723,2723,1,0.00013266140979226586,-9.280313505630606e-19,1
2731,2731,9,0.00011947141439599283,-1.9729760021177133e-19,92
2720,2720,1,0.00011925812355074811,6.51031577975135e-19,1
2732,2732,4,0.00011925812355074811,9.671033970263091e-19,27
2730,2730,1,0.0001416119042927929,-1.1837769094777798e-18,1
2736,2736,4,0.00023459220236859415,-2.713698667011315e-18,3
2728,2728,2,0.00022951306991369838,-1.7388989723184585e-18,1
2735,2735,1,0.00021137893382991684,-7.340001571512343e-19,1
2722,2722,1,0.00012394406237446631,-3.684661132575909e-19,1
299,299,16,0.00010580992629068478,-5.167168841302885e-19,23
670,670,2,0.0001355856744656659,2.4415423031214048e-18,1
2738,2738,1,0.00011176507592568101,1.61645211220273e-18,1
946,946,3,0.00012001789531401821,4.314053938188457e-18,1
922,922,2,0.00011176507592568101,1.4638834186392695e-18,2
2739,2739,1,0.00011176507592568101,1.120282591198797e-18,1
2740,2740,1,0.00011176507592568101,1.3903799929627343e-18,1
2741,2741,1,0.00011176507592568101,1.4335186660269157e-18,1
341,341,2,0.00017532015381801417,2.945726548825613e-19,1
2742,2742,2,0.00011176507592568101,1.1080951711513616e-18,2
300,300,6,0.00010754233345722915,-1.1707425163530584e-18,8
2743,2743,1,0.0001202461165137064,-2.2266958291889362e-17,1
302,302,7,0.00010580992629068478,-3.9063444633632866e-19,31
2744,2744,8,0.00011942169688496187,1.022623950815942e-18,16
303,303,10,0.00010580992629068478,-5.073846231941003e-19,146
2745,2745,2,0.00011755403533830526,2.507716404823456e-18,1
2746,2746,1,0.00011533816570667875,1.916083850972481e-18,1
2747,2747,3,0.00011777043183154057,6.572286282366923e-18,5
2748,2748,2,0.00011533816570667875,1.2896827380360114e-18,6
2749,2749,1,0.00011533816570667875,1.3298988175331125e-18,1
304,304,1,0.00010580992629068478,-3.99866210735887e-19,5
314,314,3,0.00010580992629068478,3.670811189051052e-19,107
315,315,4,0.00013447007479927957,-6.791641201697651e-19,5
2750,2750,2,0.00016636980080304094,2.534446784729868e-19,2
316,316,4,0.00014008150495206976,1.80886164511471e-17,3
320,320,14,0.00010580992629068478,-2.8875371348532193e-19,221
2751,2751,13,0.0001364364101278082,-2.2582360783977763e-19,203
2752,2752,1,0.00011261581158782333,8.513555891856944e-20,1
2753,2753,6,0.0002190713056884686,1.6809328032852854e-18,8
2754,2754,10,0.00011388624350995587,1.1874386424857517e-18,122
2755,2755,3,0.00011261581158782333,4.809928170091417e-19,14
2756,2756,5,0.00013304456900260867,6.204703056403809e-18,85
2757,2757,1,0.00011261581158782333,8.190065275405064e-19,1
2758,2758,5,0.00015782313044712077,2.3562608557193454e-18,7
2759,2759,2,0.00011698302623139045,-4.047143449829832e-19,2
2760,2760,2,0.00011698302623139045,-3.1805912956185424e-19,2
2761,2761,16,0.00011825345815352298,1.4253505789792856e-19,188
2762,2762,2,0.00011698302623139045,-9.913797438186146e-19,2
2763,2763,2,0.00011698302623139045,-7.758052919713149e-19,2
2764,2764,2,0.00011698302623139045,-3.184596405892999e-19,2
2765,2765,2,0.00011698302623139045,-4.826772461530101e-19,2
2766,2766,3,0.00011698302623139045,-3.459878617848051e-19,7
2767,2767,2,0.00012980381874646297,3.9431704939285664e-18,1
2768,2768,5,0.00029539592731294144,3.647750516078748e-18,5
2769,2769,4,0.00012997921420358272,5.706877395825763e-18,3
2770,2770,9,0.00016580835599906796,8.802209016934814e-18,110
2771,2771,8,0.00014701384641581147,4.966512621368924e-18,106
2772,2772,2,0.00013723848973038252,4.630735214460434e-19,1
2773,2773,10,0.00011341789119039763,1.890232547267597e-18,123
2774,2774,5,0.00011341789119039763,1.6965333793455958e-18,136
2775,2775,3,0.00011341789119039763,1.4960429844703041e-18,4
2776,2776,1,0.0002388289319085037,-1.9292808693359796e-18,1
415,415,5,0.00044837205869158707,-1.738907387488205e-17,3
2777,2777,1,0.00016434977986859797,2.9192764748370264e-18,1
2778,2778,1,0.00016434977986859797,3.5697523706161e-18,1
992,992,8,0.00018970659088424273,-3.695770680926499e-18,3
2779,2779,2,0.0001307051130096909,5.481976400700764e-18,2
2780,2780,2,0.00013865069077450943,5.4270413695336786e-18,1
973,973,3,0.00013077019228278726,-8.030722472930994e-21,2
2781,2781,1,0.00013134404093579193,1.637426392958308e-18,1
2782,2782,2,0.0001568781555808991,2.037597278688405e-18,2
2783,2783,1,0.00022348184306282372,-7.233387794220559e-19,1
323,323,22,0.00010580992629068478,3.769083850886498e-19,370
583,583,3,0.00011014094420704568,-7.068987763270222e-19,61
2784,2784,3,0.00014564575927705724,-1.9500065843316435e-18,2
2786,2786,1,0.00011014094420704568,-5.129436995181446e-19,1
749,749,6,0.00011014094420704568,-1.0075790492787186e-18,65
2789,2789,4,0.00011014094420704568,-1.2737178168578755e-18,4
2790,2790,4,0.00014937396555767424,8.014213771477054e-19,1
2785,2785,5,0.00033000127599883025,-1.1056533843460152e-17,1
2787,2787,1,0.0001388727575851748,-1.1396248057221196e-18,1
2788,2788,1,0.0001388727575851748,-1.723576024171257e-18,1
324,324,12,0.00020109232045062442,-6.993335483123525e-20,98
2792,2792,9,0.0001533583447938404,3.79130330997566e-18,7
2793,2793,9,0.00012228416157046752,8.149313414375124e-19,79
2799,2799,2,0.00012228416157046752,1.786471863433061e-18,2
2802,2802,1,0.00012228416157046752,9.905240612905134e-19,1
2803,2803,1,0.00012228416157046752,9.177052561608092e-19,1
2791,2791,12,0.00011957996605584902,2.5984254592717145e-18,71
2794,2794,11,0.00023666419564373988,-4.555708264706995e-18,6
2800,2800,4,0.0001497572396586357,-1.4823467364513684e-18,1
2795,2795,2,0.00014613260196857488,2.5674903457710116e-18,1
2796,2796,6,0.0002750030368258005,-5.104493227726745e-18,1
2797,2797,3,0.00017720678519194774,8.14689501011979e-18,1
2801,2801,9,0.0003000089926829755,-9.273466250246427e-18,2
2798,2798,1,0.00021597024441199873,2.917269578502789e-19,1
325,325,1,0.00010580992629068478,-4.06365275057917e-19,2
2804,2804,3,0.00031886856119925876,2.6923342429900242e-18,1
328,328,22,0.00010580992629068478,-1.8611863042278064e-19,173
2805,2805,1,0.00011014094420704568,-5.175319769769185e-20,1
2806,2806,1,0.00011014094420704568,2.349832407801731e-19,1
2807,2807,1,0.00011014094420704568,2.0756557981521847e-19,1
2808,2808,1,0.00011014094420704568,1.8891232896504705e-20,1
2809,2809,1,0.00011014094420704568,5.58112246091169e-19,1
2810,2810,1,0.00011014094420704568,3.499438401468843e-19,1
2811,2811,1,0.00011014094420704568,-1.7572280142367003e-20,1
2812,2812,1,0.00011014094420704568,7.684865711775018e-19,1
2813,2813,1,0.00011014094420704568,1.747626365801791e-19,1
2814,2814,1,0.00011014094420704568,3.679078032679001e-19,1
2815,2815,1,0.00011014094420704568,1.7628944433303847e-19,1
2816,2816,3,0.0001239337927615608,-5.139821424847631e-18,2
977,977,2,0.00011014094420704568,4.781106371268065e-19,2
2819,2819,2,0.00011014094420704568,7.057883103965031e-19,2
2820,2820,1,0.00011014094420704568,2.2138279247136275e-19,1
2818,2818,1,0.0002174323972201751,2.7405288884734755e-18,1
2817,2817,1,0.00020499842017415487,1.0297567680985134e-19,1
336,336,3,0.00012757937619857433,5.952887000756013e-18,3
2821,2821,2,0.0001633265343289746,-1.4749858890920849e-18,2
343,343,12,0.0002205394092549654,-1.4975392709744495e-19,14
2822,2822,1,0.00012568559759937076,2.957400708644526e-18,1
2823,2823,4,0.00012568559759937076,3.3461916038547864e-18,4
2824,2824,1,0.00012568559759937076,3.3482767792863948e-18,1
2825,2825,1,0.00012568559759937076,2.6438431537052344e-18,1
2826,2826,1,0.00012568559759937076,2.5553055447887718e-18,1
2827,2827,1,0.00012568559759937076,3.2730508484574342e-18,1
2828,2828,2,0.0001636892517808781,2.155400156922495e-18,1
2829,2829,1,0.00014355407532781032,1.6238575010605293e-18,1
346,346,30,0.00010580992629068478,-4.9942048957418675e-19,39
2830,2830,6,0.0005452687257894188,7.127637057578405e-18,2
2831,2831,1,0.00010898600609601611,1.1966997131035336e-18,1
2832,2832,6,0.00010898600609601611,1.0584804504092671e-18,9
2833,2833,2,0.00010898600609601611,2.7261467242886137e-19,2
2834,2834,4,0.00040439324185102593,1.7747826284904607e-17,1
2835,2835,2,0.00010898600609601611,1.5572207367548212e-18,3
2836,2836,2,0.00010898600609601611,9.834800421739066e-19,3
2837,2837,6,0.000274450171226191,2.7514407803943713e-17,1
2838,2838,5,0.00014824475301222756,6.960336945254215e-18,3
2839,2839,5,0.00020713287338654476,3.511062915710789e-18,6
2840,2840,2,0.0001356973763199553,9.178939899734248e-18,1
2841,2841,2,0.00010898600609601611,7.098307090163561e-19,7
2842,2842,4,0.00010898600609601611,1.4124823112209216e-18,4
2843,2843,2,0.00012861537955412183,3.148542964551556e-18,1
2844,2844,2,0.00010898600609601611,6.823882100255491e-19,3
2845,2845,1,0.00010898600609601611,1.1076605853591685e-18,1
2846,2846,7,0.00024365893033953683,1.7652086859701757e-17,2
2847,2847,3,0.0003052797406770734,7.99747686538582e-18,1
2848,2848,1,0.00010898600609601611,7.261643258199989e-19,1
2849,2849,2,0.00014170162852619232,3.4644284862100436e-18,1
2850,2850,1,0.00010898600609601611,1.4399783210286587e-18,1
2851,2851,6,0.00010898600609601611,1.0334598069923041e-18,8
2852,2852,3,0.00010898600609601611,1.5328300141594364e-18,3
2853,2853,4,0.0002150231785720756,1.5164316498166497e-17,1
2854,2854,2,0.00010898600609601611,9.390425672451931e-19,2
2855,2855,4,0.0002444672387592341,5.148770533878796e-18,3
2856,2856,3,0.00012861537955412183,3.2006238577759827e-18,4
2857,2857,3,0.00016841299875013153,1.2038542422545199e-17,1
2858,2858,8,0.00014824475301222756,7.501752262555746e-18,6
2859,2859,6,0.00010898600609601611,1.2428406636723542e-18,9
2861,2861,1,0.0005966408212509744,2.1252311961904374e-18,1
2860,2860,2,0.00020395679358121342,3.0442395413153777e-18,2
2863,2863,1,0.00016803386857850051,2.6639701341291456e-18,1
2862,2862,1,0.000289617280023543,9.287777192748287e-19,1
347,347,12,0.00010580992629068478,4.537232630008516e-19,37
433,433,17,0.0001137501258040131,-1.0562949584928604e-18,26
2864,2864,5,0.0001137501258040131,-1.7182849663330632e-18,10
2865,2865,2,0.00012015284936566385,-2.8939216947220033e-18,1
2866,2866,6,0.00014576374361226688,-5.071818554848137e-18,8
997,997,3,0.0001274822643010438,-3.6348069136282425e-18,1
437,437,3,0.00013864951502794135,-1.873235970069275e-18,1
2867,2867,12,0.00039854390035704414,7.171306756358017e-19,6
2868,2868,4,0.00011221264985233555,-9.80584542771682e-19,8
2869,2869,3,0.00011221264985233555,-1.2469721036469945e-18,7
2870,2870,3,0.00011221264985233555,-1.00226015678634e-18,7
2871,2871,4,0.00011221264985233555,-1.0625599858556432e-18,7
2872,2872,3,0.00011221264985233555,-2.270438509918252e-18,7
2873,2873,4,0.00011221264985233555,-2.128660885605302e-18,7
2874,2874,4,0.00011221264985233555,-1.6103668333789395e-18,8
2875,2875,2,0.0002584580901149811,6.907973827207379e-19,1
2876,2876,3,0.00026299991490282525,5.846959719125248e-19,1
2877,2877,1,0.00013949595576182697,2.0145087617911144e-19,1
2878,2878,3,0.00013949595576182697,4.3110389351575653e-19,4
349,349,3,0.00010580992629068478,6.110212817082553e-20,8
733,733,5,0.00017727172191063948,-1.873732072283141e-18,7
353,353,43,0.00010580992629068478,-4.2486677804488827e-19,335
2879,2879,1,0.00010802579592231129,9.828821340105126e-19,1
2880,2880,2,0.00010802579592231129,1.3469692728481153e-18,2
2881,2881,1,0.00010802579592231129,1.9570809320655135e-18,1
2882,2882,1,0.00010802579592231129,1.7673320271118127e-18,1
2883,2883,1,0.00010802579592231129,1.7077922804073102e-18,1
2884,2884,2,0.00010802579592231129,9.106612946529511e-19,2
2885,2885,9,0.00010802579592231129,1.2235113481854108e-18,14
2886,2886,2,0.00010802579592231129,1.2991370397472071e-18,2
2887,2887,1,0.00010802579592231129,1.102760342653658e-18,1
2888,2888,3,0.00019245183947563875,-1.2624059832130968e-17,1
778,778,6,0.0001643802395444095,1.4140214999841161e-18,5
2889,2889,3,0.00011109194860538848,-2.4167824081255987e-18,3
2890,2890,3,0.00012023447781007342,-1.6816614597452548e-18,2
2891,2891,2,0.00010802579592231129,1.959832341046931e-18,2
2892,2892,5,0.00010802579592231129,1.450483616405438e-18,10
2893,2893,1,0.00020309079007661674,1.4363950485917248e-18,1
2894,2894,1,0.00020309079007661674,3.3123535511579176e-18,1
2895,2895,2,0.00011797003426392629,3.554228426142216e-18,2
2896,2896,3,0.00013588376141606776,5.574634645604118e-18,1
2897,2897,2,0.00011797003426392629,3.0002614597506e-18,2
2898,2898,1,0.00011797003426392629,2.8938428473831973e-18,1
2899,2899,1,0.00020309079007661674,1.5584541744652108e-18,1
2900,2900,2,0.00015508096469693018,-6.253183913321026e-18,2
2901,2901,3,0.00025407054662911845,4.316959082972975e-18,2
2902,2902,1,0.00021410243573874723,2.5656360257455135e-18,1
2903,2903,1,0.00020309079007661674,2.2739602594060467e-18,1
2904,2904,1,0.00021206003355561648,8.890465756217441e-19,1
2905,2905,1,0.00021206003355561648,1.95567271730497e-18,1
2906,2906,3,0.0002479938549080972,-1.6516716318597866e-17,1
354,354,7,0.00010580992629068478,-6.019131135285461e-20,392
2907,2907,1,0.00011942169688496187,-6.08488360248912e-20,1
2908,2908,1,0.00011942169688496187,5.724704873767178e-19,1
2909,2909,2,0.00011942169688496187,-3.5574394140576107e-19,3
2910,2910,1,0.00011942169688496187,3.1913024917751974e-19,1
355,355,87,0.00010580992629068478,-3.956423509182452e-19,647
2911,2911,3,0.00010690512622355765,5.20615599076263e-19,12
2912,2912,25,0.00010690512622355765,9.559312272303275e-19,291
2913,2913,8,0.00010690512622355765,1.5922915910777052e-18,56
2914,2914,12,0.00010690512622355765,8.081750658433155e-19,113
2915,2915,2,0.00010690512622355765,7.866655258869735e-19,79
2916,2916,5,0.00010690512622355765,1.3728677262603843e-18,78
2917,2917,12,0.00016145855547279473,2.000968498993628e-17,78
2918,2918,20,0.00021060819420539765,2.9496159517942896e-17,80
2919,2919,1,0.00010690512622355765,1.6713142272271854e-18,1
2920,2920,8,0.00014273206169796248,1.830082653065787e-17,81
2921,2921,5,0.00010690512622355765,7.919785361302495e-19,19
2922,2922,3,0.00011091638220336246,3.2262683914282307e-18,3
2923,2923,5,0.00013919623069081098,1.551111598908481e-17,2
2924,2924,15,0.00010690512622355765,5.066849808815741e-19,117
2925,2925,5,0.0001714899873319521,1.2403179215223827e-17,3
2926,2926,3,0.00011800378828722692,5.563322656475185e-18,2
2927,2927,1,0.00010690512622355765,9.93170524012112e-19,1
2928,2928,10,0.00013767766522117754,-3.7275908303859193e-17,19
2929,2929,7,0.00011091638220336246,2.892235549483153e-18,98
2930,2930,2,0.00010690512622355765,7.533354174097272e-19,11
2931,2931,1,0.00010690512622355765,6.714092906250669e-19,1
2932,2932,1,0.00010690512622355765,1.317662758442261e-18,1
2933,2933,1,0.00010690512622355765,2.6787309371334943e-19,1
2934,2934,2,0.00010690512622355765,1.0954435432909263e-18,4
2935,2935,3,0.00010690512622355765,7.558016459439675e-19,81
2936,2936,4,0.00025209768724318706,6.420292661023349e-18,1
2937,2937,6,0.00026368381986074507,4.3680334959696514e-17,1
2938,2938,2,0.00010690512622355765,9.631594670624758e-19,98
2939,2939,5,0.00013141030668133223,1.1853477618501448e-17,63
2940,2940,14,0.0002317968889464121,4.951806814367987e-17,10
2941,2941,2,0.00011755043693415867,3.971926422311624e-18,1
2942,2942,17,0.000638064891299912,9.686180959898482e-17,2
2943,2943,6,0.00010690512622355765,1.3919615984294865e-18,10
2944,2944,1,0.00010690512622355765,8.318169690211216e-19,1
2945,2945,14,0.00036267548453690346,6.674697118055714e-17,5
2946,2946,1,0.00010690512622355765,1.0974842917728964e-18,1
2947,2947,2,0.00010690512622355765,9.25894503109039e-19,3
2948,2948,4,0.00010690512622355765,8.075832203287986e-19,15
461,461,15,0.0001905899810583261,2.276724889303033e-18,14
2949,2949,7,0.00011397608194753367,1.7317899215687068e-18,7
2950,2950,5,0.00010690512622355765,5.704568642968626e-19,11
679,679,6,0.00010690512622355765,1.6776138557047192e-18,9
536,536,6,0.00011599902993967725,-4.384401523814522e-19,7
2951,2951,5,0.00018779938571403224,3.195951633114599e-17,2
2952,2952,1,0.00010690512622355765,1.3876776921602605e-18,1
2953,2953,7,0.0002042436924827966,3.052692455742354e-17,48
2954,2954,5,0.00010690512622355765,8.610933610752463e-19,71
2955,2955,8,0.0002346880939335871,3.477902426468766e-17,9
2956,2956,11,0.00011091638220336246,3.1088561013349395e-18,140
2957,2957,8,0.00035590409299959347,2.6524405524389857e-17,3
2958,2958,7,0.00010690512622355765,1.0902290634762213e-18,175
2959,2959,9,0.0003226021001377624,9.567215936633721e-17,1
2960,2960,4,0.00011236595574753824,8.313397120369346e-18,46
2961,2961,30,0.00010690512622355765,1.2640281202104748e-18,207
2962,2962,7,0.00010690512622355765,1.7881548559127648e-18,36
2963,2963,8,0.00013512625782882752,1.52301800363378e-17,65
2964,2964,14,0.00025783273008018353,4.858891883477156e-17,8
2965,2965,5,0.00011091638220336246,3.81554105834623e-18,52
2966,2966,3,0.00010690512622355765,1.146405046699847e-18,51
2967,2967,2,0.00015394499804834234,3.2365119205773997e-18,2
2968,2968,2,0.00013388871814931836,5.48618193293792e-18,1
2969,2969,3,0.0001533053068963431,8.296754979610601e-18,1
678,678,1,0.00010982118227048959,2.551146358449189e-18,1
2970,2970,1,0.00010982118227048959,2.499968084367761e-18,1
2971,2971,3,0.00010982118227048959,2.1036971994083075e-18,8
827,827,11,0.001108189643782155,9.044193971914648e-17,1
2972,2972,6,0.00018750715324461628,1.447235947724242e-17,45
2973,2973,19,0.0004603989864064155,6.067034388822788e-17,74
2974,2974,8,0.0001145617575193498,2.8061973954465255e-18,86
2975,2975,1,0.0001145617575193498,2.8464488398538746e-18,1
2976,2976,2,0.0001324882087821414,4.419794807845732e-18,1
2977,2977,7,0.00020208006980599992,2.9305580819027467e-18,78
2978,2978,2,0.00012426047091826904,1.6714458252253655e-17,1
2979,2979,3,0.00017006357305410024,7.902521335223035e-18,54
2980,2980,3,0.0003200143589921469,4.0419379423743617e-17,1
2981,2981,16,0.00012245276331681768,1.1037603382423893e-17,98
646,646,4,0.0002898604303064135,2.5245338173826082e-17,2
2982,2982,7,0.00014520476889025153,1.3152009174199295e-17,59
2983,2983,1,0.0001474963617868191,1.9268073081139702e-17,1
2984,2984,2,0.00016207626554119075,3.6396606023389165e-17,1
2985,2985,1,0.0001250639549937478,2.199078761147544e-18,1
572,572,4,0.00013789997412912315,2.6041785958819197e-18,11
965,965,3,0.0001864361578856918,-2.417078571358696e-18,1
2986,2986,3,0.00012489331311629374,-3.5220720846982163e-19,4
2987,2987,2,0.0001263388004638268,8.969833476588307e-19,2
