,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category
31,31,requests-2.28.2,1915,0.025964,0.906595,0.479586308,L,D
10,10,numpy-1.24.2,1927,0.024948,1,0.260893907,L,D
22,22,six-1.16.0,893,0.020897,0.460884,0.654854174,M,D
219,219,setuptools-67.6.1,435,0.008323,0.22734,0.400968822,L,D
143,143,click-8.1.3,587,0.007014,0.28405,0.781040554,H,D
184,184,pyyaml-6.0,630,0.006842,0.3076,0.582502359,M,D
155,155,cffi-1.15.1,74,0.00673,0.04071,0.573668716,M,D
3,3,pandas-2.0.0,849,0.006316,0.40139,0.352055022,L,D
27,27,scipy-1.10.1,819,0.006276,0.396154,0.337577653,L,D
15,15,numpy-1.23.5,219,0.005681,0.190205,0.260893907,L,D
14,14,python-dateutil-2.8.2,404,0.005547,0.233324,0.838665925,H,D
249,249,typing-extensions-4.5.0,267,0.004811,0.14449,0.658811077,M,T
1,1,matplotlib-3.7.1,655,0.004566,0.303955,0.396813469,L,T
35,35,urllib3-1.26.15,223,0.004022,0.151327,0.573668716,M,T
394,394,huaweicloudsdkcore-3.1.36,135,0.003919,0.0599,0.802215214,H,T
32,32,certifi-2022.12.7,142,0.003763,0.123986,0.607135444,M,T
11,11,packaging-23.1,273,0.00359,0.169708,0.593759389,M,T
97,97,protobuf-4.22.3,254,0.00359,0.13133,0.573668716,M,T
34,34,idna-3.4,41,0.003475,0.077516,0.638660348,M,T
152,152,cryptography-40.0.2,140,0.003152,0.07871,0.494391255,L,T
24,24,pytz-2023.3,200,0.003114,0.121442,0.786790187,H,T
228,228,lxml-4.9.2,291,0.003007,0.13769,0.266529022,L,T
156,156,pycparser-2.21,9,0.002986,0.00599,0.722789175,M,T
12,12,pillow-9.5.0,268,0.002966,0.143346,0.390081507,L,T
145,145,jinja2-3.1.2,268,0.002919,0.13594,0.573668716,M,T
157,157,pycparser-2.14,2,0.002916,0.00271,0.722789175,M,T
23,23,six-1.15.0,15,0.002812,0.017629,0.654854174,M,T
59,59,aiohttp-3.8.4,243,0.002798,0.1081,0.327320982,L,T
17,17,numpy-1.22.4,39,0.002753,0.085008,0.260893907,L,T
13,13,pyparsing-3.0.9,74,0.002492,0.05472,0.573270314,M,T
5,5,tqdm-4.65.0,393,0.002428,0.187177,0.619815336,M,T
176,176,beautifulsoup4-4.12.2,243,0.002249,0.11444,0.573668716,M,T
318,318,django-4.2,98,0.002142,0.04662,0.544936339,M,T
18,18,numpy-1.21.5,23,0.002079,0.069577,0.260893907,L,T
148,148,markupsafe-2.1.2,39,0.002057,0.02799,0.855779958,H,T
36,36,pysocks-1.7.1,13,0.001858,0.05515,0.751416082,H,T
129,129,future-0.18.3,154,0.001809,0.07324,0.573668716,M,T
611,611,google-api-core-2.11.0,198,0.001807,0.08988,0.720813266,M,T
55,55,colorama-0.4.6,166,0.001805,0.07894,0.608161838,M,T
139,139,flask-2.2.3,161,0.001773,0.07513,0.763313977,H,T
16,16,numpy-1.21.6,33,0.001736,0.064446,0.260893907,L,T
361,361,protobuf-3.20.3,62,0.001692,0.04311,0.573668716,M,T
33,33,charset-normalizer-3.1.0,11,0.001572,0.054054,0.753981657,H,T
41,41,idna-2.10,21,0.001561,0.05494,0.638660348,M,T
83,83,gym-0.26.2,114,0.00153,0.05042,0.659399277,M,T
275,275,scikit-learn-1.2.2,278,0.001508,0.12517,0.356249168,L,T
246,246,pydantic-1.10.7,155,0.001503,0.0704,0.613224668,M,T
629,629,proto-plus-1.22.2,164,0.001502,0.0753,0.573668716,M,T
57,57,pygments-2.15.0,117,0.001492,0.06241,0.627188997,M,T
49,49,urllib3-1.25.11,11,0.001455,0.04901,0.573668716,M,T
141,141,pyasn1-0.4.8,37,0.001454,0.02102,0.573668716,M,T
298,298,torch-2.0.0,153,0.001438,0.06272,0.304238481,L,T
21,21,numpy-1.22.1,20,0.001408,0.050323,0.260893907,L,T
40,40,idna-2.7,6,0.001408,0.04666,0.638660348,M,T
594,594,zope-interface-6.0,98,0.001404,0.0558,0.499574396,L,T
809,809,greenlet-2.0.2,24,0.0014,0.01547,0.548385084,M,T
221,221,docopt-0.6.2,110,0.00139,0.05128,0.754159481,H,T
48,48,certifi-2021.10.8,8,0.00138,0.04752,0.607135444,M,T
47,47,certifi-2018.11.29,6,0.001362,0.04621,0.607135444,M,T
38,38,urllib3-1.26.7,6,0.001361,0.04663,0.573668716,M,T
46,46,certifi-2020.12.5,11,0.001351,0.0485,0.607135444,M,T
358,358,grpcio-1.53.0,81,0.001337,0.04742,0.573668716,M,T
726,726,wrapt-1.15.0,59,0.001337,0.03009,0.644424397,M,T
153,153,cryptography-40.0.1,24,0.001326,0.02165,0.494391255,L,T
177,177,soupsieve-2.4,10,0.001315,0.01075,0.703829253,M,T
1370,1370,gitdb-4.0.10,14,0.001305,0.0083,0.573668716,M,T
178,178,soupsieve-2.4.1,9,0.001304,0.0104,0.703829253,M,T
44,44,urllib3-1.26.14,5,0.001295,0.04507,0.573668716,M,T
37,37,charset-normalizer-2.1.1,6,0.001292,0.04602,0.753981657,H,T
265,265,networkx-3.1,167,0.001291,0.08053,0.754782163,H,T
63,63,attrs-23.1.0,90,0.001288,0.05565,0.827546126,H,T
45,45,urllib3-1.24.2,2,0.001267,0.04363,0.573668716,M,T
39,39,certifi-2018.4.16,2,0.001266,0.04363,0.607135444,M,T
42,42,urllib3-1.25.8,2,0.001264,0.04363,0.573668716,M,T
43,43,charset-normalizer-3.0.1,4,0.001264,0.04456,0.753981657,H,T
190,190,requests-toolbelt-0.10.1,41,0.001247,0.0231,0.649785712,M,T
1371,1371,smmap-5.0.0,4,0.001228,0.00224,0.698979278,M,T
69,69,attrs-22.2.0,93,0.001203,0.05659,0.827546126,H,T
395,395,simplejson-3.19.1,50,0.001199,0.02679,0.598301688,M,T
481,481,wcwidth-0.2.6,23,0.001198,0.01344,0.704142681,M,T
789,789,tomli-2.0.1,54,0.001175,0.03078,0.70663582,M,T
1067,1067,pbr-5.11.1,74,0.001159,0.03888,0.573668716,M,T
51,51,numpy-1.22.3,21,0.001149,0.03666,0.260893907,L,T
1318,1318,pyserial-3.5,57,0.001117,0.02682,0.575906728,M,T
613,613,google-auth-2.17.3,77,0.001078,0.04439,0.701580505,M,T
678,678,h5py-3.8.0,137,0.001075,0.06466,0.573668716,M,T
339,339,click-7.1.2,75,0.001058,0.03647,0.781040554,H,T
500,500,pytest-7.3.1,124,0.001057,0.05609,0.456905797,L,T
149,149,markupsafe-2.0.1,15,0.001052,0.01474,0.855779958,H,T
134,134,dnspython-2.3.0,27,0.001,0.01394,0.712805703,M,T
25,25,tzdata-2023.3,5,0.000998,0.021274,0.744991043,M,T
321,321,sqlparse-0.4.3,18,0.000995,0.01112,0.638047486,M,T
320,320,asgiref-3.6.0,18,0.000991,0.01116,0.718521638,M,T
346,346,sniffio-1.3.0,29,0.000956,0.01699,0.700285548,M,T
636,636,httpie-3.2.1,55,0.000955,0.02103,0.690928893,M,T
1369,1369,gitpython-3.1.31,90,0.000933,0.04142,0.573668716,M,T
62,62,async-timeout-4.0.2,31,0.000926,0.02149,0.758138026,H,T
413,413,appdirs-1.4.4,113,0.000923,0.05338,0.888058864,H,T
808,808,sqlalchemy-2.0.9,105,0.000923,0.04865,0.223702889,L,T
274,274,wheel-0.40.0,58,0.000893,0.02821,0.643444469,M,T
20,20,packaging-21.3,32,0.00089,0.035557,0.593759389,M,T
165,165,decorator-5.1.1,62,0.000888,0.03326,0.7537292,H,T
828,828,astropy-5.2.2,124,0.000882,0.05663,0.470102579,L,T
142,142,pyopenssl-23.1.1,51,0.000872,0.02963,0.687555257,M,T
50,50,numpy-1.22.2,6,0.000871,0.02258,0.260893907,L,T
345,345,anyio-3.6.2,32,0.00087,0.01512,0.741335072,M,T
126,126,tabulate-0.9.0,116,0.000864,0.05436,0.646809249,M,T
194,194,zipp-3.15.0,15,0.000858,0.00885,0.685200734,M,T
151,151,babel-2.12.1,35,0.000848,0.02388,0.815605004,H,T
150,150,markupsafe-2.1.1,9,0.000814,0.01089,0.855779958,H,T
638,638,pyjwt-2.6.0,79,0.000814,0.03726,0.689097695,M,T
469,469,traitlets-5.9.0,60,0.000813,0.03529,0.631618188,M,T
95,95,jsonschema-4.17.3,118,0.0008,0.05165,0.566904786,M,T
106,106,regex-2023.3.23,54,0.000799,0.02727,0.382117397,L,T
648,648,httpx-0.24.0,72,0.000787,0.03108,0.551984718,M,T
568,568,jmespath-1.0.1,33,0.000783,0.01959,0.751241116,H,T
538,538,googleapis-common-protos-1.59.0,59,0.00078,0.0303,0.763115661,H,T
671,671,termcolor-2.2.0,62,0.00078,0.03053,0.715614182,M,T
552,552,argparse-1.4.0,66,0.000776,0.03046,0.829467632,H,T
427,427,bs4-0.0.1,86,0.000774,0.03665,0.573668716,M,T
65,65,multidict-6.0.4,25,0.000773,0.0209,0.609892488,M,T
81,81,httplib2-0.22.0,61,0.000772,0.03305,0.573668716,M,T
405,405,psutil-5.9.4,87,0.000771,0.04206,0.60049988,M,T
146,146,werkzeug-2.2.3,49,0.000752,0.02713,0.551480512,M,T
204,204,requests-2.27.1,29,0.00075,0.01023,0.479586308,L,T
162,162,rich-13.3.4,86,0.000749,0.04033,0.65949082,M,T
1566,1566,selenium-4.8.3,54,0.000742,0.02297,0.528159757,M,T
84,84,cloudpickle-2.2.1,44,0.000731,0.02472,0.729166061,M,T
244,244,joblib-1.2.0,83,0.000723,0.04613,0.55422828,M,T
112,112,pycryptodome-3.17,47,0.000704,0.02287,0.634173958,M,T
609,609,google-api-python-client-2.85.0,83,0.000684,0.03477,0.654472303,M,T
8,8,fonttools-4.39.3,29,0.000665,0.026256,0.547940771,M,T
322,322,sqlparse-0.4.4,4,0.000664,0.00404,0.638047486,M,T
439,439,redis-4.5.4,53,0.00066,0.02387,0.504089726,M,T
66,66,yarl-1.8.2,44,0.000646,0.02443,0.580524187,M,T
127,127,toml-0.10.2,86,0.000646,0.04071,0.660148803,M,T
581,581,sortedcontainers-2.4.0,38,0.00063,0.01931,0.630070068,M,T
293,293,requests-oauthlib-1.3.1,49,0.000627,0.02275,0.575774868,M,T
554,554,paramiko-3.1.0,44,0.000623,0.01968,0.669730769,M,T
930,930,gevent-22.10.2,43,0.000614,0.01814,0.573668716,M,T
1093,1093,graphql-core-3.2.3,26,0.000609,0.01288,0.609022286,M,T
270,270,pandas-1.5.3,91,0.000602,0.04471,0.352055022,L,T
289,289,markdown-3.4.3,52,0.0006,0.02466,0.821689935,H,T
961,961,humilis-1.7.1,25,0.000599,0.00869,0.819423472,H,T
128,128,tornado-6.2,53,0.000596,0.028,0.551278058,M,T
105,105,toolz-0.12.0,34,0.000582,0.0175,0.652151859,M,T
570,570,jmespath-0.10.0,24,0.000577,0.01327,0.751241116,H,T
927,927,ruamel-yaml-0.17.21,62,0.000567,0.0288,0.627899463,M,T
1839,1839,hypothesis-6.72.0,35,0.000567,0.01328,0.478982695,L,T
1535,1535,ply-3.11,27,0.000563,0.01332,0.573668716,M,T
73,73,attrs-21.4.0,31,0.000556,0.02317,0.827546126,H,T
564,564,boto3-1.26.114,52,0.000556,0.02243,0.573668716,M,T
1342,1342,pygame-2.3.0,41,0.000556,0.01876,0.440866313,L,T
167,167,markdown-it-py-2.2.0,16,0.000555,0.00806,0.636462198,M,T
421,421,rsa-4.9,18,0.000555,0.01261,0.742677869,M,T
144,144,itsdangerous-2.1.2,27,0.000553,0.01738,0.877979849,H,T
599,599,opencv-python-4.7.0.72,72,0.000553,0.03215,0.562816875,M,T
820,820,cython-0.29.34,58,0.000538,0.02747,0.403906819,L,T
295,295,requests-2.25.1,39,0.000537,0.01516,0.479586308,L,T
203,203,webencodings-0.5.1,14,0.000535,0.00819,0.720940291,M,T
417,417,oauth2client-4.1.3,65,0.000534,0.02743,0.573668716,M,T
1224,1224,sphinx-6.1.3,54,0.000529,0.01758,0.46890645,L,T
641,641,pip-23.1,33,0.000527,0.01697,0.446073866,L,T
1570,1570,urllib3-secure-extra-0.1.0,1,0.000523,0.00646,0.573668716,M,T
928,928,ruamel-yaml-clib-0.2.7,2,0.000518,0.00228,0.573668716,M,T
1463,1463,python-xlib-0.33,8,0.000508,0.00329,0.597369122,M,T
464,464,ipython-8.12.0,82,0.000506,0.03461,0.544012126,M,T
237,237,blessings-1.7,20,0.000504,0.00882,0.631397153,M,T
247,247,pyyaml-5.4.1,47,0.000503,0.02193,0.582502359,M,T
201,201,docutils-0.19,46,0.000502,0.0234,0.573668716,M,T
2009,2009,watchdog-3.0.0,39,0.000491,0.0185,0.594156137,M,T
199,199,more-itertools-9.1.0,37,0.000486,0.01789,0.575406957,M,T
662,662,et-xmlfile-1.1.0,11,0.000486,0.0065,0.573668716,M,T
420,420,pyasn1-modules-0.2.8,16,0.000484,0.01187,0.573668716,M,T
670,670,tensorflow-2.12.0,73,0.00048,0.02203,0.398983919,L,T
299,299,filelock-3.11.0,38,0.000473,0.02306,0.60816995,M,T
273,273,mpmath-1.3.0,16,0.00047,0.00808,0.695357159,M,T
616,616,google-auth-1.35.0,34,0.000467,0.01787,0.701580505,M,T
485,485,defusedxml-0.7.1,34,0.000465,0.0176,0.934873627,H,T
138,138,chardet-5.1.0,43,0.000458,0.0204,0.740379799,M,T
224,224,funcparserlib-1.0.1,4,0.000458,0.00229,0.785623436,H,T
621,621,cachetools-5.3.0,35,0.000457,0.01859,0.775973642,H,T
1025,1025,grpc-google-iam-v1-0.12.6,61,0.000456,0.026,0.573668716,M,T
239,239,html5lib-1.1,44,0.000455,0.01969,0.573668716,M,T
450,450,ipywidgets-8.0.6,38,0.000455,0.01582,0.650128916,M,T
1014,1014,exceptiongroup-1.1.1,9,0.00045,0.00844,0.673229313,M,T
757,757,deprecated-1.2.13,39,0.000443,0.0188,0.764637992,H,T
168,168,pygments-2.15.1,18,0.000437,0.01362,0.627188997,M,T
360,360,msgpack-1.0.5,47,0.000432,0.02349,0.713972512,M,T
223,223,hy-0.26.0,17,0.000422,0.0074,0.68571945,M,T
750,750,seaborn-0.12.2,103,0.000422,0.04387,0.603997133,M,T
512,512,websocket-client-1.5.1,44,0.000421,0.02213,0.598535156,M,T
815,815,xmltodict-0.13.0,40,0.000418,0.01866,0.670046906,M,T
1444,1444,marshmallow-3.19.0,41,0.000417,0.01874,0.65199144,M,T
68,68,brotli-1.0.9,19,0.000415,0.01508,0.568848542,M,T
164,164,dill-0.3.6,52,0.000415,0.02554,0.875266364,H,T
904,904,chardet-3.0.4,37,0.000414,0.01922,0.740379799,M,T
639,639,cryptography-3.4.8,19,0.000412,0.01067,0.494391255,L,T
64,64,frozenlist-1.3.3,8,0.00041,0.00938,0.627251129,M,T
85,85,gym-notices-0.0.8,4,0.00041,0.00439,0.684347051,M,T
612,612,google-auth-httplib2-0.1.0,53,0.000407,0.02336,0.573668716,M,T
1204,1204,graphql-core-2.3.2,23,0.000407,0.00993,0.609022286,M,T
19,19,pillow-8.4.0,13,0.000406,0.02144,0.390081507,L,T
1573,1573,sqlalchemy-1.4.47,38,0.000403,0.01815,0.223702889,L,T
806,806,configparser-5.3.0,34,0.000398,0.01595,0.91594428,H,T
147,147,jinja2-3.0.3,16,0.000394,0.01042,0.573668716,M,T
252,252,python-dotenv-1.0.0,31,0.000391,0.01831,0.580229603,M,T
276,276,numba-0.56.4,48,0.000386,0.02032,0.573668716,M,T
98,98,websockets-11.0.1,35,0.000385,0.01755,0.616334727,M,T
1568,1568,trio-0.22.0,22,0.000385,0.0074,0.625165286,M,T
740,740,isodate-0.6.1,27,0.000384,0.01321,0.626133602,M,T
1277,1277,biopython-1.81,41,0.000384,0.01798,0.494134228,L,T
610,610,google-auth-oauthlib-1.0.0,44,0.000382,0.01956,0.611642131,M,T
241,241,nltk-3.8.1,37,0.000379,0.01526,0.768963608,H,T
385,385,platformdirs-3.2.0,22,0.000377,0.01269,0.614898023,M,T
163,163,iso8601-1.1.0,41,0.000375,0.02114,0.573668716,M,T
192,192,importlib-metadata-6.4.1,26,0.000374,0.01363,0.738331031,M,T
340,340,h11-0.14.0,18,0.00037,0.00952,0.573668716,M,T
562,562,ujson-5.7.0,36,0.000369,0.01748,0.590852928,M,T
218,218,flask-1.1.4,37,0.000367,0.01577,0.763313977,H,T
230,230,typing-3.7.4.3,27,0.000367,0.0125,0.6436541,M,T
267,267,sympy-1.11.1,26,0.000363,0.01483,0.49260513,L,T
470,470,psutil-5.9.5,48,0.00036,0.0233,0.60049988,M,T
792,792,pyqt5-5.15.9,44,0.000358,0.01938,0.573668716,M,T
1290,1290,paho-mqtt-1.6.1,25,0.000358,0.01156,0.573668716,M,T
569,569,s3transfer-0.6.0,16,0.000357,0.00697,0.573668716,M,T
480,480,ptyprocess-0.7.0,4,0.000353,0.00286,0.78223555,H,T
605,605,pyqt5-sip-12.12.0,12,0.000353,0.0067,0.573668716,M,T
362,362,scikit-image-0.20.0,65,0.000352,0.02569,0.45153039,L,T
987,987,prettytable-3.7.0,47,0.000351,0.02196,0.602025752,M,T
515,515,qtpy-2.3.1,27,0.00035,0.01282,0.853456494,H,T
660,660,h2-4.1.0,19,0.000349,0.00989,0.573668716,M,T
528,528,mypy-extensions-1.0.0,23,0.000344,0.01211,0.763906219,H,T
1016,1016,pluggy-1.0.0,19,0.000344,0.01229,0.606995648,M,T
869,869,tzlocal-4.3,39,0.000343,0.01906,0.67877519,M,T
9,9,kiwisolver-1.4.4,14,0.000342,0.021345,0.595092828,M,T
441,441,hiredis-2.2.2,3,0.000342,0.00253,0.576936617,M,T
555,555,bcrypt-4.0.1,20,0.000337,0.01093,0.726182076,M,T
1205,1205,promise-2.3,17,0.000337,0.0086,0.765197434,H,T
526,526,commonmark-0.9.1,17,0.000333,0.00869,0.75256517,H,T
965,965,boto3-1.26.115,40,0.000329,0.01724,0.573668716,M,T
673,673,absl-py-1.4.0,40,0.000328,0.02078,0.573668716,M,T
137,137,pycryptodomex-3.17,25,0.000327,0.01216,0.651675483,M,T
888,888,pytz-deprecation-shim-0.1.0.post0,2,0.000326,0.00133,0.573668716,M,T
476,476,prompt-toolkit-3.0.38,27,0.000325,0.01399,0.531189828,M,T
514,514,arrow-1.2.3,26,0.000324,0.01189,0.659191871,M,T
614,614,uritemplate-4.1.1,26,0.000324,0.0143,0.689428078,M,T
1090,1090,importlib-resources-5.12.0,29,0.000321,0.01451,0.75712155,H,T
474,474,pexpect-4.8.0,34,0.00032,0.01747,0.573668716,M,T
7,7,cycler-0.11.0,12,0.000319,0.020275,0.759591482,H,T
556,556,pynacl-1.5.0,14,0.000319,0.00762,0.717755926,M,T
1055,1055,pyperclip-1.8.2,30,0.000319,0.01412,0.755261211,H,T
166,166,py-1.11.0,22,0.000318,0.01118,0.681673226,M,T
227,227,cssselect-1.2.0,23,0.000317,0.01125,0.875578066,H,T
1207,1207,text-unidecode-1.3,7,0.000317,0.0044,0.725673181,M,T
326,326,requests-2.26.0,28,0.000316,0.01018,0.479586308,L,T
567,567,botocore-1.29.114,20,0.000316,0.00879,0.294020913,L,T
264,264,statsmodels-0.13.5,68,0.000315,0.02691,0.518383165,M,T
1018,1018,djangorestframework-3.14.0,27,0.000314,0.01076,0.595628735,M,T
390,390,tornado-6.3,26,0.000313,0.0149,0.551278058,M,T
796,796,deprecation-2.1.0,22,0.000311,0.00959,0.904814892,H,T
75,75,multidict-5.2.0,6,0.00031,0.00912,0.609892488,M,T
1673,1673,webob-1.8.7,22,0.000309,0.01093,0.632476384,M,T
1196,1196,twisted-22.10.0,42,0.000308,0.01502,0.552022574,M,T
932,932,zope-event-4.6,18,0.000307,0.01129,0.681056551,M,T
534,534,asn1crypto-1.5.1,17,0.000306,0.00831,0.573668716,M,T
739,739,rdflib-6.3.2,21,0.000305,0.0092,0.68293017,M,T
571,571,botocore-1.29.115,18,0.000303,0.00772,0.294020913,L,T
300,300,nvidia-cublas-cu11-11.10.3.66,6,0.000302,0.00538,0.573668716,M,T
242,242,sklearn-0.0.post4,52,0.000299,0.02397,0.573668716,M,T
294,294,oauthlib-3.2.2,23,0.000299,0.01102,0.814313573,H,T
1474,1474,unidecode-1.3.6,28,0.000296,0.01302,0.742305746,M,T
6,6,contourpy-1.0.7,9,0.000294,0.016168,0.805287543,H,T
1284,1284,graphviz-0.20.1,21,0.000294,0.00984,0.756550078,H,T
154,154,cryptography-39.0.2,4,0.000292,0.00262,0.494391255,L,T
650,650,openpyxl-3.1.2,59,0.000291,0.02711,0.573668716,M,T
498,498,coverage-7.2.3,19,0.000289,0.00896,0.397446824,L,T
544,544,protobuf-4.21.12,5,0.000282,0.00788,0.573668716,M,T
382,382,rich-12.6.0,19,0.000274,0.00896,0.65949082,M,T
406,406,pyzmq-25.0.2,31,0.000273,0.01672,0.530916382,M,T
1547,1547,shapely-2.0.1,41,0.000271,0.01883,0.477426178,L,T
1404,1404,pycrypto-2.6.1,22,0.00027,0.01019,0.573668716,M,T
1804,1804,six-1.12.0,19,0.000268,0.00917,0.654854174,M,T
1015,1015,iniconfig-2.0.0,11,0.000267,0.00826,0.633863657,M,T
250,250,email-validator-2.0.0.post1,7,0.000265,0.00612,0.573668716,M,T
104,104,cytoolz-0.12.1,14,0.000262,0.00722,0.895231857,H,T
542,542,protobuf-3.20.2,3,0.000258,0.00688,0.573668716,M,T
1628,1628,loguru-0.7.0,31,0.000258,0.01451,0.744367707,M,T
872,872,pycares-4.3.0,3,0.000254,0.00135,0.707018823,M,T
251,251,email-validator-2.0.0,4,0.000253,0.00437,0.630894507,M,T
1203,1203,graphene-2.1.9,22,0.000253,0.00845,0.673737466,M,T
1333,1333,httpx-0.23.3,22,0.000253,0.00788,0.551984718,M,T
1034,1034,netifaces-0.11.0,27,0.000252,0.01358,0.615563685,M,T
543,543,grpcio-1.47.0,9,0.000251,0.00687,0.573668716,M,T
253,253,email-validator-1.3.1,8,0.00025,0.00632,0.630894507,M,T
254,254,python-dotenv-0.21.1,8,0.00025,0.0076,0.580229603,M,T
1678,1678,bottle-0.12.25,17,0.00025,0.00793,0.573668716,M,T
348,348,hydra-core-1.3.2,18,0.000249,0.00686,0.703524982,M,T
817,817,voluptuous-0.13.1,23,0.000249,0.0108,0.649135741,M,T
1308,1308,graphene-3.2.2,20,0.000249,0.00817,0.673737466,M,T
1382,1382,spacy-3.5.2,40,0.000246,0.0088,0.474787772,L,T
1870,1870,typing-inspect-0.8.0,16,0.000245,0.00696,0.692557797,M,T
900,900,protobuf-3.20.1,11,0.000244,0.00556,0.573668716,M,T
548,548,plotly-5.14.1,47,0.000243,0.02071,0.628840967,M,T
714,714,aiofiles-23.1.0,25,0.000243,0.01176,0.751449006,H,T
732,732,ecdsa-0.18.0,20,0.000243,0.00917,0.603893034,M,T
364,364,typer-0.7.0,34,0.000242,0.01452,0.675640048,M,T
1541,1541,pyproj-3.5.0,30,0.000242,0.01428,0.633420647,M,T
1184,1184,texttable-1.6.7,13,0.00024,0.00624,0.708822214,M,T
640,640,cryptography-36.0.2,5,0.000238,0.00357,0.494391255,L,T
1409,1409,gpxpy-1.5.0,16,0.000237,0.00736,0.734083011,M,T
1307,1307,graphene-django-3.0.0,23,0.000236,0.00782,0.676930227,M,T
1567,1567,trio-websocket-0.10.2,8,0.000235,0.00351,0.707302245,M,T
1871,1871,typing-extensions-3.10.0.2,18,0.000234,0.00894,0.658811077,M,T
989,989,rapidfuzz-2.15.1,4,0.000232,0.00192,0.6027596,M,T
926,926,colorlog-6.7.0,17,0.000231,0.00824,0.745257102,M,T
67,67,aiodns-3.0.0,9,0.000227,0.00892,0.75576147,H,T
370,370,prometheus-client-0.16.0,22,0.000227,0.01122,0.701921834,M,T
1545,1545,xarray-2023.4.0,48,0.000227,0.01892,0.550252534,M,T
449,449,ipykernel-6.22.0,37,0.000224,0.01227,0.533927788,M,T
1104,1104,datetime-5.1,24,0.000224,0.01012,0.760717927,H,T
1411,1411,einops-0.6.0,14,0.000224,0.00649,0.621801854,M,T
268,268,threadpoolctl-3.1.0,11,0.000223,0.01145,0.710270602,M,T
93,93,eth-utils-2.1.0,18,0.000222,0.00777,0.612692148,M,T
187,187,keyring-23.13.1,30,0.00022,0.01125,0.843216525,H,T
255,255,typing-extensions-4.4.0,3,0.00022,0.0047,0.658811077,M,T
765,765,pathlib-1.0.1,31,0.00022,0.01435,0.573668716,M,T
1746,1746,guillotina-6.4.2,34,0.00022,0.0069,0.689415171,M,T
117,117,jsonpointer-2.3,4,0.000219,0.00464,0.778733765,H,T
622,622,cachetools-4.1.1,2,0.000219,0.00277,0.775973642,H,T
1259,1259,google-cloud-core-2.3.2,19,0.000218,0.00794,0.74518312,M,T
1300,1300,blinker-1.6.2,19,0.000218,0.00951,0.904775473,H,T
1740,1740,blessed-1.20.0,14,0.000218,0.00591,0.755107973,H,T
1348,1348,cached-property-1.5.2,29,0.000217,0.01371,0.759226144,H,T
1636,1636,validators-0.20.0,26,0.000217,0.01179,0.670220531,M,T
1930,1930,zope-component-6.0,47,0.000217,0.02159,0.670919024,M,T
995,995,loguru-0.6.0,20,0.000216,0.00961,0.744367707,M,T
282,282,scipy-1.8.0,15,0.000215,0.01198,0.337577653,L,T
466,466,jupyter-core-5.3.0,26,0.000215,0.01466,0.583393962,M,T
729,729,orjson-3.8.10,28,0.000215,0.01371,0.56776913,M,T
70,70,attrs-19.1.0,6,0.000214,0.00791,0.827546126,H,T
793,793,pyqt5-qt5-5.15.2,5,0.000214,0.0033,0.573668716,M,T
76,76,multidict-4.7.6,8,0.000211,0.00497,0.609892488,M,T
550,550,tenacity-8.2.2,19,0.000211,0.00998,0.650759763,M,T
923,923,hyperframe-6.0.1,6,0.000211,0.00323,0.765127849,H,T
618,618,grpcio-status-1.53.0,11,0.000209,0.00799,0.573668716,M,T
1354,1354,docker-6.0.1,33,0.000209,0.01213,0.620656234,M,T
430,430,beautifulsoup4-4.9.3,10,0.000208,0.00561,0.573668716,M,T
988,988,levenshtein-0.20.9,3,0.000208,0.00117,0.739885675,M,T
578,578,pyarrow-11.0.0,37,0.000207,0.01706,0.534830208,M,T
799,799,jinja2-2.11.3,26,0.000207,0.01166,0.573668716,M,T
72,72,attrs-20.3.0,6,0.000206,0.00789,0.827546126,H,T
539,539,oauth2client-3.0.0,25,0.000206,0.00888,0.573668716,M,T
61,61,aiosignal-1.3.1,6,0.000205,0.00777,0.648895329,M,T
572,572,botocore-1.29.113,10,0.000204,0.00344,0.294020913,L,T
1020,1020,django-3.2.18,11,0.000203,0.00444,0.544936339,M,T
193,193,importlib-metadata-6.3.0,21,0.000202,0.01155,0.738331031,M,T
1931,1931,zope-i18nmessageid-6.0.1,20,0.000202,0.01181,0.573668716,M,T
216,216,inflection-0.5.1,18,0.000201,0.00864,0.770302658,H,T
171,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,0.659930941,M,T
206,206,pendulum-2.1.2,28,0.0002,0.01229,0.696941211,M,T
620,620,grpcio-status-1.47.0,11,0.0002,0.00693,0.573668716,M,T
984,984,python-levenshtein-0.20.9,12,0.0002,0.00543,0.830421152,H,T
71,71,yarl-1.8.1,7,0.000198,0.00764,0.580524187,M,T
1632,1632,humanize-4.6.0,25,0.000198,0.01176,0.581137313,M,T
91,91,eth-hash-0.5.1,11,0.000197,0.0049,0.627676632,M,T
579,579,zipp-3.1.0,2,0.000195,0.00151,0.685200734,M,T
680,680,keras-2.12.0,19,0.000194,0.00977,0.609034932,M,T
1258,1258,google-cloud-storage-2.8.0,27,0.000194,0.01072,0.710825813,M,T
169,169,mdurl-0.1.2,2,0.000193,0.00125,0.828002022,H,T
170,170,linkify-it-py-2.0.0,3,0.000193,0.00127,0.694979533,M,T
381,381,numpy-1.24.1,8,0.000192,0.0056,0.260893907,L,T
