,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category
1428,1428,pint-pandas-0.3,3,0.000039,0.00055,0.780977979,H,T
1429,1429,pyxlsb-1.0.10,1,0.000039,0.00055,0.801516596,H,T
1439,1439,importlib-metadata-6.4.0,2,0.000039,0.00046,0.738331031,M,T
1440,1440,mplleaflet-0.0.5,3,0.000039,0.00046,0.784626971,H,T
1441,1441,vincenty-0.1.4,1,0.000039,0.00046,0.758297952,H,T
1452,1452,joblib-1.0.1,2,0.000039,0.00091,0.55422828,M,T
1469,1469,abnum-0.1.10,3,0.000039,0.00046,0.848568588,H,T
1470,1470,greek-accentuation-1.2.0,1,0.000039,0.00046,0.810747646,H,T
1637,1637,python-io-wrapper-0.3.1,1,0.000039,0.00052,0.573668716,M,T
1640,1640,xlrd3-1.1.0,1,0.000039,0.00052,0.573668716,M,T
1700,1700,googleapis-common-protos-stubs-2.2.0,5,0.000039,0.00046,0.831353624,H,T
1707,1707,httmock-1.4.0,2,0.000039,0.00046,0.756918357,H,T
1719,1719,tabmat-3.1.7,4,0.000039,0.00046,0.693211059,M,T
1756,1756,gocept-cache-5.0,5,0.000039,0.00046,0.649019427,M,T
1762,1762,classeval-0.2.0,7,0.000039,0.00091,0.846942911,H,T
1772,1772,scatterd-1.2.6,6,0.000039,0.00048,0.836140206,H,T
1863,1863,dbstream-0.1.21,4,0.000039,0.00046,0.805045708,H,T
1866,1866,google-cloud-secret-manager-2.7.2,6,0.000039,0.00046,0.757513973,H,T
1964,1964,microprediction-1.1.34,15,0.000039,0.00046,0.777503281,H,T
1973,1973,muid-0.5.3,2,0.000039,0.0005,0.810903801,H,T
259,259,dowhy-0.7.1,9,0.000038,0.00046,0.587850513,M,T
558,558,heyvi-0.2.25,8,0.000038,0.00048,0.847114664,H,T
583,583,zict-2.2.0,2,0.000038,0.00063,0.573668716,M,T
584,584,zict-3.0.0,1,0.000038,0.00063,0.573668716,M,T
688,688,tensorboard-data-server-0.7.0,1,0.000038,0.00062,0.572926092,M,T
821,821,elk-waveform-0.13,5,0.000038,0.00046,0.695118973,M,T
824,824,nestle-0.2.0,1,0.000038,0.00046,0.781644902,H,T
848,848,nibabel-4.0.2,4,0.000038,0.00046,0.843481875,H,T
954,954,ppca-0.0.4,3,0.000038,0.00046,0.573668716,M,T
1057,1057,gnocchiclient-7.0.8,9,0.000038,0.00046,0.625185806,M,T
1395,1395,confection-0.0.4,3,0.000038,0.00049,0.794639802,H,T
1484,1484,guniflask-0.12.16,10,0.000038,0.00046,0.693092227,M,T
1506,1506,hafsqlpublish-0.0.8,4,0.000038,0.00052,0.710845235,M,T
1508,1508,assertpy-1.1,1,0.000038,0.00052,0.7735796,H,T
1511,1511,hafapiserver-0.0.9,7,0.000038,0.00052,0.710845235,M,T
1626,1626,frictionless-5.11.1,21,0.000038,0.00048,0.713074339,M,T
1630,1630,tableschema-to-template-0.0.13,4,0.000038,0.00048,0.738553499,M,T
1666,1666,cachetools-2.1.0,1,0.000038,0.00048,0.775973642,H,T
1667,1667,dogpile-cache-0.6.8,1,0.000038,0.00048,0.726229229,M,T
1670,1670,pyjwkest-1.0.9,5,0.000038,0.00048,0.573668716,M,T
1739,1739,setproctitle-1.2.3,1,0.000038,0.00046,0.664442386,M,T
1816,1816,fleetspeak-0.1.11,3,0.000038,0.00053,0.765427927,H,T
1818,1818,ipaddr-2.2.0,1,0.000038,0.00053,0.77897445,H,T
1821,1821,yara-python-4.2.3,1,0.000038,0.00053,0.670008504,M,T
1836,1836,watson-developer-cloud-2.10.1,4,0.000038,0.00046,0.655743815,M,T
1851,1851,seawater-3.3.4,2,0.000038,0.00046,0.738378655,M,T
1873,1873,emails-0.6,7,0.000038,0.00046,0.665648258,M,T
1874,1874,mail-parser-3.15.0,3,0.000038,0.00046,0.899866993,H,T
1877,1877,pyiotools-0.3.18,15,0.000038,0.00046,0.83106737,H,T
1899,1899,gender-guesser-0.4.0,1,0.000038,0.0005,0.794516347,H,T
1900,1900,pyinstrument-4.4.0,1,0.000038,0.0005,0.603763242,M,T
1914,1914,typed-settings-1.1.1,4,0.000038,0.00046,0.573668716,M,T
1989,1989,daemonize-2.5.0,2,0.000038,0.00096,0.645246059,M,T
2005,2005,apispec-6.3.0,2,0.000038,0.00046,0.71020202,M,T
2006,2006,functions-framework-3.3.0,6,0.000038,0.00046,0.7688418,H,T
2007,2007,goblet-gcp-client-0.1.3,2,0.000038,0.00046,0.573668716,M,T
2013,2013,crayons-0.3.0,2,0.000038,0.00046,0.780975257,H,T
2014,2014,emoji-0.5.4,1,0.000038,0.00046,0.593941751,M,T
2015,2015,gitpython-3.1.2,2,0.000038,0.00046,0.573668716,M,T
2016,2016,jinja2-2.11.2,2,0.000038,0.00046,0.573668716,M,T
2020,2020,semver-2.10.1,1,0.000038,0.00046,0.671645522,M,T
2120,2120,prefixspan-0.5.2,3,0.000038,0.00046,0.806919367,H,T
277,277,slicer-0.0.7,2,0.000037,0.00098,0.747265624,M,T
278,278,cloudpickle-2.0.0,2,0.000037,0.00098,0.729166061,M,T
279,279,numba-0.55.1,5,0.000037,0.00098,0.573668716,M,T
508,508,notebook-shim-0.2.2,3,0.000037,0.00051,0.508616654,M,T
746,746,azure-cosmos-4.3.1,2,0.000037,0.00046,0.412560134,L,T
747,747,koalas-0.32.0,5,0.000037,0.00046,0.724440845,M,T
761,761,imutils-0.5.4,1,0.000037,0.00046,0.789233774,H,T
763,763,mouse-0.7.1,1,0.000037,0.00046,0.786531607,H,T
836,836,pegasus-wms-api-5.0.5,2,0.000037,0.00048,0.757130086,H,T
1081,1081,featuretools-1.24.0,14,0.000037,0.00055,0.574817735,M,T
1082,1082,featuretools-1.25.0,12,0.000037,0.00055,0.574817735,M,T
1084,1084,woodwork-0.22.0,8,0.000037,0.00048,0.678977749,M,T
1125,1125,abl-quantconnect-stubs-13987.1,3,0.000037,0.00046,0.828073647,H,T
1247,1247,google-music-utils-2.5.0,5,0.000037,0.00046,0.831392884,H,T
1451,1451,dependency-injector-4.20.2,2,0.000037,0.00046,0.545484215,M,T
1454,1454,lxml-4.6.5,1,0.000037,0.00046,0.266529022,L,T
1455,1455,maskpass-0.3.5,2,0.000037,0.00046,0.831535332,H,T
1456,1456,ptvsd-4.3.2,1,0.000037,0.00046,0.562451143,M,T
1457,1457,pyshortcuts-1.8.3,1,0.000037,0.00046,0.780819049,H,T
1458,1458,python-certifi-win32-1.6.1,4,0.000037,0.00046,0.573668716,M,T
1495,1495,keras-2.11.0,1,0.000037,0.00048,0.609034932,M,T
1496,1496,tensorboard-2.11.2,14,0.000037,0.00048,0.568396287,M,T
1497,1497,tensorflow-estimator-2.11.0,1,0.000037,0.00048,0.642168592,M,T
1538,1538,gostnets-1.0.1,9,0.000037,0.00046,0.794418836,H,T
1539,1539,ogr-0.44.0,9,0.000037,0.00046,0.606140115,M,T
1633,1633,marko-1.3.0,1,0.000037,0.00048,0.62535658,M,T
1691,1691,i2mc-2.2.2,6,0.000037,0.00046,0.573668716,M,T
1764,1764,df2onehot-1.0.3,6,0.000037,0.00046,0.573668716,M,T
1765,1765,imagesc-0.3.0,7,0.000037,0.00046,0.847225762,H,T
1887,1887,case-conversion-2.1.0,2,0.000037,0.00055,0.832390492,H,T
1888,1888,clipboard-0.0.4,2,0.000037,0.00055,0.812542911,H,T
1891,1891,html-text-0.5.2,2,0.000037,0.00055,0.794183368,H,T
1892,1892,msoffcrypto-tool-5.0.1,3,0.000037,0.00055,0.786197967,H,T
1894,1894,prettierfier-1.0.3,1,0.000037,0.00055,0.831746129,H,T
1897,1897,infi-systray-0.1.12,2,0.000037,0.00048,0.656710673,M,T
1918,1918,gradient-utils-0.5.0,4,0.000037,0.00046,0.778338456,H,T
1970,1970,pycoingecko-3.1.0,2,0.000037,0.00048,0.775195324,H,T
130,130,grimoirelab-toolkit-0.3.3,4,0.000036,0.00094,0.649093933,M,T
359,359,gymnasium-0.26.3,4,0.000036,0.00059,0.515667102,M,T
371,371,py-spy-0.3.14,1,0.000036,0.00059,0.607901681,M,T
646,646,baycomp-1.0.2,4,0.000036,0.00048,0.573668716,M,T
647,647,bottleneck-1.3.7,2,0.000036,0.00048,0.735679345,M,T
651,651,opentsne-0.7.1,4,0.000036,0.00048,0.777182968,H,T
653,653,orange-widget-base-4.20.0,6,0.000036,0.00048,0.573668716,M,T
656,656,serverfiles-0.3.1,2,0.000036,0.00048,0.721192296,M,T
718,718,pyotritonclient-0.2.5,7,0.000036,0.00046,0.819915097,H,T
719,719,python-engineio-4.1.0,1,0.000036,0.00046,0.735403951,M,T
721,721,redislite-6.2.805324,4,0.000036,0.00046,0.75524108,H,T
1576,1576,azure-iot-device-2.12.0,8,0.000036,0.00046,0.617857289,M,T
1577,1577,azure-servicebus-7.9.0,5,0.000036,0.00046,0.409931417,L,T
1579,1579,locust-2.15.1,14,0.000036,0.00046,0.517375745,M,T
1580,1580,opencensus-ext-azure-1.1.9,6,0.000036,0.00046,0.719258477,M,T
1581,1581,paramiko-3.0.0,4,0.000036,0.00046,0.669730769,M,T
1991,1991,tabview-1.4.4,1,0.000036,0.00046,0.704462173,M,T
0,0,gromacs-py-2.0.3,5,0.000035,0,0.68386668,M,T
52,52,goedwig-0.2.0,1,0.000035,0,0.831759884,H,T
58,58,hubitatmaker-0.6.1,2,0.000035,0,0.656422164,M,T
77,77,humble-0.1.2,3,0.000035,0,0.695344659,M,T
82,82,gym-armed-bandits-0.0.1,2,0.000035,0,0.847724914,H,T
86,86,hashchain-1.0.0,2,0.000035,0,0.697269965,M,T
123,123,h2o-wave-ml-0.8.1,3,0.000035,0,0.573668716,M,T
131,131,able-0.3.4,1,0.000035,0,0.664980646,M,T
133,133,hekatomb-1.5,4,0.000035,0,0.94885031,H,T
158,158,hm3u8dl-cli-0.4.9,8,0.000035,0,0.573668716,M,T
172,172,hackme-1.0.0,3,0.000035,0,0.695184087,M,T
182,182,holdmykeys-0.1.0,1,0.000035,0,0.831887323,H,T
183,183,hypers-nacos-0.1.67,2,0.000035,0,0.786595374,H,T
205,205,how-short-0.1.1,1,0.000035,0,0.831838378,H,T
208,208,gunicorn-flask-swagger-example-0.0.2,6,0.000035,0,0.847669327,H,T
222,222,html-jumping-0.2.4,1,0.000035,0,0.83232772,H,T
225,225,html2json-0.2.4.1,2,0.000035,0,0.573668716,M,T
229,229,graphslib-0.0.5,1,0.000035,0,0.831802538,H,T
231,231,guilded-webhook-0.3.0,2,0.000035,0,0.695181038,M,T
232,232,gnucash-ch-filing-0.2.1,2,0.000035,0,0.847740745,H,T
233,233,grg-mp2grg-0.1.2,2,0.000035,0,0.573668716,M,T
236,236,helloworld-ashcoder-0.0.1,1,0.000035,0,0.726215776,M,T
238,238,html-sanitizer-with-iframe-0.1.0,1,0.000035,0,0.83178727,H,T
240,240,green-magic-0.5.6,5,0.000035,0,0.694965524,M,T
245,245,glassknife-0.1.0,3,0.000035,0,0.695210781,M,T
256,256,hexlet-code-dddarknight-0.1.0,1,0.000035,0,0.831846261,H,T
258,258,guangbeat-1.0,10,0.000035,0,0.615273921,M,T
285,285,iam-profile-faker-0.3.1,3,0.000035,0,0.805002598,H,T
288,288,hyde-generator-0.0.4,3,0.000035,0,0.710340899,M,T
290,290,hcloud-selfdestruct-0.1.0,2,0.000035,0,0.69522504,M,T
297,297,gradinit-0.1.1,1,0.000035,0,0.831829032,H,T
317,317,hmtvltk2-django-thumbor-1.0.2,2,0.000035,0,0.573668716,M,T
323,323,hrflow-connectors-1.0.2,4,0.000035,0,0.631985618,M,T
333,333,graw-0.0.0,1,0.000035,0,0.695230975,M,T
334,334,groupdocs-viewer-cloud-23.3,4,0.000035,0,0.683919038,M,T
335,335,hotair-0.1.0,4,0.000035,0,0.695221785,M,T
347,347,hideandseek-0.1.5,5,0.000035,0,0.847049654,H,T
352,352,gym-recorder-0.0.3,6,0.000035,0,0.847647742,H,T
387,387,gpr-complex-0.3.1,3,0.000035,0,0.831632338,H,T
391,391,graphlan-1.1.3.1,3,0.000035,0,0.828291453,H,T
393,393,huaweicloudsdkcloudpipeline-3.1.36,1,0.000035,0,0.802595805,H,T
398,398,htmlx-0.0.3,1,0.000035,0,0.831808486,H,T
399,399,grma-0.0.5,1,0.000035,0,0.811111595,H,T
401,401,gridjug-0.4.0,3,0.000035,0,0.830078732,H,T
407,407,googlewifi-0.0.21,1,0.000035,0,0.671143897,M,T
409,409,gpm-player-0.1.2,3,0.000035,0,0.69510028,M,T
423,423,hrprotoparser-0.1.dev1,1,0.000035,0,0.573668716,M,T
426,426,abrade-0.1.1,2,0.000035,0,0.711036989,M,T
434,434,hg0428db-0.0.3,1,0.000035,0,0.573668716,M,T
435,435,hashchecker-1.3,3,0.000035,0,0.831640305,H,T
436,436,http-requests-0.1,2,0.000035,0,0.831902565,H,T
437,437,haystack-redis-0.0.1,3,0.000035,0,0.941823875,H,T
442,442,abundancematching-0.3.0,2,0.000035,0,0.821004039,H,T
443,443,griffin-powermate-1.0.2,1,0.000035,0,0.820756298,H,T
445,445,hardness-0.3,7,0.000035,0,0.831734309,H,T
519,519,hyde-images-0.4.3,5,0.000035,0,0.820552586,H,T
523,523,gortz-0.1.0,2,0.000035,0,0.637055261,M,T
529,529,aalto-asr-preprocessor-2022.4.27,1,0.000035,0,0.820067259,H,T
530,530,grinmw-0.1.1,4,0.000035,0,0.662953629,M,T
537,537,grpc-google-cloud-pubsub-v1-0.14.0,3,0.000035,0,0.573668716,M,T
546,546,halem-1.0.3,5,0.000035,0,0.675264443,M,T
551,551,gluster-georep-tools-0.2,3,0.000035,0,0.820882036,H,T
557,557,gwyfile-0.2.0,2,0.000035,0,0.820772462,H,T
595,595,grispy-0.2.0,3,0.000035,0,0.800040745,H,T
596,596,harp-image-preprocess-2.4.0.4,14,0.000035,0,0.662775806,M,T
607,607,google-sheets-lib-0.4,2,0.000035,0,0.695090793,M,T
624,624,aarc-entitlement-1.0.5,1,0.000035,0,0.675609857,M,T
625,625,hot-recharge-4.0.0,3,0.000035,0,0.820357567,H,T
627,627,gpp-cpass-decrypt-0.0.1,2,0.000035,0,0.7110533,M,T
628,628,google-area120-tables-0.11.2,3,0.000035,0,0.573668716,M,T
630,630,hellowebapp-deploy-1.0.5,3,0.000035,0,0.683755274,M,T
634,634,httpie-asap-auth-0.3.0,2,0.000035,0,0.822706411,H,T
642,642,graph-sd-0.1.4b0,5,0.000035,0,0.573668716,M,T
666,666,happenings-0.0.4,4,0.000035,0,0.84764484,H,T
667,667,html2jirawiki-1.0.0,2,0.000035,0,0.573668716,M,T
668,668,gpt2-client-2.1.5,7,0.000035,0,0.573668716,M,T
690,690,grasia-dash-components-0.3.4,2,0.000035,0,0.82039811,H,T
701,701,hatool-compiler-0.0.2,3,0.000035,0,0.831807755,H,T
704,704,hyclb-0.2.3.4,2,0.000035,0,0.823339832,H,T
707,707,iaflow-2.3.0,3,0.000035,0,0.847387903,H,T
711,711,accarbon-0.0.1,4,0.000035,0,0.831829973,H,T
712,712,hypha-0.15.8,20,0.000035,0,0.783189572,H,T
741,741,gym-md-lj-test-0.5.15,3,0.000035,0,0.820629201,H,T
745,745,hivecode-0.0.0.8.17,12,0.000035,0,0.710724065,M,T
754,754,hof-1.0.1,4,0.000035,0,0.695155033,M,T
758,758,httpfind-1.0.1,1,0.000035,0,0.695199247,M,T
759,759,accentnotifications-0.0.2,1,0.000035,0,0.700027115,M,T
760,760,gym-xmoto-0.1.2,13,0.000035,0,0.83693325,H,T
767,767,hdhr-disk-space-monitor-2.2.0,2,0.000035,0,0.832165588,H,T
768,768,google-cloud-webrisk-1.11.1,3,0.000035,0,0.763134958,H,T
769,769,grapa-0.5.4.8,3,0.000035,0,0.832840593,H,T
770,770,hisia-0.3.3.1,5,0.000035,0,0.8049583,H,T
776,776,google-play-store-0.6.0,4,0.000035,0,0.794613854,H,T
778,778,hdfdict-0.3.1,2,0.000035,0,0.968194288,H,T
781,781,aadeeplearning-1.0.8,1,0.000035,0,0.833023598,H,T
782,782,googlesearch-python-1.2.3,2,0.000035,0,0.67852155,M,T
783,783,gym-robotics-1.0.1,3,0.000035,0,0.778838303,H,T
787,787,hsnf-0.3.16,6,0.000035,0,0.675514444,M,T
790,790,hypers-0.1.1,5,0.000035,0,0.67512314,M,T
794,794,http-containerize-0.4.3,2,0.000035,0,0.683877911,M,T
804,804,hamster-gtk-0.11.0,1,0.000035,0,0.672730052,M,T
810,810,hidi-0.0.3,7,0.000035,0,0.684492575,M,T
813,813,hassfeld-0.3.11a1,4,0.000035,0,0.573668716,M,T
818,818,growatt-0.0.4,1,0.000035,0,0.69505816,M,T
819,819,heron-model-0.2.5,11,0.000035,0,0.695149505,M,T
842,842,hyperplotlib-0.0.1,5,0.000035,0,0.695157558,M,T
845,845,gym-twolinkarm-env-0.1.10,3,0.000035,0,0.710668905,M,T
847,847,horos-io-0.1.2.20,10,0.000035,0,0.695047781,M,T
851,851,heaserver-buckets-1.0.0a24,1,0.000035,0,0.573668716,M,T
889,889,harmony-service-lib-1.0.22,7,0.000035,0,0.65006761,M,T
891,891,gitwatch-0.1.0,2,0.000035,0,0.968438822,H,T
892,892,grblogtools-2.0.0,5,0.000035,0,0.657833206,M,T
893,893,hacker-0.3.1,1,0.000035,0,0.639714744,M,T
895,895,httpie-bearer-auth-1.0.0,1,0.000035,0,0.684188791,M,T
896,896,hpfrec-0.2.5.post11,4,0.000035,0,0.573668716,M,T
901,901,gitsearch-cli-1.0.0,2,0.000035,0,0.772560779,H,T
906,906,happy-control-0.1.1,4,0.000035,0,0.847651004,H,T
908,908,gplaycli-3.29,2,0.000035,0,0.673349759,M,T
911,911,hicshuffle-1.1.1,2,0.000035,0,0.696671439,M,T
912,912,gugua-bot-1.1,2,0.000035,0,0.847863446,H,T
925,925,gryml-0.202002.2a616,3,0.000035,0,0.573668716,M,T
929,929,greenws-0.1.0a7,2,0.000035,0,0.573668716,M,T
933,933,aas-timeseries-0.1b4,5,0.000035,0,0.573668716,M,T
936,936,abzu-0.0.1.dev0,3,0.000035,0,0.573668716,M,T
941,941,hsv-calibration-0.7,3,0.000035,0,0.832673696,H,T
942,942,hackr-0.1.2,5,0.000035,0,0.765396625,H,T
951,951,html-scrapper-0.0.1,3,0.000035,0,0.862843432,H,T
953,953,hypertools-0.8.0,9,0.000035,0,0.763696568,H,T
958,958,graphtheory-1.0.1,2,0.000035,0,0.700005773,M,T
959,959,hentaihavendev-0.1,1,0.000035,0,0.695303644,M,T
960,960,humilis-vpc-0.5.0,1,0.000035,0,0.823818252,H,T
980,980,abattlemetrics-0.6.0.post1,2,0.000035,0,0.573668716,M,T
981,981,acdh-collatex-utils-1.12,7,0.000035,0,0.682606695,M,T
990,990,hashicon-0.1.1,1,0.000035,0,0.832004414,H,T
991,991,hub-scraper-0.6.1,8,0.000035,0,0.831805219,H,T
1001,1001,gosling-widget-0.0.2,1,0.000035,0,0.831819014,H,T
1002,1002,helium-commander-0.15.7,6,0.000035,0,0.787681255,H,T
1010,1010,grpc-utils-1.0.0,1,0.000035,0,0.69492099,M,T
1011,1011,hotedit-0.9.1.post2,1,0.000035,0,0.573668716,M,T
1017,1017,hackoregon-sandbox-1.64,2,0.000035,0,0.803695118,H,T
1023,1023,gocept-jenkinsdsl-1.0,1,0.000035,0,0.668628435,M,T
1026,1026,homeslice-0.2.0,4,0.000035,0,0.820700581,H,T
1030,1030,googlenet-pytorch-0.3.0,1,0.000035,0,0.820665746,H,T
1031,1031,acengine-0.0.5,1,0.000035,0,0.832304996,H,T
1033,1033,googledevices-1.0.3,5,0.000035,0,0.828906835,H,T
1035,1035,halpecocotools-0.0.0,3,0.000035,0,0.711127059,M,T
1036,1036,hyperscas-2.0.4,4,0.000035,0,0.925519827,H,T
1037,1037,gmlsnets-tensorflow-0.1,6,0.000035,0,0.847643434,H,T
1038,1038,humanize-gcode-0.0.5,3,0.000035,0,0.699844949,M,T
1046,1046,hspylib-kafman-0.9.103,8,0.000035,0,0.693489352,M,T
1056,1056,googlegeocodingcli-0.2,3,0.000035,0,0.831977516,H,T
1069,1069,heartbridge-2.0.0,2,0.000035,0,0.836581832,H,T
1070,1070,hops-3.2.0.0,11,0.000035,0,0.770626923,H,T
1078,1078,grafq-0.0.3,1,0.000035,0,0.831791622,H,T
1079,1079,hboard-0.1.1,2,0.000035,0,0.675603849,M,T
1091,1091,graphene-cerberus-0.1,2,0.000035,0,0.83190671,H,T
1094,1094,hoa-utils-0.1.0,2,0.000035,0,0.820786028,H,T
1096,1096,graphql-flask-1.1.0,2,0.000035,0,0.774011219,H,T
1097,1097,aablobwrapper-0.6.8,2,0.000035,0,0.847662211,H,T
1099,1099,hotckissast-1.0.1,2,0.000035,0,0.710979249,M,T
1100,1100,glaring-simulation-0.1.3,2,0.000035,0,0.831755142,H,T
1101,1101,hamcrtools-0.0.5,3,0.000035,0,0.692042351,M,T
1103,1103,hw1-curr-0.2.0,6,0.000035,0,0.573668716,M,T
1106,1106,acestream-search-1.6.1,1,0.000035,0,0.831233535,H,T
1107,1107,hydra-zen-0.10.0,2,0.000035,0,0.80003748,H,T
1108,1108,hop-plugin-snews-0.0.1,1,0.000035,0,0.695210715,M,T
1112,1112,hs2client-0.1.1,4,0.000035,0,0.573668716,M,T
1116,1116,hass-nabucasa-0.64.1,7,0.000035,0,0.758048393,H,T
1126,1126,hyperboard-0.1.1,4,0.000035,0,0.820729637,H,T
1140,1140,giturlgetter-1.0.10,5,0.000035,0,0.847576446,H,T
1142,1142,gtfslib-1.0.0,6,0.000035,0,0.820782282,H,T
1145,1145,hikka-pyro-2.0.66,2,0.000035,0,0.707291594,M,T
1147,1147,gitset-1.0.3,1,0.000035,0,0.832172031,H,T
1148,1148,gogettr-0.8.0,2,0.000035,0,0.79456123,H,T
1149,1149,google-cloud-automl-2.11.1,3,0.000035,0,0.740726671,M,T
1150,1150,gqlmod-github-0.6.1,1,0.000035,0,0.831448649,H,T
1155,1155,golcher-0.8,2,0.000035,0,0.821038295,H,T
1156,1156,gradescope-0.1.2,6,0.000035,0,0.820745905,H,T
1159,1159,honeybee-radiance-recipe-0.4.28,3,0.000035,0,0.785032229,H,T
1174,1174,gplaycli2-3.30,2,0.000035,0,0.573668716,M,T
1176,1176,aac-datasets-0.3.2,5,0.000035,0,0.695717937,M,T
1185,1185,gtirb-rewriting-0.1.1,8,0.000035,0,0.653794061,M,T
1190,1190,gmplot-1.4.1,1,0.000035,0,0.618188904,M,T
1191,1191,graphene-subscriptions-1.0.2,3,0.000035,0,0.968260476,H,T
1211,1211,hall-0.1.13,2,0.000035,0,0.831602556,H,T
1213,1213,guiqwt-4.3.3,6,0.000035,0,0.783391956,H,T
1216,1216,gracc-0.0,5,0.000035,0,0.711131109,M,T
1218,1218,abm1559-0.0.2,2,0.000035,0,0.573668716,M,T
1219,1219,horizonplot-2.0.0,4,0.000035,0,0.710751503,M,T
1220,1220,hkb-diamondsquare-1.0.2,1,0.000035,0,0.832162497,H,T
1221,1221,hms-base-2.0,1,0.000035,0,0.83201102,H,T
1223,1223,groundwork-sphinx-theme-1.1.1,1,0.000035,0,0.683873189,M,T
1234,1234,huaweicloudsdkworkspace-3.1.36,1,0.000035,0,0.805074858,H,T
1235,1235,huaweicloudsdkdc-3.1.36,1,0.000035,0,0.805111848,H,T
1236,1236,hisock-2.0.1,1,0.000035,0,0.803528114,H,T
1238,1238,accel-brain-base-1.1.0,2,0.000035,0,0.820555983,H,T
1239,1239,hastebin-client-0.1.2,1,0.000035,0,0.821110993,H,T
1240,1240,gtfo-0.3.0,4,0.000035,0,0.710963014,M,T
1241,1241,humanapi-0.1.10,2,0.000035,0,0.696302175,M,T
1243,1243,acc-lib-0.0.29,5,0.000035,0,0.653798523,M,T
1245,1245,homevee-cloud-0.0.0.15,1,0.000035,0,0.699477189,M,T
1255,1255,google-python-cloud-debugger-3.5,6,0.000035,0,0.618421684,M,T
1263,1263,gsheetz-0.0.2,4,0.000035,0,0.847597775,H,T
1266,1266,hyper-rpc-0.0.1a4,2,0.000035,0,0.573668716,M,T
1276,1276,headloop-1.0.11,2,0.000035,0,0.695201223,M,T
1280,1280,google-cloud-iot-2.9.1,4,0.000035,0,0.756915517,H,T
1281,1281,gsm0338-1.0.0,1,0.000035,0,0.573668716,M,T
1282,1282,headnode-notifier-1.5.4,1,0.000035,0,0.695042083,M,T
1283,1283,hse-advanced-python-example-project-0.2,1,0.000035,0,0.847877913,H,T
1285,1285,historist-0.1.0.dev2,1,0.000035,0,0.573668716,M,T
1286,1286,gw-frequencies-0.1.1,1,0.000035,0,0.831832255,H,T
1287,1287,google-cloud-policy-troubleshooter-1.8.1,4,0.000035,0,0.786171651,H,T
1288,1288,har2tavern-0.0.2,2,0.000035,0,0.573668716,M,T
1295,1295,abc-analysis-0.1.21,4,0.000035,0,0.820270524,H,T
1298,1298,huaweicloudsdkcampusgo-3.1.36,1,0.000035,0,0.804369687,H,T
1299,1299,gourde-0.6.0,5,0.000035,0,0.653439,M,T
1303,1303,google-alerts-0.2.9,2,0.000035,0,0.80388087,H,T
1304,1304,guesstimator-0.0.2,1,0.000035,0,0.71054404,M,T
1305,1305,guilded-py-1.7.0,1,0.000035,0,0.644245011,M,T
1306,1306,hipcat-0.1.0,2,0.000035,0,0.653684103,M,T
1310,1310,gs-meta-0.0.2,5,0.000035,0,0.831836697,H,T
1312,1312,gmtmodernize-1.2,1,0.000035,0,0.831590447,H,T
1313,1313,gridmapdecompose-0.1.7,4,0.000035,0,0.862556206,H,T
1314,1314,hoggormplot-0.13.2,1,0.000035,0,0.66210372,M,T
1316,1316,glueetl-0.0.5,1,0.000035,0,0.83171399,H,T
1317,1317,acconeer-exptool-6.0.4,10,0.000035,0,0.618021348,M,T
1321,1321,globus-automate-client-0.17.0,8,0.000035,0,0.771400789,H,T
1325,1325,grec-0.2.0,1,0.000035,0,0.831989251,H,T
1326,1326,graph-tools-1.11,4,0.000035,0,0.862658209,H,T
1331,1331,gsmtasks-client-0.4.0,2,0.000035,0,0.695202514,M,T
1336,1336,gmn-python-api-0.0.8,6,0.000035,0,0.818840486,H,T
1340,1340,acasclient-2023.1.0,6,0.000035,0,0.792528957,H,T
1341,1341,gym-snake-0.1.7,3,0.000035,0,0.831810458,H,T
1343,1343,gotime-0.1.4,1,0.000035,0,0.81902099,H,T
1345,1345,4ch-1.0.0,1,0.000035,0,0.96835844,H,T
1346,1346,goodplay-0.12.0,6,0.000035,0,0.938639451,H,T
1358,1358,goat-0.3.2,1,0.000035,0,0.820491122,H,T
1361,1361,haste-client-1.0.3,2,0.000035,0,0.821174576,H,T
1362,1362,hepdata-converter-ws-client-0.2.2,2,0.000035,0,0.668022172,M,T
1364,1364,haggis-0.9.1,1,0.000035,0,0.967431376,H,T
1365,1365,hoser-0.0.5,2,0.000035,0,0.711037574,M,T
1366,1366,accessibility-toolbar-1.0.35,1,0.000035,0,0.839613866,H,T
1367,1367,graphpkg-1.0.4,10,0.000035,0,0.831527156,H,T
1368,1368,git-up-2.2.0,3,0.000035,0,0.761372213,H,T
1372,1372,hypermediachannels-0.0.5,4,0.000035,0,0.820700888,H,T
1376,1376,grainpy-0.1.0,5,0.000035,0,0.847657853,H,T
1377,1377,hi-tension-0.1.0,1,0.000035,0,0.831779852,H,T
1378,1378,go-cli-0.1.1,2,0.000035,0,0.831718186,H,T
1380,1380,hass-mqtt-things-0.5.4,2,0.000035,0,0.710997294,M,T
1381,1381,hearstpatterns-0.1.3,1,0.000035,0,0.79060492,H,T
1396,1396,grafana-backup-1.3.0,7,0.000035,0,0.764456022,H,T
1398,1398,hdrstats-0.1.10,4,0.000035,0,0.656134116,M,T
1401,1401,helga-hipster-0.1.2,1,0.000035,0,0.832096624,H,T
