,Id,Label,Degree,Pageranks,Eigencentrality,Reachability,Log2_reach,R_Reachability,R_Log2_reach,RiskScore,Category,PR_Category,R_Category,R_Lo10_reach
6132,6132,monthdelta-0.9.1,1,4.50E-05,0.00046,1,0,2,4.5,0.671641247,H,T,T,0.02
6144,6144,google-cloud-service-control-1.8.1,4,3.80E-05,0.00046,51,5.672425342,2,4.5,0.786089163,H,T,T,0.02
6147,6147,python-graphql-client-0.4.3,4,6.50E-05,0.00046,47,5.554588852,2,4.5,0.65375467,H,T,T,0.02
6151,6151,tinydb-serialization-2.1.0,2,3.90E-05,0.00046,2,1,2,4.5,0.713586815,H,T,T,0.02
6157,6157,glom-23.3.0,5,4.10E-05,0.00046,6,2.584962501,2,4.5,0.767553483,H,T,T,0.02
6163,6163,simple-read-mutator-0.0.2,2,4.00E-05,0.00046,2,1,2,4.5,0.758421461,H,T,T,0.02
6168,6168,mozzarilla-1.10.0,5,4.50E-05,0.00046,8,3,2,4.5,0.672421848,H,T,T,0.02
6176,6176,dnspython3-1.15.0,2,5.00E-05,0.00046,2,1,2,4.5,0.712805703,H,T,T,0.02
6179,6179,coloredlogs-10.0,2,4.50E-05,0.00046,2,1,2,4.5,0.764199309,H,T,T,0.02
6182,6182,click-datetime-0.2,2,3.80E-05,0.00046,2,1,2,4.5,0.805175302,H,T,T,0.02
6183,6183,flask-swagger-0.2.14,3,3.80E-05,0.00046,12,3.584962501,2,4.5,0.626909684,H,T,T,0.02
6185,6185,neopixel-plus-1.7,4,5.00E-05,0.00046,17,4.087462841,2,4.5,0.710235791,H,T,T,0.02
6199,6199,dash-antd-components-0.0.1rc2,1,3.70E-05,0.00046,1,0,2,4.5,0.671641247,H,T,T,0.02
6201,6201,dash-daq-0.5.0,2,3.70E-05,0.00046,78,6.285402219,2,4.5,0.633069784,H,T,T,0.02
6202,6202,grid2op-1.8.1,9,3.70E-05,0.00046,67,6.06608919,2,4.5,0.773140926,H,T,T,0.02
6207,6207,hdf5storage-0.1.19,3,4.00E-05,0.00046,4,2,2,4.5,0.645819047,H,T,T,0.02
6209,6209,control-0.9.3.post2,4,3.80E-05,0.00046,32,5,2,4.5,0.671641247,H,T,T,0.02
6212,6212,paperbnf-1.0,1,6.50E-05,0.00046,1,0,2,4.5,0.695140946,H,T,T,0.02
6217,6217,pyjsonpath-1.2.3,1,3.60E-05,0.00046,1,0,2,4.5,0.820305192,H,T,T,0.02
6236,6236,py-linq-1.4.0,3,4.50E-05,0.00046,3,1.584962501,2,4.5,0.801269489,H,T,T,0.02
6248,6248,nltk-3.6.2,5,3.90E-05,0.00046,5,2.321928095,2,4.5,0.768963608,H,T,T,0.02
6249,6249,screeninfo-0.6.7,1,3.90E-05,0.00046,1,0,2,4.5,0.69633776,H,T,T,0.02
6250,6250,spotipy-2.18.0,4,3.90E-05,0.00046,29,4.857980995,2,4.5,0.725925668,H,T,T,0.02
6252,6252,ace-api-1.0.8,3,4.20E-05,0.00046,31,4.95419631,2,4.5,0.793882875,H,T,T,0.02
6255,6255,geopandas-0.11.1,6,3.90E-05,0.00046,24,4.584962501,2,4.5,0.671641247,H,T,T,0.02
6257,6257,pygeos-0.12.0,2,3.90E-05,0.00046,2,1,2,4.5,0.762584626,H,T,T,0.02
6260,6260,paramiko-expect-0.3.5,2,4.50E-05,0.00046,9,3.169925001,2,4.5,0.780593218,H,T,T,0.02
6263,6263,napari-0.4.14,30,3.80E-05,0.00046,203,7.665335917,2,4.5,0.668339092,H,T,T,0.02
6274,6274,colormap-1.0.4,1,3.70E-05,0.00046,1,0,2,4.5,0.654310081,H,T,T,0.02
6275,6275,mat73-0.60,3,3.70E-05,0.00046,4,2,2,4.5,0.836594318,H,T,T,0.02
6276,6276,pylops-2.1.0,3,3.70E-05,0.00046,9,3.169925001,2,4.5,0.78152249,H,T,T,0.02
6277,6277,qpsolvers-3.3.1,7,3.70E-05,0.00046,14,3.807354922,2,4.5,0.650672273,H,T,T,0.02
6280,6280,recurrent-0.4.1,2,3.60E-05,0.00046,2,1,2,4.5,0.799165138,H,T,T,0.02
6281,6281,webdriverdownloader-1.1.0.3,4,3.60E-05,0.00046,32,5,2,4.5,0.757984913,H,T,T,0.02
