Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore,In_reach,Agg_RS,Agg_RS20,Agg_RS30,Agg_RS50,Agg_vs_RS,Agg_RS20_vs_RS,Agg_RS30_vs_RS,Agg_RS50_vs_RS,Ag_vs_RS_ratio
9627,requests-2.6.2,1,4.50E-05,0.00046,requests,0.515598341,1,0.515598341,0.515598341,0.515598341,0.515598341,1,1,1,1,1
12149,requests-2.5.3,1,6.50E-05,0.00046,requests,0.515598341,1,0.515598341,0.515598341,0.515598341,0.515598341,1,1,1,1,1
6683,avro-1.11.1,1,3.60E-05,0.00046,avro,0.519627176,1,0.519627176,0.519627176,0.519627176,0.519627176,1,1,1,1,1
11535,avro-1.10.2,1,3.80E-05,0.00046,avro,0.519627176,1,0.519627176,0.519627176,0.519627176,0.519627176,1,1,1,1,1
4504,filemagic-1.6,2,9.20E-05,0.00094,filemagic,0.519703656,1,0.519703656,0.519703656,0.519703656,0.519703656,1,1,1,1,1
4925,youtube-dl-2021.12.17,5,7.00E-05,0.00231,youtube-dl,0.523191372,1,0.523191372,0.523191372,0.523191372,0.523191372,1,1,1,1,1
7936,youtube-dl-2020.12.31,1,3.90E-05,0.00046,youtube-dl,0.523191372,1,0.523191372,0.523191372,0.523191372,0.523191372,1,1,1,1,1
12622,asyncclick-8.1.3.4,1,4.20E-05,0.00046,asyncclick,0.523318972,1,0.523318972,0.523318972,0.523318972,0.523318972,1,1,1,1,1
8535,awscrt-0.16.14,2,8.70E-05,0.00094,awscrt,0.527929849,1,0.527929849,0.527929849,0.527929849,0.527929849,1,1,1,1,1
12559,selenium-2.53.6,1,3.90E-05,0.00046,selenium,0.528159757,1,0.528159757,0.528159757,0.528159757,0.528159757,1,1,1,1,1
406,pyzmq-25.0.2,31,0.000273,0.01672,pyzmq,0.530916382,1,0.530916382,0.530916382,0.530916382,0.530916382,1,1,1,1,1
1582,pyzmq-22.3.0,8,6.50E-05,0.004,pyzmq,0.530916382,1,0.530916382,0.530916382,0.530916382,0.530916382,1,1,1,1,1
9570,pyzmq-22.0.3,1,3.80E-05,0.00046,pyzmq,0.530916382,1,0.530916382,0.530916382,0.530916382,0.530916382,1,1,1,1,1
1222,pika-1.3.1,8,0.00016,0.00368,pika,0.538071056,1,0.538071056,0.538071056,0.538071056,0.538071056,1,1,1,1,1
1656,pika-0.10.0,2,6.50E-05,0.00091,pika,0.538071056,1,0.538071056,0.538071056,0.538071056,0.538071056,1,1,1,1,1
2142,pika-1.1.0,2,4.70E-05,0.00091,pika,0.538071056,1,0.538071056,0.538071056,0.538071056,0.538071056,1,1,1,1,1
5685,pika-0.11.2,1,4.50E-05,0.00046,pika,0.538071056,1,0.538071056,0.538071056,0.538071056,0.538071056,1,1,1,1,1
846,pyglet-2.0.5,12,0.000116,0.00555,pyglet,0.539687989,1,0.539687989,0.539687989,0.539687989,0.539687989,1,1,1,1,1
4654,pyglet-1.5.26,1,4.50E-05,0.00046,pyglet,0.539687989,1,0.539687989,0.539687989,0.539687989,0.539687989,1,1,1,1,1
6439,pyglet-1.5.21,1,7.40E-05,0.00057,pyglet,0.539687989,1,0.539687989,0.539687989,0.539687989,0.539687989,1,1,1,1,1
8973,pyglet-1.5.27,3,8.60E-05,0.00142,pyglet,0.539687989,1,0.539687989,0.539687989,0.539687989,0.539687989,1,1,1,1,1
7180,django-1.6,1,4.20E-05,0.00046,django,0.544936339,1,0.544936339,0.544936339,0.544936339,0.544936339,1,1,1,1,1
7806,django-1.10.8,3,0.000102,0.00142,django,0.544936339,1,0.544936339,0.544936339,0.544936339,0.544936339,1,1,1,1,1
9314,django-1.5.12,4,0.000153,0.00192,django,0.544936339,1,0.544936339,0.544936339,0.544936339,0.544936339,1,1,1,1,1
12794,django-1.7.11,1,6.50E-05,0.00046,django,0.544936339,1,0.544936339,0.544936339,0.544936339,0.544936339,1,1,1,1,1
10172,powerline-status-2.7,1,6.50E-05,0.00046,powerline-status,0.545265131,1,0.545265131,0.545265131,0.545265131,0.545265131,1,1,1,1,1
1702,types-protobuf-4.22.0.2,3,6.40E-05,0.00142,types-protobuf,0.547301879,1,0.547301879,0.547301879,0.547301879,0.547301879,1,1,1,1,1
12888,types-pillow-8.3.11,1,5.00E-05,0.00046,types-pillow,0.547864651,1,0.547864651,0.547864651,0.547864651,0.547864651,1,1,1,1,1
7522,fonttools-4.28.5,2,3.80E-05,0.00103,fonttools,0.547940771,1,0.547940771,0.547940771,0.547940771,0.547940771,1,1,1,1,1
7536,fonttools-4.32.0,2,3.70E-05,0.00103,fonttools,0.547940771,1,0.547940771,0.547940771,0.547940771,0.547940771,1,1,1,1,1
5411,types-python-dateutil-2.8.19.12,1,3.60E-05,0.00046,types-python-dateutil,0.548196466,1,0.548196466,0.548196466,0.548196466,0.548196466,1,1,1,1,1
3899,types-pyyaml-6.0.12.9,4,5.20E-05,0.00187,types-pyyaml,0.548265657,1,0.548265657,0.548265657,0.548265657,0.548265657,1,1,1,1,1
809,greenlet-2.0.2,24,0.0014,0.01547,greenlet,0.548385084,1,0.548385084,0.548385084,0.548385084,0.548385084,1,1,1,1,1
3409,greenlet-2.0.1,1,6.40E-05,0.00059,greenlet,0.548385084,1,0.548385084,0.548385084,0.548385084,0.548385084,1,1,1,1,1
5412,types-pytz-2023.3.0.0,2,7.50E-05,0.00094,types-pytz,0.54845514,1,0.54845514,0.54845514,0.54845514,0.54845514,1,1,1,1,1
887,types-urllib3-1.26.25.10,2,0.000139,0.00116,types-urllib,0.548707424,1,0.548707424,0.548707424,0.548707424,0.548707424,1,1,1,1,1
6020,types-urllib3-1.26.14,2,6.60E-05,0.00094,types-urllib,0.548707424,1,0.548707424,0.548707424,0.548707424,0.548707424,1,1,1,1,1
12588,types-toml-0.10.8.6,1,4.30E-05,0.00048,types-toml,0.54881735,1,0.54881735,0.54881735,0.54881735,0.54881735,1,1,1,1,1
2155,types-click-7.1.8,1,4.10E-05,0.00046,types-click,0.548942808,1,0.548942808,0.548942808,0.548942808,0.548942808,1,1,1,1,1
2778,types-selenium-3.141.9,1,3.90E-05,0.00046,types-selenium,0.549109827,1,0.549109827,0.549109827,0.549109827,0.549109827,1,1,1,1,1
128,tornado-6.2,53,0.000596,0.028,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
390,tornado-6.3,26,0.000313,0.0149,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
3121,tornado-4.5.3,9,0.000139,0.00429,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
6358,tornado-6.1,8,8.30E-05,0.00409,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
8608,tornado-5.1.1,1,4.30E-05,0.00048,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
10699,tornado-4.2.1,1,4.10E-05,0.00046,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
13414,tornado-4.3,3,7.60E-05,0.00142,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,1,1,1,1,1
800,werkzeug-1.0.1,2,8.80E-05,0.00164,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
801,werkzeug-0.16.0,3,0.0001,0.00211,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
802,werkzeug-0.16.1,6,0.000107,0.00358,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
2758,werkzeug-2.1.2,2,4.20E-05,0.001,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
7728,werkzeug-2.1.1,2,5.20E-05,0.00098,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
8145,werkzeug-0.10.1,2,5.20E-05,0.00103,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
11206,werkzeug-0.12.2,1,4.10E-05,0.00046,werkzeug,0.551480512,1,0.551480512,0.551480512,0.551480512,0.551480512,1,1,1,1,1
284,llvmlite-0.39.1,3,0.000115,0.00241,llvmlite,0.551658628,1,0.551658628,0.551658628,0.551658628,0.551658628,1,1,1,1,1
