Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore,In_reach,Agg_RS,Agg_RS20,Agg_RS30,Agg_RS50,Agg_vs_RS,Agg_RS20_vs_RS,Agg_RS30_vs_RS,Agg_RS50_vs_RS,Ag_vs_RS_ratio
4684,unixpackage-0.4.7,1,3.80E-05,0.00046,unixpackage,0.757415798,1,0.757415798,0.757415798,0.757415798,0.757415798,1,1,1,1,1
1938,googleappenginecloudstorageclient-1.9.22.1,2,7.40E-05,0.00094,googleappenginecloudstorageclient,0.757475868,1,0.757475868,0.757475868,0.757475868,0.757475868,1,1,1,1,1
9025,termenu-1.2.5,1,6.50E-05,0.00046,termenu,0.757495854,1,0.757495854,0.757495854,0.757495854,0.757495854,1,1,1,1,1
6002,strict-functions-2020.2.4,4,0.00014,0.00187,strict-functions,0.757822289,1,0.757822289,0.757822289,0.757822289,0.757822289,1,1,1,1,1
9927,libusb1-2.0.1,1,3.80E-05,0.00046,libusb,0.757873797,1,0.757873797,0.757873797,0.757873797,0.757873797,1,1,1,1,1
5074,supermutes-0.2.5,2,9.40E-05,0.00091,supermutes,0.75794655,1,0.75794655,0.75794655,0.75794655,0.75794655,1,1,1,1,1
8832,term-2.4,1,4.20E-05,0.00046,term,0.757968634,1,0.757968634,0.757968634,0.757968634,0.757968634,1,1,1,1,1
6947,token-utils-0.1.8,1,9.00E-05,0.00048,token-utils,0.758019909,1,0.758019909,0.758019909,0.758019909,0.758019909,1,1,1,1,1
4239,throttler-1.2.2,1,3.60E-05,0.00048,throttler,0.758071102,1,0.758071102,0.758071102,0.758071102,0.758071102,1,1,1,1,1
11310,versio-0.5.0,1,4.10E-05,0.00046,versio,0.758093574,1,0.758093574,0.758093574,0.758093574,0.758093574,1,1,1,1,1
8190,sqlite-fts4-1.0.3,1,5.40E-05,0.00059,sqlite-fts,0.758097027,1,0.758097027,0.758097027,0.758097027,0.758097027,1,1,1,1,1
8778,spruce-lang-0.2.0,1,6.20E-05,0.00048,spruce-lang,0.758103651,1,0.758103651,0.758103651,0.758103651,0.758103651,1,1,1,1,1
62,async-timeout-4.0.2,31,0.000926,0.02149,async-timeout,0.758138026,1,0.758138026,0.758138026,0.758138026,0.758138026,1,1,1,1,1
1960,async-timeout-3.0.1,8,9.90E-05,0.00429,async-timeout,0.758138026,1,0.758138026,0.758138026,0.758138026,0.758138026,1,1,1,1,1
9429,async-timeout-2.0.1,1,4.30E-05,0.00048,async-timeout,0.758138026,1,0.758138026,0.758138026,0.758138026,0.758138026,1,1,1,1,1
3204,simpledbf-0.2.6,1,4.20E-05,0.00046,simpledbf,0.758143766,1,0.758143766,0.758143766,0.758143766,0.758143766,1,1,1,1,1
5716,taperable-helix-0.8.17,1,6.50E-05,0.00046,taperable-helix,0.758159326,1,0.758159326,0.758159326,0.758159326,0.758159326,1,1,1,1,1
13190,smartyparse-0.1.3,1,4.80E-05,0.0005,smartyparse,0.758165318,1,0.758165318,0.758165318,0.758165318,0.758165318,1,1,1,1,1
2813,wincertstore-0.2,4,4.80E-05,0.00183,wincertstore,0.758201099,1,0.758201099,0.758201099,0.758201099,0.758201099,1,1,1,1,1
7253,variants-0.2.0,1,4.20E-05,0.00046,variants,0.75821518,1,0.75821518,0.75821518,0.75821518,0.75821518,1,1,1,1,1
11848,vgio-1.3.0,1,5.00E-05,0.00046,vgio,0.758243001,1,0.758243001,0.758243001,0.758243001,0.758243001,1,1,1,1,1
2948,sgp4-2.21,2,6.10E-05,0.00098,sgp,0.758273862,1,0.758273862,0.758273862,0.758273862,0.758273862,1,1,1,1,1
5838,trianglesolver-1.2,1,5.00E-05,0.00046,trianglesolver,0.758290161,1,0.758290161,0.758290161,0.758290161,0.758290161,1,1,1,1,1
7389,flask-talisman-1.0.0,2,3.60E-05,0.00094,flask-talisman,0.75829117,1,0.75829117,0.75829117,0.75829117,0.75829117,1,1,1,1,1
1489,textwrap3-0.9.2,1,0.000114,0.00055,textwrap,0.758296345,1,0.758296345,0.758296345,0.758296345,0.758296345,1,1,1,1,1
6636,socket-tentacles-0.0.9,1,4.50E-05,0.00046,socket-tentacles,0.75829686,1,0.75829686,0.75829686,0.75829686,0.75829686,1,1,1,1,1
1441,vincenty-0.1.4,1,3.90E-05,0.00046,vincenty,0.758297952,1,0.758297952,0.758297952,0.758297952,0.758297952,1,1,1,1,1
6763,zninit-0.1.9,1,6.50E-05,0.00046,zninit,0.75830759,1,0.75830759,0.75830759,0.75830759,0.75830759,1,1,1,1,1
11678,types-awscrt-0.16.14,2,0.000108,0.00096,types-awscrt,0.758317198,1,0.758317198,0.758317198,0.758317198,0.758317198,1,1,1,1,1
4660,simplesignals-0.3.0,1,5.00E-05,0.00046,simplesignals,0.758318967,1,0.758318967,0.758318967,0.758318967,0.758318967,1,1,1,1,1
6393,threadom-0.0.7,1,3.90E-05,0.00048,threadom,0.758323529,1,0.758323529,0.758323529,0.758323529,0.758323529,1,1,1,1,1
6396,viewable-0.0.7,3,8.80E-05,0.00144,viewable,0.758323529,1,0.758323529,0.758323529,0.758323529,0.758323529,1,1,1,1,1
671,termcolor-2.2.0,62,0.00078,0.03053,termcolor,0.758324166,1,0.758324166,0.758324166,0.758324166,0.758324166,1,1,1,1,1
2181,termcolor-1.1.0,13,0.000154,0.00603,termcolor,0.758324166,1,0.758324166,0.758324166,0.758324166,0.758324166,1,1,1,1,1
2206,t61codec-1.0.1,1,9.30E-05,0.00048,t codec,0.758326082,1,0.758326082,0.758326082,0.758326082,0.758326082,1,1,1,1,1
6391,subrun-0.0.8,2,4.90E-05,0.00096,subrun,0.758327984,1,0.758327984,0.758327984,0.758327984,0.758327984,1,1,1,1,1
13092,unary-coding-1.0.5,1,5.00E-05,0.00046,unary-coding,0.758332068,1,0.758332068,0.758332068,0.758332068,0.758332068,1,1,1,1,1
6394,tkstyle-0.0.6,3,0.000104,0.00144,tkstyle,0.758332286,1,0.758332286,0.758332286,0.758332286,0.758332286,1,1,1,1,1
12819,woodchips-0.2.4,1,3.80E-05,0.00046,woodchips,0.758333477,1,0.758333477,0.758333477,0.758333477,0.758333477,1,1,1,1,1
10742,txmusicbrainz-0.1.0,1,3.70E-05,0.00046,txmusicbrainz,0.758344624,1,0.758344624,0.758344624,0.758344624,0.758344624,1,1,1,1,1
8777,spruce-exc-0.1.0,1,6.20E-05,0.00048,spruce-exc,0.758347434,1,0.758347434,0.758347434,0.758347434,0.758347434,1,1,1,1,1
10377,sqtui-0.0.5,1,3.80E-05,0.00046,sqtui,0.758351928,1,0.758351928,0.758351928,0.758351928,0.758351928,1,1,1,1,1
120,uri-template-1.2.0,1,8.70E-05,0.00286,uri-template,0.758353403,1,0.758353403,0.758353403,0.758353403,0.758353403,1,1,1,1,1
9130,tregex-tobiasli-1.0.3,1,4.40E-05,0.00048,tregex-tobiasli,0.758354777,1,0.758354777,0.758354777,0.758354777,0.758354777,1,1,1,1,1
7884,stringify-0.1.1,1,5.00E-05,0.00046,stringify,0.75835837,1,0.75835837,0.75835837,0.75835837,0.75835837,1,1,1,1,1
7105,web-cache-1.1.0,1,4.50E-05,0.00046,web-cache,0.758363229,1,0.758363229,0.758363229,0.758363229,0.758363229,1,1,1,1,1
9278,validate-version-code-1.0.4,2,4.30E-05,0.00098,validate-version-code,0.758363857,1,0.758363857,0.758363857,0.758363857,0.758363857,1,1,1,1,1
12098,untokenize-0.1.1,1,7.10E-05,0.0005,untokenize,0.758368543,1,0.758368543,0.758368543,0.758368543,0.758368543,1,1,1,1,1
815,xmltodict-0.13.0,40,0.000418,0.01866,xmltodict,0.758371323,1,0.758371323,0.758371323,0.758371323,0.758371323,1,1,1,1,1
3314,xmltodict-0.11.0,1,4.50E-05,0.00046,xmltodict,0.758371323,1,0.758371323,0.758371323,0.758371323,0.758371323,1,1,1,1,1
6029,xmltodict-0.12.0,2,4.40E-05,0.00091,xmltodict,0.758371323,1,0.758371323,0.758371323,0.758371323,0.758371323,1,1,1,1,1
7440,xmltodict-0.10.2,1,4.50E-05,0.00046,xmltodict,0.758371323,1,0.758371323,0.758371323,0.758371323,0.758371323,1,1,1,1,1
11737,xmltodict-0.10.1,1,5.00E-05,0.00046,xmltodict,0.758371323,1,0.758371323,0.758371323,0.758371323,0.758371323,1,1,1,1,1
1077,twofish-0.3.0,1,4.60E-05,0.00063,twofish,0.75837394,1,0.75837394,0.75837394,0.75837394,0.75837394,1,1,1,1,1
6542,slugify-0.0.1,1,6.50E-05,0.00046,slugify,0.758379771,1,0.758379771,0.758379771,0.758379771,0.758379771,1,1,1,1,1
7931,tagged-0.0.2,1,6.50E-05,0.00046,tagged,0.758383531,1,0.758383531,0.758383531,0.758383531,0.758383531,1,1,1,1,1
425,tempiny-1.1,1,5.30E-05,0.00048,tempiny,0.758397739,1,0.758397739,0.758397739,0.758397739,0.758397739,1,1,1,1,1
10221,zetalytics-api-1.0.1,1,3.60E-05,0.00046,zetalytics-api,0.758397744,1,0.758397744,0.758397744,0.758397744,0.758397744,1,1,1,1,1
22,six-1.16.0,893,0.020897,0.460884,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
23,six-1.15.0,15,0.002812,0.017629,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
1804,six-1.12.0,19,0.000268,0.00917,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
4072,six-1.13.0,5,9.90E-05,0.00246,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
4262,six-1.8.0,1,6.50E-05,0.00046,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
5046,six-1.11.0,4,0.000122,0.00185,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
7312,six-1.10.0,8,0.000116,0.00377,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,1,1,1,1,1
9744,shortauthstrings-0.1.8,1,4.10E-05,0.00046,shortauthstrings,0.758410557,1,0.758410557,0.758410557,0.758410557,0.758410557,1,1,1,1,1
5377,sockets-1.0.0,1,3.70E-05,0.00046,sockets,0.758411229,1,0.758411229,0.758411229,0.758411229,0.758411229,1,1,1,1,1
850,tk-0.1.0,2,4.00E-05,0.00091,tk,0.75841502,1,0.75841502,0.75841502,0.75841502,0.75841502,1,1,1,1,1
2833,singleton-decorator-1.0.0,1,4.50E-05,0.00046,singleton-decorator,0.758417656,1,0.758417656,0.758417656,0.758417656,0.758417656,1,1,1,1,1
8059,support-developer-1.0.5,8,0.000283,0.00398,support-developer,0.758420339,1,0.758420339,0.758420339,0.758420339,0.758420339,1,1,1,1,1
2589,wisepy2-1.4.1,2,0.000117,0.00098,wisepy,0.758433029,1,0.758433029,0.758433029,0.758433029,0.758433029,1,1,1,1,1
13098,uuid-1.30,1,4.50E-05,0.00046,uuid,0.758439255,1,0.758439255,0.758439255,0.758439255,0.758439255,1,1,1,1,1
1570,urllib3-secure-extra-0.1.0,1,0.000523,0.00646,urllib -secure-extra,0.758440731,1,0.758440731,0.758440731,0.758440731,0.758440731,1,1,1,1,1
5947,toolbox-1.10.0,1,6.50E-05,0.00046,toolbox,0.758442066,1,0.758442066,0.758442066,0.758442066,0.758442066,1,1,1,1,1
12700,types-pyside2-5.15.2.1.5,1,6.70E-05,0.00048,types-pyside,0.758447509,1,0.758447509,0.758447509,0.758447509,0.758447509,1,1,1,1,1
2173,spidev-3.6,6,0.000174,0.00283,spidev,0.758449241,1,0.758449241,0.758449241,0.758449241,0.758449241,1,1,1,1,1
915,aiocache-0.12.0,2,6.30E-05,0.00094,aiocache,0.758638358,1,0.758638358,0.758638358,0.758638358,0.758638358,1,1,1,1,1
6090,hjson-3.1.0,4,7.10E-05,0.00185,hjson,0.75900903,1,0.75900903,0.75900903,0.75900903,0.75900903,1,1,1,1,1
6522,hjson-3.0.2,1,5.00E-05,0.00046,hjson,0.75900903,1,0.75900903,0.75900903,0.75900903,0.75900903,1,1,1,1,1
2274,aiosmtplib-2.0.1,1,3.90E-05,0.00046,aiosmtplib,0.759162327,1,0.759162327,0.759162327,0.759162327,0.759162327,1,1,1,1,1
1348,cached-property-1.5.2,29,0.000217,0.01371,cached-property,0.759226144,1,0.759226144,0.759226144,0.759226144,0.759226144,1,1,1,1,1
2619,audioread-3.0.0,3,4.40E-05,0.00146,audioread,0.759534943,1,0.759534943,0.759534943,0.759534943,0.759534943,1,1,1,1,1
7,cycler-0.11.0,12,0.000319,0.020275,cycler,0.759591482,1,0.759591482,0.759591482,0.759591482,0.759591482,1,1,1,1,1
922,hpack-4.0.0,1,0.000183,0.00088,hpack,0.75988039,1,0.75988039,0.75988039,0.75988039,0.75988039,1,1,1,1,1
1274,hpack-3.0.0,2,0.0001,0.00107,hpack,0.75988039,1,0.75988039,0.75988039,0.75988039,0.75988039,1,1,1,1,1
1885,imageio-ffmpeg-0.4.8,3,5.40E-05,0.00144,imageio-ffmpeg,0.759924598,1,0.759924598,0.759924598,0.759924598,0.759924598,1,1,1,1,1
7647,imageio-ffmpeg-0.3.0,1,4.00E-05,0.00046,imageio-ffmpeg,0.759924598,1,0.759924598,0.759924598,0.759924598,0.759924598,1,1,1,1,1
939,arpeggio-2.0.0,2,8.20E-05,0.00096,arpeggio,0.76073483,1,0.76073483,0.76073483,0.76073483,0.76073483,1,1,1,1,1
4932,inject-4.3.1,1,4.20E-05,0.00046,inject,0.76096678,1,0.76096678,0.76096678,0.76096678,0.76096678,1,1,1,1,1
3397,i2-0.0.182,4,6.20E-05,0.0019,i,0.761216296,1,0.761216296,0.761216296,0.761216296,0.761216296,1,1,1,1,1
3399,i2-0.0.181,5,9.40E-05,0.00238,i,0.761216296,1,0.761216296,0.761216296,0.761216296,0.761216296,1,1,1,1,1
1895,olefile-0.46,5,7.20E-05,0.00238,olefile,0.761452775,1,0.761452775,0.761452775,0.761452775,0.761452775,1,1,1,1,1
12585,flaky-3.7.0,1,3.80E-05,0.00046,flaky,0.761612184,1,0.761612184,0.761612184,0.761612184,0.761612184,1,1,1,1,1
1592,portalocker-2.7.0,7,0.000111,0.00331,portalocker,0.761851078,1,0.761851078,0.761851078,0.761851078,0.761851078,1,1,1,1,1
5175,immutables-0.19,1,3.70E-05,0.00046,immutables,0.762041104,1,0.762041104,0.762041104,0.762041104,0.762041104,1,1,1,1,1
1262,google-crc32c-1.5.0,2,0.000132,0.00109,google-crc c,0.762171611,1,0.762171611,0.762171611,0.762171611,0.762171611,1,1,1,1,1
1716,pyhumps-1.6.1,6,5.40E-05,0.00274,pyhumps,0.762604914,1,0.762604914,0.762604914,0.762604914,0.762604914,1,1,1,1,1
8208,pyhumps-3.8.0,3,4.90E-05,0.00139,pyhumps,0.762604914,1,0.762604914,0.762604914,0.762604914,0.762604914,1,1,1,1,1
1352,resolvelib-0.8.1,1,4.70E-05,0.00048,resolvelib,0.762762755,1,0.762762755,0.762762755,0.762762755,0.762762755,1,1,1,1,1
5557,pyethash-0.1.27,4,4.80E-05,0.00196,pyethash,0.762781621,1,0.762781621,0.762781621,0.762781621,0.762781621,1,1,1,1,1
9095,python-hpilo-4.4.3,2,5.60E-05,0.00091,python-hpilo,0.762949969,1,0.762949969,0.762949969,0.762949969,0.762949969,1,1,1,1,1
5471,dotmap-1.3.30,2,4.80E-05,0.00098,dotmap,0.763382613,1,0.763382613,0.763382613,0.763382613,0.763382613,1,1,1,1,1
528,mypy-extensions-1.0.0,23,0.000344,0.01211,mypy-extensions,0.763906219,1,0.763906219,0.763906219,0.763906219,0.763906219,1,1,1,1,1
5558,mypy-extensions-0.4.4,5,5.90E-05,0.00245,mypy-extensions,0.763906219,1,0.763906219,0.763906219,0.763906219,0.763906219,1,1,1,1,1
8690,mypy-extensions-0.4.3,2,4.00E-05,0.00096,mypy-extensions,0.763906219,1,0.763906219,0.763906219,0.763906219,0.763906219,1,1,1,1,1
11316,mypy-extensions-0.4.1,1,5.00E-05,0.00046,mypy-extensions,0.763906219,1,0.763906219,0.763906219,0.763906219,0.763906219,1,1,1,1,1
5780,django-extensions-3.1.1,1,3.70E-05,0.00046,django-extensions,0.764074554,1,0.764074554,0.764074554,0.764074554,0.764074554,1,1,1,1,1
5071,hedgehog-pyvisa-2.0.0,2,7.40E-05,0.00091,hedgehog-pyvisa,0.76455193,1,0.76455193,0.76455193,0.76455193,0.76455193,1,1,1,1,1
11809,drawille-0.1.0,1,6.50E-05,0.00046,drawille,0.764590263,1,0.764590263,0.764590263,0.764590263,0.764590263,1,1,1,1,1
1225,alabaster-0.7.13,14,9.70E-05,0.00759,alabaster,0.76464152,1,0.76464152,0.76464152,0.76464152,0.76464152,1,1,1,1,1
7644,pybindgen-0.22.1,1,4.50E-05,0.00046,pybindgen,0.764757126,1,0.764757126,0.764757126,0.764757126,0.764757126,1,1,1,1,1
1946,fusepy-3.0.1,5,7.40E-05,0.00231,fusepy,0.764794131,1,0.764794131,0.764794131,0.764794131,0.764794131,1,1,1,1,1
12775,fusepy-2.0.4,2,6.00E-05,0.00091,fusepy,0.764794131,1,0.764794131,0.764794131,0.764794131,0.764794131,1,1,1,1,1
8416,pybreaker-1.0.1,1,3.80E-05,0.00046,pybreaker,0.765014587,1,0.765014587,0.765014587,0.765014587,0.765014587,1,1,1,1,1
923,hyperframe-6.0.1,6,0.000211,0.00323,hyperframe,0.765127849,1,0.765127849,0.765127849,0.765127849,0.765127849,1,1,1,1,1
1275,hyperframe-5.2.0,2,7.70E-05,0.00103,hyperframe,0.765127849,1,0.765127849,0.765127849,0.765127849,0.765127849,1,1,1,1,1
10290,hyperframe-3.2.0,3,0.0001,0.00148,hyperframe,0.765127849,1,0.765127849,0.765127849,0.765127849,0.765127849,1,1,1,1,1
2378,chevron-0.14.0,1,4.40E-05,0.00048,chevron,0.76550088,1,0.76550088,0.76550088,0.76550088,0.76550088,1,1,1,1,1
5808,chevron-0.13.1,1,4.00E-05,0.00046,chevron,0.76550088,1,0.76550088,0.76550088,0.76550088,0.76550088,1,1,1,1,1
4515,overrides-7.3.1,1,3.60E-05,0.00046,overrides,0.765550305,1,0.765550305,0.765550305,0.765550305,0.765550305,1,1,1,1,1
7817,overrides-6.5.0,1,4.10E-05,0.00046,overrides,0.765550305,1,0.765550305,0.765550305,0.765550305,0.765550305,1,1,1,1,1
341,httptools-0.1.2,1,4.00E-05,0.0005,httptools,0.765845585,1,0.765845585,0.765845585,0.765845585,0.765845585,1,1,1,1,1
733,httptools-0.5.0,7,0.000102,0.00393,httptools,0.765845585,1,0.765845585,0.765845585,0.765845585,0.765845585,1,1,1,1,1
4577,htmlmin-0.1.12,5,5.50E-05,0.00229,htmlmin,0.765991317,1,0.765991317,0.765991317,0.765991317,0.765991317,1,1,1,1,1
11100,hid-1.0.5,1,6.50E-05,0.00046,hid,0.766272772,1,0.766272772,0.766272772,0.766272772,0.766272772,1,1,1,1,1
1433,py-cpuinfo-9.0.0,8,9.00E-05,0.0041,py-cpuinfo,0.766456127,1,0.766456127,0.766456127,0.766456127,0.766456127,1,1,1,1,1
6354,boolean-py-3.6,1,4.50E-05,0.00046,boolean-py,0.766707714,1,0.766707714,0.766707714,0.766707714,0.766707714,1,1,1,1,1
10098,boolean-py-4.0,2,7.10E-05,0.00094,boolean-py,0.766707714,1,0.766707714,0.766707714,0.766707714,0.766707714,1,1,1,1,1
785,glfw-2.5.9,6,9.60E-05,0.00285,glfw,0.766715474,1,0.766715474,0.766715474,0.766715474,0.766715474,1,1,1,1,1
5427,glfw-1.11.2,1,3.90E-05,0.00048,glfw,0.766715474,1,0.766715474,0.766715474,0.766715474,0.766715474,1,1,1,1,1
7646,glfw-1.12.0,1,4.00E-05,0.00046,glfw,0.766715474,1,0.766715474,0.766715474,0.766715474,0.766715474,1,1,1,1,1
2070,py-cui-0.1.6,1,4.10E-05,0.00046,py-cui,0.767255543,1,0.767255543,0.767255543,0.767255543,0.767255543,1,1,1,1,1
2682,janome-0.4.2,1,4.20E-05,0.00046,janome,0.767419655,1,0.767419655,0.767419655,0.767419655,0.767419655,1,1,1,1,1
9753,pymonetdb-1.6.4,1,4.20E-05,0.00046,pymonetdb,0.767589127,1,0.767589127,0.767589127,0.767589127,0.767589127,1,1,1,1,1
9912,opster-5.0,1,4.50E-05,0.00046,opster,0.767814457,1,0.767814457,0.767814457,0.767814457,0.767814457,1,1,1,1,1
1114,pure-sasl-0.6.2,1,4.60E-05,0.0005,pure-sasl,0.767993719,1,0.767993719,0.767993719,0.767993719,0.767993719,1,1,1,1,1
1226,imagesize-1.4.1,15,0.0001,0.00804,imagesize,0.768031625,1,0.768031625,0.768031625,0.768031625,0.768031625,1,1,1,1,1
3989,pdfrw-0.4,3,6.50E-05,0.00137,pdfrw,0.768291596,1,0.768291596,0.768291596,0.768291596,0.768291596,1,1,1,1,1
4236,datrie-0.8.2,1,3.60E-05,0.00048,datrie,0.768417248,1,0.768417248,0.768417248,0.768417248,0.768417248,1,1,1,1,1
780,pytest-runner-6.0.0,2,5.00E-05,0.00094,pytest-runner,0.76844719,1,0.76844719,0.76844719,0.76844719,0.76844719,1,1,1,1,1
12815,pytest-runner-4.2,1,5.00E-05,0.00046,pytest-runner,0.76844719,1,0.76844719,0.76844719,0.76844719,0.76844719,1,1,1,1,1
1041,parse-1.19.0,8,0.000131,0.00399,parse,0.768623697,1,0.768623697,0.768623697,0.768623697,0.768623697,1,1,1,1,1
357,dm-tree-0.1.8,11,8.80E-05,0.00557,dm-tree,0.768635328,1,0.768635328,0.768635328,0.768635328,0.768635328,1,1,1,1,1
11825,ifcfg-0.23,1,4.10E-05,0.00046,ifcfg,0.768639706,1,0.768639706,0.768639706,0.768639706,0.768639706,1,1,1,1,1
1803,atomicwrites-1.4.1,5,0.000103,0.00256,atomicwrites,0.768767604,1,0.768767604,0.768767604,0.768767604,0.768767604,1,1,1,1,1
3594,atomicwrites-1.4.0,3,4.30E-05,0.00137,atomicwrites,0.768767604,1,0.768767604,0.768767604,0.768767604,0.768767604,1,1,1,1,1
7545,atomicwrites-1.3.0,1,3.60E-05,0.00046,atomicwrites,0.768767604,1,0.768767604,0.768767604,0.768767604,0.768767604,1,1,1,1,1
1118,atomicwrites-homeassistant-1.4.1,4,4.40E-05,0.00187,atomicwrites-homeassistant,0.768935835,1,0.768935835,0.768935835,0.768935835,0.768935835,1,1,1,1,1
1551,affine-2.4.0,5,7.50E-05,0.00264,affine,0.769111939,1,0.769111939,0.769111939,0.769111939,0.769111939,1,1,1,1,1
10993,pymediainfo-6.0.1,1,4.50E-05,0.00046,pymediainfo,0.76920818,1,0.76920818,0.76920818,0.76920818,0.76920818,1,1,1,1,1
1734,cchardet-2.1.7,10,9.40E-05,0.00475,cchardet,0.769332028,1,0.769332028,0.769332028,0.769332028,0.769332028,1,1,1,1,1
11185,cchardet-2.1.4,2,4.70E-05,0.00091,cchardet,0.769332028,1,0.769332028,0.769332028,0.769332028,0.769332028,1,1,1,1,1
7632,python-speech-features-0.6,1,4.50E-05,0.00046,python-speech-features,0.76950212,1,0.76950212,0.76950212,0.76950212,0.76950212,1,1,1,1,1
8533,patricia-trie-10,1,3.70E-05,0.00046,patricia-trie,0.769547488,1,0.769547488,0.769547488,0.769547488,0.769547488,1,1,1,1,1
765,pathlib-1.0.1,31,0.00022,0.01435,pathlib,0.769599268,1,0.769599268,0.769599268,0.769599268,0.769599268,1,1,1,1,1
6628,findspark-2.0.1,2,4.10E-05,0.00091,findspark,0.769810319,1,0.769810319,0.769810319,0.769810319,0.769810319,1,1,1,1,1
2642,addict-2.4.0,6,9.70E-05,0.00277,addict,0.769963802,1,0.769963802,0.769963802,0.769963802,0.769963802,1,1,1,1,1
8386,addict-1.0.0,1,5.00E-05,0.00046,addict,0.769963802,1,0.769963802,0.769963802,0.769963802,0.769963802,1,1,1,1,1
9533,django-wysiwyg-0.8.0,1,3.70E-05,0.00048,django-wysiwyg,0.770018747,1,0.770018747,0.770018747,0.770018747,0.770018747,1,1,1,1,1
3084,pyroaring-0.4.2,1,4.00E-05,0.00046,pyroaring,0.770170983,1,0.770170983,0.770170983,0.770170983,0.770170983,1,1,1,1,1
7240,hdfs3-0.3.1,1,4.00E-05,0.0005,hdfs,0.770193122,1,0.770193122,0.770193122,0.770193122,0.770193122,1,1,1,1,1
216,inflection-0.5.1,18,0.000201,0.00864,inflection,0.770302658,1,0.770302658,0.770302658,0.770302658,0.770302658,1,1,1,1,1
5978,inflection-0.2.0,1,4.50E-05,0.00046,inflection,0.770302658,1,0.770302658,0.770302658,0.770302658,0.770302658,1,1,1,1,1
8626,rarfile-4.0,1,3.80E-05,0.00046,rarfile,0.77030498,1,0.77030498,0.77030498,0.77030498,0.77030498,1,1,1,1,1
3351,bitcoin-1.1.42,2,5.50E-05,0.00094,bitcoin,0.770433767,1,0.770433767,0.770433767,0.770433767,0.770433767,1,1,1,1,1
5186,babelfish-0.6.0,1,4.70E-05,0.00048,babelfish,0.770483488,1,0.770483488,0.770483488,0.770483488,0.770483488,1,1,1,1,1
1948,pick-2.2.0,3,5.90E-05,0.00137,pick,0.770714185,1,0.770714185,0.770714185,0.770714185,0.770714185,1,1,1,1,1
7239,pysimdjson-5.0.2,1,3.60E-05,0.00048,pysimdjson,0.771099478,1,0.771099478,0.771099478,0.771099478,0.771099478,1,1,1,1,1
10348,jsonrpcclient-4.0.3,1,4.50E-05,0.00046,jsonrpcclient,0.77197648,1,0.77197648,0.77197648,0.77197648,0.77197648,1,1,1,1,1
404,drmaa-0.7.9,1,4.40E-05,0.00048,drmaa,0.772145903,1,0.772145903,0.772145903,0.772145903,0.772145903,1,1,1,1,1
9760,clize-2.0,1,4.50E-05,0.00046,clize,0.772394331,1,0.772394331,0.772394331,0.772394331,0.772394331,1,1,1,1,1
4307,pytoml-0.1.21,1,5.00E-05,0.00046,pytoml,0.773100639,1,0.773100639,0.773100639,0.773100639,0.773100639,1,1,1,1,1
7709,businesstime-0.3.0,1,3.90E-05,0.00046,businesstime,0.773203801,1,0.773203801,0.773203801,0.773203801,0.773203801,1,1,1,1,1
7879,fpdf-1.7.2,2,4.70E-05,0.00091,fpdf,0.773364021,1,0.773364021,0.773364021,0.773364021,0.773364021,1,1,1,1,1
1171,ladybug-geometry-1.23.4,2,9.50E-05,0.00096,ladybug-geometry,0.773532855,1,0.773532855,0.773532855,0.773532855,0.773532855,1,1,1,1,1
4058,ladybug-geometry-1.26.5,2,0.000152,0.00099,ladybug-geometry,0.773532855,1,0.773532855,0.773532855,0.773532855,0.773532855,1,1,1,1,1
1508,assertpy-1.1,1,3.80E-05,0.00052,assertpy,0.7735796,1,0.7735796,0.7735796,0.7735796,0.7735796,1,1,1,1,1
6464,shift-0.0.4,1,5.00E-05,0.00046,shift,0.773620611,1,0.773620611,0.773620611,0.773620611,0.773620611,1,1,1,1,1
7150,python-statemachine-0.8.0,1,3.80E-05,0.00048,python-statemachine,0.773956162,1,0.773956162,0.773956162,0.773956162,0.773956162,1,1,1,1,1
8674,aiorwlock-1.3.0,1,4.00E-05,0.00046,aiorwlock,0.774172918,1,0.774172918,0.774172918,0.774172918,0.774172918,1,1,1,1,1
5143,mnemonic-0.19,1,4.20E-05,0.00046,mnemonic,0.774347233,1,0.774347233,0.774347233,0.774347233,0.774347233,1,1,1,1,1
5721,mnemonic-0.20,4,5.70E-05,0.00183,mnemonic,0.774347233,1,0.774347233,0.774347233,0.774347233,0.774347233,1,1,1,1,1
141,pyasn1-0.4.8,37,0.001454,0.02102,pyasn,0.774367131,1,0.774367131,0.774367131,0.774367131,0.774367131,1,1,1,1,1
8474,pyasn1-0.2.3,4,0.000122,0.00196,pyasn,0.774367131,1,0.774367131,0.774367131,0.774367131,0.774367131,1,1,1,1,1
