Label,Pageranks
yarl-1.3.0,0.000058
donfig-0.7.0,0.000057
fontmath-0.9.3,0.000056
opentelemetry-instrumentation-dbapi-0.27b0,0.000055
gitdb-4.0.5,0.000055
numba-0.55.2,0.000054
httpcore-0.12.3,0.000054
neobolt-1.7.17,0.000054
pytest-forked-1.6.0,0.000053
singledispatch-3.7.0,0.000053
jmp-0.0.4,0.000053
threadloop-1.0.2,0.000052
apprise-1.3.0,0.000051
torchdata-0.6.0,0.000051
pskca-0.1.11,0.000049
pyqt5-sip-12.11.0,0.000049
argcomplete-2.1.2,0.000048
simplegeneric-0.8.1,0.000048
pyqt5-sip-12.9.0,0.000048
strip-hints-0.1.10,0.000047
cattrs-1.10.0,0.000047
freezegun-1.2.2,0.000047
bgen-reader-4.0.8,0.000046
google-cloud-firestore-2.11.0,0.000046
hardwario-common-1.8.0,0.000046
py-mini-racer-0.6.0,0.000045
gnureadline-8.1.2,0.000045
exifread-3.0.0,0.000045
pandas-1.5.2,0.000044
shared-memory-wrapper-0.0.27,0.000044
kubernetes-25.3.0,0.000043
hcam-devices-0.3.0,0.000043
alive-progress-3.1.1,0.000043
ldapdomaindump-0.9.4,0.000042
pandas-flavor-0.5.0,0.000042
inflate64-0.3.1,0.000042
multivolumefile-0.2.3,0.000042
pybcj-1.0.1,0.000042
pyppmd-1.0.0,0.000042
pyzstd-0.15.6,0.000042
db-dtypes-1.1.1,0.000041
pydata-google-auth-1.7.0,0.000041
geventhttpclient-2.0.9,0.00004
automaton-3.1.0,0.00004
fastdownload-0.0.7,0.00004
dockerpty-0.4.1,0.00004
roundrobin-0.0.4,0.00004
mypy-extensions-0.4.3,0.00004
pathspec-0.10.1,0.00004
ipyevents-2.0.1,0.000039
ldap3-2.8.1,0.000038
daemonize-2.5.0,0.000038
asgiref-3.3.4,0.000038
blinker-1.4,0.000038
kaitaistruct-0.9,0.000038
publicsuffix2-2.20191221,0.000038
zstandard-0.14.1,0.000038
spectral-cube-0.6.0,0.000047
xmod-1.4.0,0.000339
amqp-2.2.2,0.000084
jws-0.1.3,0.00008
types-pytz-2023.3.0.0,0.000075
marshmallow-3.5.1,0.000073
junit-xml-1.9,0.000068
quart-0.18.4,0.000065
django-classy-tags-4.0.0,0.000061
bsb-4.0.0a51,0.000057
poetry-1.4.2,0.000053
gremlinpython-3.4.3,0.000051
boto3-1.9.252,0.000051
zeo-5.4.0,0.00005
jsons-1.6.3,0.00005
rcssmin-1.1.1,0.00005
rjsmin-1.2.1,0.00005
django-autocomplete-light-3.9.4,0.000049
aiofiles-22.1.0,0.000048
mmcif-pdbx-2.0.1,0.000047
dpath-2.1.5,0.000047
interface-meta-1.3.0,0.000047
confluent-kafka-2.1.0,0.000046
pymemcache-4.0.0,0.000046
graphviz-0.12,0.000044
grr-response-client-3.4.6.post7,0.000043
django-filter-21.1,0.000043
image-1.5.33,0.000042
webtest-3.0.0,0.000042
wsgiproxy2-0.5.1,0.000042
pyahocorasick-2.0.0,0.000042
intelhex-2.3.0,0.000042
sortedcollections-2.1.0,0.00004
diskcache-5.6.1,0.00004
flask-sqlalchemy-2.5.1,0.000038
flask-jwt-extended-4.4.4,0.000038
filemagic-1.6,0.000092
magicdict-1.0.6,0.000092
py-helper-mod-0.0.23,0.000092
ptable-0.9.2,0.000088
awscrt-0.16.14,0.000087
ladybug-display-0.9.0,0.000086
pyserde-0.10.4,0.000083
naked-0.1.32,0.000083
humanfriendly-4.17,0.000083
requests-2.12.3,0.000083
python-geoip-1.2,0.000083
wheezy-template-3.1.0,0.000081
simplejson-3.17.2,0.00008
colorlog-3.2.0,0.00008
pluggy-0.12.0,0.000078
rl-3.1,0.000078
a10-openstack-lib-0.2.1,0.000077
tox-4.4.12,0.000076
aiohttp-1.0.5,0.000076
autoprop-4.1.0,0.000076
pytest-7.1.1,0.000074
gumnut-assembler-4.0.0,0.000074
googleappenginecloudstorageclient-1.9.22.1,0.000074
urllib3-1.7.1,0.000074
enum-compat-0.0.2,0.000074
creart-0.2.2,0.000073
curtsies-0.3.10,0.000072
pwntools-4.9.0,0.000071
pytest-6.1.1,0.000071
hy-0.15.0,0.000071
boolean-py-4.0,0.000071
celery-4.2.2,0.00007
ebooklib-0.18,0.000069
pyqt5-5.12.3,0.000068
ninja-1.11.1,0.000068
python-neutronclient-9.0.0,0.000067
jira-3.5.0,0.000067
adafruit-gpio-1.0.3,0.000067
gitdb2-2.0.5,0.000067
flake8-plugin-utils-1.3.2,0.000067
types-urllib3-1.26.14,0.000066
memoization-0.4.0,0.000066
prometheus-client-0.15.0,0.000066
requests-mock-1.10.0,0.000064
pycolab-1.2,0.000064
htms-low-api-2.3.1,0.000064
http-sfv-0.9.8,0.000064
pydantic-1.10.2,0.000064
pyspnego-0.8.0,0.000064
aiocache-0.12.0,0.000063
alluka-0.1.3,0.000063
sentinels-1.0.0,0.000063
pycodestyle-2.3.1,0.000062
stem-1.8.1,0.000062
pychromecast-13.0.7,0.000061
hearthstone-6.5.1,0.00006
sensor-state-data-2.14.0,0.00006
uritemplate-py-3.0.2,0.000059
colorifix-2.0.4,0.000059
acdh-xml-pyutils-0.4.0,0.000058
gpkg-slim-0.5.1,0.000058
clvm-0.9.7,0.000058
clvm-tools-rs-0.1.30,0.000058
filelock-3.0.12,0.000058
adbutils-1.2.9,0.000057
anyio-1.4.0,0.000057
openmldb-0.7.3,0.000057
vlsir-3.0.1,0.000057
python-hcl2-3.0.5,0.000057
suds-sw-0.4.3,0.000057
python-http-client-3.3.7,0.000057
starkbank-ecdsa-2.2.0,0.000057
colortools-0.1.2,0.000057
pbr-1.10.0,0.000057
ephem-3.7.6.0,0.000057
pytz-2018.5,0.000057
google-api-python-client-2.4.0,0.000056
defcon-0.10.2,0.000056
portpicker-1.5.2,0.000056
cloudevents-1.9.0,0.000056
unidecode-0.4.21,0.000056
awacs-2.3.0,0.000056
scikit-image-0.19.2,0.000055
recarraytools-0.1.1,0.000055
awkward-0.14.0,0.000055
bitcoin-1.1.42,0.000055
django-filter-1.1.0,0.000055
sphinx-1.7.1,0.000054
pytest-6.1.2,0.000054
casadi-3.6.0,0.000054
cryptokey-0.2.2,0.000054
durabledict-0.9.4,0.000054
docx2txt-0.8,0.000054
deform-2.0.15,0.000053
hpl-specs-0.2.3,0.000053
ruamel-yaml-0.16.12,0.000053
pyparsing-2.2.0,0.000053
streamlit-1.21.0,0.000052
altair-4.2.0,0.000052
free-proxy-1.1.1,0.000052
openpyxl-3.0.10,0.000052
ruamel-yaml-jinja2-0.2.7,0.000052
starlette-0.22.0,0.000052
pytz-2020.1,0.000052
hivenetcore-0.1.3,0.000051
kcu-0.0.73,0.000051
cyclone-1.3,0.000051
importlib-metadata-5.2.0,0.000051
reactivex-4.0.4,0.000051
fair-research-login-0.3.0,0.000051
pefile-2023.2.7,0.000051
protobuf-3.20.0,0.000051
visitor-0.1.3,0.000051
pyrsistent-0.18.0,0.000051
thrift-sasl-0.4.3,0.00005
pyjwkest-1.4.2,0.00005
azure-keyvault-certificates-4.2.1,0.00005
botocore-1.10.58,0.00005
pyquery-1.4.3,0.00005
aiohttp-socks-0.8.0,0.00005
jsbeautifier-1.14.7,0.00005
importlib-metadata-3.10.0,0.00005
gtts-token-1.1.4,0.00005
dirsync-2.2.5,0.00005
os-command-py-1.1.0,0.00005
pytest-runner-6.0.0,0.00005
capstone-gt-5.0.0.2,0.00005
grpcio-1.51.3,0.00005
protobuf-4.22.0,0.00005
timeout-decorator-0.5.0,0.00005
imagehash-4.3.1,0.000049
selenium-4.4.3,0.000049
certvalidator-0.11.1,0.000049
django-filter-22.1,0.000049
imread-0.7.4,0.000049
distance-0.1.3,0.000049
apscheduler-3.6.3,0.000048
gitpython-2.1.1,0.000048
sqlalchemy-1.4.35,0.000048
gitpython-3.1.0,0.000048
dynprops-0.2.1,0.000048
coverage-4.5.4,0.000048
sh-1.14.3,0.000048
pebble-5.0.3,0.000048
colorama-0.3.7,0.000048
h3-3.7.6,0.000048
ipython-8.8.0,0.000047
batchgenerators-0.25,0.000047
torchvision-0.14.1,0.000047
google-api-core-2.8.2,0.000047
hydrotools-restclient-3.0.5,0.000047
geneparse-0.8.1,0.000047
configspace-0.6.1,0.000047
mujoco-2.3.3,0.000047
datetimetools-1.1.1,0.000047
photutils-1.7.0,0.000047
proto-plus-1.20.6,0.000047
blindecdh-0.1.9,0.000047
requests-cache-0.4.13,0.000047
click-shell-2.1,0.000047
yattag-1.15.1,0.000047
future-0.17.1,0.000047
pillow-9.4.0,0.000047
carbonara-archinfo-7.7.9.14-1,0.000047
treq-22.2.0,0.000046
pyradigm-0.6.5,0.000046
nibabel-3.2.2,0.000046
flask-assets-2.0,0.000046
tensorflow-addons-0.20.0,0.000046
protobuf-3.14.0,0.000046
yamale-4.0.4,0.000046
celluloid-0.2.0,0.000046
graplinc-grapl-api-0.1.0,0.000046
gitpython-3.1.30,0.000046
stevedore-3.5.2,0.000046
tzlocal-2.0.0,0.000046
decision-0.3.1,0.000046
pydicom-2.3.0,0.000046
tomlkit-0.11.4,0.000046
mycapytain-3.0.2,0.000045
toyplot-1.0.3,0.000045
mplhep-0.3.26,0.000045
oauth2client-4.1.0,0.000045
orient-6.2.0,0.000045
normality-0.6.1,0.000045
pycocotools-2.0.6,0.000045
beautifulsoup4-4.8.2,0.000045
jsonasobj-2.0.1,0.000045
atom-0.9.1,0.000045
dirlistproc-1.4.5,0.000045
pynmea2-1.19.0,0.000045
uritemplate-3.0.0,0.000045
consolekit-1.4.1,0.000044
hydrotools-caches-0.1.3,0.000044
transitions-0.8.11,0.000044
multiprocess-0.70.12.2,0.000044
ppft-1.6.6.4,0.000044
dash-bootstrap-components-0.13.1,0.000044
dash-cool-components-0.1.8,0.000044
mypy-boto3-sqs-1.26.0.post1,0.000044
kaleido-0.2.1,0.000044
pytimeparse-1.1.8,0.000044
tinycss-0.4,0.000044
pillow-9.2.0,0.000044
pox-0.3.0,0.000044
isort-5.10.1,0.000044
mypy-boto3-dynamodb-1.26.97.post1,0.000044
readlike-0.1.3,0.000044
setuptools-46.4.0,0.000044
pytz-2017.2,0.000044
ensmallen-0.8.42,0.000043
pynetcf-0.4.0,0.000043
soothsayer-utils-2022.6.24,0.000043
jaxutils-0.8,0.000043
dagrt-2021.1,0.000043
jaxlinop-0.0.3,0.000043
raven-python-lambda-0.1.10,0.000043
tk-steroids-0.7.1,0.000043
django-extensions-3.2.1,0.000043
roktools-5.3.0,0.000043
iam-units-2022.10.27,0.000043
google-auth-oauthlib-0.8.0,0.000043
brent-search-2.0.1,0.000043
ndarray-listener-2.0.1,0.000043
bolton-logrus-0.1.0,0.000043
aiofile-3.8.5,0.000043
pyyaml-5.1.1,0.000043
dill-0.2.9,0.000043
ply-3.8,0.000043
pid-3.0.4,0.000043
smartypants-2.0.1,0.000043
cssselect-1.1.0,0.000043
google-cloud-bigquery-3.3.0,0.000042
utool-2.1.7,0.000042
tableschema-1.20.2,0.000042
ipython-7.15.0,0.000042
nilearn-0.10.0,0.000042
loopy-2020.2.1,0.000042
tensorflow-probability-0.16.0,0.000042
hat-monitor-0.6.13,0.000042
azure-identity-1.12.0,0.000042
copulas-0.8.0,0.000042
responses-0.23.1,0.000042
readme-renderer-24.0,0.000042
httpx-0.23.1,0.000042
skycalc-ipy-0.1.3,0.000042
vemomoto-core-npcollections-0.9.0a11,0.000042
imjoy-rpc-0.5.15,0.000042
hera-filters-0.1.3,0.000042
0x-json-schemas-2.1.0,0.000042
geos-0.2.3,0.000042
modepy-2021.1,0.000042
pygsp-0.5.1,0.000042
vemomoto-core-concurrent-0.9.0a1,0.000042
0x-contract-addresses-3.0.0,0.000042
0x-contract-artifacts-3.0.0,0.000042
kombu-4.6.7,0.000042
pkginfo-1.5.0.1,0.000042
tqdm-4.40.1,0.000042
tensorflow-estimator-2.8.0,0.000042
apscheduler-2.1.2,0.000042
gordo-core-0.3.0,0.000041
google-cloud-bigquery-2.30.0,0.000041
pandapower-2.12.0,0.000041
eth-account-0.3.0,0.000041
google-music-proto-2.10.0,0.000041
pip-tools-6.13.0,0.000041
ibis-framework-1.4.0,0.000041
google-api-python-client-1.9.3,0.000041
cmd2-0.9.12,0.000041
eth-abi-1.3.0,0.000041
pytest-html-3.2.0,0.000041
pandas-1.4.3,0.000041
polyaxon-sdk-1.20.0,0.000041
google-cloud-bigquery-storage-2.3.0,0.000041
pydata-google-auth-1.1.0,0.000041
astroid-2.11.7,0.000041
python-resize-image-1.1.20,0.000041
progressbar2-3.51.3,0.000041
stevedore-1.30.1,0.000041
outcome-1.0.0,0.000041
packaging-20.8,0.000041
pylru-1.2.1,0.000041
websockets-6.0,0.000041
tangled-up-in-unicode-0.2.0,0.000041
sqlalchemy-1.3.22,0.000041
identify-2.3.3,0.000041
nodeenv-1.6.0,0.000041
iniconfig-1.1.1,0.000041
isort-5.11.5,0.000041
pymiscutils-0.3.14,0.00004
python-glanceclient-2.16.0,0.00004
python-novaclient-14.0.0,0.00004
python-cinderclient-4.2.0,0.00004
microconventions-1.0.0,0.00004
txtorcon-23.0.0,0.00004
oslo-cache-3.3.1,0.00004
packaging-17.1,0.00004
prompt-toolkit-2.0.10,0.00004
tenacity-6.3.1,0.00004
packaging-21.2,0.00004
structlog-20.2.0,0.00004
jupyterlab-server-2.12.0,0.000039
sregion-1.2.2,0.000039
ipyleaflet-0.17.2,0.000039
related-0.7.3,0.000039
nbclassic-0.3.7,0.000039
readme-renderer-35.0,0.000039
python-swiftclient-3.7.0,0.000039
keyring-23.6.0,0.000039
kazoo-2.9.0,0.000039
ipyfilechooser-0.6.0,0.000039
cytoolz-0.10.1,0.000039
importlib-metadata-4.12.0,0.000039
mf2util-0.5.2,0.000039
iterpop-0.4.1,0.000039
opytional-0.1.0,0.000039
pkginfo-1.8.3,0.000039
oslo-messaging-14.2.0,0.000038
openquake-engine-3.16.1,0.000038
flake8-string-format-0.3.0,0.000038
flask-script-2.0.6,0.000038
pyopenssl-23.1.0,0.000038
voluptuous-serialize-2.6.0,0.000038
cachey-0.2.1,0.000038
orjson-3.8.7,0.000038
ulid-transform-0.6.3,0.000038
ffmpy-0.3.0,0.000038
ps2ff-1.5.6,0.000038
glom-22.1.0,0.000037
python-lsp-jsonrpc-1.0.0,0.000037
pathspec-0.9.0,0.000037
cron-descriptor-1.2.35,0.000037
wtforms-alchemy-0.18.0,0.000036
grimoirelab-toolkit-0.3.3,0.000036
flask-assets-0.12,0.000036
dulwich-0.20.50,0.000036
flask-talisman-1.0.0,0.000036
rx-1.6.3,0.00015
heaserver-1.0.0a103,0.000094
heaserver-1.0.0a113,0.000094
heaserver-1.0.0a104,0.000094
heaserver-1.0.0a76,0.000094
django-ckeditor-6.5.1,0.000094
redlib-1.5.7,0.000094
xmpppy-0.7.1,0.000094
gurux-common-1.0.13,0.000094
supermutes-0.2.5,0.000094
ioctl-opt-1.3,0.000094
zhon-1.1.5,0.000094
graphviz-0.19.2,0.000094
hatch-1.7.0,0.000079
sciunit-0.2.7,0.000079
jarbas-hive-mind-0.10.7,0.000079
netmiko-4.1.2,0.000079
hamster-lib-0.13.2,0.000079
glmnet-2.2.1,0.000079
mongo-connector-3.1.1,0.000079
uplink-0.9.7,0.000079
pyowm-3.3.0,0.000079
cryptography-2.9.2,0.000079
hg-git-1.0.2,0.000079
grafana-api-1.0.3,0.000079
requests-2.2.1,0.000079
paho-mqtt-1.5.1,0.000079
hl7apy-1.3.4,0.000079
mercurial-6.4.1,0.000079
gnucash-portfolio-1.6.2,0.000074
pyquery-1.4.0,0.000074
glustercli-0.8.4,0.000074
vobject-0.9.6.1,0.000074
haproxyadmin-0.2.4,0.000074
curio-1.6,0.000074
plyvel-1.5.0,0.000074
hedgehog-pyvisa-2.0.0,0.000074
wheel-0.24.0,0.000074
hedgehog-platform-0.2.0,0.000072
hito-tools-23.3,0.000072
unyt-2.9.5,0.000072
typer-0.1.1,0.000072
textblob-0.17.1,0.000072
cookiecutter-1.7.3,0.000071
spotipy-2.23.0,0.000071
jupyter-server-proxy-3.2.2,0.000071
flask-graphql-2.0.1,0.000071
gpiozero-1.6.2,0.000071
healpix-2023.1.13,0.000071
forbiddenfruit-0.1.4,0.000071
logzio-python-handler-4.0.1,0.00007
ghome-foyer-api-1.0.0,0.00007
dj-database-url-1.3.0,0.00007
pyhocon-0.3.60,0.00007
pydrive-1.3.1,0.000069
htcondor-10.3.0,0.000069
pipreqs-0.4.13,0.000068
docker-py-1.10.6,0.000067
dropbox-11.36.0,0.000067
pymupdf-1.22.0,0.000067
versioneer-0.28,0.000067
pysot-0.3.3,0.000066
gql-2.0.0,0.000066
gym-0.25.2,0.000066
networkx-2.4,0.000066
pypdf-3.8.0,0.000066
aiohttp-3.4.4,0.000065
graphene-sqlalchemy-2.3.0,0.000065
requests-2.19.1,0.000065
pyaxmlparser-0.3.28,0.000065
grg-grgdata-0.2.4,0.000065
gkeepapi-0.14.2,0.000065
honeycomb-beeline-3.5.1,0.000065
gym-0.20.0,0.000065
hvac-1.1.0,0.000065
python-memcached-1.59,0.000065
hellbox-0.1.3,0.000065
adicity-0.6.6,0.000065
getmac-0.9.3,0.000065
pika-0.10.0,0.000065
graypy-2.1.0,0.000065
sphinx-me-0.3,0.000065
gooddata-sdk-1.3.0,0.00006
flake8-3.9.2,0.00006
hcloud-1.19.0,0.00006
hive-nektar-1.1.7,0.00006
pyside6-6.2.4,0.00006
hoocron-0.0.4,0.00006
consulate-0.6.0,0.00006
generators-2020.4.27,0.00006
easydict-1.10,0.00006
django-grappelli-3.0.5,0.00006
logz-0.19,0.00006
gwcomm-genwch-0.0.5,0.00006
graphql-core-next-1.1.1,0.00006
http-status-1.0.0,0.00006
textdistance-4.5.0,0.00006
fusepy-2.0.4,0.00006
flax-0.6.9,0.000057
google-auth-oauthlib-0.4.1,0.000057
hypothesis-5.49.0,0.000057
pygls-1.0.1,0.000057
grpc-interceptor-0.15.1,0.000057
protobuf-3.16.0,0.000057
hl7-0.4.5,0.000057
irc-20.1.0,0.000056
google-api-python-client-1.8.0,0.000056
oauth2-client-1.4.0,0.000056
xlib-0.21,0.000056
easygui-0.98.3,0.000056
python-hpilo-4.4.3,0.000056
guillotina-5.4.0,0.000055
plotnine-0.10.1,0.000055
kaggle-1.5.13,0.000055
firebase-admin-6.1.0,0.000055
helmion-0.8.6,0.000055
pikepdf-7.2.0,0.000055
kubragen2-0.8.7,0.000055
ginga-4.0.1,0.000055
h2o-3.40.0.3,0.000055
gym-0.24.1,0.000055
gym-0.23.1,0.000055
acos-client-2.9.1,0.000055
theano-1.0.5,0.000055
rotary-embedding-torch-0.2.1,0.000055
haip-template-0.1.3,0.000055
pyes-0.99.6,0.000055
lomond-0.3.3,0.000055
aioamqp-0.15.0,0.000055
retrying-1.3.3,0.000055
graphene-file-upload-1.3.0,0.000055
qtmodern-0.2.0,0.000055
typer-0.4.0,0.000055
salsa20-0.3.0,0.000055
simplejson-3.6.5,0.000055
tree-format-0.1.2,0.000055
accretion-common-0.1.1,0.000054
sacred-0.8.4,0.000053
subprocess32-3.5.4,0.000053
pysodium-0.7.12,0.000053
crccheck-1.3.0,0.000053
pypot-5.0.2,0.000052
hive-library-0.0.1b13,0.000052
oauth2client-1.5.2,0.000052
pychromecast-2.3.0,0.000052
hrflow-1.9.0,0.000052
pyinstaller-5.10.1,0.000052
biolib-0.1.9,0.000052
djangorestframework-gis-1.0,0.000052
wiktionaryparser-0.0.97,0.000052
hexagonit-recipe-download-1.7.1,0.000052
htb-1.1.0,0.000052
cement-3.0.8,0.000052
pyjwt-2.4.0,0.000052
sshconf-0.2.5,0.000052
semantic-version-2.6.0,0.000052
tqdm-4.62.3,0.000052
xlsxwriter-1.4.5,0.000052
fortranformat-1.2.2,0.000052
scandir-1.10.0,0.000052
google-cloud-0.34.0,0.000052
google-cloud-storage-1.42.2,0.000051
reprint-0.6.0,0.000051
html5lib-1.0.1,0.000051
jsonrpclib-0.2.1,0.000051
typing-extensions-4.3.0,0.000051
pysimplegui-4.60.4,0.000051
ujson-1.35,0.000051
web3-5.24.0,0.00005
pysnptools-0.5.8,0.00005
flax-0.6.8,0.00005
uvicorn-0.13.4,0.00005
torchtext-0.15.1,0.00005
hmt-basemodels-0.1.26,0.00005
google-geo-type-0.3.0,0.00005
google-auth-oauthlib-0.4.0,0.00005
hedgehog-protocol-0.9.0,0.00005
python-frontmatter-1.0.0,0.00005
aiofiles-0.6.0,0.00005
pypika-0.48.9,0.00005
python-decouple-3.8,0.00005
concurrent-utils-0.2.0,0.00005
lxml-4.6.3,0.00005
pysdl2-0.9.15,0.00005
kfp-1.8.20,0.000049
codado-0.8.0,0.000049
ipywidgets-7.7.5,0.000049
pytest-5.3.2,0.000049
gsheets-0.6.1,0.000049
uproot-4.3.7,0.000049
dependency-injector-4.41.0,0.000049
av-10.0.0,0.000049
lxml-4.8.0,0.000049
first-2.0.2,0.000049
pymobiledevice3-1.40.0,0.000048
argumental-1.13,0.000048
flake8-3.8.4,0.000048
grafeas-1.8.1,0.000048
questionary-1.10.0,0.000048
ruamel-yaml-0.16.5,0.000048
mosek-10.0.40,0.000048
giturlparse-0.10.0,0.000048
rapidfuzz-3.0.0,0.000048
humanize-3.14.0,0.000048
weasyprint-58.1,0.000047
flask-restplus-0.13.0,0.000047
greedyfas-1.16.11,0.000047
google-api-python-client-1.7.11,0.000047
cairosvg-2.7.0,0.000047
py-eth-sig-utils-0.4.0,0.000047
clickhouse-sqlalchemy-0.2.3,0.000047
huawei-lte-api-1.6.11,0.000047
golix-0.1.6,0.000047
dataset-1.6.0,0.000047
inscriptis-2.3.2,0.000047
pyunpack-0.3,0.000047
datasketch-1.5.9,0.000047
aiohttp-jinja2-1.1.2,0.000047
pyqtgraph-0.13.2,0.000047
graia-saya-0.0.17,0.000047
cryptography-38.0.4,0.000047
static-1.1.1,0.000047
pika-1.1.0,0.000047
duckdb-0.7.1,0.000047
pysmartdl-1.3.4,0.000047
expiringdict-1.2.2,0.000047
jmespath-0.9.5,0.000047
ecdsa-0.13.3,0.000047
simpy-4.0.1,0.000047
fpdf-1.7.2,0.000047
loopa-0.0.2,0.000047
cchardet-2.1.4,0.000047
dynaconf-3.1.12,0.000047
internetarchive-3.4.0,0.000046
polygon-1.1.0,0.000046
webdriver-manager-3.8.6,0.000046
hitchbuild-0.6.3,0.000046
wikipedia-1.4.0,0.000046
colormath-3.0.0,0.000046
m3u8-3.4.0,0.000046
python-slugify-4.0.0,0.000046
spectral-0.23.1,0.000046
enrich-1.2.7,0.000046
jsonmerge-1.9.0,0.000046
yagmail-0.15.293,0.000046
httpretty-1.1.4,0.000046
fitdecode-0.10.0,0.000046
pygame-2.4.0.dev2,0.000046
python-crfsuite-0.9.9,0.000046
kafka-python-2.0.2,0.000046
prefect-2.82,0.000045
optuna-3.1.1,0.000045
pyvista-0.38.5,0.000045
hdbscan-0.8.29,0.000045
hs-restclient-1.3.7,0.000045
static-typing-0.2.7,0.000045
robobrowser-0.5.3,0.000045
pytrends-4.9.2,0.000045
python-crontab-2.7.1,0.000045
progressbar-2.5,0.000045
errorhandler-2.0.1,0.000045
coolprop-6.4.3.post1,0.000045
cpplint-1.6.1,0.000045
wandb-0.14.2,0.000044
grader-convert-0.1.14,0.000044
pandera-0.11.0,0.000044
quantnn-0.0.5.dev0,0.000044
workalendar-17.0.0,0.000044
nox-2022.11.21,0.000044
ghapi-0.1.23,0.000044
hankel-1.2.1,0.000044
pefile-2022.5.30,0.000044
bip32utils-0.3.post4,0.000044
python-biosystfiles-0.0.1,0.000044
sentry-sdk-1.12.1,0.000044
torchaudio-2.0.1,0.000044
pypdf3-1.0.6,0.000044
pyephem-9.99,0.000044
pydantic-1.7.4,0.000044
simple-term-menu-1.6.1,0.000044
pwinput-1.0.2,0.000044
trollsift-0.5.0,0.000044
bech32-1.2.0,0.000044
xmltodict-0.12.0,0.000044
pydash-5.1.2,0.000044
ordereddict-1.1,0.000044
tqdm-4.64.1,0.000044
sanic-23.3.0,0.000043
ipympl-0.9.3,0.000043
hcam-widgets-1.0.3,0.000043
biom-format-2.1.14,0.000043
obgraph-0.0.36,0.000043
ccdproc-2.4.0,0.000043
bentley-ottmann-7.3.0,0.000043
aiohttp-sse-client-0.2.1,0.000043
pyqt5-5.15.6,0.000043
prettystack-0.4.0,0.000043
python-daemon-2.3.2,0.000043
pyqt5-5.15.7,0.000043
locus-8.2.0,0.000043
inquirerpy-0.3.4,0.000043
descartes-1.1.0,0.000043
importlib-metadata-1.7.0,0.000043
cma-3.3.0,0.000043
exif-1.6.0,0.000043
django-model-utils-4.3.1,0.000043
sanic-ext-23.3.0,0.000043
mysql-connector-python-8.0.33,0.000043
textual-inputs-0.2.6,0.000043
data-science-types-0.2.23,0.000043
python-nmap-0.7.1,0.000043
python-heatclient-3.2.0,0.000042
yfinance-0.2.18,0.000042
docker-compose-1.29.2,0.000042
prophet-1.1.2,0.000042
contextily-1.3.0,0.000042
python-novaclient-18.3.0,0.000042
stable-baselines3-1.8.0,0.000042
github3-py-1.3.0,0.000042
geoip2-4.6.0,0.000042
pygithub-1.51,0.000042
finta-1.3,0.000042
fastapi-0.78.0,0.000042
kornia-0.6.11,0.000042
devgoldyutils-2.4.3,0.000042
leidenalg-0.9.1,0.000042
louvain-0.8.0,0.000042
ipwhois-1.1.0,0.000042
pytest-asyncio-0.21.0,0.000042
misaka-2.1.1,0.000042
unify-0.5,0.000042
packageurl-python-0.11.1,0.000042
testfixtures-7.1.0,0.000042
ujson-2.0.3,0.000042
colorclass-2.2.2,0.000042
jsonpickle-2.2.0,0.000042
colored-1.4.2,0.000042
hashids-1.3.1,0.000042
oslo-db-12.3.1,0.000041
pydap-3.4.0,0.000041
accelerate-0.18.0,0.000041
hyppo-0.3.2,0.000041
fastparquet-2023.2.0,0.000041
pyhopshive-0.6.4.1.dev0,0.000041
msrestazure-0.6.4,0.000041
pot-0.9.0,0.000041
webargs-8.2.0,0.000041
python-dateutil-2.8.1,0.000041
regions-0.7,0.000041
mac-vendor-lookup-0.1.11,0.000041
python-whois-0.7.3,0.000041
aiometer-0.4.0,0.000041
dash-bootstrap-components-1.4.1,0.000041
yacs-0.1.8,0.000041
aiobreaker-1.2.0,0.000041
transforms3d-0.4.1,0.000041
future-fstrings-1.2.0,0.000041
findspark-2.0.1,0.000041
svg-path-6.2,0.000041
cloudaux-1.9.6,0.00004
black-22.10.0,0.00004
rich-9.13.0,0.00004
autopep8-1.6.0,0.00004
pytesseract-0.3.10,0.00004
pygrib-2.1.4,0.00004
nonebot-plugin-apscheduler-0.2.0,0.00004
nonebot-plugin-guild-patch-0.2.3,0.00004
grpcio-health-checking-1.53.0,0.00004
pynamodb-5.4.1,0.00004
gitpython-3.1.3,0.00004
pyswarm-0.6,0.00004
qdarkstyle-3.1,0.00004
python-multipart-0.0.5,0.00004
hdf5plugin-4.1.1,0.00004
strconv-0.4.2,0.00004
tk-0.1.0,0.00004
loguru-0.4.1,0.00004
jq-1.4.1,0.00004
pylibscrypt-1.8.0,0.00004
voluptuous-0.11.7,0.00004
puremagic-1.15,0.00004
schedule-1.1.0,0.00004
markdown-3.3.4,0.00004
crontab-1.0.1,0.00004
pytest-shutil-1.7.0,0.000039
classeval-0.2.0,0.000039
packaging-20.4,0.000039
pathos-0.2.9,0.000039
pyramid-mailer-0.15.1,0.000039
pdoc-13.1.0,0.000039
paramiko-2.7.1,0.000039
pyramid-mako-1.1.0,0.000039
joblib-1.0.1,0.000039
bumpversion-0.5.3,0.000039
zxcvbn-4.4.28,0.000039
ffpyplayer-4.5.0,0.000039
colorama-0.3.9,0.000039
psycopg2-binary-2.9.3,0.000039
pydoe-0.3.8,0.000038
flask-bcrypt-1.0.1,0.000038
