Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,In_reach,Out_reach,Outgoing Risk (Inreach),Incoming Risk (Outreach)
2307,gptcache-0.1.11,4,3.80E-05,0.00048,0.671641247,50,3,33.30873047,1.803887537
1853,hoststats-0.1.1,6,3.50E-05,0,0.699827729,50,1,33.3000451,0.699827729
5199,gliderpy-0.1.0,3,3.50E-05,0,0.662707685,50,1,33.27868724,0.662707685
10025,python-novaclient-14.0.0,12,4.00E-05,0.00094,0.671641247,49,3,33.25611345,2.179716195
9640,graphinder-1.11.6,3,3.50E-05,0,0.926512122,49,1,33.23050087,0.926512122
7521,gpilab-1.4.8,29,3.50E-05,0,0.657900688,54,1,33.22962796,0.657900688
2467,grafana-calendar-annotator-0.1.1,4,3.50E-05,0,0.831820753,48,1,33.20239287,0.831820753
11844,httpie-ntlm-1.0.2,2,3.50E-05,0,0.821066546,50,1,33.18563121,0.821066546
5700,httpie-httpsig-auth-0.1.1,4,3.50E-05,0,0.675845632,50,1,33.18337242,0.675845632
5571,httpony-0.3,2,3.50E-05,0,0.812110952,50,1,33.16330872,0.812110952
3982,hucitlib-0.3.0,7,3.50E-05,0,0.831723796,49,1,33.1224647,0.831723796
1746,guillotina-6.4.2,34,0.00022,0.0069,0.689415171,47,16,33.12171825,11.95898697
5052,hamster-bridge-0.7.0,1,3.50E-05,0,0.793865644,49,1,33.11573146,0.793865644
12861,hifi-se-1.0.5,2,3.50E-05,0,0.711977341,50,1,33.10781641,0.711977341
4391,yfinance-0.2.18,14,4.20E-05,0.00091,0.646017982,52,3,33.10531215,2.143330877
8408,hxlti-djapp-0.2.1,6,3.50E-05,0,0.847590219,49,1,33.06028097,0.847590219
9899,opentelemetry-exporter-otlp-proto-http-1.17.0,7,4.30E-05,0.00048,0.542131325,49,3,33.04780927,1.908207082
8446,hawkmoth-0.14.0,1,3.50E-05,0,0.804046674,48,1,33.02783972,0.804046674
8066,hmrc-1.1.3,12,3.50E-05,0,0.831651804,49,1,33.02230979,0.831651804
13235,hypersparaer-2.4.32,3,3.50E-05,0,0.693319014,48,1,33.01565271,0.693319014
3890,howlongtobeatpy-1.0.5,4,3.50E-05,0,0.683259701,49,1,33.0016989,0.683259701
5001,ipyleaflet-0.17.2,6,3.90E-05,0.00094,0.714374967,48,3,32.99620985,2.288411674
4811,tuspy-1.0.0,6,4.50E-05,0.00048,0.693009023,49,4,32.99237,3.034490139
6150,codado-0.8.0,10,4.90E-05,0.00091,0.835194653,45,3,32.98533949,2.382232514
11786,python-cinderclient-9.3.0,8,3.90E-05,0.00046,0.671641247,49,2,32.94841074,1.311470712
7506,gradedb-1.0.2,5,3.50E-05,0,0.820730165,52,1,32.94362879,0.820730165
13110,oslo-concurrency-5.1.1,10,4.80E-05,0.0024,0.671641247,49,7,32.93115208,4.668957134
3106,cookiecutter-1.7.3,10,7.10E-05,0.00091,0.652367718,46,3,32.9191291,2.304483321
1223,groundwork-sphinx-theme-1.1.1,1,3.50E-05,0,0.683873189,48,1,32.90766623,0.683873189
12263,jira-2.0.0,9,5.00E-05,0.00046,0.780184612,49,2,32.90031478,1.475176083
5489,helveg-sphinx-code-tabs-0.2.0,1,3.50E-05,0,0.675675039,48,1,32.89946808,0.675675039
7945,graphene-django-subscriptions-0.0.9,3,3.50E-05,0,0.811982791,47,1,32.8984381,0.811982791
6254,gps-activity-0.7.2,8,3.50E-05,0,0.695077045,53,1,32.89561274,0.695077045
2846,sphinxcontrib-jquery-4.1,2,5.20E-05,0.00063,0.671641247,48,12,32.89543429,8.87539431
8583,sphinx-basic-ng-1.0.0b1,2,4.30E-05,0.00048,0.671641247,48,3,32.89543429,1.955933114
12082,sphinx-autodoc-typehints-1.23.4,2,3.70E-05,0.00046,0.657330567,48,2,32.88112361,1.368368524
10209,pymisp-2.4.159,5,3.60E-05,0.00046,0.565244127,47,2,32.87778573,1.203379513
9262,greynoise-2.0.0,13,3.60E-05,0.00046,0.766895067,47,2,32.8760689,1.405030453
2843,sphinx-gallery-0.13.0,4,4.50E-05,0.00137,0.638823712,48,4,32.86261676,3.025442895
974,hat-juggler-0.6.10,7,5.10E-05,0.00139,0.683515254,47,6,32.85697654,4.04426386
5880,365scores-1.0.7,4,3.50E-05,0,0.71088588,49,1,32.85517677,0.71088588
4918,sphinx-rtd-theme-0.5.1,4,4.40E-05,0.00137,0.629932229,48,4,32.85372527,2.954297969
615,google-api-core-2.10.2,9,0.000128,0.00328,0.720813266,48,115,32.8510655,88.18419041
10272,grubhub-0.1.0,5,3.50E-05,0,0.831840141,48,1,32.85056565,0.831840141
9699,hpycc-0.2.2,6,3.50E-05,0,0.672602625,52,1,32.84832278,0.672602625
3094,gnucash-web-0.1.0,5,3.50E-05,0,0.830225122,48,1,32.83566336,0.830225122
5393,hpc05-2.0.6,6,3.50E-05,0,0.812016299,48,1,32.82277083,0.812016299
1498,google-auth-oauthlib-0.4.6,12,0.000143,0.00458,0.611642131,48,32,32.82216484,24.55287938
8275,google-auth-oauthlib-0.4.1,5,5.70E-05,0.00091,0.611642131,48,3,32.82216484,2.138641208
3790,numpydoc-1.5.0,7,5.00E-05,0.00233,0.579132031,48,9,32.80292507,6.747275029
8277,hatena2rest-0.1.1,3,3.50E-05,0,0.820967499,48,1,32.79332439,0.820967499
11871,samsungtvws-2.5.0,7,3.80E-05,0.00046,0.643749305,49,2,32.76726251,1.3389082
8808,openmldb-lab-0.1.4,4,4.50E-05,0.00046,0.847569963,46,2,32.75649636,1.695155097
4487,zope-app-appsetup-5.0,18,5.00E-05,0.00139,0.679867311,49,4,32.7513809,2.654900241
4014,grplot-0.13.1,5,3.50E-05,0,0.967762279,54,1,32.7494173,0.967762279
2539,google-gax-0.15.16,9,4.20E-05,0.00046,0.782459189,47,2,32.74592651,1.60329697
9462,google-gax-0.16.0,8,3.50E-05,0,0.782459189,47,1,32.74592651,0.782459189
10322,gtwpy-1.3.10,5,3.50E-05,0,0.84744695,48,1,32.7380426,0.84744695
7908,homematicip-1.0.14,6,3.50E-05,0,0.613585551,49,1,32.70546493,0.613585551
7853,hub-cep-0.0.19,2,3.50E-05,0,0.831305855,51,1,32.67681921,0.831305855
3305,hca-ingest-2.8.0,10,3.50E-05,0,0.64689349,47,1,32.67276903,0.64689349
1033,googledevices-1.0.3,5,3.50E-05,0,0.828906835,48,1,32.66706351,0.828906835
4993,httpie-llnw-auth-1.0.1,2,3.50E-05,0,0.846978937,49,1,32.62270862,0.846978937
5796,httpie-consul-1.0.2,2,3.50E-05,0,0.846989118,49,1,32.60646875,0.846989118
3960,google-cloud-texttospeech-0.2.0,2,4.20E-05,0.00046,0.746031872,47,2,32.59231318,1.582512263
2625,cookiecutter-2.1.1,11,0.000102,0.00185,0.652367718,46,6,32.57475934,4.347832054
4377,glide-0.4.1,17,3.50E-05,0,0.682198871,50,1,32.56663471,0.682198871
713,aiobotocore-2.5.0,9,5.00E-05,0.00146,0.727407448,47,12,32.56383276,9.04695155
9833,gspread-3.6.0,4,4.50E-05,0.00046,0.831808055,47,2,32.56152581,1.663728228
6453,gspread-5.7.2,3,5.00E-05,0.00046,0.831808055,47,2,32.56152581,1.625691245
4045,httpie-aws-auth-0.0.3,2,3.50E-05,0,0.821108811,49,1,32.55287047,0.821108811
11260,gofile-dl-1.2.2,3,3.50E-05,0,0.847582003,48,1,32.53973265,0.847582003
8223,greyhound-0.0.2,3,3.50E-05,0,0.799554726,51,1,32.53752296,0.799554726
10629,funcx-1.0.13,10,4.90E-05,0.00048,0.741881957,48,3,32.50818285,2.050260022
4563,git-stalk-1.6.0,5,3.50E-05,0,0.774179337,48,1,32.48059161,0.774179337
6986,gri-0.6.1,6,3.50E-05,0,0.94852481,47,1,32.46920692,0.94852481
6764,httpie-f5-auth-0.0.6,3,3.50E-05,0,0.832447166,49,1,32.44802571,0.832447166
2488,hyperion-cli-1.0.1,11,3.50E-05,0,0.684114005,49,1,32.43994456,0.684114005
11530,httpie-msgpack-1.0.0,2,3.50E-05,0,0.82087909,49,1,32.43645764,0.82087909
12430,httpie-escher-auth-0.1.0,2,3.50E-05,0,0.831798223,49,1,32.4290037,0.831798223
2517,gpt-scrolls-0.0.9,1,3.50E-05,0,0.827844824,48,1,32.4280665,0.827844824
12347,httpie-snapdsocket-1.0.0,2,3.50E-05,0,0.83183343,49,1,32.42589995,0.83183343
8031,home-assistant-chip-repl-2023.4.0,5,3.50E-05,0,0.439476743,48,1,32.42527723,0.439476743
12366,html2pdf-bookdown-0.1.0,6,3.50E-05,0,0.831812363,47,1,32.42212832,0.831812363
1776,hooktest-1.3.1,7,4.10E-05,0.00046,0.800785077,48,2,32.41486975,1.622097809
5501,grolt-1.0.7,7,3.50E-05,0,0.813127493,48,1,32.41224249,0.813127493
11463,httpie-ems-auth-p3-0.2.3,2,3.50E-05,0,0.805139666,49,1,32.40234514,0.805139666
2884,httpie-ems-auth-0.2.2,2,3.50E-05,0,0.804990839,49,1,32.40219631,0.804990839
12862,bold-identification-0.0.25,5,5.00E-05,0.00046,0.850128333,49,2,32.39583907,1.562105674
1824,google-assistant-sdk-0.6.0,1,3.50E-05,0,0.630564344,47,1,32.3602821,0.630564344
6146,hmjr-0.1.3,1,3.50E-05,0,0.847352749,48,1,32.34213114,0.847352749
5645,go-api-0.3.1,5,4.20E-05,0.00046,0.804573859,48,2,32.34106524,1.616565842
13236,django-rest-swagger-2.2.0,5,4.50E-05,0.00046,0.582931064,47,2,32.3223337,1.276250078
5053,jira-3.5.0,8,6.70E-05,0.00094,0.780184612,48,4,32.32186582,3.013948424
5253,opentelemetry-exporter-otlp-1.8.0,3,3.60E-05,0.00046,0.541198794,48,2,32.31911894,1.349877606
3484,guyo13-ccxt-1.50.30,7,3.50E-05,0,0.616360543,48,1,32.28873629,0.616360543
6102,httpie-unixsocket-0.0.0,2,3.50E-05,0,0.684239,49,1,32.27830552,0.684239
12513,grocker-8.0,6,3.50E-05,0,0.623542311,48,1,32.25827953,0.623542311
6156,hdtv-22.11,7,3.50E-05,0,0.783850229,54,1,32.24552432,0.783850229
6311,sphinx-rtd-theme-1.0.0,3,3.70E-05,0.00046,0.629932229,47,2,32.22653627,1.442217027
1224,sphinx-6.1.3,54,0.000529,0.01758,0.46890645,47,54,32.22379304,38.3912614
5619,openstacksdk-1.0.1,17,7.10E-05,0.00155,0.671641247,47,16,32.19133767,11.12654706
1101,hamcrtools-0.0.5,3,3.50E-05,0,0.692042351,46,1,32.18652516,0.692042351
6025,academic-observatory-workflows-2022.3.0,9,3.50E-05,0,0.781289715,51,1,32.17593718,0.781289715
10381,91act-platform-1.0.5,5,3.50E-05,0,0.848243217,45,1,32.13760882,0.848243217
10194,htmlq-0.1.8,5,3.50E-05,0,0.831919923,47,1,32.13130788,0.831919923
10663,h-pyramid-sentry-1.2.4,2,3.50E-05,0,0.683521921,44,1,32.10728622,0.683521921
2618,librosa-0.10.0.post2,16,4.70E-05,0.00137,0.671641247,54,4,32.07819755,3.046785225
7216,gracc-reporting-3.4.0,6,3.50E-05,0,0.691125312,49,1,32.07506016,0.691125312
7793,sphinxcontrib-log-cabinet-1.0.1,2,3.90E-05,0.00048,0.747021081,47,3,32.0729527,2.316023524
10721,gym-push-0.0.21,8,3.50E-05,0,0.710487758,53,1,32.05565907,0.710487758
5437,gnfetcher-1.0.1,4,3.50E-05,0,0.69516647,47,1,32.01103104,0.69516647
457,nbconvert-7.2.8,19,5.30E-05,0.00237,0.64236639,45,25,31.99144858,18.18516358
5192,honest-ml-0.11.2,7,3.50E-05,0,0.831244807,57,1,31.99035559,0.831244807
8279,tinkerer-1.7.2,5,4.50E-05,0.00046,0.671641247,47,2,31.97235689,1.492608746
12522,hydra-python-core-0.3.1,2,3.50E-05,0,0.628714917,47,1,31.95464654,0.628714917
1156,gradescope-0.1.2,6,3.50E-05,0,0.820745905,47,1,31.94856048,0.820745905
13520,gs-aws-to-gcp-workload-identity-0.1.4,5,3.50E-05,0,0.831801368,49,1,31.93269751,0.831801368
158,hm3u8dl-cli-0.4.9,8,3.50E-05,0,0.968274836,46,1,31.9306478,0.968274836
12764,herre-0.3.17,5,3.50E-05,0,0.829648747,46,1,31.9047286,0.829648747
9407,gitutor-0.6.5,8,3.50E-05,0,0.682543701,47,1,31.88326324,0.682543701
3964,google-api-core-1.31.5,10,7.10E-05,0.00048,0.720813266,46,3,31.8462813,2.303325529
2903,requests-toolbelt-0.9.1,19,0.000105,0.00651,0.649785712,50,17,31.84551336,12.37908241
1786,hyrontools-1.0.2,2,3.50E-05,0,0.847567802,49,1,31.83914241,0.847567802
4134,gpyts-1.0.3,3,3.50E-05,0,0.831752132,47,1,31.80789014,0.831752132
290,hcloud-selfdestruct-0.1.0,2,3.50E-05,0,0.69522504,46,1,31.7984611,0.69522504
8300,httpie-token-auth-0.1.8,1,3.50E-05,0,0.848651174,48,1,31.79258847,0.848651174
11923,hyperfit-0.1.7,6,3.50E-05,0,0.836426328,56,1,31.79222088,0.836426328
7403,httpie-django-auth-0.1.2,1,3.50E-05,0,0.836931452,48,1,31.78086875,0.836931452
3390,httpie-hmac-auth-0.2.3,1,3.50E-05,0,0.832327333,48,1,31.77626463,0.832327333
9968,httpie-zipkin-0.0.1,1,3.50E-05,0,0.831820979,48,1,31.77575828,0.831820979
6331,httpie-xsisip-1.0.2,1,3.50E-05,0,0.831754096,48,1,31.7756914,0.831754096
2216,httpie-wsse-auth-0.1.1,1,3.50E-05,0,0.831725672,48,1,31.77566297,0.831725672
12856,httpie-akamai-0.1.5,2,3.50E-05,0,0.831671651,48,1,31.77560895,0.831671651
5937,httpie-kong-hmac-0.0.6,1,3.50E-05,0,0.83164237,48,1,31.77557967,0.83164237
10691,aceql-5.7.2,6,3.50E-05,0,0.830061755,48,1,31.77354366,0.830061755
12116,httpie-visionect-auth-0.0.1,1,3.50E-05,0,0.820890755,48,1,31.76482805,0.820890755
10530,govuk-tech-docs-sphinx-theme-1.0.0,1,3.50E-05,0,0.831834803,46,1,31.7567976,0.831834803
12196,httpie-api-auth-0.3.1,1,3.50E-05,0,0.812042677,48,1,31.75597998,0.812042677
3142,httpie-nsof-1.7,1,3.50E-05,0,0.811524052,48,1,31.75546135,0.811524052
3852,hostage-0.8.1,4,3.50E-05,0,0.712875393,46,1,31.75489652,0.712875393
8624,happypanda-1.1,11,3.50E-05,0,0.636978853,46,1,31.74959318,0.636978853
6645,hatsudenki-0.0.2,7,3.50E-05,0,0.847843195,46,1,31.74615016,0.847843195
8485,httpie-jwt-auth-0.4.0,1,3.50E-05,0,0.792594258,48,1,31.73653156,0.792594258
2454,httpie-astra-0.1.3,1,3.50E-05,0,0.787047702,48,1,31.730985,0.787047702
610,google-auth-oauthlib-1.0.0,44,0.000382,0.01956,0.611642131,46,129,31.72971775,99.08539535
11947,horse-nonsense-0.1.4,3,3.50E-05,0,0.832333359,46,1,31.70891958,0.832333359
8053,hpo-downloader-1.1.0,3,3.50E-05,0,0.832168999,48,1,31.69465993,0.832168999
2086,100bot-1.0.1,2,3.50E-05,0,0.836539169,47,1,31.66155779,0.836539169
3721,taskflow-3.7.1,14,3.60E-05,0.00046,0.671641247,44,2,31.66093525,1.436066201
8893,httpio-0.3.0,3,3.50E-05,0,0.675934249,47,1,31.65903261,0.675934249
3224,httpie-image-1.0.0,1,3.50E-05,0,0.711108113,48,1,31.65504541,0.711108113
6834,geoip2-4.6.0,6,4.20E-05,0.00091,0.671641247,47,3,31.64287738,2.157387418
11579,httpie-dag-0.1.0,1,3.50E-05,0,0.69528715,48,1,31.63922445,0.69528715
4566,httpie-media-auth-0.0.8,1,3.50E-05,0,0.69514324,48,1,31.63908054,0.69514324
9574,httpie-ovh-auth-1.2.0,1,3.50E-05,0,0.695094109,48,1,31.63903141,0.695094109
13348,histoprep-2.0.1,11,3.50E-05,0,0.709679223,56,1,31.63831297,0.709679223
895,httpie-bearer-auth-1.0.0,1,3.50E-05,0,0.684188791,48,1,31.62812609,0.684188791
9240,httpie-oauth2-client-credentials-0.1.1,1,3.50E-05,0,0.675653308,48,1,31.61959061,0.675653308
10446,httpie-apikey-auth-0.1.1,1,3.50E-05,0,0.668615218,48,1,31.61255252,0.668615218
2305,openai-0.27.4,6,8.00E-05,0.00139,0.755717343,47,5,31.60022168,3.387449704
13047,openai-0.27.2,4,4.50E-05,0.00046,0.755717343,47,2,31.60022168,1.44985364
3046,sphinx-5.3.0,19,7.20E-05,0.00142,0.46890645,46,8,31.59660405,5.472315386
1539,ogr-0.44.0,9,3.70E-05,0.00046,0.606140115,47,2,31.56231052,1.281792328
9356,hypermodern-python-cli99-0.2.0,5,3.50E-05,0,0.695218606,48,1,31.55389899,0.695218606
12561,gym-dmc-0.2.5,3,3.50E-05,0,0.847299353,52,1,31.53436327,0.847299353
2518,hubify-0.3.0,5,3.50E-05,0,0.831740381,56,1,31.50778119,0.831740381
6147,python-graphql-client-0.4.3,4,6.50E-05,0.00046,0.65375467,47,2,31.4947784,1.501107419
9194,googlesheettranslate-2.11.35,4,3.50E-05,0,0.780898713,46,1,31.48999306,0.780898713
12265,hs-process-0.0.4,4,3.50E-05,0,0.695123794,51,1,31.48534859,0.695123794
13073,iapp-2020.11.5.17.26.13,3,3.50E-05,0,0.956156166,44,1,31.48384888,0.956156166
10360,gxsphinx-1.0.0,16,3.50E-05,0,0.587150793,46,1,31.44417596,0.587150793
12897,http-tools-2.1.1,2,3.50E-05,0,0.847466979,43,1,31.42824905,0.847466979
5768,gusregon-1.1.3,3,3.50E-05,0,0.83712215,47,1,31.41370846,0.83712215
2066,huetui-1.0,5,3.50E-05,0,0.695122293,52,1,31.40371519,0.695122293
5017,graia-ariadne-0.11.3,8,3.50E-05,0,0.646708427,47,1,31.40296337,0.646708427
10946,git-spindle-4.0.1,4,3.50E-05,0,0.764400117,46,1,31.39205539,0.764400117
4971,heavyai-1.1,6,3.50E-05,0,0.634886886,51,1,31.38002698,0.634886886
3666,aa-airtable-0.2,2,3.50E-05,0,0.831746118,46,1,31.36541016,0.831746118
6789,grasping-type-inference-1.0.3,1,3.50E-05,0,0.710923346,54,1,31.35438886,0.710923346
10129,hydrotools-nwis-client-3.2.1,6,4.20E-05,0.00046,0.798743196,47,2,31.34440397,1.597683544
9790,pydata-google-auth-1.1.0,5,4.10E-05,0.00094,0.763527729,46,3,31.33216478,2.285060439
7792,sphinx-3.5.3,19,8.80E-05,0.00144,0.46890645,46,5,31.32593162,3.563117973
12523,sphinx-3.1.2,17,5.00E-05,0.00046,0.46890645,46,2,31.32593162,1.097621367
9838,grayskull-2.3.0,16,3.50E-05,0,0.750643018,47,1,31.32182409,0.750643018
11292,humdroid-0.2.1,3,3.50E-05,0,0.695218009,47,1,31.31561976,0.695218009
5626,a2p2-0.6.7,3,3.50E-05,0,0.672709579,48,1,31.28964845,0.672709579
6961,acc-provision-5.2.3.5,6,3.50E-05,0,0.743492358,48,1,31.25955727,0.743492358
453,qtconsole-5.4.2,23,6.60E-05,0.00425,0.696463892,47,37,31.2265204,27.32061445
12031,greetpustat-1.0.2,4,3.50E-05,0,0.832022271,46,1,31.22550682,0.832022271
10323,giftwrap-1.5.9,4,4.10E-05,0.00046,0.671641247,46,2,31.21895441,1.519088197
10020,python-cinderclient-4.2.0,11,4.00E-05,0.00094,0.671641247,46,3,31.19885845,2.179716195
2441,grace-dizmo-0.4.6,3,3.50E-05,0,0.807503545,46,1,31.18639126,0.807503545
8967,gnodeclient-0.4.0,8,3.50E-05,0,0.812721867,48,1,31.18217397,0.812721867
10571,hilltop-py-2.2.0,4,3.50E-05,0,0.80895352,49,1,31.18131683,0.80895352
12331,hydrodataset-0.0.8,4,3.50E-05,0,0.695163594,47,1,31.17847418,0.695163594
12025,gsea-api-0.3.4,3,3.50E-05,0,0.696792076,49,1,31.16880438,0.696792076
3962,gtts-2.0.3,6,4.20E-05,0.00046,0.610632281,46,2,31.12787124,1.447112672
889,harmony-service-lib-1.0.22,7,3.50E-05,0,0.65006761,49,1,31.11855749,0.65006761
3710,hackcheck-1.1.0,2,3.50E-05,0,0.862833664,46,1,31.08752266,0.862833664
3469,huawei-api-sdk-1.0.3,2,3.50E-05,0,0.847734833,46,1,31.07242383,0.847734833
12737,gofile2-1.4.3,2,3.50E-05,0,0.83345533,46,1,31.05814433,0.83345533
436,http-requests-0.1,2,3.50E-05,0,0.831902565,46,1,31.05659156,0.831902565
7566,google-translate-py-1.0.0,2,3.50E-05,0,0.831817131,46,1,31.05650613,0.831817131
7639,huobi-0.1.12,2,3.50E-05,0,0.820657153,46,1,31.04534615,0.820657153
5580,growstocks-1.2.1,3,3.50E-05,0,0.820146483,46,1,31.04483548,0.820146483
5003,bqplot-0.12.39,6,3.70E-05,0.00048,0.583717921,49,3,31.04328958,2.157754628
2406,hctk-0.0.13,8,3.50E-05,0,0.831718419,52,1,31.03026511,0.831718419
11124,git-toggle-0.1.1,8,3.50E-05,0,0.675534261,46,1,31.0054096,0.675534261
4622,hipims-io-0.6.2,9,3.50E-05,0,0.819568119,52,1,31.00264514,0.819568119
2107,goje-0.1.6,4,3.50E-05,0,0.846888414,45,1,30.99262336,0.846888414
5919,mitmproxy-5.3.0,26,3.70E-05,0.00046,0.629930575,43,2,30.98175089,1.389200746
7372,homu-0.2.0,6,3.50E-05,0,0.644378128,44,1,30.96346085,0.644378128
3687,groot-rocker-extensions-0.4.1,3,3.50E-05,0,0.683903577,47,1,30.96104204,0.683903577
636,httpie-3.2.1,55,0.000955,0.02103,0.690928893,47,47,30.9439373,37.30109229
8717,google-auth-oauthlib-0.8.0,4,4.30E-05,0.00094,0.611642131,45,4,30.94364187,2.959537718
8668,google-auth-oauthlib-0.4.0,4,5.00E-05,0.00091,0.611642131,45,3,30.94364187,2.119766458
6702,msrestazure-0.6.4,5,4.10E-05,0.00091,0.626316327,46,3,30.9328692,1.909068298
2373,sphinx-5.1.1,16,4.20E-05,0.00046,0.46890645,45,2,30.9249628,0.996216637
10531,sphinx-4.5.0,16,6.50E-05,0.00046,0.46890645,45,2,30.9249628,1.300741253
12927,helixswarm-0.7.4,2,3.50E-05,0,0.695194752,46,1,30.91988375,0.695194752
231,guilded-webhook-0.3.0,2,3.50E-05,0,0.695181038,46,1,30.91987004,0.695181038
8438,helix-swarm-0.7.4,2,3.50E-05,0,0.694631353,46,1,30.91932035,0.694631353
576,fsspec-2023.4.0,22,0.000125,0.01077,0.68849028,46,155,30.91317928,112.2924824
6347,grape-model-0.0.3,9,3.50E-05,0,0.828035111,55,1,30.88969277,0.828035111
8225,mapbox-0.18.1,8,4.50E-05,0.00046,0.745416127,48,2,30.88632863,1.544970853
3707,grapetree-2.2,7,3.50E-05,0,0.683797919,51,1,30.88465667,0.683797919
10562,ogb-lite-0.0.3,8,4.00E-05,0.00048,0.832049003,52,3,30.87697949,2.374540502
8054,encodeproject-1.0.28,6,4.50E-05,0.00046,0.698495959,47,2,30.86249093,1.530664958
7100,glink2-0.2.1,8,3.50E-05,0,0.831643988,44,1,30.85206611,0.831643988
12516,goodlibs-0.1.1,7,3.50E-05,0,0.847634691,45,1,30.84064986,0.847634691
2163,httpx-html-0.11.0.dev0,7,3.50E-05,0,0.671641247,42,1,30.79739443,0.671641247
10960,gym-banana-0.0.3,3,3.50E-05,0,0.812144847,47,1,30.78529711,0.812144847
2644,flickrapi-2.4.0,5,3.80E-05,0.00046,0.671641247,46,2,30.78428772,1.507954956
530,grinmw-0.1.1,4,3.50E-05,0,0.662953629,45,1,30.77701015,0.662953629
1119,pycognito-2022.8.0,5,3.90E-05,0.00046,0.617485632,48,2,30.76664717,1.375534025
2030,pycognito-2022.12.0,5,5.00E-05,0.00046,0.617485632,48,2,30.76664717,1.25190342
3595,pycognito-0.1.4,5,3.90E-05,0.00046,0.617485632,48,2,30.76664717,1.257137166
5291,gtmx-0.0.4,6,3.50E-05,0,0.711025882,53,1,30.73013506,0.711025882
7033,google-analytics-data-json-0.0.2,19,3.50E-05,0,0.695223654,43,1,30.7141955,0.695223654
10860,galaxy-containers-22.1.1,3,4.20E-05,0.00048,0.616601821,46,4,30.71217408,2.699354607
5883,ksimpleapi-0.0.41,5,4.20E-05,0.00046,0.710118968,46,2,30.69127363,1.421004848
13154,govyn-0.19.0,5,3.50E-05,0,0.690426806,44,1,30.67648788,0.690426806
11766,alifedata-phyloinformatics-convert-0.13.0,13,3.60E-05,0.00046,0.812159373,51,2,30.65089299,1.616729051
6481,high-level-markov-logic-network-1.0.1,2,6.50E-05,0.00046,0.710984722,53,2,30.64346551,1.421908068
4227,harness-featureflags-1.1.10,5,3.50E-05,0,0.633869582,43,1,30.62397093,0.633869582
11294,scrcpy-client-0.4.7,4,4.50E-05,0.00046,0.720525346,46,2,30.62040175,1.415743355
3175,hydra-chain-py-2.7.6,8,3.50E-05,0,0.820806634,46,1,30.61799653,0.820806634
4285,himl-0.12.0,7,3.50E-05,0,0.640853968,48,1,30.60722793,0.640853968
12898,mitmproxy-6.0.2,26,5.00E-05,0.00046,0.629930575,42,2,30.58078207,1.477397554
13234,hek-0.3.3,7,3.50E-05,0,0.846587795,46,1,30.57998579,0.846587795
11290,holisticai-0.3.0,5,3.50E-05,0,0.69999278,54,1,30.57140463,0.69999278
2669,google-auth-oauthlib-0.6.0,8,7.90E-05,0.00288,0.611642131,45,12,30.56863705,8.841978446
12171,google-auth-oauthlib-0.5.3,3,3.80E-05,0.00046,0.611642131,45,2,30.56863705,1.254487845
5272,opentelemetry-exporter-otlp-proto-http-1.8.0,7,5.00E-05,0.00048,0.542131325,45,3,30.56449761,1.892008931
4978,gram-scanner-1.0.2,4,3.50E-05,0,0.821374934,45,1,30.53793013,0.821374934
11545,hazen-1.1.3,9,3.50E-05,0,0.655465347,56,1,30.51779872,0.655465347
10772,xhtml2pdf-0.2.9,10,4.10E-05,0.00046,0.628085921,44,2,30.50680609,1.440329649
5621,openstacksdk-0.26.0,19,6.10E-05,0.00203,0.671641247,44,15,30.49264597,10.29472252
12026,jupyter-helpers-0.2.3,6,4.50E-05,0.00046,0.684081891,48,2,30.4720123,1.380873967
7683,google-music-3.7.0,10,3.70E-05,0.00046,0.831266133,40,2,30.47007817,1.651462858
2795,golem-framework-0.10.1,6,3.50E-05,0,0.769217435,44,1,30.45099005,0.769217435
9994,lastversion-2.4.13,13,3.90E-05,0.00046,0.633869134,45,2,30.41361296,1.328264706
9269,bioregistry-0.8.10,9,4.40E-05,0.00096,0.88305029,44,4,30.38888094,2.863028347
8108,bioregistry-0.8.11,8,3.80E-05,0.00048,0.88305029,44,3,30.38888094,2.609991858
2442,grace-0.5.7,13,4.50E-05,0.00046,0.807619315,45,2,30.37888771,1.61512286
4976,i18n-generator-1.2.1,3,3.50E-05,0,0.710908069,44,1,30.36566824,0.710908069
6952,guangtestbeat-0.13.1,9,3.50E-05,0,0.615279618,54,1,30.36149304,0.615279618
2245,graphdb-python-0.0.6,3,3.50E-05,0,0.630020415,44,1,30.31512809,0.630020415
13257,hana-injector-0.0.1,31,3.50E-05,0,0.700031748,43,1,30.29817997,0.700031748
5463,iam-sudo-0.2.0,4,3.50E-05,0,0.695696695,45,1,30.29780264,0.695696695
5647,treq-22.2.0,8,4.60E-05,0.00094,0.668630647,45,4,30.28234777,2.93426119
962,boto3facade-0.5.9,9,0.00014,0.00137,0.701071401,47,22,30.22969382,17.57203554
8641,horse-0.2.17,9,8.40E-05,0.00183,0.831289523,43,5,30.22561081,4.159964735
8403,zimscraperlib-2.0.0,12,3.70E-05,0.00046,0.724308176,45,2,30.19670907,1.35145305
7026,azure-keyvault-4.1.0,4,3.90E-05,0.00046,0.412988704,47,2,30.15864414,1.23388771
10861,galaxy-util-22.1.2,15,6.10E-05,0.00096,0.615832769,45,5,30.09557226,3.315187376
